applicable,calculation_reason,f1,false_negative,false_positive,patient,precision,question_id,question_number,reason_not_applicable,recall,system,true_positive,turn_id
False,claim_level_precision_recall_f1_without_claim_id_matching,,4,0,SYN-CSM-003,,c89f4283-5571-478e-9046-b564fa3cbd32,5,no_generated_or_expected_factual_claims,0.0,hippo_rag,0,cd3cc352-700f-48ac-bf30-9df677e44581
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,1,SYN-CSM-003,0.0,c89f4283-5571-478e-9046-b564fa3cbd32,5,,0.0,rolling_summary,0,f167c259-8e5b-4282-aae8-272f0be7fa83
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,6,1,SYN-CSM-003,0.0,9ad22abe-1acd-4e4d-bb71-4827ae2cb1a8,6,,0.0,rolling_summary,0,08761f15-0dc9-4732-8fd9-e4db7eaccdd8
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,6,1,SYN-CSM-003,0.0,9ad22abe-1acd-4e4d-bb71-4827ae2cb1a8,6,,0.0,dense_rag,0,3d6d655e-836d-43c1-8123-6e9d5a0d54c9
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,6,1,SYN-CSM-003,0.0,9ad22abe-1acd-4e4d-bb71-4827ae2cb1a8,6,,0.0,hippo_rag,0,4f166522-c8f0-4f15-81be-21b870aeb0b5
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,6,1,SYN-CSM-003,0.0,9ad22abe-1acd-4e4d-bb71-4827ae2cb1a8,6,,0.0,long_context,0,5d5b68e8-6527-41d2-985b-cca91f95cbad
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,6,2,SYN-CSM-003,0.0,9ad22abe-1acd-4e4d-bb71-4827ae2cb1a8,6,,0.0,hybrid_rag,0,86a2c081-d62d-4d47-87d0-743f26a7c798
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,6,1,SYN-CSM-003,0.0,9ad22abe-1acd-4e4d-bb71-4827ae2cb1a8,6,,0.0,csm,0,b51a503e-caa1-467d-b632-fae1f336fd53
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,6,1,SYN-CSM-003,0.0,9ad22abe-1acd-4e4d-bb71-4827ae2cb1a8,6,,0.0,graph_rag,0,d1e13121-e162-446d-980e-46a3de524a83
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-003,0.0,721ef671-2582-4545-9e29-b973428ddc3a,7,,0.0,rolling_summary,0,2401049d-60b4-4fc7-adb9-27a672ead88b
True,claim_level_precision_recall_f1_without_claim_id_matching,0.6666666666666666,1,0,SYN-CSM-003,1.0,721ef671-2582-4545-9e29-b973428ddc3a,7,,0.5,graph_rag,1,27fb68a7-1aba-4e9d-bb4b-988558d3af44
True,claim_level_precision_recall_f1_without_claim_id_matching,0.6666666666666666,1,0,SYN-CSM-003,1.0,721ef671-2582-4545-9e29-b973428ddc3a,7,,0.5,hybrid_rag,1,32a666f1-403c-4eec-a5db-9e35405f97c2
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-003,0.0,721ef671-2582-4545-9e29-b973428ddc3a,7,,0.0,csm,0,7416766f-6aa3-4bde-87f5-7fbf95be7fcb
True,claim_level_precision_recall_f1_without_claim_id_matching,0.6666666666666666,1,0,SYN-CSM-003,1.0,721ef671-2582-4545-9e29-b973428ddc3a,7,,0.5,long_context,1,9cc304bb-94a0-4857-9e1e-336c1184f3a9
True,claim_level_precision_recall_f1_without_claim_id_matching,0.6666666666666666,1,0,SYN-CSM-003,1.0,721ef671-2582-4545-9e29-b973428ddc3a,7,,0.5,hippo_rag,1,a1fd1241-2d8d-4b28-9ea8-7fac05b2b4a4
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-003,0.0,721ef671-2582-4545-9e29-b973428ddc3a,7,,0.0,dense_rag,0,e96d2ac4-ed96-4a1f-a868-ed453bd4f10c
True,claim_level_precision_recall_f1_without_claim_id_matching,0.5,1,1,SYN-CSM-003,0.5,58f22900-79ec-4151-8e21-dbe14b434856,8,,0.5,long_context,1,201def6f-2dde-4faf-828d-64299e4b58bd
True,claim_level_precision_recall_f1_without_claim_id_matching,0.6666666666666666,1,0,SYN-CSM-003,1.0,58f22900-79ec-4151-8e21-dbe14b434856,8,,0.5,rolling_summary,1,2f5b9cfc-1fce-4ee7-bed9-579587a0f001
True,claim_level_precision_recall_f1_without_claim_id_matching,1.0,0,0,SYN-CSM-003,1.0,58f22900-79ec-4151-8e21-dbe14b434856,8,,1.0,graph_rag,2,61844b76-443b-4ef9-9dc2-48f372814a3d
True,claim_level_precision_recall_f1_without_claim_id_matching,0.6666666666666666,1,0,SYN-CSM-003,1.0,58f22900-79ec-4151-8e21-dbe14b434856,8,,0.5,dense_rag,1,683af957-4f53-40cd-ac23-47c0ad1b91ce
True,claim_level_precision_recall_f1_without_claim_id_matching,0.6666666666666666,1,0,SYN-CSM-003,1.0,58f22900-79ec-4151-8e21-dbe14b434856,8,,0.5,hybrid_rag,1,8c043eea-d115-43b5-8607-17cb011cc06f
True,claim_level_precision_recall_f1_without_claim_id_matching,0.8,0,1,SYN-CSM-003,0.6666666666666666,58f22900-79ec-4151-8e21-dbe14b434856,8,,1.0,csm,2,91a5fcd1-fae9-4d21-a12e-96b64e8bb661
True,claim_level_precision_recall_f1_without_claim_id_matching,0.6666666666666666,1,0,SYN-CSM-003,1.0,58f22900-79ec-4151-8e21-dbe14b434856,8,,0.5,hippo_rag,1,e4f9e775-5083-4233-b244-80313f8941db
True,claim_level_precision_recall_f1_without_claim_id_matching,0.25,3,3,SYN-CSM-003,0.25,deff71db-29ab-49f6-b778-9ab383de5ffd,9,,0.25,graph_rag,1,2306bc28-331d-41f2-875e-ee788047ae59
True,claim_level_precision_recall_f1_without_claim_id_matching,0.25,3,3,SYN-CSM-003,0.25,deff71db-29ab-49f6-b778-9ab383de5ffd,9,,0.25,hippo_rag,1,3454e262-8adf-4a2b-b747-4f3071a158f4
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,1,SYN-CSM-003,0.0,deff71db-29ab-49f6-b778-9ab383de5ffd,9,,0.0,long_context,0,3f9105ee-50f0-40c0-b6dd-b44255659b53
True,claim_level_precision_recall_f1_without_claim_id_matching,0.5,2,2,SYN-CSM-003,0.5,deff71db-29ab-49f6-b778-9ab383de5ffd,9,,0.5,rolling_summary,2,825658ab-a122-4fb9-b352-f75d460cbfcc
True,claim_level_precision_recall_f1_without_claim_id_matching,0.22222222222222224,3,4,SYN-CSM-003,0.2,deff71db-29ab-49f6-b778-9ab383de5ffd,9,,0.25,dense_rag,1,9ab65872-621d-4693-a82a-d75be1b4158c
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,3,SYN-CSM-003,0.0,deff71db-29ab-49f6-b778-9ab383de5ffd,9,,0.0,csm,0,b4908df4-b1f1-4f35-bb2e-1ac2e9fb85d7
True,claim_level_precision_recall_f1_without_claim_id_matching,0.28571428571428575,3,2,SYN-CSM-003,0.3333333333333333,deff71db-29ab-49f6-b778-9ab383de5ffd,9,,0.25,hybrid_rag,1,e3897a90-c4c5-4b15-acc8-8551c219c914
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,3,SYN-CSM-003,0.0,dfe6c54c-167e-45c5-9e2a-d6a9fbe9e85d,10,,0.0,long_context,0,0b34b672-b534-473b-96d4-56697fb42caa
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-003,0.0,dfe6c54c-167e-45c5-9e2a-d6a9fbe9e85d,10,,0.0,graph_rag,0,3172449a-0d2d-4f59-a32f-e003a2ec9589
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,2,SYN-CSM-003,0.0,dfe6c54c-167e-45c5-9e2a-d6a9fbe9e85d,10,,0.0,hippo_rag,0,4b7c85b2-2f36-46eb-b062-e09b854d6ee5
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-003,0.0,dfe6c54c-167e-45c5-9e2a-d6a9fbe9e85d,10,,0.0,rolling_summary,0,6065cecb-897d-4bdc-9006-b7565cf2ee3d
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-003,0.0,dfe6c54c-167e-45c5-9e2a-d6a9fbe9e85d,10,,0.0,hybrid_rag,0,b3d5feb5-90b1-4ac2-a53e-dc484e81f20e
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-003,0.0,dfe6c54c-167e-45c5-9e2a-d6a9fbe9e85d,10,,0.0,csm,0,e7cbb44d-1eb2-42e1-88f4-49d07051cef6
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-003,0.0,dfe6c54c-167e-45c5-9e2a-d6a9fbe9e85d,10,,0.0,dense_rag,0,ebb7c354-aff9-40bc-8116-6e911f4b8dcf
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,3,SYN-CSM-003,0.0,37ad3dba-df4c-4cde-9bd8-b359d00099bf,11,,0.0,dense_rag,0,190ef59c-9e48-4bcc-bb48-6f225c03b7b6
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,2,SYN-CSM-003,0.0,37ad3dba-df4c-4cde-9bd8-b359d00099bf,11,,0.0,graph_rag,0,59d1d5ba-c3f0-4aa5-871a-344f091a58b2
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,3,SYN-CSM-003,0.0,37ad3dba-df4c-4cde-9bd8-b359d00099bf,11,,0.0,hippo_rag,0,6461405c-f6f0-43e4-9a27-ab1e91eb4b93
True,claim_level_precision_recall_f1_without_claim_id_matching,0.22222222222222224,3,4,SYN-CSM-003,0.2,37ad3dba-df4c-4cde-9bd8-b359d00099bf,11,,0.25,hybrid_rag,1,816c70f6-2b9b-4b51-93dd-3024e50ea50d
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,1,SYN-CSM-003,0.0,37ad3dba-df4c-4cde-9bd8-b359d00099bf,11,,0.0,rolling_summary,0,b448886a-99fb-4949-9d87-72de115ed553
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,2,SYN-CSM-003,0.0,37ad3dba-df4c-4cde-9bd8-b359d00099bf,11,,0.0,csm,0,cdc05ef8-6c85-4f54-a025-fa47f0969057
False,claim_level_precision_recall_f1_without_claim_id_matching,,4,0,SYN-CSM-003,,37ad3dba-df4c-4cde-9bd8-b359d00099bf,11,no_generated_or_expected_factual_claims,0.0,long_context,0,d3bee192-768a-4322-9d75-c8eaa3f2f1c4
True,claim_level_precision_recall_f1_without_claim_id_matching,0.4,1,2,SYN-CSM-003,0.3333333333333333,e5eec9d0-ca07-4176-aad6-8b0e42cd2eac,12,,0.5,dense_rag,1,111cef97-ae1a-465b-b414-d63e9c711565
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,2,SYN-CSM-003,0.0,e5eec9d0-ca07-4176-aad6-8b0e42cd2eac,12,,0.0,rolling_summary,0,324c2591-2e7b-408f-b00c-2c7ebeb7c59c
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,3,SYN-CSM-003,0.0,e5eec9d0-ca07-4176-aad6-8b0e42cd2eac,12,,0.0,hippo_rag,0,3b6e0024-c5f4-4e9b-a0be-5015f5b0bb02
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,2,SYN-CSM-003,0.0,e5eec9d0-ca07-4176-aad6-8b0e42cd2eac,12,,0.0,csm,0,431d3994-263c-49c4-a515-aa9ac72b9d7b
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,3,SYN-CSM-003,0.0,e5eec9d0-ca07-4176-aad6-8b0e42cd2eac,12,,0.0,long_context,0,619ccc4f-42e8-4fb7-8719-c1d7057cac9b
True,claim_level_precision_recall_f1_without_claim_id_matching,0.5,1,1,SYN-CSM-003,0.5,e5eec9d0-ca07-4176-aad6-8b0e42cd2eac,12,,0.5,hybrid_rag,1,7f6d828a-617c-4300-8f11-7ad2451cd6c6
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,2,SYN-CSM-003,0.0,e5eec9d0-ca07-4176-aad6-8b0e42cd2eac,12,,0.0,graph_rag,0,f4d4be36-c8a5-49f2-b9b1-cd3a2a4fab19
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-003,0.0,cdaf0fa3-5d67-495d-a181-8c9bb23b0b6b,13,,0.0,hippo_rag,0,6547157e-cd7c-4fee-a7ec-211b0447e601
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-003,0.0,cdaf0fa3-5d67-495d-a181-8c9bb23b0b6b,13,,0.0,long_context,0,8c4f3588-a2a2-494f-8daf-42760d89b613
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-003,0.0,cdaf0fa3-5d67-495d-a181-8c9bb23b0b6b,13,,0.0,graph_rag,0,a198e12e-a6f1-4903-a988-fb46ff11defc
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-003,0.0,cdaf0fa3-5d67-495d-a181-8c9bb23b0b6b,13,,0.0,rolling_summary,0,aeab5204-3092-46d2-a524-c8188447309d
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-003,0.0,cdaf0fa3-5d67-495d-a181-8c9bb23b0b6b,13,,0.0,hybrid_rag,0,b1336f1f-e192-4ef6-b9a0-acf1935c62fb
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-003,0.0,cdaf0fa3-5d67-495d-a181-8c9bb23b0b6b,13,,0.0,dense_rag,0,b4cc8651-e148-47d4-89c5-68bb328660dc
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-003,0.0,cdaf0fa3-5d67-495d-a181-8c9bb23b0b6b,13,,0.0,csm,0,bf09e094-f756-4eb0-a52a-21f9eb4071b9
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-003,0.0,7bec0c49-ab48-44f8-8e80-cb8cfdb0b64a,14,,0.0,dense_rag,0,390d7858-1a65-486e-8974-26f833e9f0c7
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,2,SYN-CSM-003,0.0,7bec0c49-ab48-44f8-8e80-cb8cfdb0b64a,14,,0.0,graph_rag,0,6a7ce384-3bde-4ad7-a072-5364c0dd461f
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-003,0.0,7bec0c49-ab48-44f8-8e80-cb8cfdb0b64a,14,,0.0,hippo_rag,0,768aaf14-8710-4f53-b34c-dcef4c5d83e0
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-003,0.0,7bec0c49-ab48-44f8-8e80-cb8cfdb0b64a,14,,0.0,csm,0,a504fd2e-33b0-48ea-b037-0e7437627ba7
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-003,0.0,7bec0c49-ab48-44f8-8e80-cb8cfdb0b64a,14,,0.0,hybrid_rag,0,e4b294b1-a181-461f-a519-af8c2f1ca55a
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-003,0.0,7bec0c49-ab48-44f8-8e80-cb8cfdb0b64a,14,,0.0,long_context,0,ecbcbf16-f1fd-400b-81a1-40cddaab4988
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-003,0.0,7bec0c49-ab48-44f8-8e80-cb8cfdb0b64a,14,,0.0,rolling_summary,0,f18e80d7-2adb-4f8b-adad-c81d54bed0d7
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-003,0.0,3faf65c0-c3c9-4bd5-b193-b2e277c1ee63,15,,0.0,hippo_rag,0,068b6e4b-df18-429d-ab6e-b0e18ceda2db
True,claim_level_precision_recall_f1_without_claim_id_matching,0.6666666666666666,1,0,SYN-CSM-003,1.0,3faf65c0-c3c9-4bd5-b193-b2e277c1ee63,15,,0.5,long_context,1,21bc8eaf-dc22-4c04-8395-e3966028628a
True,claim_level_precision_recall_f1_without_claim_id_matching,0.6666666666666666,1,0,SYN-CSM-003,1.0,3faf65c0-c3c9-4bd5-b193-b2e277c1ee63,15,,0.5,csm,1,2edccd91-012d-4bb4-9fea-458e82d54bcb
True,claim_level_precision_recall_f1_without_claim_id_matching,0.6666666666666666,1,0,SYN-CSM-003,1.0,3faf65c0-c3c9-4bd5-b193-b2e277c1ee63,15,,0.5,graph_rag,1,3aec9137-7a0f-4fc4-8a7e-8cc697c6ed7a
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-003,0.0,3faf65c0-c3c9-4bd5-b193-b2e277c1ee63,15,,0.0,hybrid_rag,0,6b980ef4-5577-4846-8022-f9db4797230e
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-003,0.0,3faf65c0-c3c9-4bd5-b193-b2e277c1ee63,15,,0.0,dense_rag,0,8c1a7cd7-1b18-4775-80b8-9a0589fbefa6
True,claim_level_precision_recall_f1_without_claim_id_matching,0.5,1,1,SYN-CSM-003,0.5,3faf65c0-c3c9-4bd5-b193-b2e277c1ee63,15,,0.5,rolling_summary,1,cc147aa2-a987-42b6-8ab6-40f225fbc556
True,claim_level_precision_recall_f1_without_claim_id_matching,0.16666666666666666,5,5,SYN-CSM-003,0.16666666666666666,8b1b6a2d-cc13-4491-b612-d13fca3bc68f,16,,0.16666666666666666,rolling_summary,1,0fb540eb-600a-43a4-8c81-9f770024fd45
True,claim_level_precision_recall_f1_without_claim_id_matching,0.4,4,2,SYN-CSM-003,0.5,8b1b6a2d-cc13-4491-b612-d13fca3bc68f,16,,0.3333333333333333,hybrid_rag,2,92ef34d4-1456-4cf8-afe4-78739598d0fa
True,claim_level_precision_recall_f1_without_claim_id_matching,0.2,5,3,SYN-CSM-003,0.25,8b1b6a2d-cc13-4491-b612-d13fca3bc68f,16,,0.16666666666666666,dense_rag,1,aa36e64d-bcaa-4777-a0dd-5e2b5cbcb986
True,claim_level_precision_recall_f1_without_claim_id_matching,0.4444444444444444,4,1,SYN-CSM-003,0.6666666666666666,8b1b6a2d-cc13-4491-b612-d13fca3bc68f,16,,0.3333333333333333,graph_rag,2,bab4dbae-892a-4c72-a532-011aa0ce0572
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,6,5,SYN-CSM-003,0.0,8b1b6a2d-cc13-4491-b612-d13fca3bc68f,16,,0.0,long_context,0,bb3821ed-2a55-4218-a451-cc226f4dde56
True,claim_level_precision_recall_f1_without_claim_id_matching,0.2,5,3,SYN-CSM-003,0.25,8b1b6a2d-cc13-4491-b612-d13fca3bc68f,16,,0.16666666666666666,hippo_rag,1,e15085d4-36c6-40af-83f0-9fd3ee366e2e
True,claim_level_precision_recall_f1_without_claim_id_matching,0.25,5,1,SYN-CSM-003,0.5,8b1b6a2d-cc13-4491-b612-d13fca3bc68f,16,,0.16666666666666666,csm,1,ed2ae72e-8f06-4b79-9677-60aeba8bd2f8
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-003,0.0,7af7f126-e4ad-40b9-af47-8a0c500dcb4f,17,,0.0,dense_rag,0,0123d0cc-009d-49e6-a8d5-ed1d0d67ad60
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,2,SYN-CSM-003,0.0,7af7f126-e4ad-40b9-af47-8a0c500dcb4f,17,,0.0,graph_rag,0,04353b6d-1ba5-4100-91ba-c51152e9ffb8
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-003,0.0,7af7f126-e4ad-40b9-af47-8a0c500dcb4f,17,,0.0,long_context,0,281cbfec-aa03-46a1-887e-4b383cc1f3ce
