applicable,audit_file,calculation_reason,denominator,metric_name,numerator,observation_value,patient,question_id,question_number,reason_not_applicable,system,turn_id
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-003,9ad22abe-1acd-4e4d-bb71-4827ae2cb1a8,6,missing_expected_decision_labels,hybrid_rag,86a2c081-d62d-4d47-87d0-743f26a7c798
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-003,9ad22abe-1acd-4e4d-bb71-4827ae2cb1a8,6,missing_expected_decision_labels,csm,b51a503e-caa1-467d-b632-fae1f336fd53
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['refer'],,decision_f1,,,SYN-CSM-003,9ad22abe-1acd-4e4d-bb71-4827ae2cb1a8,6,missing_expected_decision_labels,graph_rag,d1e13121-e162-446d-980e-46a3de524a83
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-003,721ef671-2582-4545-9e29-b973428ddc3a,7,missing_expected_decision_labels,rolling_summary,2401049d-60b4-4fc7-adb9-27a672ead88b
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-003,721ef671-2582-4545-9e29-b973428ddc3a,7,missing_expected_decision_labels,graph_rag,27fb68a7-1aba-4e9d-bb4b-988558d3af44
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-003,721ef671-2582-4545-9e29-b973428ddc3a,7,missing_expected_decision_labels,hybrid_rag,32a666f1-403c-4eec-a5db-9e35405f97c2
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-003,721ef671-2582-4545-9e29-b973428ddc3a,7,missing_expected_decision_labels,csm,7416766f-6aa3-4bde-87f5-7fbf95be7fcb
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-003,721ef671-2582-4545-9e29-b973428ddc3a,7,missing_expected_decision_labels,long_context,9cc304bb-94a0-4857-9e1e-336c1184f3a9
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-003,721ef671-2582-4545-9e29-b973428ddc3a,7,missing_expected_decision_labels,hippo_rag,a1fd1241-2d8d-4b28-9ea8-7fac05b2b4a4
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-003,721ef671-2582-4545-9e29-b973428ddc3a,7,missing_expected_decision_labels,dense_rag,e96d2ac4-ed96-4a1f-a868-ed453bd4f10c
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['monitor'],,decision_f1,,,SYN-CSM-003,58f22900-79ec-4151-8e21-dbe14b434856,8,missing_expected_decision_labels,long_context,201def6f-2dde-4faf-828d-64299e4b58bd
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['monitor'],,decision_f1,,,SYN-CSM-003,58f22900-79ec-4151-8e21-dbe14b434856,8,missing_expected_decision_labels,rolling_summary,2f5b9cfc-1fce-4ee7-bed9-579587a0f001
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['monitor'],,decision_f1,,,SYN-CSM-003,58f22900-79ec-4151-8e21-dbe14b434856,8,missing_expected_decision_labels,graph_rag,61844b76-443b-4ef9-9dc2-48f372814a3d
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['monitor'],,decision_f1,,,SYN-CSM-003,58f22900-79ec-4151-8e21-dbe14b434856,8,missing_expected_decision_labels,dense_rag,683af957-4f53-40cd-ac23-47c0ad1b91ce
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['monitor'],,decision_f1,,,SYN-CSM-003,58f22900-79ec-4151-8e21-dbe14b434856,8,missing_expected_decision_labels,hybrid_rag,8c043eea-d115-43b5-8607-17cb011cc06f
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['monitor'],,decision_f1,,,SYN-CSM-003,58f22900-79ec-4151-8e21-dbe14b434856,8,missing_expected_decision_labels,csm,91a5fcd1-fae9-4d21-a12e-96b64e8bb661
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['monitor'],,decision_f1,,,SYN-CSM-003,58f22900-79ec-4151-8e21-dbe14b434856,8,missing_expected_decision_labels,hippo_rag,e4f9e775-5083-4233-b244-80313f8941db
False,decision_label_audit.csv,"missing_expected_decision_labels; expected=[] predicted=['monitor', 'treat']",,decision_f1,,,SYN-CSM-003,deff71db-29ab-49f6-b778-9ab383de5ffd,9,missing_expected_decision_labels,graph_rag,2306bc28-331d-41f2-875e-ee788047ae59
False,decision_label_audit.csv,"missing_expected_decision_labels; expected=[] predicted=['monitor', 'treat']",,decision_f1,,,SYN-CSM-003,deff71db-29ab-49f6-b778-9ab383de5ffd,9,missing_expected_decision_labels,hippo_rag,3454e262-8adf-4a2b-b747-4f3071a158f4
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['monitor'],,decision_f1,,,SYN-CSM-003,deff71db-29ab-49f6-b778-9ab383de5ffd,9,missing_expected_decision_labels,long_context,3f9105ee-50f0-40c0-b6dd-b44255659b53
False,decision_label_audit.csv,"missing_expected_decision_labels; expected=[] predicted=['monitor', 'treat']",,decision_f1,,,SYN-CSM-003,deff71db-29ab-49f6-b778-9ab383de5ffd,9,missing_expected_decision_labels,rolling_summary,825658ab-a122-4fb9-b352-f75d460cbfcc
False,decision_label_audit.csv,"missing_expected_decision_labels; expected=[] predicted=['monitor', 'treat']",,decision_f1,,,SYN-CSM-003,deff71db-29ab-49f6-b778-9ab383de5ffd,9,missing_expected_decision_labels,dense_rag,9ab65872-621d-4693-a82a-d75be1b4158c
False,decision_label_audit.csv,"missing_expected_decision_labels; expected=[] predicted=['monitor', 'treat']",,decision_f1,,,SYN-CSM-003,deff71db-29ab-49f6-b778-9ab383de5ffd,9,missing_expected_decision_labels,csm,b4908df4-b1f1-4f35-bb2e-1ac2e9fb85d7
False,decision_label_audit.csv,"missing_expected_decision_labels; expected=[] predicted=['diagnose', 'monitor', 'treat']",,decision_f1,,,SYN-CSM-003,deff71db-29ab-49f6-b778-9ab383de5ffd,9,missing_expected_decision_labels,hybrid_rag,e3897a90-c4c5-4b15-acc8-8551c219c914
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['treat'],,decision_f1,,,SYN-CSM-003,dfe6c54c-167e-45c5-9e2a-d6a9fbe9e85d,10,missing_expected_decision_labels,long_context,0b34b672-b534-473b-96d4-56697fb42caa
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['treat'],,decision_f1,,,SYN-CSM-003,dfe6c54c-167e-45c5-9e2a-d6a9fbe9e85d,10,missing_expected_decision_labels,graph_rag,3172449a-0d2d-4f59-a32f-e003a2ec9589
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['treat'],,decision_f1,,,SYN-CSM-003,dfe6c54c-167e-45c5-9e2a-d6a9fbe9e85d,10,missing_expected_decision_labels,hippo_rag,4b7c85b2-2f36-46eb-b062-e09b854d6ee5
False,decision_label_audit.csv,"missing_expected_decision_labels; expected=[] predicted=['monitor', 'treat']",,decision_f1,,,SYN-CSM-003,dfe6c54c-167e-45c5-9e2a-d6a9fbe9e85d,10,missing_expected_decision_labels,rolling_summary,6065cecb-897d-4bdc-9006-b7565cf2ee3d
False,decision_label_audit.csv,"missing_expected_decision_labels; expected=[] predicted=['monitor', 'treat']",,decision_f1,,,SYN-CSM-003,dfe6c54c-167e-45c5-9e2a-d6a9fbe9e85d,10,missing_expected_decision_labels,hybrid_rag,b3d5feb5-90b1-4ac2-a53e-dc484e81f20e
False,decision_label_audit.csv,"missing_expected_decision_labels; expected=[] predicted=['monitor', 'treat']",,decision_f1,,,SYN-CSM-003,dfe6c54c-167e-45c5-9e2a-d6a9fbe9e85d,10,missing_expected_decision_labels,csm,e7cbb44d-1eb2-42e1-88f4-49d07051cef6
False,decision_label_audit.csv,"missing_expected_decision_labels; expected=[] predicted=['monitor', 'treat']",,decision_f1,,,SYN-CSM-003,dfe6c54c-167e-45c5-9e2a-d6a9fbe9e85d,10,missing_expected_decision_labels,dense_rag,ebb7c354-aff9-40bc-8116-6e911f4b8dcf
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['treat'],,decision_f1,,,SYN-CSM-003,37ad3dba-df4c-4cde-9bd8-b359d00099bf,11,missing_expected_decision_labels,dense_rag,190ef59c-9e48-4bcc-bb48-6f225c03b7b6
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['treat'],,decision_f1,,,SYN-CSM-003,37ad3dba-df4c-4cde-9bd8-b359d00099bf,11,missing_expected_decision_labels,graph_rag,59d1d5ba-c3f0-4aa5-871a-344f091a58b2
False,decision_label_audit.csv,"missing_expected_decision_labels; expected=[] predicted=['monitor', 'treat']",,decision_f1,,,SYN-CSM-003,37ad3dba-df4c-4cde-9bd8-b359d00099bf,11,missing_expected_decision_labels,hippo_rag,6461405c-f6f0-43e4-9a27-ab1e91eb4b93
False,decision_label_audit.csv,"missing_expected_decision_labels; expected=[] predicted=['monitor', 'treat']",,decision_f1,,,SYN-CSM-003,37ad3dba-df4c-4cde-9bd8-b359d00099bf,11,missing_expected_decision_labels,hybrid_rag,816c70f6-2b9b-4b51-93dd-3024e50ea50d
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['treat'],,decision_f1,,,SYN-CSM-003,37ad3dba-df4c-4cde-9bd8-b359d00099bf,11,missing_expected_decision_labels,rolling_summary,b448886a-99fb-4949-9d87-72de115ed553
False,decision_label_audit.csv,"missing_expected_decision_labels; expected=[] predicted=['diagnose', 'treat']",,decision_f1,,,SYN-CSM-003,37ad3dba-df4c-4cde-9bd8-b359d00099bf,11,missing_expected_decision_labels,csm,cdc05ef8-6c85-4f54-a025-fa47f0969057
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-003,37ad3dba-df4c-4cde-9bd8-b359d00099bf,11,missing_expected_decision_labels,long_context,d3bee192-768a-4322-9d75-c8eaa3f2f1c4
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['treat'],,decision_f1,,,SYN-CSM-003,e5eec9d0-ca07-4176-aad6-8b0e42cd2eac,12,missing_expected_decision_labels,dense_rag,111cef97-ae1a-465b-b414-d63e9c711565
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['treat'],,decision_f1,,,SYN-CSM-003,e5eec9d0-ca07-4176-aad6-8b0e42cd2eac,12,missing_expected_decision_labels,rolling_summary,324c2591-2e7b-408f-b00c-2c7ebeb7c59c
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['treat'],,decision_f1,,,SYN-CSM-003,e5eec9d0-ca07-4176-aad6-8b0e42cd2eac,12,missing_expected_decision_labels,hippo_rag,3b6e0024-c5f4-4e9b-a0be-5015f5b0bb02
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['treat'],,decision_f1,,,SYN-CSM-003,e5eec9d0-ca07-4176-aad6-8b0e42cd2eac,12,missing_expected_decision_labels,csm,431d3994-263c-49c4-a515-aa9ac72b9d7b
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['treat'],,decision_f1,,,SYN-CSM-003,e5eec9d0-ca07-4176-aad6-8b0e42cd2eac,12,missing_expected_decision_labels,long_context,619ccc4f-42e8-4fb7-8719-c1d7057cac9b
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['treat'],,decision_f1,,,SYN-CSM-003,e5eec9d0-ca07-4176-aad6-8b0e42cd2eac,12,missing_expected_decision_labels,hybrid_rag,7f6d828a-617c-4300-8f11-7ad2451cd6c6
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['treat'],,decision_f1,,,SYN-CSM-003,e5eec9d0-ca07-4176-aad6-8b0e42cd2eac,12,missing_expected_decision_labels,graph_rag,f4d4be36-c8a5-49f2-b9b1-cd3a2a4fab19
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-003,cdaf0fa3-5d67-495d-a181-8c9bb23b0b6b,13,missing_expected_decision_labels,hippo_rag,6547157e-cd7c-4fee-a7ec-211b0447e601
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-003,cdaf0fa3-5d67-495d-a181-8c9bb23b0b6b,13,missing_expected_decision_labels,long_context,8c4f3588-a2a2-494f-8daf-42760d89b613
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-003,cdaf0fa3-5d67-495d-a181-8c9bb23b0b6b,13,missing_expected_decision_labels,graph_rag,a198e12e-a6f1-4903-a988-fb46ff11defc
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-003,cdaf0fa3-5d67-495d-a181-8c9bb23b0b6b,13,missing_expected_decision_labels,rolling_summary,aeab5204-3092-46d2-a524-c8188447309d
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-003,cdaf0fa3-5d67-495d-a181-8c9bb23b0b6b,13,missing_expected_decision_labels,hybrid_rag,b1336f1f-e192-4ef6-b9a0-acf1935c62fb
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-003,cdaf0fa3-5d67-495d-a181-8c9bb23b0b6b,13,missing_expected_decision_labels,dense_rag,b4cc8651-e148-47d4-89c5-68bb328660dc
False,decision_label_audit.csv,"missing_expected_decision_labels; expected=[] predicted=['diagnose', 'treat']",,decision_f1,,,SYN-CSM-003,cdaf0fa3-5d67-495d-a181-8c9bb23b0b6b,13,missing_expected_decision_labels,csm,bf09e094-f756-4eb0-a52a-21f9eb4071b9
True,decision_label_audit.csv,controlled_label_f1_from_stored_answer; expected=['routine_clinician_followup'] predicted=['monitor'],,decision_f1,,0.0,SYN-CSM-003,7bec0c49-ab48-44f8-8e80-cb8cfdb0b64a,14,,dense_rag,390d7858-1a65-486e-8974-26f833e9f0c7
True,decision_label_audit.csv,controlled_label_f1_from_stored_answer; expected=['routine_clinician_followup'] predicted=['monitor'],,decision_f1,,0.0,SYN-CSM-003,7bec0c49-ab48-44f8-8e80-cb8cfdb0b64a,14,,graph_rag,6a7ce384-3bde-4ad7-a072-5364c0dd461f
True,decision_label_audit.csv,controlled_label_f1_from_stored_answer; expected=['routine_clinician_followup'] predicted=['monitor'],,decision_f1,,0.0,SYN-CSM-003,7bec0c49-ab48-44f8-8e80-cb8cfdb0b64a,14,,hippo_rag,768aaf14-8710-4f53-b34c-dcef4c5d83e0
True,decision_label_audit.csv,controlled_label_f1_from_stored_answer; expected=['routine_clinician_followup'] predicted=['monitor'],,decision_f1,,0.0,SYN-CSM-003,7bec0c49-ab48-44f8-8e80-cb8cfdb0b64a,14,,csm,a504fd2e-33b0-48ea-b037-0e7437627ba7
True,decision_label_audit.csv,controlled_label_f1_from_stored_answer; expected=['routine_clinician_followup'] predicted=['monitor'],,decision_f1,,0.0,SYN-CSM-003,7bec0c49-ab48-44f8-8e80-cb8cfdb0b64a,14,,hybrid_rag,e4b294b1-a181-461f-a519-af8c2f1ca55a
True,decision_label_audit.csv,controlled_label_f1_from_stored_answer; expected=['routine_clinician_followup'] predicted=['monitor'],,decision_f1,,0.0,SYN-CSM-003,7bec0c49-ab48-44f8-8e80-cb8cfdb0b64a,14,,long_context,ecbcbf16-f1fd-400b-81a1-40cddaab4988
True,decision_label_audit.csv,controlled_label_f1_from_stored_answer; expected=['routine_clinician_followup'] predicted=['monitor'],,decision_f1,,0.0,SYN-CSM-003,7bec0c49-ab48-44f8-8e80-cb8cfdb0b64a,14,,rolling_summary,f18e80d7-2adb-4f8b-adad-c81d54bed0d7
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['treat'],,decision_f1,,,SYN-CSM-003,3faf65c0-c3c9-4bd5-b193-b2e277c1ee63,15,missing_expected_decision_labels,hippo_rag,068b6e4b-df18-429d-ab6e-b0e18ceda2db
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-003,3faf65c0-c3c9-4bd5-b193-b2e277c1ee63,15,missing_expected_decision_labels,long_context,21bc8eaf-dc22-4c04-8395-e3966028628a
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['treat'],,decision_f1,,,SYN-CSM-003,3faf65c0-c3c9-4bd5-b193-b2e277c1ee63,15,missing_expected_decision_labels,csm,2edccd91-012d-4bb4-9fea-458e82d54bcb
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['treat'],,decision_f1,,,SYN-CSM-003,3faf65c0-c3c9-4bd5-b193-b2e277c1ee63,15,missing_expected_decision_labels,graph_rag,3aec9137-7a0f-4fc4-8a7e-8cc697c6ed7a
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-003,3faf65c0-c3c9-4bd5-b193-b2e277c1ee63,15,missing_expected_decision_labels,hybrid_rag,6b980ef4-5577-4846-8022-f9db4797230e
