answer_accuracy,answer_hash,contradiction_handling,correction_recovery,decision_f1,evidence_support_rate,expected_calibration_error,fabricated_citation_rate,faithfulness,groundedness,hallucination_rate,lineage_citation_f1,memory_update_accuracy,p95_latency,patient,question_id,question_number,retrieval_precision,retrieval_recall,state_accuracy,state_recovery_time,system,temporal_consistency,tokens_per_query,total_cost,turn_id,unsupported_claim_rate
0.6666666666666666,350c8bd8850a0426543b8f93286331f7a26ed310fabcda6c0982936cec0bb8eb,,,,1.0,0.09999999999999998,0.0,1.0,1.0,0.0,0.6666666666666666,,125911,SYN-CSM-003,e7fd9828-416e-4940-b38f-3f9c4459a432,2,0.16666666666666666,0.5,,,hippo_rag,,1666,0.0003426,8c4ecc0c-03d7-446c-94bb-cf4514f713d2,0.0
0.6666666666666666,350c8bd8850a0426543b8f93286331f7a26ed310fabcda6c0982936cec0bb8eb,,,,1.0,0.09999999999999998,0.0,1.0,1.0,0.0,0.6666666666666666,,126152,SYN-CSM-003,e7fd9828-416e-4940-b38f-3f9c4459a432,2,0.16666666666666666,0.5,,,graph_rag,,1696,0.0003543,8e7caa6b-ccb9-4353-a246-44d5cc5ded3b,0.0
0.6666666666666666,350c8bd8850a0426543b8f93286331f7a26ed310fabcda6c0982936cec0bb8eb,,,,1.0,,0.0,1.0,1.0,0.0,0.4,,4925,SYN-CSM-003,e7fd9828-416e-4940-b38f-3f9c4459a432,2,0.125,0.25,,,long_context,,1365,0.00028305,bc2757ce-6de2-4bc0-9b7d-a118e135bea9,0.0
0.6666666666666666,350c8bd8850a0426543b8f93286331f7a26ed310fabcda6c0982936cec0bb8eb,,,,1.0,0.050000000000000044,0.0,1.0,1.0,0.0,0.3333333333333333,,125657,SYN-CSM-003,e7fd9828-416e-4940-b38f-3f9c4459a432,2,0.125,0.25,,,csm,,2474,0.00044804999999999997,d947f258-73aa-4012-87e1-7706d5a305ee,0.0
0.25,e18bf430cd8b310c1341012c4ed503445e0fcbd8e52cfe4f69a3b63dd2c7b7b2,,,,0.625,,0.0,0.625,0.625,0.0,0.25,,15577,SYN-CSM-003,06cc89c6-952c-4a40-bd0c-02a072635e1f,3,0.08333333333333333,0.2,,,hybrid_rag,0.0,2004,0.00053055,21cfa5df-cf09-486b-b215-66e9d68f04ea,0.0
0.0,9183a2d004ff60ebfe30edc0a5936a64a1c0f9674214df80208690fb56796ccb,,,,0.5,0.050000000000000044,0.0,0.5,0.5,0.0,0.0,,127444,SYN-CSM-003,06cc89c6-952c-4a40-bd0c-02a072635e1f,3,0.0,0.0,,,csm,0.3333333333333333,2980,0.00072645,263069d8-6a50-499c-953a-78cc45302961,0.0
0.5714285714285715,6ee465f831fadf946dbd68af9056997c95307f89fd1a5cc5fefb3c952c635ce2,,,,0.8333333333333334,0.09999999999999998,0.0,0.8333333333333334,0.8333333333333334,0.0,0.0,,126337,SYN-CSM-003,06cc89c6-952c-4a40-bd0c-02a072635e1f,3,0.09090909090909091,0.2,,,hippo_rag,0.0,1787,0.00044804999999999997,3c84530d-5e39-4eb0-9adb-88aa9abfec97,0.0
0.3333333333333333,4e2823e388f64630a7f9494ac315ec3c48e4338a07159fbf65a33cdc18db3c71,,,,0.75,0.0,0.0,0.75,0.75,0.0,0.0,,200732,SYN-CSM-003,06cc89c6-952c-4a40-bd0c-02a072635e1f,3,0.0,0.0,,,rolling_summary,0.0,6032,0.0013957499999999999,b0453bcb-b2ea-41bb-b986-485d2dbc521f,0.0
,93e8c741bb45d3d3b8ae9a2ab215ad97563aae1788696e32bc993c757268cba2,,,,,,,,,,,,50352,SYN-CSM-003,06cc89c6-952c-4a40-bd0c-02a072635e1f,3,0.0,0.0,,,long_context,0.0,2713,0.00046679999999999996,b1e6c286-91d7-4544-8a38-37774c6540ff,
0.4444444444444445,1e64edd6db9c51d7927682640b70584e6d717f753ea31db40a6d1d8e28d5c667,,,,0.7,0.37,0.0,0.7,0.7,0.0,0.0,,22490,SYN-CSM-003,06cc89c6-952c-4a40-bd0c-02a072635e1f,3,0.0,0.0,,,dense_rag,0.0,1966,0.0006076499999999999,e1936e97-d490-4707-b13b-03ca9e74b7e1,0.0
0.4,3539a7ec85d6884bd4c5350cac1b006e45f4b00d85578daf9fbf257c84f21208,,,,1.0,,0.0,1.0,1.0,0.0,0.0,,126244,SYN-CSM-003,06cc89c6-952c-4a40-bd0c-02a072635e1f,3,0.09090909090909091,0.2,,,graph_rag,0.0,1630,0.00035384999999999995,ee13d69e-8db6-4aa0-a80e-6ee78712258b,0.0
,4b5828b5f0f7a0069997bd6e239262cc9218ab53fa0bdb43176443620757c847,,,,,,0.0,,,,0.0,,65526,SYN-CSM-003,07dad0fb-83da-47f4-9994-a025b0de8c54,4,0.0,0.0,,,rolling_summary,,1696,0.00042314999999999996,1a121d5e-6578-4176-9a64-b7a205a83f78,
0.4,8f1cac0d83af08fa80cd0f9612357da1623c3e064892c61bf7508bdefddb08e9,,,,1.0,,0.0,1.0,1.0,0.0,0.28571428571428575,,16182,SYN-CSM-003,07dad0fb-83da-47f4-9994-a025b0de8c54,4,0.16666666666666666,0.4,,,dense_rag,,1783,0.000384,5807771b-bfab-411a-b97f-7aaa208081c3,0.0
0.4,05e30e0df999b8aa2b4a5138be0b2acdad701a38900a4160dfa70a125097509f,,,,1.0,0.09999999999999998,0.0,1.0,1.0,0.0,0.28571428571428575,,25920,SYN-CSM-003,07dad0fb-83da-47f4-9994-a025b0de8c54,4,0.14285714285714285,0.4,,,hybrid_rag,,1891,0.0003921,720d9123-527f-4d0d-8b02-ccada6b61f71,0.0
0.4,16ce1c839c3e18d86874e74dc965e9f3aa8d398b663552fa60870983f51cf755,,,,1.0,0.050000000000000044,0.0,1.0,1.0,0.0,0.25,,127759,SYN-CSM-003,07dad0fb-83da-47f4-9994-a025b0de8c54,4,0.16666666666666666,0.4,,,hippo_rag,,1777,0.00039435,93281d48-0ab2-4b9f-ad3d-8149d80de723,0.0
0.0,4c7eab65e3a75ff41e386d7dcd9daffd6e30095c206f2e34f615b3f95d02c1c0,,,,0.5,0.050000000000000044,0.0,0.5,0.5,0.0,0.0,,125722,SYN-CSM-003,07dad0fb-83da-47f4-9994-a025b0de8c54,4,0.0,0.0,,,csm,,2559,0.00047925,a3ad416c-5400-4306-a009-0ba41bc63e90,0.0
0.4,4885d512fcc5784da755cb57255a3d66d293d5df5adfb4991f7bb439801502f4,,,,1.0,,0.0,1.0,1.0,0.0,0.25,,126194,SYN-CSM-003,07dad0fb-83da-47f4-9994-a025b0de8c54,4,0.16666666666666666,0.4,,,graph_rag,,1754,0.00038055,b0ac1a3d-ccba-47dc-9d0a-b011e90f7b92,0.0
0.0,f0fa19170bdc0f70393eacbda14da450b1d5ac81aad3f7138659e714246c3e67,,,,0.0,,,0.0,0.0,1.0,,,6719,SYN-CSM-003,07dad0fb-83da-47f4-9994-a025b0de8c54,4,0.0,0.0,,,long_context,,1379,0.00028605,cd2fd90f-1faf-450f-9392-d073d576d653,1.0
0.0,85987c7452943bd2fabc45a1007ec187c6fe362dd545a74960121c10e8566cb2,,0.25,,0.5,0.09999999999999998,0.0,0.5,0.5,0.0,0.0,0.0,126181,SYN-CSM-003,c89f4283-5571-478e-9046-b564fa3cbd32,5,0.0,0.0,,,graph_rag,1.0,1893,0.0003861,0e5ce13b-4182-453e-8896-f9c35f3b5a4e,0.0
0.0,bf7a7f4a7ca924102035f500496d4ed46d11db7b4a6b8e038c2fd37562bdf96b,,0.25,,0.5,0.09999999999999998,0.0,0.5,0.5,0.0,0.0,0.0,24981,SYN-CSM-003,c89f4283-5571-478e-9046-b564fa3cbd32,5,0.125,0.6666666666666666,,,hybrid_rag,0.6666666666666666,1984,0.0004119,220789e9-ac5b-49be-b431-f0dd911a3d7b,0.0
0.0,d426a81eb610e072518ca2ded1022d6e69685d6dfc60fcf1bdb37d20f208c44f,,0.25,,0.0,,,0.0,0.0,1.0,,0.0,126097,SYN-CSM-003,c89f4283-5571-478e-9046-b564fa3cbd32,5,0.0,0.0,0.5,1.0,csm,1.0,2537,0.000471,640dcc39-fb69-4fec-8012-1341a3b6a525,1.0
0.0,359a43df359e7cafcb0d8698f3669f2bb7af59aaafb0b65edcdb457db1cfbc73,,0.25,,0.5,0.09999999999999998,0.0,0.5,0.5,0.0,0.0,0.0,24900,SYN-CSM-003,c89f4283-5571-478e-9046-b564fa3cbd32,5,0.14285714285714285,0.6666666666666666,,,dense_rag,1.0,1886,0.00039045,98e02991-3f14-4280-bf8b-a5d3060c1e1f,0.0
0.0,e970457b56166a838a3e911e9db2492bb332b31e74c4b70246ce9b8694b8f4e3,,0.25,,0.5,,0.0,0.5,0.5,0.0,0.0,0.0,11521,SYN-CSM-003,c89f4283-5571-478e-9046-b564fa3cbd32,5,0.0,0.0,,,long_context,1.0,1456,0.00033,b64715ed-fe85-44a7-b742-c12ad10a383d,0.0
,1bae389305bdbf8929b4323a565fa21629e177a72f9791e178a204286b2ee766,,0.25,,,0.9,0.0,,,,0.4,0.0,126438,SYN-CSM-003,c89f4283-5571-478e-9046-b564fa3cbd32,5,0.07142857142857142,0.3333333333333333,,,hippo_rag,1.0,1954,0.00043980000000000007,cd3cc352-700f-48ac-bf30-9df677e44581,
0.0,6f25d285d1d23b56ed1eb750db070499b328e904077980e52e49b24f1f66e4da,,0.25,,0.5,0.4,0.0,0.5,0.5,0.0,0.0,0.0,66531,SYN-CSM-003,c89f4283-5571-478e-9046-b564fa3cbd32,5,0.0,0.0,,,rolling_summary,1.0,1633,0.00038309999999999993,f167c259-8e5b-4282-aae8-272f0be7fa83,0.0
0.0,5fd21c3400e3c02b662a7277c09194d2c4aa9b689b9deb686b76c268e12fa789,,,,0.5,0.09999999999999998,0.0,0.5,0.5,0.0,0.0,,66060,SYN-CSM-003,9ad22abe-1acd-4e4d-bb71-4827ae2cb1a8,6,0.0,0.0,,,rolling_summary,,2513,0.0004944,08761f15-0dc9-4732-8fd9-e4db7eaccdd8,0.0
0.0,d6dddae4b24b9c23227958ffe76324c84dca70e9e24654d3ae2d133478adfae5,,,,0.5,0.09999999999999998,0.0,0.5,0.5,0.0,0.6666666666666666,,21511,SYN-CSM-003,9ad22abe-1acd-4e4d-bb71-4827ae2cb1a8,6,0.25,0.75,,,dense_rag,,1719,0.00036135,3d6d655e-836d-43c1-8123-6e9d5a0d54c9,0.0
0.0,c014bf7097238194d4c47cc19f38a0d09e2c7909aa20514687951c5bd81b304e,,,,0.5,0.0,0.0,0.5,0.5,0.0,0.6666666666666666,,125924,SYN-CSM-003,9ad22abe-1acd-4e4d-bb71-4827ae2cb1a8,6,0.14285714285714285,0.5,,,hippo_rag,,1884,0.00040229999999999997,4f166522-c8f0-4f15-81be-21b870aeb0b5,0.0
0.0,ae721912e4adc6d6a9ba6217917283219ff62d58ae6a318382f09e41261fb7da,,,,0.5,0.0,0.0,0.5,0.5,0.0,0.4,,21054,SYN-CSM-003,9ad22abe-1acd-4e4d-bb71-4827ae2cb1a8,6,0.125,0.25,,,long_context,,1420,0.00031065,5d5b68e8-6527-41d2-985b-cca91f95cbad,0.0
0.0,c014bf7097238194d4c47cc19f38a0d09e2c7909aa20514687951c5bd81b304e,,,,0.5,0.010000000000000009,0.0,0.5,0.5,0.0,0.6666666666666666,,17122,SYN-CSM-003,9ad22abe-1acd-4e4d-bb71-4827ae2cb1a8,6,0.21428571428571427,0.75,,,hybrid_rag,,1944,0.0004455,86a2c081-d62d-4d47-87d0-743f26a7c798,0.0
0.0,da15844c8917930f5718c65626257c26f0ee45264930c551aafd9851567e0fe7,,,,0.5,0.050000000000000044,0.0,0.5,0.5,0.0,0.3333333333333333,,126037,SYN-CSM-003,9ad22abe-1acd-4e4d-bb71-4827ae2cb1a8,6,0.1,0.25,,,csm,,2612,0.00049485,b51a503e-caa1-467d-b632-fae1f336fd53,0.0
0.0,e5f7271f178bec53ed8fefbb9606732851368ee8f821c6e6b69f94062c3c540e,,,,0.5,0.0,0.0,0.5,0.5,0.0,0.6666666666666666,,126046,SYN-CSM-003,9ad22abe-1acd-4e4d-bb71-4827ae2cb1a8,6,0.16666666666666666,0.5,,,graph_rag,,1622,0.00035715,d1e13121-e162-446d-980e-46a3de524a83,0.0
0.0,22b4116824a901d5af1f4b32f35c3b2cc7a230890cdf11489932d500d8f12733,,,,0.5,0.0,0.0,0.5,0.5,0.0,0.0,,66696,SYN-CSM-003,721ef671-2582-4545-9e29-b973428ddc3a,7,0.0,0.0,,,rolling_summary,,2483,0.00045075,2401049d-60b4-4fc7-adb9-27a672ead88b,0.0
0.6666666666666666,8dcfc9e94dc291f4949853cbb56703b372c00a4e25c7a26e6225c11dfe16490d,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.33333333333333337,,127280,SYN-CSM-003,721ef671-2582-4545-9e29-b973428ddc3a,7,0.1111111111111111,0.4,,,graph_rag,,2110,0.00041055,27fb68a7-1aba-4e9d-bb4b-988558d3af44,0.0
0.6666666666666666,3808f173c7768de1b76ab5c441118ed7b00f0239eb2fa3eb379caaae876037b0,,,,1.0,0.09999999999999998,0.0,1.0,1.0,0.0,0.33333333333333337,,21107,SYN-CSM-003,721ef671-2582-4545-9e29-b973428ddc3a,7,0.2,0.6,,,hybrid_rag,,1948,0.0003893999999999999,32a666f1-403c-4eec-a5db-9e35405f97c2,0.0
0.0,10412124e8de2b81c450ad9f858211440509347c060e3a752e2ba3430961ee00,,,,0.5,0.050000000000000044,0.0,0.5,0.5,0.0,0.0,,127040,SYN-CSM-003,721ef671-2582-4545-9e29-b973428ddc3a,7,0.05555555555555555,0.2,,,csm,,2824,0.00055455,7416766f-6aa3-4bde-87f5-7fbf95be7fcb,0.0
0.6666666666666666,5f03b0a25f16ecc164f1c3d5dd943ffc78eab802dce969d5e92acd61b27d3b98,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,27785,SYN-CSM-003,721ef671-2582-4545-9e29-b973428ddc3a,7,0.0,0.0,,,long_context,,1386,0.00029295,9cc304bb-94a0-4857-9e1e-336c1184f3a9,0.0
0.6666666666666666,78dca4f8f66510755d7a638845dd2a3446d9a98ad1c58d51c2c4579e62ba189b,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.33333333333333337,,125694,SYN-CSM-003,721ef671-2582-4545-9e29-b973428ddc3a,7,0.1111111111111111,0.4,,,hippo_rag,,2092,0.00039974999999999993,a1fd1241-2d8d-4b28-9ea8-7fac05b2b4a4,0.0
0.0,acba704e4a3a92cb977eb3d6f9bd2a2a2ae8d3cbbb347a53460e06d2bd3115dd,,,,0.5,0.09999999999999998,0.0,0.5,0.5,0.0,0.33333333333333337,,21539,SYN-CSM-003,721ef671-2582-4545-9e29-b973428ddc3a,7,0.1875,0.6,,,dense_rag,,1849,0.00036825,e96d2ac4-ed96-4a1f-a868-ed453bd4f10c,0.0
0.5,c0f8fd65b253cb1abc9251d4beebe0e5bf7ec6297f288745889022670ce3528c,,0.25,,0.75,0.07500000000000001,0.0,0.75,0.75,0.0,0.4,,4874,SYN-CSM-003,58f22900-79ec-4151-8e21-dbe14b434856,8,0.125,0.25,,,long_context,1.0,1503,0.0003573,201def6f-2dde-4faf-828d-64299e4b58bd,0.0
0.6666666666666666,95449733794c47e692d8bf86aae7dc0b3d4f396f008a1f02a5a866fbb3540db9,,0.25,,1.0,0.050000000000000044,0.0,1.0,1.0,0.0,0.0,,62446,SYN-CSM-003,58f22900-79ec-4151-8e21-dbe14b434856,8,0.0,0.0,,,rolling_summary,1.0,2573,0.0005268,2f5b9cfc-1fce-4ee7-bed9-579587a0f001,0.0
1.0,1e0769a2cfb7c75757231f9c4db62e3b42a822990e48f74111a3735dd1311328,,0.25,,1.0,0.0,0.0,1.0,1.0,0.0,0.5714285714285715,,126512,SYN-CSM-003,58f22900-79ec-4151-8e21-dbe14b434856,8,0.14285714285714285,0.5,,,graph_rag,1.0,1951,0.0004713,61844b76-443b-4ef9-9dc2-48f372814a3d,0.0
0.6666666666666666,85057ce1550e2c10270c0e93a524a8cca4bbcf44635e473f586a3ede234d7a1b,,0.25,,1.0,0.09999999999999998,0.0,1.0,1.0,0.0,0.3333333333333333,,19695,SYN-CSM-003,58f22900-79ec-4151-8e21-dbe14b434856,8,0.21428571428571427,0.75,,,dense_rag,1.0,1935,0.00041489999999999995,683af957-4f53-40cd-ac23-47c0ad1b91ce,0.0
0.6666666666666666,be5a664efaddd35b1086743f6486b8c950532aac1a928cfaefe8db61f066d7eb,,0.25,,1.0,0.09999999999999998,0.0,1.0,1.0,0.0,0.5714285714285715,,23351,SYN-CSM-003,58f22900-79ec-4151-8e21-dbe14b434856,8,0.21428571428571427,0.75,,,hybrid_rag,1.0,1937,0.00043545,8c043eea-d115-43b5-8607-17cb011cc06f,0.0
0.8,f0f1c7769419fb1330b5f3df610f27770360e45d0de874cc32a93585be9ba7e0,,0.25,,0.8333333333333334,0.08333333333333337,0.0,0.8333333333333334,0.8333333333333334,0.0,0.25,,126789,SYN-CSM-003,58f22900-79ec-4151-8e21-dbe14b434856,8,0.1,0.25,,1.0,csm,1.0,2867,0.00061905,91a5fcd1-fae9-4d21-a12e-96b64e8bb661,0.0
0.6666666666666666,f64c2f3b05a8c2ca27dc28f416ffff98ab0fcd3eacc388fefb7fde21031b581b,,0.25,,1.0,0.09999999999999998,0.0,1.0,1.0,0.0,0.5714285714285715,,126067,SYN-CSM-003,58f22900-79ec-4151-8e21-dbe14b434856,8,0.25,0.75,,,hippo_rag,1.0,1776,0.00040815000000000003,e4f9e775-5083-4233-b244-80313f8941db,0.0
0.25,3b091f279850cf43b16ba90520145e2c7b7b3fc59f85f02eec84eda4b9d28809,,0.25,,0.625,0.0,0.0,0.625,0.625,0.0,0.4,,126477,SYN-CSM-003,deff71db-29ab-49f6-b778-9ab383de5ffd,9,0.16666666666666666,0.6666666666666666,,,graph_rag,0.3333333333333333,2002,0.00053925,2306bc28-331d-41f2-875e-ee788047ae59,0.0
0.25,3ceb7893f563ba1bd2065d3aa5dc63c10d8d849d09ee2dc81a63940b23fc2094,,0.25,,0.625,0.0,0.0,0.625,0.625,0.0,0.4,,126936,SYN-CSM-003,deff71db-29ab-49f6-b778-9ab383de5ffd,9,0.16666666666666666,0.6666666666666666,,,hippo_rag,0.6666666666666666,2047,0.00056265,3454e262-8adf-4a2b-b747-4f3071a158f4,0.0
0.0,f4651b4f77f83d6059ba46d33008d466ed2b716d3a2609868ed7644ec0c1a4dd,,0.25,,0.0,,,0.0,0.0,1.0,,,31398,SYN-CSM-003,deff71db-29ab-49f6-b778-9ab383de5ffd,9,0.0,0.0,,,long_context,0.3333333333333333,1352,0.00027615,3f9105ee-50f0-40c0-b6dd-b44255659b53,1.0
0.5,f1fc35c33d94086d8377b7f98f4da4ff336c66c7c503c9646fadb626d4ca4c18,,0.25,,0.75,0.0,0.0,0.75,0.75,0.0,0.28571428571428575,,63042,SYN-CSM-003,deff71db-29ab-49f6-b778-9ab383de5ffd,9,0.2222222222222222,0.6666666666666666,,,rolling_summary,0.3333333333333333,2287,0.0005972999999999999,825658ab-a122-4fb9-b352-f75d460cbfcc,0.0
0.22222222222222224,aff3e6ab82e673775aaddbd54333931b0b537f406f9e33855644998aa507a705,,0.25,,0.6,0.12,0.0,0.6,0.6,0.0,0.3333333333333333,,21183,SYN-CSM-003,deff71db-29ab-49f6-b778-9ab383de5ffd,9,0.16666666666666666,0.6666666666666666,,,dense_rag,0.3333333333333333,2156,0.0006176999999999999,9ab65872-621d-4693-a82a-d75be1b4158c,0.0
0.0,693792dda1f9e1e689cf47eccfcc75dd2696adc754b0fca429eb6e94d546312d,,0.25,,0.5,0.050000000000000044,0.0,0.5,0.5,0.0,0.0,,126875,SYN-CSM-003,deff71db-29ab-49f6-b778-9ab383de5ffd,9,0.08333333333333333,0.3333333333333333,,1.0,csm,1.0,3036,0.0006669,b4908df4-b1f1-4f35-bb2e-1ac2e9fb85d7,0.0
0.28571428571428575,95518b63aee22b71c433d77edb1a428377c808658dc0914b215b5febb11ba897,,0.25,,0.6666666666666666,0.09999999999999998,0.0,0.6666666666666666,0.6666666666666666,0.0,0.4,,16454,SYN-CSM-003,deff71db-29ab-49f6-b778-9ab383de5ffd,9,0.14285714285714285,0.6666666666666666,,,hybrid_rag,0.6666666666666666,2111,0.000543,e3897a90-c4c5-4b15-acc8-8551c219c914,0.0
0.0,18ee8a1c45567b4403bf21ae5f6822d06bbdd8a7a56ebdb3dfe03e90d2ca1a09,,0.0,,0.3333333333333333,,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,23651,SYN-CSM-003,dfe6c54c-167e-45c5-9e2a-d6a9fbe9e85d,10,0.0,0.0,,,long_context,0.6666666666666666,1672,0.00046274999999999995,0b34b672-b534-473b-96d4-56697fb42caa,0.3333333333333333
0.0,0f26f37d7060d08626b2c2322aa70587886b5178306e3adc2a820e4eb1e8db6d,,0.0,,0.5,0.0,0.0,0.5,0.5,0.0,0.28571428571428575,0.5,126023,SYN-CSM-003,dfe6c54c-167e-45c5-9e2a-d6a9fbe9e85d,10,0.14285714285714285,0.4,,,graph_rag,0.6666666666666666,1912,0.00040065,3172449a-0d2d-4f59-a32f-e003a2ec9589,0.0
0.0,0ad765909cc17eee7936cf62c697efbddcc23d59fa2536923c2102cf6fe4a0aa,,0.0,,0.5,0.0,0.0,0.5,0.5,0.0,0.28571428571428575,1.0,126082,SYN-CSM-003,dfe6c54c-167e-45c5-9e2a-d6a9fbe9e85d,10,0.14285714285714285,0.4,,,hippo_rag,0.3333333333333333,1983,0.00044325,4b7c85b2-2f36-46eb-b062-e09b854d6ee5,0.0
0.0,6416c31def7d4cf6f417a48f6984114c05942bed1bff5da74f7575260a4bb583,,0.25,,0.5,0.09999999999999998,0.0,0.5,0.5,0.0,0.25,0.0,62439,SYN-CSM-003,dfe6c54c-167e-45c5-9e2a-d6a9fbe9e85d,10,0.2222222222222222,0.4,,,rolling_summary,0.6666666666666666,2626,0.0005342999999999999,6065cecb-897d-4bdc-9006-b7565cf2ee3d,0.0
0.0,ce0e37f110aa8549c00e5e94563b2cd73cb1283c16bc04f270a5e8f917306a52,,0.25,,0.5,,0.0,0.5,0.5,0.0,0.28571428571428575,0.0,24818,SYN-CSM-003,dfe6c54c-167e-45c5-9e2a-d6a9fbe9e85d,10,0.1875,0.6,,,hybrid_rag,0.6666666666666666,2042,0.00042915,b3d5feb5-90b1-4ac2-a53e-dc484e81f20e,0.0
0.0,13a33713cf29298f765f671cdeba50e67e129863224784bc2505322de30c8981,,0.25,,0.5,0.050000000000000044,0.0,0.5,0.5,0.0,0.0,0.0,125919,SYN-CSM-003,dfe6c54c-167e-45c5-9e2a-d6a9fbe9e85d,10,0.0,0.0,0.0,1.0,csm,0.6666666666666666,2674,0.0005055,e7cbb44d-1eb2-42e1-88f4-49d07051cef6,0.0
0.0,9f834b56bffb874fa7e66c900238873af92edecb2b3b8d5f4c326f93525feefe,,0.25,,0.5,0.09999999999999998,0.0,0.5,0.5,0.0,0.28571428571428575,0.0,18720,SYN-CSM-003,dfe6c54c-167e-45c5-9e2a-d6a9fbe9e85d,10,0.23076923076923078,0.6,,,dense_rag,1.0,1793,0.00039134999999999994,ebb7c354-aff9-40bc-8116-6e911f4b8dcf,0.0
