metric_name,comparison,paired_sample_count,mean_difference,median_difference,effect_size,ci_low,ci_high,raw_p_value,adjusted_p_value,test_result,reason
evidence_support_rate,csm_v3_vs_graph_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
evidence_support_rate,csm_v3_vs_hippo_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
evidence_support_rate,csm_v3_vs_csm_v2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
unsupported_claim_rate,csm_v3_vs_long_context,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
unsupported_claim_rate,csm_v3_vs_rolling_summary,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
unsupported_claim_rate,csm_v3_vs_dense_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
unsupported_claim_rate,csm_v3_vs_hybrid_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
unsupported_claim_rate,csm_v3_vs_graph_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
unsupported_claim_rate,csm_v3_vs_hippo_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
unsupported_claim_rate,csm_v3_vs_csm_v2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
fabricated_citation_rate,csm_v3_vs_long_context,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
fabricated_citation_rate,csm_v3_vs_rolling_summary,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
fabricated_citation_rate,csm_v3_vs_dense_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
fabricated_citation_rate,csm_v3_vs_hybrid_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
fabricated_citation_rate,csm_v3_vs_graph_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
fabricated_citation_rate,csm_v3_vs_hippo_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
fabricated_citation_rate,csm_v3_vs_csm_v2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
faithfulness,csm_v3_vs_long_context,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
faithfulness,csm_v3_vs_rolling_summary,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
faithfulness,csm_v3_vs_dense_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
faithfulness,csm_v3_vs_hybrid_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
faithfulness,csm_v3_vs_graph_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
faithfulness,csm_v3_vs_hippo_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
faithfulness,csm_v3_vs_csm_v2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
groundedness,csm_v3_vs_long_context,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
groundedness,csm_v3_vs_rolling_summary,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
groundedness,csm_v3_vs_dense_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
groundedness,csm_v3_vs_hybrid_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
groundedness,csm_v3_vs_graph_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
groundedness,csm_v3_vs_hippo_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
groundedness,csm_v3_vs_csm_v2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
expected_calibration_error,csm_v3_vs_long_context,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
expected_calibration_error,csm_v3_vs_rolling_summary,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
expected_calibration_error,csm_v3_vs_dense_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
expected_calibration_error,csm_v3_vs_hybrid_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
expected_calibration_error,csm_v3_vs_graph_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
expected_calibration_error,csm_v3_vs_hippo_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
expected_calibration_error,csm_v3_vs_csm_v2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
lineage_citation_f1,csm_v3_vs_long_context,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
lineage_citation_f1,csm_v3_vs_rolling_summary,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
lineage_citation_f1,csm_v3_vs_dense_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
lineage_citation_f1,csm_v3_vs_hybrid_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
lineage_citation_f1,csm_v3_vs_graph_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
lineage_citation_f1,csm_v3_vs_hippo_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
lineage_citation_f1,csm_v3_vs_csm_v2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
contradiction_handling,csm_v3_vs_long_context,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
contradiction_handling,csm_v3_vs_rolling_summary,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
contradiction_handling,csm_v3_vs_dense_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
contradiction_handling,csm_v3_vs_hybrid_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
contradiction_handling,csm_v3_vs_graph_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
contradiction_handling,csm_v3_vs_hippo_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
contradiction_handling,csm_v3_vs_csm_v2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
correction_recovery,csm_v3_vs_long_context,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
correction_recovery,csm_v3_vs_rolling_summary,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
correction_recovery,csm_v3_vs_dense_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
correction_recovery,csm_v3_vs_hybrid_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
correction_recovery,csm_v3_vs_graph_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
correction_recovery,csm_v3_vs_hippo_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
correction_recovery,csm_v3_vs_csm_v2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
retrieval_precision,csm_v3_vs_long_context,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
retrieval_precision,csm_v3_vs_rolling_summary,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
retrieval_precision,csm_v3_vs_dense_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
retrieval_precision,csm_v3_vs_hybrid_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
retrieval_precision,csm_v3_vs_graph_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
retrieval_precision,csm_v3_vs_hippo_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
retrieval_precision,csm_v3_vs_csm_v2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
retrieval_recall,csm_v3_vs_long_context,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
retrieval_recall,csm_v3_vs_rolling_summary,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
retrieval_recall,csm_v3_vs_dense_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
retrieval_recall,csm_v3_vs_hybrid_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
retrieval_recall,csm_v3_vs_graph_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
retrieval_recall,csm_v3_vs_hippo_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
retrieval_recall,csm_v3_vs_csm_v2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
activation_precision,csm_v3_vs_long_context,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
activation_precision,csm_v3_vs_rolling_summary,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
activation_precision,csm_v3_vs_dense_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
activation_precision,csm_v3_vs_hybrid_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
activation_precision,csm_v3_vs_graph_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
activation_precision,csm_v3_vs_hippo_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
activation_precision,csm_v3_vs_csm_v2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
activation_recall,csm_v3_vs_long_context,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
activation_recall,csm_v3_vs_rolling_summary,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
activation_recall,csm_v3_vs_dense_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
activation_recall,csm_v3_vs_hybrid_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
activation_recall,csm_v3_vs_graph_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
activation_recall,csm_v3_vs_hippo_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
activation_recall,csm_v3_vs_csm_v2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
tokens_per_query,csm_v3_vs_long_context,60,-1043.0333333333333,-883.0,-1.6795891002990793,-1211.0783333333334,-876.6908333333333,3.1762786845135338e-15,2.2233950791594737e-14,computed,NULL
tokens_per_query,csm_v3_vs_rolling_summary,60,62.28333333333333,-36.5,0.06679225784202109,-155.37083333333334,303.8358333333332,0.8974218269914305,0.8974218269914305,computed,NULL
tokens_per_query,csm_v3_vs_dense_rag,60,-563.2,-518.0,-0.8494192259905365,-724.0604166666666,-389.5920833333334,1.0382663478969434e-11,4.3607186611671625e-11,computed,NULL
tokens_per_query,csm_v3_vs_hybrid_rag,60,-405.1333333333333,-303.0,-0.8048145521277597,-524.8804166666666,-280.42208333333343,7.561280982396751e-07,1.984836257879147e-06,computed,NULL
tokens_per_query,csm_v3_vs_graph_rag,60,-400.53333333333336,-406.0,-0.5272729077124021,-586.82625,-182.35416666666677,1.2146708022957309e-05,2.550808684821035e-05,computed,NULL
tokens_per_query,csm_v3_vs_hippo_rag,60,-422.78333333333336,-397.0,-0.655141827485217,-569.7245833333333,-251.51666666666674,1.2146708022957309e-05,2.3189169862009408e-05,computed,NULL
tokens_per_query,csm_v3_vs_csm_v2,60,464.45,440.0,0.49248761942726527,241.72083333333333,711.4825,0.0010657657791434353,0.0018650901135010116,computed,NULL
p95_latency,csm_v3_vs_long_context,60,-12681.916666666666,-16949.0,-0.2685587451662867,-22208.529583333333,1452.3512499999947,1.0382663478969434e-11,3.633932217639302e-11,computed,NULL
p95_latency,csm_v3_vs_rolling_summary,60,28724.733333333334,33508.0,0.7723775578774049,20099.006666666664,38249.2025,3.183628737933597e-06,7.428467055178393e-06,computed,NULL
p95_latency,csm_v3_vs_dense_rag,60,22048.5,38040.5,0.5016370247730199,12171.162916666666,32300.1825,0.027340133868077935,0.03588392570185229,computed,NULL
p95_latency,csm_v3_vs_hybrid_rag,60,34745.26666666667,41621.5,0.6754486246632097,22019.772083333333,47317.54041666666,0.002670436282807066,0.004005654424210599,computed,NULL
p95_latency,csm_v3_vs_graph_rag,60,78999.65,80711.5,2.1160104651562515,70296.00166666666,89800.37333333334,1.734723475976807e-18,3.642919299551295e-17,computed,NULL
p95_latency,csm_v3_vs_hippo_rag,60,73922.91666666667,76282.0,2.5929634956838448,67245.38833333334,81548.16249999999,1.734723475976807e-18,1.8214596497756474e-17,computed,NULL
p95_latency,csm_v3_vs_csm_v2,60,63753.8,65666.5,1.5846318422345096,52491.36875,73961.44124999999,9.084503982403902e-13,4.7693645907620486e-12,computed,NULL
total_cost,csm_v3_vs_long_context,60,-0.00018011750000000002,-0.00015120000000000002,-1.193401589823094,-0.00021979774999999994,-0.00014461825000000003,1.0382663478969434e-11,3.11479904369083e-11,computed,NULL
total_cost,csm_v3_vs_rolling_summary,60,4.2342500000000024e-05,1.9200000000000006e-05,0.19196647056218666,-7.2864999999999835e-06,9.759174999999994e-05,0.36629400670329104,0.38460870703845557,computed,NULL
total_cost,csm_v3_vs_dense_rag,60,-5.7285000000000005e-05,-5.280000000000001e-05,-0.3466069259944661,-0.00010076918749999999,-1.2567937500000011e-05,0.01348929373119186,0.018885011223668605,computed,NULL
total_cost,csm_v3_vs_hybrid_rag,60,-3.9350000000000015e-05,-2.9700000000000017e-05,-0.2828260770240282,-7.538181250000002e-05,-6.107562500000013e-06,0.1550019040032606,0.17131789389834068,computed,NULL
total_cost,csm_v3_vs_graph_rag,60,-3.890750000000001e-05,-5.3100000000000044e-05,-0.21076085458030483,-8.266262499999999e-05,1.146043749999994e-05,0.09246098107292373,0.10787114458507768,computed,NULL
total_cost,csm_v3_vs_hippo_rag,60,-3.0582499999999994e-05,-4.1850000000000014e-05,-0.17969141716788037,-6.793787499999996e-05,1.6227250000000003e-05,0.051893895928921435,0.06410422438278529,computed,NULL
total_cost,csm_v3_vs_csm_v2,60,7.618500000000002e-05,5.3100000000000044e-05,0.4080103319687141,3.1192437500000016e-05,0.0001229329375,0.0010657657791434353,0.0017216216432317031,computed,NULL
memory_update_accuracy,csm_v3_vs_long_context,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
memory_update_accuracy,csm_v3_vs_rolling_summary,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
memory_update_accuracy,csm_v3_vs_dense_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
memory_update_accuracy,csm_v3_vs_hybrid_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
memory_update_accuracy,csm_v3_vs_graph_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
memory_update_accuracy,csm_v3_vs_hippo_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
memory_update_accuracy,csm_v3_vs_csm_v2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
state_recovery_time,csm_v3_vs_long_context,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
state_recovery_time,csm_v3_vs_rolling_summary,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
state_recovery_time,csm_v3_vs_dense_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
state_recovery_time,csm_v3_vs_hybrid_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
state_recovery_time,csm_v3_vs_graph_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
state_recovery_time,csm_v3_vs_hippo_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
state_recovery_time,csm_v3_vs_csm_v2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
offline_csm_update_cost,csm_v3_vs_long_context,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
offline_csm_update_cost,csm_v3_vs_rolling_summary,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
offline_csm_update_cost,csm_v3_vs_dense_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
offline_csm_update_cost,csm_v3_vs_hybrid_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
offline_csm_update_cost,csm_v3_vs_graph_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
offline_csm_update_cost,csm_v3_vs_hippo_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
offline_csm_update_cost,csm_v3_vs_csm_v2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
online_query_cost,csm_v3_vs_long_context,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
online_query_cost,csm_v3_vs_rolling_summary,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
