patient,question_number,question,route_v2,route_v3,expected_sources,v2_sources,v3_sources,sources_lost_in_v3,sources_added_in_v3,v2_precision,v3_precision,v2_recall,v3_recall,v2_answer_score,v3_answer_score,v2_tokens,v3_tokens,diagnosed_failure_reason
SYN-CSM-001,11,Quote the exact corrected creatinine statement from the addendum.,correction_state,correction_state,"[""501fafdf-88fe-400c-b8fe-d49b391cc246"", ""50a2a2f2-85f0-4810-8d01-6e95c883f1ca""]","[""028d59cf-d859-40b9-aa91-71a4cf14f781"", ""100e6bd9-2555-45d8-975a-227392273059"", ""16856504-537b-48b5-a58d-5885c6200fce"", ""45d84f73-ac0d-4c47-9e7d-cd89aa0eca52"", ""50a2a2f2-85f0-4810-8d01-6e95c883f1ca"", ""54fd1427-29f4-4118-a5b1-2ba777c3a0c6"", ""5a7448c6-829a-4d17-afa0-a12fc259a4a8"", ""74704973-ff4d-496f-b4da-893ea3ee9169"", ""775bdc39-a4a1-480c-a6f2-ea6317756358"", ""8240274e-a886-4f15-b679-10cce83b9649"", ""992508fd-a5ec-443e-a9b5-1b673de2ccd5"", ""b36fe256-a9f3-4d54-8414-ff7324791817"", ""e5a11973-ae52-4d29-bc64-19089bc4f098"", ""e7227da2-1080-4e02-9f46-273e603b015b"", ""ea1a2255-c0f8-489e-a0eb-32b10c1cc8fb"", ""f071bfd0-e514-473b-91a5-d7480532da5d""]","[""100e6bd9-2555-45d8-975a-227392273059"", ""2714340b-357b-40da-8320-ca5d49b38825"", ""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""4ccc7534-0c71-4918-a30a-3425d55a636c"", ""54fd1427-29f4-4118-a5b1-2ba777c3a0c6"", ""775bdc39-a4a1-480c-a6f2-ea6317756358"", ""82436317-3f6d-48a5-98a1-fc7112135ff0"", ""879dce5d-3179-4280-b610-7bd2d3320872"", ""8e514baf-cccd-4501-b2ce-ed6c9aed08c6"", ""93741d05-d8a8-40c9-b965-87774b495ce1"", ""b36fe256-a9f3-4d54-8414-ff7324791817"", ""f1883cf3-d2d5-4728-9eca-486d26f44798""]","[""50a2a2f2-85f0-4810-8d01-6e95c883f1ca""]","[""2714340b-357b-40da-8320-ca5d49b38825"", ""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""4ccc7534-0c71-4918-a30a-3425d55a636c"", ""82436317-3f6d-48a5-98a1-fc7112135ff0"", ""879dce5d-3179-4280-b610-7bd2d3320872"", ""8e514baf-cccd-4501-b2ce-ed6c9aed08c6"", ""93741d05-d8a8-40c9-b965-87774b495ce1"", ""f1883cf3-d2d5-4728-9eca-486d26f44798""]",0.0625,0.0,0.3333333333333333,0.0,0.0,0.0,3054,2997,OVER_PRUNING|INSUFFICIENT_LINEAGE: lost_expected=1; v2_recall=0.333333; v3_recall=0.000000; v2_answer=0.000000; v3_answer=0.000000
SYN-CSM-001,12,Which evidence supports the conclusion that renal function improved?,exact_source,exact_source,"[""01179013-122d-467c-ba84-2f1f8debc427"", ""501fafdf-88fe-400c-b8fe-d49b391cc246"", ""50a2a2f2-85f0-4810-8d01-6e95c883f1ca"", ""5a7448c6-829a-4d17-afa0-a12fc259a4a8"", ""818e76c5-3a83-4f81-bd9f-83b4c5f416d1"", ""c23d39e1-9286-46a3-a956-39ee6c42831f""]","[""028d59cf-d859-40b9-aa91-71a4cf14f781"", ""0332669c-5630-4561-a8b7-b4295f288d2c"", ""1367df53-8671-43d5-8f65-221c4c48f478"", ""16856504-537b-48b5-a58d-5885c6200fce"", ""45d84f73-ac0d-4c47-9e7d-cd89aa0eca52"", ""50a2a2f2-85f0-4810-8d01-6e95c883f1ca"", ""54fd1427-29f4-4118-a5b1-2ba777c3a0c6"", ""5a7448c6-829a-4d17-afa0-a12fc259a4a8"", ""74704973-ff4d-496f-b4da-893ea3ee9169"", ""818e76c5-3a83-4f81-bd9f-83b4c5f416d1"", ""8240274e-a886-4f15-b679-10cce83b9649"", ""992508fd-a5ec-443e-a9b5-1b673de2ccd5"", ""ccb0ce3a-a3c5-46e7-89f0-8eb60ef5a5e3"", ""e5a11973-ae52-4d29-bc64-19089bc4f098"", ""e7227da2-1080-4e02-9f46-273e603b015b"", ""ea1a2255-c0f8-489e-a0eb-32b10c1cc8fb"", ""f071bfd0-e514-473b-91a5-d7480532da5d"", ""f4c29954-0dee-482e-a023-4b0bb58eefbe""]","[""100e6bd9-2555-45d8-975a-227392273059"", ""2714340b-357b-40da-8320-ca5d49b38825"", ""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""4ccc7534-0c71-4918-a30a-3425d55a636c"", ""54fd1427-29f4-4118-a5b1-2ba777c3a0c6"", ""775bdc39-a4a1-480c-a6f2-ea6317756358"", ""7c216ab9-482a-45e1-b674-ccae87dc3241"", ""879dce5d-3179-4280-b610-7bd2d3320872"", ""b36fe256-a9f3-4d54-8414-ff7324791817"", ""ccb0ce3a-a3c5-46e7-89f0-8eb60ef5a5e3"", ""f4c29954-0dee-482e-a023-4b0bb58eefbe""]","[""50a2a2f2-85f0-4810-8d01-6e95c883f1ca"", ""5a7448c6-829a-4d17-afa0-a12fc259a4a8"", ""818e76c5-3a83-4f81-bd9f-83b4c5f416d1""]","[""100e6bd9-2555-45d8-975a-227392273059"", ""2714340b-357b-40da-8320-ca5d49b38825"", ""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""4ccc7534-0c71-4918-a30a-3425d55a636c"", ""775bdc39-a4a1-480c-a6f2-ea6317756358"", ""7c216ab9-482a-45e1-b674-ccae87dc3241"", ""879dce5d-3179-4280-b610-7bd2d3320872"", ""b36fe256-a9f3-4d54-8414-ff7324791817""]",0.16666666666666666,0.0,0.42857142857142855,0.0,0.4444444444444444,0.0,3575,3228,OVER_PRUNING|MISSING_EVIDENCE_FALLBACK|INSUFFICIENT_LINEAGE|CORRECTION_ERROR|SERIALIZATION_INFORMATION_LOSS: lost_expected=3; v2_recall=0.428571; v3_recall=0.000000; v2_answer=0.444444; v3_answer=0.000000
SYN-CSM-001,13,Did the application receive the 5 March abnormal laboratory values on the same day they were valid?,temporal_state,temporal_state,"[""4f3333db-3165-4eda-92c3-3a26228909e8"", ""775bdc39-a4a1-480c-a6f2-ea6317756358"", ""8240274e-a886-4f15-b679-10cce83b9649"", ""879dce5d-3179-4280-b610-7bd2d3320872""]","[""100e6bd9-2555-45d8-975a-227392273059"", ""144815ec-2457-4f70-906b-db11c7129c10"", ""2714340b-357b-40da-8320-ca5d49b38825"", ""3d44a964-a34f-402a-a0d4-46e9f8fe08f2"", ""4ccc7534-0c71-4918-a30a-3425d55a636c"", ""54fd1427-29f4-4118-a5b1-2ba777c3a0c6"", ""7c216ab9-482a-45e1-b674-ccae87dc3241"", ""b36fe256-a9f3-4d54-8414-ff7324791817"", ""ccb0ce3a-a3c5-46e7-89f0-8eb60ef5a5e3"", ""f4c29954-0dee-482e-a023-4b0bb58eefbe""]","[""100e6bd9-2555-45d8-975a-227392273059"", ""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""54fd1427-29f4-4118-a5b1-2ba777c3a0c6"", ""775bdc39-a4a1-480c-a6f2-ea6317756358"", ""82436317-3f6d-48a5-98a1-fc7112135ff0"", ""8e514baf-cccd-4501-b2ce-ed6c9aed08c6""]",[],"[""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""775bdc39-a4a1-480c-a6f2-ea6317756358"", ""82436317-3f6d-48a5-98a1-fc7112135ff0"", ""8e514baf-cccd-4501-b2ce-ed6c9aed08c6""]",0.0,0.16666666666666666,0.0,0.2,0.0,0.0,3359,2166,NO_REGRESSION_DETECTED: lost_expected=0; v2_recall=0.000000; v3_recall=0.200000; v2_answer=0.000000; v3_answer=0.000000
SYN-CSM-001,14,"Classify the renal follow-up priority after 20 March as urgent escalation, clinician review, or no follow-up.",high_risk_review,high_risk_review,"[""01179013-122d-467c-ba84-2f1f8debc427"", ""5a7448c6-829a-4d17-afa0-a12fc259a4a8"", ""782865e0-919b-4ccf-8e67-6b54d03bb0e8"", ""cc74c889-a026-4efa-91da-ce3cb7ad4a8e""]","[""100e6bd9-2555-45d8-975a-227392273059"", ""144815ec-2457-4f70-906b-db11c7129c10"", ""2714340b-357b-40da-8320-ca5d49b38825"", ""3d44a964-a34f-402a-a0d4-46e9f8fe08f2"", ""54fd1427-29f4-4118-a5b1-2ba777c3a0c6"", ""7c216ab9-482a-45e1-b674-ccae87dc3241"", ""c3d6015f-74fc-43b3-bd0f-980791933814"", ""ccb0ce3a-a3c5-46e7-89f0-8eb60ef5a5e3"", ""f1883cf3-d2d5-4728-9eca-486d26f44798"", ""f4c29954-0dee-482e-a023-4b0bb58eefbe""]","[""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""82436317-3f6d-48a5-98a1-fc7112135ff0"", ""8e514baf-cccd-4501-b2ce-ed6c9aed08c6"", ""93741d05-d8a8-40c9-b965-87774b495ce1"", ""f1883cf3-d2d5-4728-9eca-486d26f44798""]",[],"[""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""82436317-3f6d-48a5-98a1-fc7112135ff0"", ""8e514baf-cccd-4501-b2ce-ed6c9aed08c6"", ""93741d05-d8a8-40c9-b965-87774b495ce1""]",0.0,0.0,0.0,0.0,0.0,,3586,2133,SERIALIZATION_INFORMATION_LOSS: lost_expected=0; v2_recall=0.000000; v3_recall=0.000000; v2_answer=0.000000; v3_answer=NULL
SYN-CSM-001,15,Is there sufficient evidence that the renal abnormality was permanent?,exact_source,exact_source,"[""01179013-122d-467c-ba84-2f1f8debc427"", ""501fafdf-88fe-400c-b8fe-d49b391cc246"", ""50a2a2f2-85f0-4810-8d01-6e95c883f1ca"", ""5a7448c6-829a-4d17-afa0-a12fc259a4a8"", ""818e76c5-3a83-4f81-bd9f-83b4c5f416d1"", ""True"", ""c23d39e1-9286-46a3-a956-39ee6c42831f""]","[""028d59cf-d859-40b9-aa91-71a4cf14f781"", ""0332669c-5630-4561-a8b7-b4295f288d2c"", ""1367df53-8671-43d5-8f65-221c4c48f478"", ""16856504-537b-48b5-a58d-5885c6200fce"", ""45d84f73-ac0d-4c47-9e7d-cd89aa0eca52"", ""50a2a2f2-85f0-4810-8d01-6e95c883f1ca"", ""54fd1427-29f4-4118-a5b1-2ba777c3a0c6"", ""5a7448c6-829a-4d17-afa0-a12fc259a4a8"", ""74704973-ff4d-496f-b4da-893ea3ee9169"", ""818e76c5-3a83-4f81-bd9f-83b4c5f416d1"", ""8240274e-a886-4f15-b679-10cce83b9649"", ""992508fd-a5ec-443e-a9b5-1b673de2ccd5"", ""ccb0ce3a-a3c5-46e7-89f0-8eb60ef5a5e3"", ""e5a11973-ae52-4d29-bc64-19089bc4f098"", ""e7227da2-1080-4e02-9f46-273e603b015b"", ""ea1a2255-c0f8-489e-a0eb-32b10c1cc8fb"", ""f071bfd0-e514-473b-91a5-d7480532da5d"", ""f4c29954-0dee-482e-a023-4b0bb58eefbe""]","[""100e6bd9-2555-45d8-975a-227392273059"", ""2714340b-357b-40da-8320-ca5d49b38825"", ""3d44a964-a34f-402a-a0d4-46e9f8fe08f2"", ""54fd1427-29f4-4118-a5b1-2ba777c3a0c6"", ""775bdc39-a4a1-480c-a6f2-ea6317756358"", ""7c216ab9-482a-45e1-b674-ccae87dc3241"", ""93741d05-d8a8-40c9-b965-87774b495ce1"", ""b36fe256-a9f3-4d54-8414-ff7324791817"", ""c3d6015f-74fc-43b3-bd0f-980791933814"", ""ccb0ce3a-a3c5-46e7-89f0-8eb60ef5a5e3"", ""f4c29954-0dee-482e-a023-4b0bb58eefbe""]","[""50a2a2f2-85f0-4810-8d01-6e95c883f1ca"", ""5a7448c6-829a-4d17-afa0-a12fc259a4a8"", ""818e76c5-3a83-4f81-bd9f-83b4c5f416d1""]","[""100e6bd9-2555-45d8-975a-227392273059"", ""2714340b-357b-40da-8320-ca5d49b38825"", ""3d44a964-a34f-402a-a0d4-46e9f8fe08f2"", ""775bdc39-a4a1-480c-a6f2-ea6317756358"", ""7c216ab9-482a-45e1-b674-ccae87dc3241"", ""93741d05-d8a8-40c9-b965-87774b495ce1"", ""b36fe256-a9f3-4d54-8414-ff7324791817"", ""c3d6015f-74fc-43b3-bd0f-980791933814""]",0.16666666666666666,0.0,0.42857142857142855,0.0,0.0,0.0,3996,3609,OVER_PRUNING|MISSING_EVIDENCE_FALLBACK|INSUFFICIENT_LINEAGE: lost_expected=3; v2_recall=0.428571; v3_recall=0.000000; v2_answer=0.000000; v3_answer=0.000000
SYN-CSM-001,16,Which citation would be fabricated for the corrected creatinine: DOC-P1-005 or DOC-P1-003?,correction_state,correction_state,"[""501fafdf-88fe-400c-b8fe-d49b391cc246"", ""50a2a2f2-85f0-4810-8d01-6e95c883f1ca""]","[""028d59cf-d859-40b9-aa91-71a4cf14f781"", ""16856504-537b-48b5-a58d-5885c6200fce"", ""45d84f73-ac0d-4c47-9e7d-cd89aa0eca52"", ""50a2a2f2-85f0-4810-8d01-6e95c883f1ca"", ""54fd1427-29f4-4118-a5b1-2ba777c3a0c6"", ""5a7448c6-829a-4d17-afa0-a12fc259a4a8"", ""74704973-ff4d-496f-b4da-893ea3ee9169"", ""775bdc39-a4a1-480c-a6f2-ea6317756358"", ""8240274e-a886-4f15-b679-10cce83b9649"", ""86591a93-5a03-4fb5-b6b2-f182f63fc765"", ""86cc9af0-9035-44c6-888b-aa386e63d6d5"", ""992508fd-a5ec-443e-a9b5-1b673de2ccd5"", ""b36fe256-a9f3-4d54-8414-ff7324791817"", ""cc74c889-a026-4efa-91da-ce3cb7ad4a8e"", ""e5a11973-ae52-4d29-bc64-19089bc4f098"", ""e7227da2-1080-4e02-9f46-273e603b015b"", ""ea1a2255-c0f8-489e-a0eb-32b10c1cc8fb"", ""f071bfd0-e514-473b-91a5-d7480532da5d""]","[""100e6bd9-2555-45d8-975a-227392273059"", ""2714340b-357b-40da-8320-ca5d49b38825"", ""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""4ccc7534-0c71-4918-a30a-3425d55a636c"", ""54fd1427-29f4-4118-a5b1-2ba777c3a0c6"", ""775bdc39-a4a1-480c-a6f2-ea6317756358"", ""82436317-3f6d-48a5-98a1-fc7112135ff0"", ""879dce5d-3179-4280-b610-7bd2d3320872"", ""8e514baf-cccd-4501-b2ce-ed6c9aed08c6"", ""93741d05-d8a8-40c9-b965-87774b495ce1"", ""b36fe256-a9f3-4d54-8414-ff7324791817"", ""f1883cf3-d2d5-4728-9eca-486d26f44798""]","[""50a2a2f2-85f0-4810-8d01-6e95c883f1ca""]","[""100e6bd9-2555-45d8-975a-227392273059"", ""2714340b-357b-40da-8320-ca5d49b38825"", ""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""4ccc7534-0c71-4918-a30a-3425d55a636c"", ""82436317-3f6d-48a5-98a1-fc7112135ff0"", ""879dce5d-3179-4280-b610-7bd2d3320872"", ""8e514baf-cccd-4501-b2ce-ed6c9aed08c6"", ""93741d05-d8a8-40c9-b965-87774b495ce1"", ""f1883cf3-d2d5-4728-9eca-486d26f44798""]",0.05555555555555555,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,8681,2940,OVER_PRUNING|INSUFFICIENT_LINEAGE: lost_expected=1; v2_recall=0.333333; v3_recall=0.000000; v2_answer=0.000000; v3_answer=0.333333
SYN-CSM-001,17,List the renal-state versions in order from baseline through recovery.,state_first,state_first,"[""01179013-122d-467c-ba84-2f1f8debc427"", ""45d84f73-ac0d-4c47-9e7d-cd89aa0eca52"", ""4f3333db-3165-4eda-92c3-3a26228909e8"", ""501fafdf-88fe-400c-b8fe-d49b391cc246"", ""50a2a2f2-85f0-4810-8d01-6e95c883f1ca"", ""5a7448c6-829a-4d17-afa0-a12fc259a4a8"", ""6783c222-88d0-4316-9e5d-ef17041965b6"", ""818e76c5-3a83-4f81-bd9f-83b4c5f416d1"", ""8240274e-a886-4f15-b679-10cce83b9649"", ""c23d39e1-9286-46a3-a956-39ee6c42831f""]","[""100e6bd9-2555-45d8-975a-227392273059"", ""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""54fd1427-29f4-4118-a5b1-2ba777c3a0c6"", ""7c216ab9-482a-45e1-b674-ccae87dc3241"", ""82436317-3f6d-48a5-98a1-fc7112135ff0"", ""b36fe256-a9f3-4d54-8414-ff7324791817"", ""c3d6015f-74fc-43b3-bd0f-980791933814"", ""ccb0ce3a-a3c5-46e7-89f0-8eb60ef5a5e3"", ""f4c29954-0dee-482e-a023-4b0bb58eefbe""]","[""100e6bd9-2555-45d8-975a-227392273059"", ""2714340b-357b-40da-8320-ca5d49b38825"", ""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""4ccc7534-0c71-4918-a30a-3425d55a636c"", ""775bdc39-a4a1-480c-a6f2-ea6317756358"", ""82436317-3f6d-48a5-98a1-fc7112135ff0"", ""879dce5d-3179-4280-b610-7bd2d3320872"", ""8e514baf-cccd-4501-b2ce-ed6c9aed08c6"", ""b36fe256-a9f3-4d54-8414-ff7324791817"", ""f1883cf3-d2d5-4728-9eca-486d26f44798""]",[],"[""2714340b-357b-40da-8320-ca5d49b38825"", ""4ccc7534-0c71-4918-a30a-3425d55a636c"", ""775bdc39-a4a1-480c-a6f2-ea6317756358"", ""879dce5d-3179-4280-b610-7bd2d3320872"", ""8e514baf-cccd-4501-b2ce-ed6c9aed08c6"", ""f1883cf3-d2d5-4728-9eca-486d26f44798""]",0.0,0.0,0.0,0.0,,0.0,5310,2449,NO_REGRESSION_DETECTED: lost_expected=0; v2_recall=0.000000; v3_recall=0.000000; v2_answer=NULL; v3_answer=0.000000
SYN-CSM-001,18,"Before 12 March, what corrected creatinine value should the system report?",correction_state,correction_state,"[""01179013-122d-467c-ba84-2f1f8debc427"", ""4f3333db-3165-4eda-92c3-3a26228909e8"", ""501fafdf-88fe-400c-b8fe-d49b391cc246"", ""50a2a2f2-85f0-4810-8d01-6e95c883f1ca"", ""5a7448c6-829a-4d17-afa0-a12fc259a4a8"", ""818e76c5-3a83-4f81-bd9f-83b4c5f416d1"", ""8240274e-a886-4f15-b679-10cce83b9649"", ""c23d39e1-9286-46a3-a956-39ee6c42831f""]","[""028d59cf-d859-40b9-aa91-71a4cf14f781"", ""0332669c-5630-4561-a8b7-b4295f288d2c"", ""100e6bd9-2555-45d8-975a-227392273059"", ""1367df53-8671-43d5-8f65-221c4c48f478"", ""50a2a2f2-85f0-4810-8d01-6e95c883f1ca"", ""54fd1427-29f4-4118-a5b1-2ba777c3a0c6"", ""5a7448c6-829a-4d17-afa0-a12fc259a4a8"", ""74704973-ff4d-496f-b4da-893ea3ee9169"", ""775bdc39-a4a1-480c-a6f2-ea6317756358"", ""818e76c5-3a83-4f81-bd9f-83b4c5f416d1"", ""8240274e-a886-4f15-b679-10cce83b9649"", ""992508fd-a5ec-443e-a9b5-1b673de2ccd5"", ""b36fe256-a9f3-4d54-8414-ff7324791817"", ""e5a11973-ae52-4d29-bc64-19089bc4f098"", ""e7227da2-1080-4e02-9f46-273e603b015b"", ""f071bfd0-e514-473b-91a5-d7480532da5d""]","[""100e6bd9-2555-45d8-975a-227392273059"", ""2714340b-357b-40da-8320-ca5d49b38825"", ""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""775bdc39-a4a1-480c-a6f2-ea6317756358"", ""82436317-3f6d-48a5-98a1-fc7112135ff0"", ""879dce5d-3179-4280-b610-7bd2d3320872"", ""8e514baf-cccd-4501-b2ce-ed6c9aed08c6"", ""93741d05-d8a8-40c9-b965-87774b495ce1"", ""f1883cf3-d2d5-4728-9eca-486d26f44798""]","[""50a2a2f2-85f0-4810-8d01-6e95c883f1ca"", ""5a7448c6-829a-4d17-afa0-a12fc259a4a8"", ""818e76c5-3a83-4f81-bd9f-83b4c5f416d1"", ""8240274e-a886-4f15-b679-10cce83b9649""]","[""2714340b-357b-40da-8320-ca5d49b38825"", ""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""82436317-3f6d-48a5-98a1-fc7112135ff0"", ""879dce5d-3179-4280-b610-7bd2d3320872"", ""8e514baf-cccd-4501-b2ce-ed6c9aed08c6"", ""93741d05-d8a8-40c9-b965-87774b495ce1"", ""f1883cf3-d2d5-4728-9eca-486d26f44798""]",0.25,0.0,0.4444444444444444,0.0,0.6666666666666666,0.0,2685,3178,OVER_PRUNING|INSUFFICIENT_LINEAGE|CORRECTION_ERROR|SERIALIZATION_INFORMATION_LOSS: lost_expected=4; v2_recall=0.444444; v3_recall=0.000000; v2_answer=0.666667; v3_answer=0.000000
SYN-CSM-001,19,Which source is the strongest evidence for the latest eGFR?,temporal_state,exact_source,"[""01179013-122d-467c-ba84-2f1f8debc427"", ""5a7448c6-829a-4d17-afa0-a12fc259a4a8""]","[""100e6bd9-2555-45d8-975a-227392273059"", ""144815ec-2457-4f70-906b-db11c7129c10"", ""2714340b-357b-40da-8320-ca5d49b38825"", ""3d44a964-a34f-402a-a0d4-46e9f8fe08f2"", ""4ccc7534-0c71-4918-a30a-3425d55a636c"", ""54fd1427-29f4-4118-a5b1-2ba777c3a0c6"", ""7c216ab9-482a-45e1-b674-ccae87dc3241"", ""b36fe256-a9f3-4d54-8414-ff7324791817"", ""ccb0ce3a-a3c5-46e7-89f0-8eb60ef5a5e3"", ""f4c29954-0dee-482e-a023-4b0bb58eefbe""]","[""100e6bd9-2555-45d8-975a-227392273059"", ""2714340b-357b-40da-8320-ca5d49b38825"", ""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""4ccc7534-0c71-4918-a30a-3425d55a636c"", ""54fd1427-29f4-4118-a5b1-2ba777c3a0c6"", ""775bdc39-a4a1-480c-a6f2-ea6317756358"", ""7c216ab9-482a-45e1-b674-ccae87dc3241"", ""879dce5d-3179-4280-b610-7bd2d3320872"", ""b36fe256-a9f3-4d54-8414-ff7324791817"", ""ccb0ce3a-a3c5-46e7-89f0-8eb60ef5a5e3"", ""f4c29954-0dee-482e-a023-4b0bb58eefbe""]",[],"[""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""775bdc39-a4a1-480c-a6f2-ea6317756358"", ""879dce5d-3179-4280-b610-7bd2d3320872""]",0.0,0.0,0.0,0.0,0.0,0.0,2789,2984,NO_REGRESSION_DETECTED: lost_expected=0; v2_recall=0.000000; v3_recall=0.000000; v2_answer=0.000000; v3_answer=0.000000
SYN-CSM-001,20,Summarize the renal course with citations and a confidence level.,hybrid_state_evidence,hybrid_state_evidence,"[""01179013-122d-467c-ba84-2f1f8debc427"", ""45d84f73-ac0d-4c47-9e7d-cd89aa0eca52"", ""4f3333db-3165-4eda-92c3-3a26228909e8"", ""501fafdf-88fe-400c-b8fe-d49b391cc246"", ""50a2a2f2-85f0-4810-8d01-6e95c883f1ca"", ""5a7448c6-829a-4d17-afa0-a12fc259a4a8"", ""6783c222-88d0-4316-9e5d-ef17041965b6"", ""818e76c5-3a83-4f81-bd9f-83b4c5f416d1"", ""8240274e-a886-4f15-b679-10cce83b9649"", ""c23d39e1-9286-46a3-a956-39ee6c42831f""]","[""100e6bd9-2555-45d8-975a-227392273059"", ""54fd1427-29f4-4118-a5b1-2ba777c3a0c6"", ""7c216ab9-482a-45e1-b674-ccae87dc3241"", ""82436317-3f6d-48a5-98a1-fc7112135ff0"", ""b36fe256-a9f3-4d54-8414-ff7324791817"", ""ccb0ce3a-a3c5-46e7-89f0-8eb60ef5a5e3"", ""f4c29954-0dee-482e-a023-4b0bb58eefbe""]","[""100e6bd9-2555-45d8-975a-227392273059"", ""2714340b-357b-40da-8320-ca5d49b38825"", ""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""4ccc7534-0c71-4918-a30a-3425d55a636c"", ""775bdc39-a4a1-480c-a6f2-ea6317756358"", ""82436317-3f6d-48a5-98a1-fc7112135ff0"", ""879dce5d-3179-4280-b610-7bd2d3320872"", ""8e514baf-cccd-4501-b2ce-ed6c9aed08c6"", ""93741d05-d8a8-40c9-b965-87774b495ce1"", ""b36fe256-a9f3-4d54-8414-ff7324791817""]",[],"[""2714340b-357b-40da-8320-ca5d49b38825"", ""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""4ccc7534-0c71-4918-a30a-3425d55a636c"", ""775bdc39-a4a1-480c-a6f2-ea6317756358"", ""879dce5d-3179-4280-b610-7bd2d3320872"", ""8e514baf-cccd-4501-b2ce-ed6c9aed08c6"", ""93741d05-d8a8-40c9-b965-87774b495ce1""]",0.0,0.0,0.0,0.0,0.0,0.0,2691,2808,NO_REGRESSION_DETECTED: lost_expected=0; v2_recall=0.000000; v3_recall=0.000000; v2_answer=0.000000; v3_answer=0.000000
SYN-CSM-002,1,What antibiotic allergy is currently recorded?,temporal_state,state_first,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f""]","[""28db4b51-67c3-414a-a3a3-3e924c985a4c"", ""6380a473-ff27-48a6-88fb-507eab7c0870"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""66e57bbe-fb68-43c7-810c-23a150eaae26"", ""8bb866c4-e823-4913-b09f-0eec883daa68"", ""8dccc08a-484a-438f-ac5c-ac156ef18e9c"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""9fe1621d-2a1f-4690-96ba-cae5df236aec"", ""bf6612ab-30cb-473d-90fc-f63f72980a9c"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac""]","[""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8bb866c4-e823-4913-b09f-0eec883daa68"", ""8dccc08a-484a-438f-ac5c-ac156ef18e9c"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac""]","[""8debd3a9-7d56-4f30-8e39-6c382f8eac5f""]",[],0.2,0.25,0.5,0.25,0.0,0.4,2784,2158,OVER_PRUNING: lost_expected=1; v2_recall=0.500000; v3_recall=0.250000; v2_answer=0.000000; v3_answer=0.400000
SYN-CSM-002,2,Was anaphylaxis documented in the initial allergy history?,state_first,temporal_state,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""True""]","[""28db4b51-67c3-414a-a3a3-3e924c985a4c"", ""6380a473-ff27-48a6-88fb-507eab7c0870"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""66e57bbe-fb68-43c7-810c-23a150eaae26"", ""8bb866c4-e823-4913-b09f-0eec883daa68"", ""8dccc08a-484a-438f-ac5c-ac156ef18e9c"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""9fe1621d-2a1f-4690-96ba-cae5df236aec"", ""bf6612ab-30cb-473d-90fc-f63f72980a9c"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac""]","[""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8bb866c4-e823-4913-b09f-0eec883daa68"", ""8dccc08a-484a-438f-ac5c-ac156ef18e9c"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac""]","[""8debd3a9-7d56-4f30-8e39-6c382f8eac5f""]",[],0.1,0.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,2777,2125,OVER_PRUNING|INSUFFICIENT_LINEAGE: lost_expected=1; v2_recall=0.333333; v3_recall=0.000000; v2_answer=0.666667; v3_answer=0.666667
