patient,question_number,question,question_type,source_cutoff,route_v4,readiness,expected_sources,retrieved_sources,relevant_sources,expected_count,retrieved_count,relevant_count,v2_recall,v4_precision,v4_recall,coverage_delta_vs_v2,item_count,evidence_item_count,historical_item_count,mandatory_support_evidence_count,correction_evidence_count,dependency_item_count,state_without_evidence_count,null_canonical_count,future_leak_count,current_superseded_count,token_count,route_budget,budget_pass,exact_source_fallback_present,rare_detail_fallback_present,correction_bundle_present,temporal_history_present,warnings
SYN-CSM-001,11,Quote the exact corrected creatinine statement from the addendum.,Exact quotation,2026-03-12T23:59:59+05:30,correction_state,ready,"[""501fafdf-88fe-400c-b8fe-d49b391cc246"", ""50a2a2f2-85f0-4810-8d01-6e95c883f1ca""]","[""54fd1427-29f4-4118-a5b1-2ba777c3a0c6"", ""775bdc39-a4a1-480c-a6f2-ea6317756358"", ""8e514baf-cccd-4501-b2ce-ed6c9aed08c6"", ""93741d05-d8a8-40c9-b965-87774b495ce1"", ""b36fe256-a9f3-4d54-8414-ff7324791817"", ""f1883cf3-d2d5-4728-9eca-486d26f44798"", ""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""82436317-3f6d-48a5-98a1-fc7112135ff0"", ""50a2a2f2-85f0-4810-8d01-6e95c883f1ca"", ""4ccc7534-0c71-4918-a30a-3425d55a636c"", ""879dce5d-3179-4280-b610-7bd2d3320872""]","[""50a2a2f2-85f0-4810-8d01-6e95c883f1ca""]",2,11,1,0.3333333333333333,0.09090909090909091,0.5,0.16666666666666669,14,4,1,9,8,0,0,0,0,0,2291,2400,True,False,False,True,True,"[""CSM v4 route=correction_state; selected 14 items from 45 valid candidates using mandatory+top-k activation.""]"
SYN-CSM-001,12,Which evidence supports the conclusion that renal function improved?,Evidence-supported answer,2026-03-20T23:59:59+05:30,exact_source,ready,"[""01179013-122d-467c-ba84-2f1f8debc427"", ""501fafdf-88fe-400c-b8fe-d49b391cc246"", ""50a2a2f2-85f0-4810-8d01-6e95c883f1ca"", ""5a7448c6-829a-4d17-afa0-a12fc259a4a8"", ""818e76c5-3a83-4f81-bd9f-83b4c5f416d1"", ""c23d39e1-9286-46a3-a956-39ee6c42831f""]","[""50a2a2f2-85f0-4810-8d01-6e95c883f1ca"", ""54fd1427-29f4-4118-a5b1-2ba777c3a0c6"", ""818e76c5-3a83-4f81-bd9f-83b4c5f416d1"", ""f4c29954-0dee-482e-a023-4b0bb58eefbe"", ""8240274e-a886-4f15-b679-10cce83b9649"", ""5a7448c6-829a-4d17-afa0-a12fc259a4a8"", ""45d84f73-ac0d-4c47-9e7d-cd89aa0eca52"", ""ccb0ce3a-a3c5-46e7-89f0-8eb60ef5a5e3""]","[""50a2a2f2-85f0-4810-8d01-6e95c883f1ca"", ""5a7448c6-829a-4d17-afa0-a12fc259a4a8"", ""818e76c5-3a83-4f81-bd9f-83b4c5f416d1""]",6,8,3,0.42857142857142855,0.375,0.5,0.07142857142857145,8,8,0,0,0,0,0,0,0,0,1972,2000,True,True,False,True,True,"[""CSM v4 route=exact_source; selected 8 items from 39 valid candidates using mandatory+top-k activation.""]"
SYN-CSM-001,13,Did the application receive the 5 March abnormal laboratory values on the same day they were valid?,Temporal ordering,2026-03-20T23:59:59+05:30,temporal_state,ready,"[""4f3333db-3165-4eda-92c3-3a26228909e8"", ""775bdc39-a4a1-480c-a6f2-ea6317756358"", ""8240274e-a886-4f15-b679-10cce83b9649"", ""879dce5d-3179-4280-b610-7bd2d3320872""]","[""82436317-3f6d-48a5-98a1-fc7112135ff0"", ""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""8e514baf-cccd-4501-b2ce-ed6c9aed08c6"", ""775bdc39-a4a1-480c-a6f2-ea6317756358"", ""b36fe256-a9f3-4d54-8414-ff7324791817"", ""7c216ab9-482a-45e1-b674-ccae87dc3241"", ""100e6bd9-2555-45d8-975a-227392273059"", ""f1883cf3-d2d5-4728-9eca-486d26f44798"", ""54fd1427-29f4-4118-a5b1-2ba777c3a0c6""]","[""775bdc39-a4a1-480c-a6f2-ea6317756358""]",4,9,1,0.0,0.1111111111111111,0.25,0.25,15,9,0,8,1,0,0,0,0,0,2285,2400,True,False,False,True,True,"[""CSM v4 route=temporal_state; selected 15 items from 52 valid candidates using mandatory+top-k activation.""]"
SYN-CSM-001,14,"Classify the renal follow-up priority after 20 March as urgent escalation, clinician review, or no follow-up.",Decision classification,2026-03-20T23:59:59+05:30,high_risk_review,ready,"[""01179013-122d-467c-ba84-2f1f8debc427"", ""5a7448c6-829a-4d17-afa0-a12fc259a4a8"", ""782865e0-919b-4ccf-8e67-6b54d03bb0e8"", ""cc74c889-a026-4efa-91da-ce3cb7ad4a8e""]","[""8e514baf-cccd-4501-b2ce-ed6c9aed08c6"", ""f1883cf3-d2d5-4728-9eca-486d26f44798"", ""93741d05-d8a8-40c9-b965-87774b495ce1"", ""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""82436317-3f6d-48a5-98a1-fc7112135ff0"", ""100e6bd9-2555-45d8-975a-227392273059"", ""775bdc39-a4a1-480c-a6f2-ea6317756358"", ""7c216ab9-482a-45e1-b674-ccae87dc3241""]",[],4,8,0,0.0,0.0,0.0,0.0,13,8,0,8,1,0,0,0,0,0,1840,2000,True,False,False,True,True,"[""CSM v4 route=high_risk_review; selected 14 items from 39 valid candidates using mandatory+top-k activation.""]"
SYN-CSM-001,15,Is there sufficient evidence that the renal abnormality was permanent?,Insufficient evidence,2026-03-20T23:59:59+05:30,exact_source,ready,"[""01179013-122d-467c-ba84-2f1f8debc427"", ""501fafdf-88fe-400c-b8fe-d49b391cc246"", ""50a2a2f2-85f0-4810-8d01-6e95c883f1ca"", ""5a7448c6-829a-4d17-afa0-a12fc259a4a8"", ""818e76c5-3a83-4f81-bd9f-83b4c5f416d1"", ""True"", ""c23d39e1-9286-46a3-a956-39ee6c42831f""]","[""f4c29954-0dee-482e-a023-4b0bb58eefbe"", ""54fd1427-29f4-4118-a5b1-2ba777c3a0c6"", ""ccb0ce3a-a3c5-46e7-89f0-8eb60ef5a5e3"", ""45d84f73-ac0d-4c47-9e7d-cd89aa0eca52"", ""50a2a2f2-85f0-4810-8d01-6e95c883f1ca"", ""5a7448c6-829a-4d17-afa0-a12fc259a4a8"", ""100e6bd9-2555-45d8-975a-227392273059"", ""775bdc39-a4a1-480c-a6f2-ea6317756358"", ""b36fe256-a9f3-4d54-8414-ff7324791817"", ""93741d05-d8a8-40c9-b965-87774b495ce1""]","[""50a2a2f2-85f0-4810-8d01-6e95c883f1ca"", ""5a7448c6-829a-4d17-afa0-a12fc259a4a8""]",7,10,2,0.42857142857142855,0.2,0.2857142857142857,-0.14285714285714285,10,10,0,0,0,0,0,0,0,0,2000,2000,True,True,False,True,True,"[""CSM v4 route=exact_source; selected 10 items from 39 valid candidates using mandatory+top-k activation.""]"
SYN-CSM-001,16,Which citation would be fabricated for the corrected creatinine: DOC-P1-005 or DOC-P1-003?,Citation verification,2026-03-20T23:59:59+05:30,correction_state,ready,"[""501fafdf-88fe-400c-b8fe-d49b391cc246"", ""50a2a2f2-85f0-4810-8d01-6e95c883f1ca""]","[""93741d05-d8a8-40c9-b965-87774b495ce1"", ""8e514baf-cccd-4501-b2ce-ed6c9aed08c6"", ""b36fe256-a9f3-4d54-8414-ff7324791817"", ""100e6bd9-2555-45d8-975a-227392273059"", ""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""82436317-3f6d-48a5-98a1-fc7112135ff0"", ""54fd1427-29f4-4118-a5b1-2ba777c3a0c6"", ""f1883cf3-d2d5-4728-9eca-486d26f44798"", ""2714340b-357b-40da-8320-ca5d49b38825"", ""4ccc7534-0c71-4918-a30a-3425d55a636c"", ""775bdc39-a4a1-480c-a6f2-ea6317756358"", ""50a2a2f2-85f0-4810-8d01-6e95c883f1ca"", ""879dce5d-3179-4280-b610-7bd2d3320872""]","[""50a2a2f2-85f0-4810-8d01-6e95c883f1ca""]",2,13,1,0.3333333333333333,0.07692307692307693,0.5,0.16666666666666669,14,5,0,7,6,0,0,0,0,0,2300,2400,True,False,False,True,True,"[""CSM v4 route=correction_state; selected 14 items from 52 valid candidates using mandatory+top-k activation.""]"
SYN-CSM-001,17,List the renal-state versions in order from baseline through recovery.,State history,2026-03-20T23:59:59+05:30,state_first,ready,"[""01179013-122d-467c-ba84-2f1f8debc427"", ""45d84f73-ac0d-4c47-9e7d-cd89aa0eca52"", ""4f3333db-3165-4eda-92c3-3a26228909e8"", ""501fafdf-88fe-400c-b8fe-d49b391cc246"", ""50a2a2f2-85f0-4810-8d01-6e95c883f1ca"", ""5a7448c6-829a-4d17-afa0-a12fc259a4a8"", ""6783c222-88d0-4316-9e5d-ef17041965b6"", ""818e76c5-3a83-4f81-bd9f-83b4c5f416d1"", ""8240274e-a886-4f15-b679-10cce83b9649"", ""c23d39e1-9286-46a3-a956-39ee6c42831f""]","[""100e6bd9-2555-45d8-975a-227392273059"", ""b36fe256-a9f3-4d54-8414-ff7324791817"", ""2714340b-357b-40da-8320-ca5d49b38825"", ""775bdc39-a4a1-480c-a6f2-ea6317756358"", ""4ccc7534-0c71-4918-a30a-3425d55a636c"", ""7c216ab9-482a-45e1-b674-ccae87dc3241"", ""4c1c91bf-529c-4286-84ca-8cdfbb165ef3""]",[],10,7,0,0.0,0.0,0.0,0.0,9,5,0,5,1,0,0,0,0,0,1346,1600,True,False,False,True,True,"[""CSM v4 route=state_first; selected 11 items from 39 valid candidates using mandatory+top-k activation.""]"
SYN-CSM-001,18,"Before 12 March, what corrected creatinine value should the system report?",Future-leakage trap,2026-03-11T23:59:59+05:30,correction_state,ready,"[""01179013-122d-467c-ba84-2f1f8debc427"", ""4f3333db-3165-4eda-92c3-3a26228909e8"", ""501fafdf-88fe-400c-b8fe-d49b391cc246"", ""50a2a2f2-85f0-4810-8d01-6e95c883f1ca"", ""5a7448c6-829a-4d17-afa0-a12fc259a4a8"", ""818e76c5-3a83-4f81-bd9f-83b4c5f416d1"", ""8240274e-a886-4f15-b679-10cce83b9649"", ""c23d39e1-9286-46a3-a956-39ee6c42831f""]","[""8e514baf-cccd-4501-b2ce-ed6c9aed08c6"", ""93741d05-d8a8-40c9-b965-87774b495ce1"", ""775bdc39-a4a1-480c-a6f2-ea6317756358"", ""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""f1883cf3-d2d5-4728-9eca-486d26f44798"", ""82436317-3f6d-48a5-98a1-fc7112135ff0"", ""879dce5d-3179-4280-b610-7bd2d3320872"", ""8240274e-a886-4f15-b679-10cce83b9649"", ""4f3333db-3165-4eda-92c3-3a26228909e8"", ""782865e0-919b-4ccf-8e67-6b54d03bb0e8""]","[""4f3333db-3165-4eda-92c3-3a26228909e8"", ""8240274e-a886-4f15-b679-10cce83b9649""]",8,10,2,0.4444444444444444,0.2,0.25,-0.19444444444444442,14,5,2,9,9,0,0,0,0,0,2365,2400,True,False,False,True,True,"[""CSM v4 route=correction_state; selected 14 items from 36 valid candidates using mandatory+top-k activation.""]"
SYN-CSM-001,19,Which source is the strongest evidence for the latest eGFR?,Retrieval relevance,2026-03-20T23:59:59+05:30,exact_source,ready,"[""01179013-122d-467c-ba84-2f1f8debc427"", ""5a7448c6-829a-4d17-afa0-a12fc259a4a8""]","[""54fd1427-29f4-4118-a5b1-2ba777c3a0c6"", ""45d84f73-ac0d-4c47-9e7d-cd89aa0eca52"", ""50a2a2f2-85f0-4810-8d01-6e95c883f1ca"", ""f4c29954-0dee-482e-a023-4b0bb58eefbe"", ""818e76c5-3a83-4f81-bd9f-83b4c5f416d1"", ""5a7448c6-829a-4d17-afa0-a12fc259a4a8"", ""775bdc39-a4a1-480c-a6f2-ea6317756358"", ""8240274e-a886-4f15-b679-10cce83b9649""]","[""5a7448c6-829a-4d17-afa0-a12fc259a4a8""]",2,8,1,0.0,0.125,0.5,0.5,8,8,0,0,0,0,0,0,0,0,1959,2000,True,True,False,True,True,"[""CSM v4 route=exact_source; selected 8 items from 39 valid candidates using mandatory+top-k activation.""]"
SYN-CSM-001,20,Summarize the renal course with citations and a confidence level.,Integrated answer,2026-03-20T23:59:59+05:30,hybrid_state_evidence,ready,"[""01179013-122d-467c-ba84-2f1f8debc427"", ""45d84f73-ac0d-4c47-9e7d-cd89aa0eca52"", ""4f3333db-3165-4eda-92c3-3a26228909e8"", ""501fafdf-88fe-400c-b8fe-d49b391cc246"", ""50a2a2f2-85f0-4810-8d01-6e95c883f1ca"", ""5a7448c6-829a-4d17-afa0-a12fc259a4a8"", ""6783c222-88d0-4316-9e5d-ef17041965b6"", ""818e76c5-3a83-4f81-bd9f-83b4c5f416d1"", ""8240274e-a886-4f15-b679-10cce83b9649"", ""c23d39e1-9286-46a3-a956-39ee6c42831f""]","[""100e6bd9-2555-45d8-975a-227392273059"", ""b36fe256-a9f3-4d54-8414-ff7324791817"", ""2714340b-357b-40da-8320-ca5d49b38825"", ""4ccc7534-0c71-4918-a30a-3425d55a636c"", ""82436317-3f6d-48a5-98a1-fc7112135ff0"", ""775bdc39-a4a1-480c-a6f2-ea6317756358"", ""7c216ab9-482a-45e1-b674-ccae87dc3241"", ""879dce5d-3179-4280-b610-7bd2d3320872"", ""144815ec-2457-4f70-906b-db11c7129c10"", ""8e514baf-cccd-4501-b2ce-ed6c9aed08c6""]",[],10,10,0,0.0,0.0,0.0,0.0,14,10,0,10,2,0,0,0,0,0,2150,2600,True,False,False,True,True,"[""CSM v4 route=hybrid_state_evidence; selected 16 items from 39 valid candidates using mandatory+top-k activation.""]"
