patient,question_id,question_number,system,turn_id,metric_name,observation_value,applicable,reason_not_applicable,numerator,denominator,audit_file,calculation_reason
SYN-CSM-001,a9b00bb9-cd85-4100-96e8-d35aa8eba79e,10,csm_v4,d3e03f46-410a-4a57-951b-8aba07f9567b,decision_f1,NULL,False,missing_expected_decision_labels,NULL,NULL,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['diagnose']
SYN-CSM-001,a9b00bb9-cd85-4100-96e8-d35aa8eba79e,10,csm_v4,d3e03f46-410a-4a57-951b-8aba07f9567b,correction_recovery,NULL,False,no_correction_case,NULL,NULL,correction_recovery_audit.csv,no_correction_case
SYN-CSM-001,cc4d721b-bb87-4f85-a7bb-8c33a3bed863,11,csm_v4,78c13f77-64e2-4fa4-83a2-995fa23ccc85,temporal_consistency,0.3333333333333333,True,NULL,NULL,NULL,temporal_assertion_audit.csv,temporal_markers_found_in_stored_answer
SYN-CSM-001,cc4d721b-bb87-4f85-a7bb-8c33a3bed863,11,csm_v4,78c13f77-64e2-4fa4-83a2-995fa23ccc85,decision_f1,NULL,False,missing_expected_decision_labels,NULL,NULL,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[]
SYN-CSM-001,cc4d721b-bb87-4f85-a7bb-8c33a3bed863,11,csm_v4,78c13f77-64e2-4fa4-83a2-995fa23ccc85,correction_recovery,0.5,True,NULL,NULL,NULL,correction_recovery_audit.csv,deterministic_correction_marker_score
SYN-CSM-001,31ca0caf-aff8-4216-a906-f6094c742fac,12,csm_v4,4ec81cd3-40dc-4b5a-9f8b-4b4aa5fa4ed5,temporal_consistency,NULL,False,missing_temporal_ground_truth,NULL,NULL,temporal_assertion_audit.csv,missing_temporal_ground_truth
SYN-CSM-001,31ca0caf-aff8-4216-a906-f6094c742fac,12,csm_v4,4ec81cd3-40dc-4b5a-9f8b-4b4aa5fa4ed5,decision_f1,NULL,False,missing_expected_decision_labels,NULL,NULL,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[]
SYN-CSM-001,31ca0caf-aff8-4216-a906-f6094c742fac,12,csm_v4,4ec81cd3-40dc-4b5a-9f8b-4b4aa5fa4ed5,correction_recovery,1.0,True,NULL,NULL,NULL,correction_recovery_audit.csv,deterministic_correction_marker_score
SYN-CSM-001,ca2092fc-db7c-4c0d-a05e-edd51ba942b1,13,csm_v4,2f38c003-c9dd-4f0d-8dbc-5918707cea77,temporal_consistency,NULL,False,missing_temporal_ground_truth,NULL,NULL,temporal_assertion_audit.csv,missing_temporal_ground_truth
SYN-CSM-001,ca2092fc-db7c-4c0d-a05e-edd51ba942b1,13,csm_v4,2f38c003-c9dd-4f0d-8dbc-5918707cea77,decision_f1,NULL,False,missing_expected_decision_labels,NULL,NULL,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[]
SYN-CSM-001,ca2092fc-db7c-4c0d-a05e-edd51ba942b1,13,csm_v4,2f38c003-c9dd-4f0d-8dbc-5918707cea77,correction_recovery,NULL,False,no_correction_case,NULL,NULL,correction_recovery_audit.csv,no_correction_case
SYN-CSM-001,f55dd581-fa09-45df-9f2c-1d26b0cb6b79,14,csm_v4,8ef50b91-bf4f-4256-b033-425d531490a9,temporal_consistency,0.6666666666666666,True,NULL,NULL,NULL,temporal_assertion_audit.csv,temporal_markers_found_in_stored_answer
SYN-CSM-001,f55dd581-fa09-45df-9f2c-1d26b0cb6b79,14,csm_v4,8ef50b91-bf4f-4256-b033-425d531490a9,decision_f1,0.0,True,NULL,NULL,NULL,decision_label_audit.csv,controlled_label_f1_from_stored_answer; expected=['clinician_review'] predicted=['monitor']
SYN-CSM-001,f55dd581-fa09-45df-9f2c-1d26b0cb6b79,14,csm_v4,8ef50b91-bf4f-4256-b033-425d531490a9,correction_recovery,0.25,True,NULL,NULL,NULL,correction_recovery_audit.csv,deterministic_correction_marker_score
SYN-CSM-001,301ab931-32cf-4ccd-983d-0e87f18d149d,15,csm_v4,56be159e-ca5e-4da6-8c0e-0c1f5c36461c,temporal_consistency,NULL,False,missing_temporal_ground_truth,NULL,NULL,temporal_assertion_audit.csv,missing_temporal_ground_truth
SYN-CSM-001,301ab931-32cf-4ccd-983d-0e87f18d149d,15,csm_v4,56be159e-ca5e-4da6-8c0e-0c1f5c36461c,decision_f1,NULL,False,missing_expected_decision_labels,NULL,NULL,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['monitor']
SYN-CSM-001,301ab931-32cf-4ccd-983d-0e87f18d149d,15,csm_v4,56be159e-ca5e-4da6-8c0e-0c1f5c36461c,correction_recovery,NULL,False,no_correction_case,NULL,NULL,correction_recovery_audit.csv,no_correction_case
SYN-CSM-001,1c2a0ea3-34ec-4dba-b90b-5d9c975b02c2,16,csm_v4,bc7f62d9-a903-4c71-b3f2-db45e3253012,temporal_consistency,0.3333333333333333,True,NULL,NULL,NULL,temporal_assertion_audit.csv,temporal_markers_found_in_stored_answer
SYN-CSM-001,1c2a0ea3-34ec-4dba-b90b-5d9c975b02c2,16,csm_v4,bc7f62d9-a903-4c71-b3f2-db45e3253012,decision_f1,NULL,False,missing_expected_decision_labels,NULL,NULL,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[]
SYN-CSM-001,1c2a0ea3-34ec-4dba-b90b-5d9c975b02c2,16,csm_v4,bc7f62d9-a903-4c71-b3f2-db45e3253012,correction_recovery,0.25,True,NULL,NULL,NULL,correction_recovery_audit.csv,deterministic_correction_marker_score
SYN-CSM-001,35dce774-9d0f-44d8-8eae-4ba676c120a2,17,csm_v4,cf506e8f-2fb2-421e-bc6c-23c8b4c50e63,temporal_consistency,NULL,False,missing_temporal_ground_truth,NULL,NULL,temporal_assertion_audit.csv,missing_temporal_ground_truth
SYN-CSM-001,35dce774-9d0f-44d8-8eae-4ba676c120a2,17,csm_v4,cf506e8f-2fb2-421e-bc6c-23c8b4c50e63,decision_f1,NULL,False,missing_expected_decision_labels,NULL,NULL,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[]
SYN-CSM-001,35dce774-9d0f-44d8-8eae-4ba676c120a2,17,csm_v4,cf506e8f-2fb2-421e-bc6c-23c8b4c50e63,correction_recovery,0.0,True,NULL,NULL,NULL,correction_recovery_audit.csv,deterministic_correction_marker_score
SYN-CSM-001,47623734-9356-420f-a72e-4254bb563734,18,csm_v4,009a2f7d-ff0c-4d77-a519-be25e2946e06,temporal_consistency,0.6666666666666666,True,NULL,NULL,NULL,temporal_assertion_audit.csv,temporal_markers_found_in_stored_answer
SYN-CSM-001,47623734-9356-420f-a72e-4254bb563734,18,csm_v4,009a2f7d-ff0c-4d77-a519-be25e2946e06,decision_f1,NULL,False,missing_expected_decision_labels,NULL,NULL,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[]
SYN-CSM-001,47623734-9356-420f-a72e-4254bb563734,18,csm_v4,009a2f7d-ff0c-4d77-a519-be25e2946e06,correction_recovery,0.25,True,NULL,NULL,NULL,correction_recovery_audit.csv,deterministic_correction_marker_score
SYN-CSM-001,54a7e502-3345-4d0a-a2e7-e7795358e8be,19,csm_v4,8bc5fe19-c114-45d6-8e6c-e963c0143bef,temporal_consistency,0.3333333333333333,True,NULL,NULL,NULL,temporal_assertion_audit.csv,temporal_markers_found_in_stored_answer
SYN-CSM-001,54a7e502-3345-4d0a-a2e7-e7795358e8be,19,csm_v4,8bc5fe19-c114-45d6-8e6c-e963c0143bef,decision_f1,NULL,False,missing_expected_decision_labels,NULL,NULL,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[]
SYN-CSM-001,54a7e502-3345-4d0a-a2e7-e7795358e8be,19,csm_v4,8bc5fe19-c114-45d6-8e6c-e963c0143bef,correction_recovery,0.0,True,NULL,NULL,NULL,correction_recovery_audit.csv,deterministic_correction_marker_score
SYN-CSM-001,420c7fb0-9c67-4d4b-9362-a06258e41a58,20,csm_v4,7e96aea4-87ee-47ab-8248-6d2888ea12be,temporal_consistency,NULL,False,missing_temporal_ground_truth,NULL,NULL,temporal_assertion_audit.csv,missing_temporal_ground_truth
SYN-CSM-001,420c7fb0-9c67-4d4b-9362-a06258e41a58,20,csm_v4,7e96aea4-87ee-47ab-8248-6d2888ea12be,decision_f1,NULL,False,missing_expected_decision_labels,NULL,NULL,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[]
SYN-CSM-001,420c7fb0-9c67-4d4b-9362-a06258e41a58,20,csm_v4,7e96aea4-87ee-47ab-8248-6d2888ea12be,correction_recovery,1.0,True,NULL,NULL,NULL,correction_recovery_audit.csv,deterministic_correction_marker_score
SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,csm_v4,333aecaa-7511-4ee1-a09b-8c0fac46ed8e,temporal_consistency,NULL,False,missing_temporal_ground_truth,NULL,NULL,temporal_assertion_audit.csv,missing_temporal_ground_truth
SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,csm_v4,333aecaa-7511-4ee1-a09b-8c0fac46ed8e,decision_f1,NULL,False,missing_expected_decision_labels,NULL,NULL,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[]
SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,csm_v4,333aecaa-7511-4ee1-a09b-8c0fac46ed8e,correction_recovery,NULL,False,no_correction_case,NULL,NULL,correction_recovery_audit.csv,no_correction_case
SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,csm_v4,988c9c38-aece-4969-b1c0-dee91b59ecd0,temporal_consistency,NULL,False,missing_temporal_ground_truth,NULL,NULL,temporal_assertion_audit.csv,missing_temporal_ground_truth
SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,csm_v4,988c9c38-aece-4969-b1c0-dee91b59ecd0,decision_f1,NULL,False,missing_expected_decision_labels,NULL,NULL,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[]
SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,csm_v4,988c9c38-aece-4969-b1c0-dee91b59ecd0,correction_recovery,NULL,False,no_correction_case,NULL,NULL,correction_recovery_audit.csv,no_correction_case
SYN-CSM-002,d643813f-7e4b-4c5b-b818-279664a78cb1,3,csm_v4,f82095bb-f3ee-4a14-be5b-24b6ce0ad659,temporal_consistency,NULL,False,missing_temporal_ground_truth,NULL,NULL,temporal_assertion_audit.csv,missing_temporal_ground_truth
SYN-CSM-002,d643813f-7e4b-4c5b-b818-279664a78cb1,3,csm_v4,f82095bb-f3ee-4a14-be5b-24b6ce0ad659,decision_f1,NULL,False,missing_expected_decision_labels,NULL,NULL,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[]
SYN-CSM-002,d643813f-7e4b-4c5b-b818-279664a78cb1,3,csm_v4,f82095bb-f3ee-4a14-be5b-24b6ce0ad659,correction_recovery,NULL,False,no_correction_case,NULL,NULL,correction_recovery_audit.csv,no_correction_case
SYN-CSM-002,1d986722-96bb-4cc0-b65e-0c2bfc4886ce,4,csm_v4,f4f02776-73ff-4053-8d6e-3f7e1a6e9f60,temporal_consistency,NULL,False,missing_temporal_ground_truth,NULL,NULL,temporal_assertion_audit.csv,missing_temporal_ground_truth
SYN-CSM-002,1d986722-96bb-4cc0-b65e-0c2bfc4886ce,4,csm_v4,f4f02776-73ff-4053-8d6e-3f7e1a6e9f60,decision_f1,NULL,False,missing_expected_decision_labels,NULL,NULL,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[]
SYN-CSM-002,1d986722-96bb-4cc0-b65e-0c2bfc4886ce,4,csm_v4,f4f02776-73ff-4053-8d6e-3f7e1a6e9f60,correction_recovery,NULL,False,no_correction_case,NULL,NULL,correction_recovery_audit.csv,no_correction_case
SYN-CSM-002,949c11ac-d94d-4d47-aa76-74419b3d2bdb,5,csm_v4,01b9d7b5-c505-45f5-b358-a929a724a5dd,temporal_consistency,0.3333333333333333,True,NULL,NULL,NULL,temporal_assertion_audit.csv,temporal_markers_found_in_stored_answer
SYN-CSM-002,949c11ac-d94d-4d47-aa76-74419b3d2bdb,5,csm_v4,01b9d7b5-c505-45f5-b358-a929a724a5dd,decision_f1,NULL,False,missing_expected_decision_labels,NULL,NULL,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[]
SYN-CSM-002,949c11ac-d94d-4d47-aa76-74419b3d2bdb,5,csm_v4,01b9d7b5-c505-45f5-b358-a929a724a5dd,correction_recovery,NULL,False,no_correction_case,NULL,NULL,correction_recovery_audit.csv,no_correction_case
SYN-CSM-002,9cfc995f-2ec0-43ac-845c-b8d8c4ed92b3,6,csm_v4,ebb0d57f-a812-48b9-ad4e-4a59a7980937,temporal_consistency,NULL,False,missing_temporal_ground_truth,NULL,NULL,temporal_assertion_audit.csv,missing_temporal_ground_truth
SYN-CSM-002,9cfc995f-2ec0-43ac-845c-b8d8c4ed92b3,6,csm_v4,ebb0d57f-a812-48b9-ad4e-4a59a7980937,decision_f1,NULL,False,missing_expected_decision_labels,NULL,NULL,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['diagnose']
SYN-CSM-002,9cfc995f-2ec0-43ac-845c-b8d8c4ed92b3,6,csm_v4,ebb0d57f-a812-48b9-ad4e-4a59a7980937,correction_recovery,NULL,False,no_correction_case,NULL,NULL,correction_recovery_audit.csv,no_correction_case
SYN-CSM-002,cb564472-7a82-4768-8130-9a35b34a62af,7,csm_v4,fe36bd38-519d-4a0d-874b-16854d0634c0,temporal_consistency,NULL,False,missing_temporal_ground_truth,NULL,NULL,temporal_assertion_audit.csv,missing_temporal_ground_truth
SYN-CSM-002,cb564472-7a82-4768-8130-9a35b34a62af,7,csm_v4,fe36bd38-519d-4a0d-874b-16854d0634c0,decision_f1,NULL,False,missing_expected_decision_labels,NULL,NULL,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[]
SYN-CSM-002,cb564472-7a82-4768-8130-9a35b34a62af,7,csm_v4,fe36bd38-519d-4a0d-874b-16854d0634c0,correction_recovery,NULL,False,no_correction_case,NULL,NULL,correction_recovery_audit.csv,no_correction_case
SYN-CSM-002,a94055bd-eb41-4620-972c-ed63e6d4b9c6,8,csm_v4,6b7a23b9-e8a3-44c6-9c98-a8414147c670,temporal_consistency,NULL,False,missing_temporal_ground_truth,NULL,NULL,temporal_assertion_audit.csv,missing_temporal_ground_truth
SYN-CSM-002,a94055bd-eb41-4620-972c-ed63e6d4b9c6,8,csm_v4,6b7a23b9-e8a3-44c6-9c98-a8414147c670,decision_f1,NULL,False,missing_expected_decision_labels,NULL,NULL,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[]
SYN-CSM-002,a94055bd-eb41-4620-972c-ed63e6d4b9c6,8,csm_v4,6b7a23b9-e8a3-44c6-9c98-a8414147c670,correction_recovery,NULL,False,no_correction_case,NULL,NULL,correction_recovery_audit.csv,no_correction_case
SYN-CSM-002,f578bd4b-3d7b-4780-a2c5-ae5464972097,9,csm_v4,78683000-1a30-4250-baa9-3bde447e5c97,temporal_consistency,0.0,True,NULL,NULL,NULL,temporal_assertion_audit.csv,temporal_question_without_temporal_marker_in_answer
SYN-CSM-002,f578bd4b-3d7b-4780-a2c5-ae5464972097,9,csm_v4,78683000-1a30-4250-baa9-3bde447e5c97,decision_f1,NULL,False,missing_expected_decision_labels,NULL,NULL,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[]
SYN-CSM-002,f578bd4b-3d7b-4780-a2c5-ae5464972097,9,csm_v4,78683000-1a30-4250-baa9-3bde447e5c97,correction_recovery,NULL,False,no_correction_case,NULL,NULL,correction_recovery_audit.csv,no_correction_case
SYN-CSM-002,a6c0fe99-c6bc-490b-bff8-6e3ba8ae8dbd,10,csm_v4,802c59fb-98ee-447a-b7dc-12305b70192e,temporal_consistency,NULL,False,missing_temporal_ground_truth,NULL,NULL,temporal_assertion_audit.csv,missing_temporal_ground_truth
SYN-CSM-002,a6c0fe99-c6bc-490b-bff8-6e3ba8ae8dbd,10,csm_v4,802c59fb-98ee-447a-b7dc-12305b70192e,decision_f1,NULL,False,missing_expected_decision_labels,NULL,NULL,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[]
SYN-CSM-002,a6c0fe99-c6bc-490b-bff8-6e3ba8ae8dbd,10,csm_v4,802c59fb-98ee-447a-b7dc-12305b70192e,correction_recovery,NULL,False,no_correction_case,NULL,NULL,correction_recovery_audit.csv,no_correction_case
SYN-CSM-002,4f01c286-c719-4cf7-a0dc-1736700ca65a,11,csm_v4,2b643732-d4da-44f9-b409-e2a456f60025,temporal_consistency,NULL,False,missing_temporal_ground_truth,NULL,NULL,temporal_assertion_audit.csv,missing_temporal_ground_truth
SYN-CSM-002,4f01c286-c719-4cf7-a0dc-1736700ca65a,11,csm_v4,2b643732-d4da-44f9-b409-e2a456f60025,decision_f1,NULL,False,missing_expected_decision_labels,NULL,NULL,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['refer']
SYN-CSM-002,4f01c286-c719-4cf7-a0dc-1736700ca65a,11,csm_v4,2b643732-d4da-44f9-b409-e2a456f60025,correction_recovery,NULL,False,no_correction_case,NULL,NULL,correction_recovery_audit.csv,no_correction_case
SYN-CSM-002,72d1b9ca-0dd0-403e-b03f-f0eded14a7ab,12,csm_v4,485a92ea-305d-4ee2-b93b-7ffa0b7899f5,temporal_consistency,NULL,False,missing_temporal_ground_truth,NULL,NULL,temporal_assertion_audit.csv,missing_temporal_ground_truth
SYN-CSM-002,72d1b9ca-0dd0-403e-b03f-f0eded14a7ab,12,csm_v4,485a92ea-305d-4ee2-b93b-7ffa0b7899f5,decision_f1,NULL,False,missing_expected_decision_labels,NULL,NULL,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['refer']
SYN-CSM-002,72d1b9ca-0dd0-403e-b03f-f0eded14a7ab,12,csm_v4,485a92ea-305d-4ee2-b93b-7ffa0b7899f5,correction_recovery,NULL,False,no_correction_case,NULL,NULL,correction_recovery_audit.csv,no_correction_case
SYN-CSM-002,7eb38edb-9b7f-421f-845d-15c8672a923f,13,csm_v4,4aa14aa4-390c-497b-a7a5-3429a1982aef,temporal_consistency,NULL,False,missing_temporal_ground_truth,NULL,NULL,temporal_assertion_audit.csv,missing_temporal_ground_truth
SYN-CSM-002,7eb38edb-9b7f-421f-845d-15c8672a923f,13,csm_v4,4aa14aa4-390c-497b-a7a5-3429a1982aef,decision_f1,NULL,False,missing_expected_decision_labels,NULL,NULL,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[]
SYN-CSM-002,7eb38edb-9b7f-421f-845d-15c8672a923f,13,csm_v4,4aa14aa4-390c-497b-a7a5-3429a1982aef,correction_recovery,NULL,False,no_correction_case,NULL,NULL,correction_recovery_audit.csv,no_correction_case
SYN-CSM-002,8c5c60d8-65e4-4f31-982c-0f2a7883cc93,14,csm_v4,ee08a2e6-39f9-4c39-8ece-b5fd80b7b169,temporal_consistency,0.0,True,NULL,NULL,NULL,temporal_assertion_audit.csv,temporal_question_without_temporal_marker_in_answer
SYN-CSM-002,8c5c60d8-65e4-4f31-982c-0f2a7883cc93,14,csm_v4,ee08a2e6-39f9-4c39-8ece-b5fd80b7b169,decision_f1,0.0,True,NULL,NULL,NULL,decision_label_audit.csv,no_decision_label_extracted_from_answer; expected=['resolved_with_clinician_review'] predicted=[]
SYN-CSM-002,8c5c60d8-65e4-4f31-982c-0f2a7883cc93,14,csm_v4,ee08a2e6-39f9-4c39-8ece-b5fd80b7b169,correction_recovery,NULL,False,no_correction_case,NULL,NULL,correction_recovery_audit.csv,no_correction_case
SYN-CSM-002,8bbf1cae-b708-4a3b-beac-18915e481fc0,15,csm_v4,5bc38ae9-6487-4418-8033-ebfe2bf25d43,temporal_consistency,0.6666666666666666,True,NULL,NULL,NULL,temporal_assertion_audit.csv,temporal_markers_found_in_stored_answer
SYN-CSM-002,8bbf1cae-b708-4a3b-beac-18915e481fc0,15,csm_v4,5bc38ae9-6487-4418-8033-ebfe2bf25d43,decision_f1,NULL,False,missing_expected_decision_labels,NULL,NULL,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[]
