answer_confidence,has_output,insufficient_evidence,question,repetition,source_cutoff,status,system,turn_id,turn_number
1.0,True,False,What antibiotic allergy is currently recorded?,1,2026-02-01T23:59:59+05:30,completed,rolling_summary,c36e3160-c1aa-4aa9-a6c1-0291486c4b29,1
1.0,True,False,What should the allergy-state status be after the duplicate hospital record is added?,1,2026-02-11T23:59:59+05:30,completed,rolling_summary,9c0ae2a5-3a8e-4c0d-9cd5-1fbdf2a2e34a,5
0.95,True,False,Should the unsupported chat statement about anaphylactic shock update the active allergy severity?,1,2026-02-20T23:59:59+05:30,completed,rolling_summary,27d983b0-ea79-48c6-bbb1-02b1e401e1cb,8
1.0,True,False,Which sources directly support the allergy history?,1,2026-02-20T23:59:59+05:30,completed,rolling_summary,6c97691a-644a-4feb-9594-ea6c4dacf8f8,11
0.85,True,True,What contradiction entered the record on 10 February?,1,2026-02-10T23:59:59+05:30,completed,dense_rag,61ece6d7-28b7-47e5-99e4-3e322664d76c,3
1.0,True,False,"Before 18 February, could the system use the allergist letter?",1,2026-02-17T23:59:59+05:30,completed,rolling_summary,3f40fe40-b28a-443f-b2cc-2fbb414e7b72,15
,True,False,Does the evidence justify describing the reaction as severe anaphylaxis?,1,2026-02-20T23:59:59+05:30,completed,rolling_summary,f3426894-397f-4144-b584-035328dce66b,17
0.95,True,False,"Classify the medication-safety outcome after reconciliation: resolved, contested, or unknown.",1,2026-02-20T23:59:59+05:30,completed,rolling_summary,56f93f18-81bf-4dd6-acde-e6c540edaa6c,14
0.9,True,False,Should the two hospital summaries count as two independent confirmations of no allergy?,1,2026-02-11T23:59:59+05:30,completed,dense_rag,7836ebe8-7769-4ae0-b4c2-f9dea00506b4,4
,True,False,What is the latest resolved allergy state?,1,2026-02-20T23:59:59+05:30,completed,rolling_summary,eb037e9b-9ca0-4011-8bad-27c278ec4191,9
,True,False,Which citation is invalid support for anaphylaxis: DOC-P2-005 or CHAT-P2-003?,1,2026-02-20T23:59:59+05:30,completed,rolling_summary,42375c55-96e4-4419-8aae-7c893d91bd79,12
0.85,True,False,Summarize the allergy reconciliation with citations and calibrated confidence.,1,2026-02-20T23:59:59+05:30,completed,rolling_summary,052c474a-3713-4ce2-909a-efa07319c9ee,20
,True,False,Quote the exact retraction sentence from the correction notice.,1,2026-02-20T23:59:59+05:30,completed,rolling_summary,215ce6e1-3329-40de-ac65-dedcc4033485,10
,True,False,Which record should be treated as retracted but still retained for audit?,1,2026-02-20T23:59:59+05:30,completed,rolling_summary,dae4ccf5-253b-4ab4-9e9c-4407d914137b,16
0.92,True,False,What changed in the allergy state from 11 February to 20 February?,1,2026-02-20T23:59:59+05:30,completed,rolling_summary,36fe3cf1-c72b-4b0d-9636-e7eab56dc087,18
,True,False,"What was the effective date of the historical reaction, and when was it recorded in Sustha?",1,2026-02-20T23:59:59+05:30,completed,rolling_summary,c95e5559-b531-42bb-96f9-83a22d9db207,13
0.85,True,False,What antibiotic allergy is currently recorded?,1,2026-02-01T23:59:59+05:30,completed,dense_rag,0f23168d-3046-46e0-815c-5f1ef08164f3,1
0.88,True,False,What should the allergy-state status be after the duplicate hospital record is added?,1,2026-02-11T23:59:59+05:30,completed,dense_rag,3993d40e-a3f5-4602-9ba6-b0e600551014,5
,True,False,Which retrieved documents are redundant for the NKDA claim?,1,2026-02-20T23:59:59+05:30,completed,rolling_summary,ee51c88b-68d4-421a-b6e3-fe4ffb032786,19
0.9,True,False,Was anaphylaxis documented in the initial allergy history?,1,2026-02-01T23:59:59+05:30,completed,dense_rag,6ae8336f-de9d-49fb-9d3d-f41563434cfe,2
0.9,True,False,"What does the external allergist letter support, and what does it not establish?",1,2026-02-18T23:59:59+05:30,completed,dense_rag,ca28c97a-74a2-4160-beff-6e2a05f4935c,6
0.9,True,False,How is the contradiction resolved on 20 February?,1,2026-02-20T23:59:59+05:30,completed,dense_rag,90afc5d6-8ec5-4a73-b446-ef5fe46f735b,7
0.85,True,False,Does the evidence justify describing the reaction as severe anaphylaxis?,1,2026-02-20T23:59:59+05:30,completed,dense_rag,b41169c6-a801-4be4-b465-6af7cc1f0a93,17
0.9,True,False,Should the unsupported chat statement about anaphylactic shock update the active allergy severity?,1,2026-02-20T23:59:59+05:30,completed,dense_rag,6ce674e9-1455-4549-8c06-49def122b458,8
0.99,True,False,"Before 18 February, could the system use the allergist letter?",1,2026-02-17T23:59:59+05:30,completed,hybrid_rag,9d1ad391-9c03-4906-a666-391e31f23a1d,15
0.9,True,False,What is the latest resolved allergy state?,1,2026-02-20T23:59:59+05:30,completed,dense_rag,ba482c2b-71a1-44d6-99ab-2e151f846b0c,9
,True,True,What changed in the allergy state from 11 February to 20 February?,1,2026-02-20T23:59:59+05:30,completed,dense_rag,569f46c4-f778-4d95-8c2d-7a7aee91124b,18
0.9,True,False,Quote the exact retraction sentence from the correction notice.,1,2026-02-20T23:59:59+05:30,completed,dense_rag,d82c7611-b55c-4b02-9bf7-b434c9503671,10
0.99,True,False,"What does the external allergist letter support, and what does it not establish?",1,2026-02-18T23:59:59+05:30,completed,hybrid_rag,ebc6764e-fe8d-4683-9d00-78ec4f3e40cb,6
0.9,True,False,Which sources directly support the allergy history?,1,2026-02-20T23:59:59+05:30,completed,dense_rag,26cbb68d-60ed-4531-907e-41890eea5291,11
0.9,True,False,Which retrieved documents are redundant for the NKDA claim?,1,2026-02-20T23:59:59+05:30,completed,dense_rag,be20d942-b5f1-49d8-9698-bf0ac33f41b4,19
0.9,True,False,Which citation is invalid support for anaphylaxis: DOC-P2-005 or CHAT-P2-003?,1,2026-02-20T23:59:59+05:30,completed,dense_rag,afa8a031-c968-4a8a-bf46-142460eea8cb,12
,True,False,Quote the exact retraction sentence from the correction notice.,1,2026-02-20T23:59:59+05:30,completed,hybrid_rag,1a99faea-8bdf-4543-8459-ea94272806a0,10
0.75,True,False,Summarize the allergy reconciliation with citations and calibrated confidence.,1,2026-02-20T23:59:59+05:30,completed,dense_rag,3192f435-8206-4aa5-9f8d-9f4fb24f266a,20
,True,True,"What was the effective date of the historical reaction, and when was it recorded in Sustha?",1,2026-02-20T23:59:59+05:30,completed,dense_rag,fb8d309e-3fc2-4883-892f-d1d25ef9eab3,13
,True,False,How is the contradiction resolved on 20 February?,1,2026-02-20T23:59:59+05:30,completed,hybrid_rag,1e1b3df8-244a-43c1-84d8-58ee19b9f99f,7
0.93,True,False,What antibiotic allergy is currently recorded?,1,2026-02-01T23:59:59+05:30,completed,hybrid_rag,f853ff3d-0959-4037-bf03-89ecea6631de,1
0.9,True,False,"Classify the medication-safety outcome after reconciliation: resolved, contested, or unknown.",1,2026-02-20T23:59:59+05:30,completed,dense_rag,1d4668aa-58d8-4014-9441-571e29247a3e,14
0.99,True,False,Which retrieved documents are redundant for the NKDA claim?,1,2026-02-20T23:59:59+05:30,completed,hybrid_rag,f4e771de-124c-4a1f-b1f1-be0fbf10cdc4,19
0.9,True,False,Should the unsupported chat statement about anaphylactic shock update the active allergy severity?,1,2026-02-20T23:59:59+05:30,completed,hybrid_rag,468bf211-71ed-4d99-8cbf-098dc4fc3d00,8
0.95,True,False,Was anaphylaxis documented in the initial allergy history?,1,2026-02-01T23:59:59+05:30,completed,hybrid_rag,01b1e00e-b780-4103-abdb-7b1e75300d82,2
0.9,True,False,"Before 18 February, could the system use the allergist letter?",1,2026-02-17T23:59:59+05:30,completed,dense_rag,e76be312-1bb4-4960-8e98-cea34a5812b2,15
0.9,True,False,Which sources directly support the allergy history?,1,2026-02-20T23:59:59+05:30,completed,hybrid_rag,04a590f2-da0e-404f-a3c4-b99ff84698e5,11
0.9,True,False,What contradiction entered the record on 10 February?,1,2026-02-10T23:59:59+05:30,completed,hybrid_rag,c998e3ea-b802-44c9-babe-32fe6c296420,3
0.9,True,False,"What was the effective date of the historical reaction, and when was it recorded in Sustha?",1,2026-02-20T23:59:59+05:30,completed,hybrid_rag,76c241e8-a329-4587-8235-475fd4dd690a,13
0.67,True,False,Which record should be treated as retracted but still retained for audit?,1,2026-02-20T23:59:59+05:30,completed,dense_rag,33b89acb-b776-449f-a2d1-51208ab52994,16
,True,False,What is the latest resolved allergy state?,1,2026-02-20T23:59:59+05:30,completed,hybrid_rag,27f0e1c9-275c-4da6-88b3-c77ee0c09f68,9
0.95,True,False,Should the two hospital summaries count as two independent confirmations of no allergy?,1,2026-02-11T23:59:59+05:30,completed,hybrid_rag,548db5e1-cb25-41f3-b75a-30da6c2f0ae2,4
,True,False,Does the evidence justify describing the reaction as severe anaphylaxis?,1,2026-02-20T23:59:59+05:30,completed,hybrid_rag,4467d2ec-a93c-425b-b627-e09bd57a72bc,17
,True,False,What should the allergy-state status be after the duplicate hospital record is added?,1,2026-02-11T23:59:59+05:30,completed,hybrid_rag,92a3c53d-fc57-4bce-9a40-53277e9367e4,5
0.03,True,False,Summarize the allergy reconciliation with citations and calibrated confidence.,1,2026-02-20T23:59:59+05:30,completed,hybrid_rag,89c8c58b-198f-4d54-bc96-5ccefa34164f,20
0.95,True,False,"Classify the medication-safety outcome after reconciliation: resolved, contested, or unknown.",1,2026-02-20T23:59:59+05:30,completed,hybrid_rag,0d77ac50-6183-4790-ade9-3feb5f8f49b5,14
0.9,True,False,Which record should be treated as retracted but still retained for audit?,1,2026-02-20T23:59:59+05:30,completed,hybrid_rag,07f5a23a-da54-4b5b-9262-69ce5cdd2b22,16
0.95,True,False,Which citation is invalid support for anaphylaxis: DOC-P2-005 or CHAT-P2-003?,1,2026-02-20T23:59:59+05:30,completed,hybrid_rag,cd46702d-3d02-41ba-9f01-5a9c88de545b,12
0.85,True,False,What changed in the allergy state from 11 February to 20 February?,1,2026-02-20T23:59:59+05:30,completed,hybrid_rag,2a8cdc04-2dae-4487-bfab-9a73b71ae027,18
0.95,True,False,What antibiotic allergy is currently recorded?,1,2026-02-01T23:59:59+05:30,completed,graph_rag,4f84da9d-a1c5-4e08-b298-d96ca7847396,1
,True,False,Was anaphylaxis documented in the initial allergy history?,1,2026-02-01T23:59:59+05:30,completed,graph_rag,2d5b46b0-0eca-4247-b73f-57cb97d6cd69,2
0.9,True,False,What antibiotic allergy is currently recorded?,1,2026-02-01T23:59:59+05:30,completed,hippo_rag,15177c9a-24d3-47fc-8de8-046471063773,1
,True,False,What contradiction entered the record on 10 February?,1,2026-02-10T23:59:59+05:30,completed,graph_rag,fe5f3ac1-5408-4c9e-8bfe-0b83ac335a4c,3
0.9,True,False,"Before 18 February, could the system use the allergist letter?",1,2026-02-17T23:59:59+05:30,completed,graph_rag,231a2426-37ba-4629-bae2-a2f745862119,15
1.0,True,False,What is the latest resolved allergy state?,1,2026-02-20T23:59:59+05:30,completed,graph_rag,74e4102d-9818-4720-9082-b265b89e614e,9
,True,False,Should the two hospital summaries count as two independent confirmations of no allergy?,1,2026-02-11T23:59:59+05:30,completed,graph_rag,be35cc31-aa43-414c-a5f1-a1e503bf7441,4
1.0,True,False,"What was the effective date of the historical reaction, and when was it recorded in Sustha?",1,2026-02-20T23:59:59+05:30,completed,graph_rag,9cc7539d-4735-42af-8c7a-0d1e18eecac3,13
0.9,True,False,What should the allergy-state status be after the duplicate hospital record is added?,1,2026-02-11T23:59:59+05:30,completed,graph_rag,8f4e18f1-b023-4943-b9fe-37bc80ff34c8,5
0.9,True,False,Does the evidence justify describing the reaction as severe anaphylaxis?,1,2026-02-20T23:59:59+05:30,completed,graph_rag,2991588c-8032-4da6-b6f2-d8a60905c8d2,17
1.0,True,False,Quote the exact retraction sentence from the correction notice.,1,2026-02-20T23:59:59+05:30,completed,graph_rag,44cba436-84bd-452b-82af-2ea970d79be8,10
0.9,True,False,"What does the external allergist letter support, and what does it not establish?",1,2026-02-18T23:59:59+05:30,completed,graph_rag,7482179e-8243-40a8-ac4f-4b347a1b7311,6
1.0,True,False,How is the contradiction resolved on 20 February?,1,2026-02-20T23:59:59+05:30,completed,graph_rag,02e5a1c0-ba6c-428a-84a3-70ba4c6f859b,7
0.95,True,False,"Classify the medication-safety outcome after reconciliation: resolved, contested, or unknown.",1,2026-02-20T23:59:59+05:30,completed,graph_rag,6edb4684-36ef-4932-9f26-1b34ff70f532,14
1.0,True,False,Which sources directly support the allergy history?,1,2026-02-20T23:59:59+05:30,completed,graph_rag,7b2072c1-c064-4b31-8418-950591048c3d,11
0.93,True,False,Should the unsupported chat statement about anaphylactic shock update the active allergy severity?,1,2026-02-20T23:59:59+05:30,completed,graph_rag,f7a26101-ca5e-4b6c-8920-a25e4c01d1be,8
0.86,True,False,Summarize the allergy reconciliation with citations and calibrated confidence.,1,2026-02-20T23:59:59+05:30,completed,graph_rag,d0d0ca2b-9c6c-4a0a-a862-866589f0a6ad,20
1.0,True,False,Which record should be treated as retracted but still retained for audit?,1,2026-02-20T23:59:59+05:30,completed,graph_rag,2339aaa0-a2e7-4cf7-961d-58727abbe090,16
0.9,True,False,Which citation is invalid support for anaphylaxis: DOC-P2-005 or CHAT-P2-003?,1,2026-02-20T23:59:59+05:30,completed,graph_rag,4d5334a7-0649-4f17-8e88-ffc3af6e8e7d,12
1.0,True,False,Which retrieved documents are redundant for the NKDA claim?,1,2026-02-20T23:59:59+05:30,completed,graph_rag,83fd8ca1-9572-4847-bb41-873e429abd86,19
0.92,True,False,What changed in the allergy state from 11 February to 20 February?,1,2026-02-20T23:59:59+05:30,completed,graph_rag,97282fdc-d0d8-4ca5-9f9c-bcd1689f109f,18
0.95,True,False,Was anaphylaxis documented in the initial allergy history?,1,2026-02-01T23:59:59+05:30,completed,hippo_rag,4d89b37d-a049-471a-9e11-d38fdaae1435,2
0.6,True,False,What contradiction entered the record on 10 February?,1,2026-02-10T23:59:59+05:30,completed,hippo_rag,fb2e7e50-11eb-4cd4-9720-0adb628a521f,3
1.0,True,False,Which citation is invalid support for anaphylaxis: DOC-P2-005 or CHAT-P2-003?,1,2026-02-20T23:59:59+05:30,completed,hippo_rag,42cf77ff-f7fc-42c4-8cc6-a7fa4821129b,12
,True,False,Should the two hospital summaries count as two independent confirmations of no allergy?,1,2026-02-11T23:59:59+05:30,completed,hippo_rag,36d0c589-b841-4857-892b-99ec538c6d2e,4
0.95,True,False,Which record should be treated as retracted but still retained for audit?,1,2026-02-20T23:59:59+05:30,completed,hippo_rag,3e46ca05-d194-491f-a555-7e6df555ce2c,16
0.95,True,False,What should the allergy-state status be after the duplicate hospital record is added?,1,2026-02-11T23:59:59+05:30,completed,hippo_rag,1b0b27e7-5715-4f10-bce9-3ce6a305ca51,5
0.9,True,False,Should the two hospital summaries count as two independent confirmations of no allergy?,1,2026-02-11T23:59:59+05:30,completed,csm,9d7ed090-6d49-40ee-97b6-b3f5080f23cf,4
0.9,True,False,Which retrieved documents are redundant for the NKDA claim?,1,2026-02-20T23:59:59+05:30,completed,hippo_rag,65d614e4-edab-43d8-90f2-c6c98dfc378c,19
,True,False,"What does the external allergist letter support, and what does it not establish?",1,2026-02-18T23:59:59+05:30,completed,hippo_rag,5abf163d-cc5a-4a3a-a951-0be3a5285d2b,6
1.0,True,False,"What was the effective date of the historical reaction, and when was it recorded in Sustha?",1,2026-02-20T23:59:59+05:30,completed,hippo_rag,81bbfe8d-15f1-4833-8905-293530b72390,13
0.9,True,False,How is the contradiction resolved on 20 February?,1,2026-02-20T23:59:59+05:30,completed,hippo_rag,b6b0b8f3-d3cb-4c4d-8aa2-10a3516e9dd9,7
0.95,True,False,What antibiotic allergy is currently recorded?,1,2026-02-01T23:59:59+05:30,completed,csm,9d7ee87e-3c7e-4c58-bc18-20896416adda,1
0.95,True,False,Should the unsupported chat statement about anaphylactic shock update the active allergy severity?,1,2026-02-20T23:59:59+05:30,completed,hippo_rag,b3f32020-0159-4dd8-9afd-316a0b2ee040,8
0.95,True,False,Does the evidence justify describing the reaction as severe anaphylaxis?,1,2026-02-20T23:59:59+05:30,completed,hippo_rag,cfc076ff-d5eb-4992-b008-cc9270c87a16,17
1.0,True,False,What is the latest resolved allergy state?,1,2026-02-20T23:59:59+05:30,completed,hippo_rag,cb3a34d8-6a32-4a72-81cb-ffa5acd803fa,9
0.9,True,False,"Classify the medication-safety outcome after reconciliation: resolved, contested, or unknown.",1,2026-02-20T23:59:59+05:30,completed,hippo_rag,b071e92c-45e1-48ce-be62-a8878fe93762,14
1.0,True,False,Quote the exact retraction sentence from the correction notice.,1,2026-02-20T23:59:59+05:30,completed,hippo_rag,d4e88f9e-6658-4243-883b-eb8722cc9362,10
1.0,True,False,Which sources directly support the allergy history?,1,2026-02-20T23:59:59+05:30,completed,hippo_rag,8b4e52ca-953f-46a7-81db-14747436d82c,11
0.95,True,False,Was anaphylaxis documented in the initial allergy history?,1,2026-02-01T23:59:59+05:30,completed,csm,ca17aea7-def7-42c4-b9fe-56607d9e5ec5,2
1.0,True,False,"Before 18 February, could the system use the allergist letter?",1,2026-02-17T23:59:59+05:30,completed,hippo_rag,5b95f217-b866-4859-8b65-558fd4b26eb7,15
0.95,True,False,What should the allergy-state status be after the duplicate hospital record is added?,1,2026-02-11T23:59:59+05:30,completed,csm,da159875-ec08-41d6-a581-d1b80821e3b5,5
0.92,True,False,Summarize the allergy reconciliation with citations and calibrated confidence.,1,2026-02-20T23:59:59+05:30,completed,hippo_rag,b4ebc727-e1a1-472b-bbdc-2539431168b9,20
,True,False,What changed in the allergy state from 11 February to 20 February?,1,2026-02-20T23:59:59+05:30,completed,hippo_rag,a2125520-e5a4-479d-b076-824a308f10ca,18
0.9,True,True,What contradiction entered the record on 10 February?,1,2026-02-10T23:59:59+05:30,completed,csm,a758fcb3-ec76-40fe-a487-c180b2ee4bae,3
,True,False,"What does the external allergist letter support, and what does it not establish?",1,2026-02-18T23:59:59+05:30,completed,csm,f7f00ade-c884-440d-859d-b31111a42068,6
,True,False,How is the contradiction resolved on 20 February?,1,2026-02-20T23:59:59+05:30,completed,csm,f8ea364b-6ddf-4913-922c-9cc69169e185,7
0.9,True,False,Should the unsupported chat statement about anaphylactic shock update the active allergy severity?,1,2026-02-20T23:59:59+05:30,completed,csm,98539a8d-f20c-46f8-b2fa-2048d818ae25,8
0.95,True,False,What is the latest resolved allergy state?,1,2026-02-20T23:59:59+05:30,completed,csm,5692221b-170d-4d72-b967-bdcf03bd7672,9
,True,True,Quote the exact retraction sentence from the correction notice.,1,2026-02-20T23:59:59+05:30,completed,csm,8c24acc7-8b20-42b4-9a55-b08fcabf116a,10
0.95,True,False,Which sources directly support the allergy history?,1,2026-02-20T23:59:59+05:30,completed,csm,9d8981da-068d-43e6-9637-78fb103ec410,11
,True,True,Which citation is invalid support for anaphylaxis: DOC-P2-005 or CHAT-P2-003?,1,2026-02-20T23:59:59+05:30,completed,csm,f7bb1860-8429-4696-8826-75c56e09b262,12
0.95,True,False,"What was the effective date of the historical reaction, and when was it recorded in Sustha?",1,2026-02-20T23:59:59+05:30,completed,csm,9d15006e-83d5-4851-8b51-32e9e2d23b6c,13
0.94,True,False,Does the evidence justify describing the reaction as severe anaphylaxis?,1,2026-02-20T23:59:59+05:30,completed,csm,9ce40c10-3eb0-4dfd-b68b-afc3ba0753f0,17
,True,False,What changed in the allergy state from 11 February to 20 February?,1,2026-02-20T23:59:59+05:30,completed,csm,72869b27-3d3d-4fa7-85be-b12662ff9f1b,18
,True,False,"Classify the medication-safety outcome after reconciliation: resolved, contested, or unknown.",1,2026-02-20T23:59:59+05:30,completed,csm,5605b3e1-ddab-4a21-9bed-f8a60a10e96d,14
0.93,True,False,Which retrieved documents are redundant for the NKDA claim?,1,2026-02-20T23:59:59+05:30,completed,csm,c9a2ee56-f892-47a4-8d57-e5ec316c0145,19
0.95,True,False,"Before 18 February, could the system use the allergist letter?",1,2026-02-17T23:59:59+05:30,completed,csm,ad5f7426-2d20-4108-b283-fae01a2c77ab,15
0.95,True,False,Which record should be treated as retracted but still retained for audit?,1,2026-02-20T23:59:59+05:30,completed,csm,a31d64a7-9679-46dc-9e2a-ce529f0ab5de,16
0.86,True,False,Summarize the allergy reconciliation with citations and calibrated confidence.,1,2026-02-20T23:59:59+05:30,completed,csm,b53d7fcd-4887-4ca7-bbec-1991f4922c5a,20
