calculation_reason,canonical_source_id,expected_canonical_ids,patient,question_id,question_number,rank,relevance_classification,relevant,resolution_status,resolved_canonical_ids,retrieval_item_id,system,system_native_id,system_native_type,turn_id
retrieval_identifier_canonicalized,8e514baf-cccd-4501-b2ce-ed6c9aed08c6,"[""45d84f73-ac0d-4c47-9e7d-cd89aa0eca52"", ""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""6783c222-88d0-4316-9e5d-ef17041965b6"", ""82436317-3f6d-48a5-98a1-fc7112135ff0"", ""False""]",SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,4,not_relevant,False,resolved,"[""8e514baf-cccd-4501-b2ce-ed6c9aed08c6""]",41db8dec-fa26-43f9-8e62-4c3610201846,hippo_rag,fca53c42-7319-411f-9239-8d35c8073b01,hippo_passage_node,6232d0bb-bfac-40db-9156-e7b5e843c132
retrieval_identifier_canonicalized,93741d05-d8a8-40c9-b965-87774b495ce1,"[""45d84f73-ac0d-4c47-9e7d-cd89aa0eca52"", ""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""6783c222-88d0-4316-9e5d-ef17041965b6"", ""82436317-3f6d-48a5-98a1-fc7112135ff0"", ""False""]",SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,5,not_relevant,False,resolved,"[""93741d05-d8a8-40c9-b965-87774b495ce1""]",27636481-ebd7-4c39-9ff1-bac5c58b5392,hippo_rag,e97ef29f-b5d5-4a4c-8370-694a29cb90a3,hippo_passage_node,6232d0bb-bfac-40db-9156-e7b5e843c132
retrieval_identifier_canonicalized,9a7a2cf0-4a32-49c0-b932-42fb13434e86,"[""45d84f73-ac0d-4c47-9e7d-cd89aa0eca52"", ""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""6783c222-88d0-4316-9e5d-ef17041965b6"", ""82436317-3f6d-48a5-98a1-fc7112135ff0"", ""False""]",SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,6,not_relevant,False,resolved,"[""9a7a2cf0-4a32-49c0-b932-42fb13434e86""]",97b42415-f274-420a-b481-b33c82c45465,hippo_rag,213be1c2-4410-4db1-9c23-da9c6f817e4d,hippo_passage_node,6232d0bb-bfac-40db-9156-e7b5e843c132
retrieval_identifier_canonicalized,4690bb80-2f20-431e-8dbc-5509d7fc5488,"[""45d84f73-ac0d-4c47-9e7d-cd89aa0eca52"", ""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""6783c222-88d0-4316-9e5d-ef17041965b6"", ""82436317-3f6d-48a5-98a1-fc7112135ff0"", ""False""]",SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,7,not_relevant,False,resolved,"[""4690bb80-2f20-431e-8dbc-5509d7fc5488""]",c1b15051-f149-4b46-9996-dd26cf8b6769,hippo_rag,b58d14fe-6453-4826-ad54-feacff94d4ba,hippo_passage_node,6232d0bb-bfac-40db-9156-e7b5e843c132
retrieval_identifier_canonicalized,45d84f73-ac0d-4c47-9e7d-cd89aa0eca52,"[""45d84f73-ac0d-4c47-9e7d-cd89aa0eca52"", ""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""6783c222-88d0-4316-9e5d-ef17041965b6"", ""82436317-3f6d-48a5-98a1-fc7112135ff0"", ""False""]",SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,8,relevant,True,resolved,"[""16856504-537b-48b5-a58d-5885c6200fce"", ""45d84f73-ac0d-4c47-9e7d-cd89aa0eca52"", ""ea1a2255-c0f8-489e-a0eb-32b10c1cc8fb""]",3edd1a70-f13e-480b-96e2-86f1f69511c0,hippo_rag,23fa97ed-60bc-4fe0-a144-e4a6d6ba38ff,hippo_passage_node,6232d0bb-bfac-40db-9156-e7b5e843c132
retrieval_identifier_canonicalized,82436317-3f6d-48a5-98a1-fc7112135ff0,"[""45d84f73-ac0d-4c47-9e7d-cd89aa0eca52"", ""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""6783c222-88d0-4316-9e5d-ef17041965b6"", ""82436317-3f6d-48a5-98a1-fc7112135ff0"", ""False""]",SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,1,relevant,True,resolved,"[""82436317-3f6d-48a5-98a1-fc7112135ff0""]",a0f2b919-95bf-49cc-9239-fd5a5baaca19,dense_rag,696e98ca-4aef-4b85-88a8-33ae2ef95bcb,dense_rag_chunk,7f7e9d93-c0f1-47c6-851e-04b662a5f66d
retrieval_identifier_canonicalized,4c1c91bf-529c-4286-84ca-8cdfbb165ef3,"[""45d84f73-ac0d-4c47-9e7d-cd89aa0eca52"", ""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""6783c222-88d0-4316-9e5d-ef17041965b6"", ""82436317-3f6d-48a5-98a1-fc7112135ff0"", ""False""]",SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,2,relevant,True,resolved,"[""4c1c91bf-529c-4286-84ca-8cdfbb165ef3""]",c591294c-a13e-44e7-8a80-4c624c46dc75,dense_rag,d52c75eb-9dd9-4fd7-a8c6-1a2bf0a26b08,dense_rag_chunk,7f7e9d93-c0f1-47c6-851e-04b662a5f66d
retrieval_identifier_canonicalized,f3b0795a-e10e-4e52-9859-d6337529c759,"[""45d84f73-ac0d-4c47-9e7d-cd89aa0eca52"", ""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""6783c222-88d0-4316-9e5d-ef17041965b6"", ""82436317-3f6d-48a5-98a1-fc7112135ff0"", ""False""]",SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,3,not_relevant,False,resolved,"[""f3b0795a-e10e-4e52-9859-d6337529c759""]",02478238-7983-4678-b53a-938b8393f72a,dense_rag,fd1b85de-fb7e-43bc-9eeb-782568f2563f,dense_rag_chunk,7f7e9d93-c0f1-47c6-851e-04b662a5f66d
retrieval_identifier_canonicalized,f1fd4118-aac1-41e2-aec4-6d1febbf56de,"[""45d84f73-ac0d-4c47-9e7d-cd89aa0eca52"", ""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""6783c222-88d0-4316-9e5d-ef17041965b6"", ""82436317-3f6d-48a5-98a1-fc7112135ff0"", ""False""]",SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,4,not_relevant,False,resolved,"[""f1fd4118-aac1-41e2-aec4-6d1febbf56de""]",fdf431a0-59a8-46ad-9402-4dfb7cc5273e,dense_rag,14895480-d5a8-4b7e-a6eb-c612b37c7598,dense_rag_chunk,7f7e9d93-c0f1-47c6-851e-04b662a5f66d
retrieval_identifier_canonicalized,f4c29954-0dee-482e-a023-4b0bb58eefbe,"[""45d84f73-ac0d-4c47-9e7d-cd89aa0eca52"", ""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""6783c222-88d0-4316-9e5d-ef17041965b6"", ""82436317-3f6d-48a5-98a1-fc7112135ff0"", ""False""]",SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,5,not_relevant,False,resolved,"[""f4c29954-0dee-482e-a023-4b0bb58eefbe""]",db9788a5-b4ca-47ff-a350-c3647c40144d,dense_rag,9f1adcb7-f3c7-4752-ad7d-8566b8a58a7c,dense_rag_chunk,7f7e9d93-c0f1-47c6-851e-04b662a5f66d
retrieval_identifier_canonicalized,818e76c5-3a83-4f81-bd9f-83b4c5f416d1,"[""45d84f73-ac0d-4c47-9e7d-cd89aa0eca52"", ""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""6783c222-88d0-4316-9e5d-ef17041965b6"", ""82436317-3f6d-48a5-98a1-fc7112135ff0"", ""False""]",SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,6,not_relevant,False,resolved,"[""0332669c-5630-4561-a8b7-b4295f288d2c"", ""1367df53-8671-43d5-8f65-221c4c48f478"", ""818e76c5-3a83-4f81-bd9f-83b4c5f416d1""]",d28ffd4c-f778-4d76-adad-4977882c0776,dense_rag,627ccfb0-3243-4937-be19-00e66234d94f,dense_rag_chunk,7f7e9d93-c0f1-47c6-851e-04b662a5f66d
retrieval_identifier_canonicalized,45d84f73-ac0d-4c47-9e7d-cd89aa0eca52,"[""45d84f73-ac0d-4c47-9e7d-cd89aa0eca52"", ""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""6783c222-88d0-4316-9e5d-ef17041965b6"", ""82436317-3f6d-48a5-98a1-fc7112135ff0"", ""False""]",SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,7,relevant,True,resolved,"[""16856504-537b-48b5-a58d-5885c6200fce"", ""45d84f73-ac0d-4c47-9e7d-cd89aa0eca52"", ""ea1a2255-c0f8-489e-a0eb-32b10c1cc8fb""]",f0b08be8-bb74-4020-a63e-779c522581c7,dense_rag,2acdfb89-3c69-4ff1-b888-12d20b4e6a63,dense_rag_chunk,7f7e9d93-c0f1-47c6-851e-04b662a5f66d
retrieval_identifier_canonicalized,f1883cf3-d2d5-4728-9eca-486d26f44798,"[""45d84f73-ac0d-4c47-9e7d-cd89aa0eca52"", ""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""6783c222-88d0-4316-9e5d-ef17041965b6"", ""82436317-3f6d-48a5-98a1-fc7112135ff0"", ""False""]",SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,8,not_relevant,False,resolved,"[""f1883cf3-d2d5-4728-9eca-486d26f44798""]",8a6d602a-7de2-4763-b309-d9bf1eace585,dense_rag,919583b2-4308-45aa-b96d-29c8af137f1f,dense_rag_chunk,7f7e9d93-c0f1-47c6-851e-04b662a5f66d
retrieval_identifier_canonicalized,f1883cf3-d2d5-4728-9eca-486d26f44798,"[""45d84f73-ac0d-4c47-9e7d-cd89aa0eca52"", ""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""6783c222-88d0-4316-9e5d-ef17041965b6"", ""82436317-3f6d-48a5-98a1-fc7112135ff0"", ""False""]",SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,1,not_relevant,False,resolved,"[""f1883cf3-d2d5-4728-9eca-486d26f44798""]",d1079f01-f471-4cd3-b8ef-22c3726eb23d,graph_rag,b7b5d3d1-8e50-402f-88e8-823a5598f431,graph_rag_text_unit,976792df-ef0d-4b8e-a0bf-071106da06d0
retrieval_identifier_canonicalized,82436317-3f6d-48a5-98a1-fc7112135ff0,"[""45d84f73-ac0d-4c47-9e7d-cd89aa0eca52"", ""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""6783c222-88d0-4316-9e5d-ef17041965b6"", ""82436317-3f6d-48a5-98a1-fc7112135ff0"", ""False""]",SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,2,relevant,True,resolved,"[""82436317-3f6d-48a5-98a1-fc7112135ff0""]",e2d20c52-b541-4c85-9c49-13e264cdfeb9,graph_rag,8301581f-d2e2-41b1-9308-135a39902b51,graph_rag_text_unit,976792df-ef0d-4b8e-a0bf-071106da06d0
retrieval_identifier_canonicalized,4c1c91bf-529c-4286-84ca-8cdfbb165ef3,"[""45d84f73-ac0d-4c47-9e7d-cd89aa0eca52"", ""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""6783c222-88d0-4316-9e5d-ef17041965b6"", ""82436317-3f6d-48a5-98a1-fc7112135ff0"", ""False""]",SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,3,relevant,True,resolved,"[""4c1c91bf-529c-4286-84ca-8cdfbb165ef3""]",6b83ea93-20b3-446c-8074-266c1e6544cc,graph_rag,511f9372-d152-476e-86fe-aedf907210d7,graph_rag_text_unit,976792df-ef0d-4b8e-a0bf-071106da06d0
retrieval_identifier_canonicalized,8e514baf-cccd-4501-b2ce-ed6c9aed08c6,"[""45d84f73-ac0d-4c47-9e7d-cd89aa0eca52"", ""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""6783c222-88d0-4316-9e5d-ef17041965b6"", ""82436317-3f6d-48a5-98a1-fc7112135ff0"", ""False""]",SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,4,not_relevant,False,resolved,"[""8e514baf-cccd-4501-b2ce-ed6c9aed08c6""]",1ac52382-0f61-45b8-9f52-586fcbe412e0,graph_rag,b757c4cc-fe33-44e3-b808-ac61dd3ec321,graph_rag_text_unit,976792df-ef0d-4b8e-a0bf-071106da06d0
retrieval_identifier_canonicalized,93741d05-d8a8-40c9-b965-87774b495ce1,"[""45d84f73-ac0d-4c47-9e7d-cd89aa0eca52"", ""4c1c91bf-529c-4286-84ca-8cdfbb165ef3"", ""6783c222-88d0-4316-9e5d-ef17041965b6"", ""82436317-3f6d-48a5-98a1-fc7112135ff0"", ""False""]",SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,5,not_relevant,False,resolved,"[""93741d05-d8a8-40c9-b965-87774b495ce1""]",942bb71a-7dbc-4304-82c8-919fe5a3fa5b,graph_rag,62d03afc-04c2-4b64-ba12-1783075e585f,graph_rag_text_unit,976792df-ef0d-4b8e-a0bf-071106da06d0
