decay,dependency_id,relation_type,source_state_id,source_state_key,status,target_state_id,target_state_key,weight
0.0,275fe900-c2df-48af-9cba-48a6ab9fd315,measurement_clinical_state_dependency,3f08af22-78fc-450b-96e2-ec06d8a62343,clinical_condition:essential hypertension,active,71dcee52-d7f6-4ed0-8c53-e682f169041f,serum creatinine - corrected,0.49
0.0,d6efea02-e61e-4f7e-a3b7-0b5d169c5dae,measurement_clinical_state_dependency,3f08af22-78fc-450b-96e2-ec06d8a62343,clinical_condition:essential hypertension,active,88b0fc25-0f7d-45f8-b1d1-b22354581015,estimated glomerular filtration rate,0.47727272727272724
0.0,1b98e5e9-43d5-4954-8d11-5fc94d1bde6f,lexical_state_dependency,1f8f810a-eb88-4f17-9dbe-9f1459760376,medication:metformin,active,a70c00c4-e650-475b-9d09-f1c6adf1f4a9,metformin,0.7
0.0,c9485332-8045-431c-bca5-1cdc3e8e88ec,medication_condition_dependency,1f8f810a-eb88-4f17-9dbe-9f1459760376,medication:metformin,active,ba8c2d8f-fa4c-471b-a051-b48bc465e99e,type 2 diabetes mellitus,0.6045454545454545
0.0,ebf8b858-6fc0-4b3b-9d17-af486bf3747e,medication_condition_dependency,1f8f810a-eb88-4f17-9dbe-9f1459760376,medication:metformin,active,89e6867b-bd04-4d15-a6c5-68d823f64b3a,clinical_condition:type 2 diabetes mellitus,0.56875
0.0,771dfc7b-8165-4c46-b1b9-4514459efe0b,allergy_medication_safety_dependency,1f8f810a-eb88-4f17-9dbe-9f1459760376,medication:metformin,active,37740cfb-89d2-47af-ad65-a261b1fffffd,no known drug allergy recorded,0.45
0.0,1cde955f-2b90-4237-9571-16caa3de3f2c,medication_condition_dependency,1f8f810a-eb88-4f17-9dbe-9f1459760376,medication:metformin,active,3f08af22-78fc-450b-96e2-ec06d8a62343,clinical_condition:essential hypertension,0.39375
0.0,3c812856-100a-482c-a67d-c0a1e568013b,lexical_state_dependency,8a1222ea-2e7c-4041-af4b-9a91c8c6b9ed,medication:lisinopril,active,549e58fd-0c98-42bb-b273-db3c4bb1ff08,lisinopril,0.7
0.0,98cd1d6a-e1a9-46dd-a2f5-560215274220,lexical_state_dependency,8a1222ea-2e7c-4041-af4b-9a91c8c6b9ed,medication:lisinopril,active,1f8f810a-eb88-4f17-9dbe-9f1459760376,medication:metformin,0.5384615384615384
0.0,53daa106-255c-4608-97c5-939d7f0fabce,medication_condition_dependency,8a1222ea-2e7c-4041-af4b-9a91c8c6b9ed,medication:lisinopril,active,2947e40f-a1b0-44be-8b61-84f71377b820,essential hypertension,0.5249999999999999
0.0,b2f24656-8384-4a7b-a345-698b9f26af20,medication_condition_dependency,8a1222ea-2e7c-4041-af4b-9a91c8c6b9ed,medication:lisinopril,active,3f08af22-78fc-450b-96e2-ec06d8a62343,clinical_condition:essential hypertension,0.5115384615384615
0.0,57fa3527-e27f-45a6-bb08-d00e9d7e4e4d,allergy_medication_safety_dependency,8a1222ea-2e7c-4041-af4b-9a91c8c6b9ed,medication:lisinopril,active,37740cfb-89d2-47af-ad65-a261b1fffffd,no known drug allergy recorded,0.45
0.0,830255c3-cbc7-425a-ba27-f2289f817e34,lexical_state_dependency,d26d0e21-09d7-4544-b30c-260060a78269,allergy:no known drug allergy recorded,active,37740cfb-89d2-47af-ad65-a261b1fffffd,no known drug allergy recorded,0.7
0.0,0a652f2d-51e2-41a1-8050-7997feaba06d,allergy_medication_safety_dependency,d26d0e21-09d7-4544-b30c-260060a78269,allergy:no known drug allergy recorded,active,a70c00c4-e650-475b-9d09-f1c6adf1f4a9,metformin,0.625
0.0,697127aa-f18f-4d51-accf-c80490d4014b,allergy_medication_safety_dependency,d26d0e21-09d7-4544-b30c-260060a78269,allergy:no known drug allergy recorded,active,1f8f810a-eb88-4f17-9dbe-9f1459760376,medication:metformin,0.49375
0.0,f010c2ce-b412-4138-88ae-b632d26e11c6,allergy_medication_safety_dependency,d26d0e21-09d7-4544-b30c-260060a78269,allergy:no known drug allergy recorded,active,549e58fd-0c98-42bb-b273-db3c4bb1ff08,lisinopril,0.45
0.0,d4cfa5d8-5fcc-4d8a-86fe-11fb6dd04c92,allergy_medication_safety_dependency,d26d0e21-09d7-4544-b30c-260060a78269,allergy:no known drug allergy recorded,active,8a1222ea-2e7c-4041-af4b-9a91c8c6b9ed,medication:lisinopril,0.45
0.0,0018ab98-94e8-4d00-8e78-8888e46791b9,measurement_clinical_state_dependency,76939a66-86bf-4986-9b4c-6467028521d8,measurement:serum creatinine,active,ba8c2d8f-fa4c-471b-a051-b48bc465e99e,type 2 diabetes mellitus,0.5409090909090909
0.0,1c678d72-2cbe-48e8-b7cd-eabccca5645d,measurement_clinical_state_dependency,76939a66-86bf-4986-9b4c-6467028521d8,measurement:serum creatinine,active,2947e40f-a1b0-44be-8b61-84f71377b820,essential hypertension,0.5249999999999999
0.0,073caf49-22cb-4274-9eb4-fe2ad4c94e23,measurement_clinical_state_dependency,76939a66-86bf-4986-9b4c-6467028521d8,measurement:serum creatinine,active,89e6867b-bd04-4d15-a6c5-68d823f64b3a,clinical_condition:type 2 diabetes mellitus,0.5055555555555555
0.0,8cfd25de-3a40-45e2-b36d-236d60f9b38e,measurement_clinical_state_dependency,76939a66-86bf-4986-9b4c-6467028521d8,measurement:serum creatinine,active,f1b43fec-3296-43be-bd0d-a436bdb3d1bb,dehydration qualification,0.47352941176470587
0.0,56e635a9-4f60-425b-9adf-ec486311a780,measurement_clinical_state_dependency,76939a66-86bf-4986-9b4c-6467028521d8,measurement:serum creatinine,active,3f08af22-78fc-450b-96e2-ec06d8a62343,clinical_condition:essential hypertension,0.47352941176470587
0.0,8523faef-2b4c-41cb-a344-94f30ff9f6f8,measurement_clinical_state_dependency,eb939db6-6a96-4f0a-909d-9a7b52d1d6bb,measurement:estimated glomerular filtration rate,active,2947e40f-a1b0-44be-8b61-84f71377b820,essential hypertension,0.6124999999999999
0.0,9f3487d7-c58e-4d84-9f5d-13d565e11827,measurement_clinical_state_dependency,eb939db6-6a96-4f0a-909d-9a7b52d1d6bb,measurement:estimated glomerular filtration rate,active,3f08af22-78fc-450b-96e2-ec06d8a62343,clinical_condition:essential hypertension,0.5147058823529411
0.0,7b8f8baf-2838-442e-b68e-dd71e75db0fb,document_evidence_dependency,8daca188-61be-41b4-be72-9dab28e01e3c,document_evidence:baseline metabolic clinic note,active,cf401c83-e3c3-40ff-b7f2-2650109dea93,baseline metabolic clinic note,0.8999999999999999
0.0,c7d4dad1-2893-4ce0-b487-f296e0cec485,document_evidence_dependency,8daca188-61be-41b4-be72-9dab28e01e3c,document_evidence:baseline metabolic clinic note,active,2947e40f-a1b0-44be-8b61-84f71377b820,essential hypertension,0.46249999999999997
0.0,36cd1e40-6061-47c2-9d0e-9dc9bb0804f8,document_evidence_dependency,8daca188-61be-41b4-be72-9dab28e01e3c,document_evidence:baseline metabolic clinic note,active,37740cfb-89d2-47af-ad65-a261b1fffffd,no known drug allergy recorded,0.46249999999999997
0.0,c1e3ae81-70f6-449c-ae7c-a130a00c234f,document_evidence_dependency,8daca188-61be-41b4-be72-9dab28e01e3c,document_evidence:baseline metabolic clinic note,active,d4d91e1c-1973-4438-84c4-50572f388349,serum creatinine,0.46249999999999997
0.0,467a1ade-7419-42f0-b415-f9afa15634c8,document_evidence_dependency,8daca188-61be-41b4-be72-9dab28e01e3c,document_evidence:baseline metabolic clinic note,active,ba8c2d8f-fa4c-471b-a051-b48bc465e99e,type 2 diabetes mellitus,0.45454545454545453
0.0,879627e7-cf6a-49a9-8e65-de9a88b43a72,document_evidence_dependency,e2a48a31-d299-4563-93c7-26efeb891e01,document_evidence:section heading: full document. page 1 baseline metabolic clinic note patient code syn-csm-001 document id doc-p1-001 document type clinic note document date 2026-01-10 upload date,active,66b8b579-dfbe-4a36-bbcf-21f86e8a0982,follow-up,0.8999999999999999
0.0,4527d3c2-ce0c-46c0-9207-2bf4c6e2585c,document_evidence_dependency,e2a48a31-d299-4563-93c7-26efeb891e01,document_evidence:section heading: full document. page 1 baseline metabolic clinic note patient code syn-csm-001 document id doc-p1-001 document type clinic note document date 2026-01-10 upload date,active,a70c00c4-e650-475b-9d09-f1c6adf1f4a9,metformin,0.8999999999999999
0.0,f34f8484-733e-4ab9-baeb-bc16fd5de072,document_evidence_dependency,e2a48a31-d299-4563-93c7-26efeb891e01,document_evidence:section heading: full document. page 1 baseline metabolic clinic note patient code syn-csm-001 document id doc-p1-001 document type clinic note document date 2026-01-10 upload date,active,549e58fd-0c98-42bb-b273-db3c4bb1ff08,lisinopril,0.8999999999999999
0.0,936850f5-f138-45b8-8c68-9d62875f6d19,lexical_state_dependency,eb939db6-6a96-4f0a-909d-9a7b52d1d6bb,measurement:estimated glomerular filtration rate,active,88b0fc25-0f7d-45f8-b1d1-b22354581015,estimated glomerular filtration rate,0.7
0.0,d9c52fe9-1b70-4eae-a33b-d957a60a5ab1,document_evidence_dependency,e2a48a31-d299-4563-93c7-26efeb891e01,document_evidence:section heading: full document. page 1 baseline metabolic clinic note patient code syn-csm-001 document id doc-p1-001 document type clinic note document date 2026-01-10 upload date,active,cf401c83-e3c3-40ff-b7f2-2650109dea93,baseline metabolic clinic note,0.7249999999999999
0.0,a2e499e6-cd83-42a2-8304-034430015bad,document_evidence_dependency,e2a48a31-d299-4563-93c7-26efeb891e01,document_evidence:section heading: full document. page 1 baseline metabolic clinic note patient code syn-csm-001 document id doc-p1-001 document type clinic note document date 2026-01-10 upload date,active,88b0fc25-0f7d-45f8-b1d1-b22354581015,estimated glomerular filtration rate,0.6454545454545455
0.0,0ca4f480-a1c5-47fd-ab38-a58e0147989c,document_evidence_dependency,60adefb8-3fea-4926-9222-e8592df15b73,clinical_encounter:outpatient,active,e2a48a31-d299-4563-93c7-26efeb891e01,document_evidence:section heading: full document. page 1 baseline metabolic clinic note patient code syn-csm-001 document id doc-p1-001 document type clinic note document date 2026-01-10 upload date,0.6
0.0,c6bfc3c7-3d96-42f3-83a9-c7f357bc2f09,medication_condition_dependency,89e6867b-bd04-4d15-a6c5-68d823f64b3a,clinical_condition:type 2 diabetes mellitus,active,1f8f810a-eb88-4f17-9dbe-9f1459760376,medication:metformin,0.56875
0.0,b90caeec-c3de-4af4-a04e-84131ebf17b1,measurement_clinical_state_dependency,89e6867b-bd04-4d15-a6c5-68d823f64b3a,clinical_condition:type 2 diabetes mellitus,active,76939a66-86bf-4986-9b4c-6467028521d8,measurement:serum creatinine,0.5055555555555555
0.0,b57c974c-336a-4254-9385-22f802026754,measurement_clinical_state_dependency,3f08af22-78fc-450b-96e2-ec06d8a62343,clinical_condition:essential hypertension,active,eb939db6-6a96-4f0a-909d-9a7b52d1d6bb,measurement:estimated glomerular filtration rate,0.5147058823529411
0.0,7f4f7270-ecf4-446f-a3bf-36435d854d9e,medication_condition_dependency,3f08af22-78fc-450b-96e2-ec06d8a62343,clinical_condition:essential hypertension,active,8a1222ea-2e7c-4041-af4b-9a91c8c6b9ed,medication:lisinopril,0.5115384615384615
0.0,9f2955d1-f1a6-447d-a020-f15254422993,document_evidence_dependency,1f8f810a-eb88-4f17-9dbe-9f1459760376,medication:metformin,active,e2a48a31-d299-4563-93c7-26efeb891e01,document_evidence:section heading: full document. page 1 baseline metabolic clinic note patient code syn-csm-001 document id doc-p1-001 document type clinic note document date 2026-01-10 upload date,0.6375
0.0,a7810cb8-03df-49dc-865b-352291a35fa6,lexical_state_dependency,1f8f810a-eb88-4f17-9dbe-9f1459760376,medication:metformin,active,8a1222ea-2e7c-4041-af4b-9a91c8c6b9ed,medication:lisinopril,0.5384615384615384
0.0,c2561f7d-f842-41c9-be2d-3e7821a161b6,document_evidence_dependency,8a1222ea-2e7c-4041-af4b-9a91c8c6b9ed,medication:lisinopril,active,e2a48a31-d299-4563-93c7-26efeb891e01,document_evidence:section heading: full document. page 1 baseline metabolic clinic note patient code syn-csm-001 document id doc-p1-001 document type clinic note document date 2026-01-10 upload date,0.5769230769230769
0.0,a7a77a53-c959-425e-9339-fb067060fc2a,document_evidence_dependency,eb939db6-6a96-4f0a-909d-9a7b52d1d6bb,measurement:estimated glomerular filtration rate,active,e2a48a31-d299-4563-93c7-26efeb891e01,document_evidence:section heading: full document. page 1 baseline metabolic clinic note patient code syn-csm-001 document id doc-p1-001 document type clinic note document date 2026-01-10 upload date,0.515
0.0,dbf8d05f-15e0-4a74-b38a-f46c2015eed7,document_evidence_dependency,8daca188-61be-41b4-be72-9dab28e01e3c,document_evidence:baseline metabolic clinic note,active,e2a48a31-d299-4563-93c7-26efeb891e01,document_evidence:section heading: full document. page 1 baseline metabolic clinic note patient code syn-csm-001 document id doc-p1-001 document type clinic note document date 2026-01-10 upload date,0.5888888888888889
0.0,db29de59-e8a1-4d29-85e2-59b9a91e7d13,lexical_state_dependency,6f59b4ce-3925-45f1-98b5-57569ec58917,clinical_encounter:urgent_outpatient,active,e2463a9f-822a-4f80-90a3-6f9c6fccb3c0,outpatient,0.7
0.0,74e38c69-94f3-4737-be18-5b15dfc880a1,lexical_state_dependency,6f59b4ce-3925-45f1-98b5-57569ec58917,clinical_encounter:urgent_outpatient,active,2260e9a8-9724-4ff2-894f-508dc7b4fbe8,urgent_outpatient,0.7
0.0,af0cc5f0-4e4a-496d-a34f-537c9dc00edc,document_evidence_dependency,6f59b4ce-3925-45f1-98b5-57569ec58917,clinical_encounter:urgent_outpatient,active,5d6f6a6f-10be-4d20-a6f7-2471d99c9206,renal laboratory report,0.55
0.0,045b90e6-ccc7-4582-9512-03b66f2a1344,document_evidence_dependency,6f59b4ce-3925-45f1-98b5-57569ec58917,clinical_encounter:urgent_outpatient,active,e2a48a31-d299-4563-93c7-26efeb891e01,document_evidence:section heading: full document. page 1 baseline metabolic clinic note patient code syn-csm-001 document id doc-p1-001 document type clinic note document date 2026-01-10 upload date,0.4863636363636364
0.0,8aa2eb94-5b56-4850-808b-bf4760f67b30,lexical_state_dependency,6f59b4ce-3925-45f1-98b5-57569ec58917,clinical_encounter:urgent_outpatient,active,60adefb8-3fea-4926-9222-e8592df15b73,clinical_encounter:outpatient,0.4666666666666666
0.0,80727466-1e34-459a-87b3-556e61b30386,measurement_clinical_state_dependency,76939a66-86bf-4986-9b4c-6467028521d8,measurement:serum creatinine,active,c71739de-9907-4689-bb20-31df89f2fdd2,laboratory correction acknowledgement,0.5558823529411765
0.0,9d8753eb-6ca7-4835-8b20-603f0e64383a,lexical_state_dependency,eb939db6-6a96-4f0a-909d-9a7b52d1d6bb,measurement:estimated glomerular filtration rate,active,235ba5e8-af32-47f7-97c5-6122188306a5,estimated glomerular filtration rate - corrected,0.5923076923076923
0.0,cc340426-3dfa-4494-ab55-fcda994a8a54,measurement_clinical_state_dependency,eb939db6-6a96-4f0a-909d-9a7b52d1d6bb,measurement:estimated glomerular filtration rate,active,c71739de-9907-4689-bb20-31df89f2fdd2,laboratory correction acknowledgement,0.5710526315789473
0.0,1c52e470-b3bf-4571-9f4a-fe2ea008aca6,document_evidence_dependency,792e01e4-9ccc-4c3f-bb0b-d43e1c3c2ccd,document_evidence:renal laboratory report,active,5d6f6a6f-10be-4d20-a6f7-2471d99c9206,renal laboratory report,0.8999999999999999
0.0,e4a60e22-8ab5-4858-8ebb-f12a961ea84d,document_evidence_dependency,792e01e4-9ccc-4c3f-bb0b-d43e1c3c2ccd,document_evidence:renal laboratory report,active,8daca188-61be-41b4-be72-9dab28e01e3c,document_evidence:baseline metabolic clinic note,0.7185185185185186
0.0,3c35d802-d02c-4359-b5b6-b2dff5735927,document_evidence_dependency,792e01e4-9ccc-4c3f-bb0b-d43e1c3c2ccd,document_evidence:renal laboratory report,active,eae023b8-754f-4c2e-8e0a-2b2dbf9058be,corrected renal laboratory addendum,0.6666666666666666
0.0,c33cf129-9f45-4083-a0ed-40f47dc66651,document_evidence_dependency,792e01e4-9ccc-4c3f-bb0b-d43e1c3c2ccd,document_evidence:renal laboratory report,active,0b8d5413-f483-41b6-8ee8-891f4a87f842,post-hydration follow-up laboratory report,0.55
0.0,76b8fa43-1aa9-4713-bcae-cd4070664e08,document_evidence_dependency,792e01e4-9ccc-4c3f-bb0b-d43e1c3c2ccd,document_evidence:renal laboratory report,active,e2a48a31-d299-4563-93c7-26efeb891e01,document_evidence:section heading: full document. page 1 baseline metabolic clinic note patient code syn-csm-001 document id doc-p1-001 document type clinic note document date 2026-01-10 upload date,0.46551724137931033
0.0,454fd98e-349d-424c-9c24-820b964ced03,document_evidence_dependency,071e4f55-461e-4245-bb0f-fe4675640ea2,document_evidence:section heading: full document. page 1 renal laboratory report patient code syn-csm-001 document id doc-p1-002 document type laboratory report document date 2026-03-05 upload date.,active,5d6f6a6f-10be-4d20-a6f7-2471d99c9206,renal laboratory report,0.7249999999999999
0.0,c93c24c9-364d-4c5e-88d0-af0bbaf4678c,document_evidence_dependency,071e4f55-461e-4245-bb0f-fe4675640ea2,document_evidence:section heading: full document. page 1 renal laboratory report patient code syn-csm-001 document id doc-p1-002 document type laboratory report document date 2026-03-05 upload date.,active,eae023b8-754f-4c2e-8e0a-2b2dbf9058be,corrected renal laboratory addendum,0.6666666666666666
0.0,89a402c0-3a9f-4cd1-b06c-2160cfaa4a4c,document_evidence_dependency,071e4f55-461e-4245-bb0f-fe4675640ea2,document_evidence:section heading: full document. page 1 renal laboratory report patient code syn-csm-001 document id doc-p1-002 document type laboratory report document date 2026-03-05 upload date.,active,88b0fc25-0f7d-45f8-b1d1-b22354581015,estimated glomerular filtration rate,0.6454545454545455
0.0,48e04f27-3a2a-420f-bdda-80fe4c90a631,document_evidence_dependency,071e4f55-461e-4245-bb0f-fe4675640ea2,document_evidence:section heading: full document. page 1 renal laboratory report patient code syn-csm-001 document id doc-p1-002 document type laboratory report document date 2026-03-05 upload date.,active,235ba5e8-af32-47f7-97c5-6122188306a5,estimated glomerular filtration rate - corrected,0.6307692307692307
0.0,12dc41ed-3937-49ba-939c-ef29a4a0b32b,document_evidence_dependency,071e4f55-461e-4245-bb0f-fe4675640ea2,document_evidence:section heading: full document. page 1 renal laboratory report patient code syn-csm-001 document id doc-p1-002 document type laboratory report document date 2026-03-05 upload date.,active,eb939db6-6a96-4f0a-909d-9a7b52d1d6bb,measurement:estimated glomerular filtration rate,0.6
0.0,c1a745be-a214-46ee-a2f0-deeff9772771,document_evidence_dependency,66908247-0f8e-449c-bba4-b09750cd1f33,document_evidence:medication reconciliation summary,active,6d032e40-2eb7-4172-8730-cd80e0ee7a69,medication reconciliation summary,0.8999999999999999
0.0,631d26e5-b959-477c-bd6f-e1d3d7779f0c,document_evidence_dependency,66908247-0f8e-449c-bba4-b09750cd1f33,document_evidence:medication reconciliation summary,active,8daca188-61be-41b4-be72-9dab28e01e3c,document_evidence:baseline metabolic clinic note,0.7653846153846153
0.0,78d03ee4-2abe-44c8-9b5b-c7e4b31f0615,document_evidence_dependency,66908247-0f8e-449c-bba4-b09750cd1f33,document_evidence:medication reconciliation summary,active,792e01e4-9ccc-4c3f-bb0b-d43e1c3c2ccd,document_evidence:renal laboratory report,0.7384615384615385
0.0,81556bd4-5d8c-495d-bdcb-de5034a7ca0f,document_evidence_dependency,66908247-0f8e-449c-bba4-b09750cd1f33,document_evidence:medication reconciliation summary,active,e2a48a31-d299-4563-93c7-26efeb891e01,document_evidence:section heading: full document. page 1 baseline metabolic clinic note patient code syn-csm-001 document id doc-p1-001 document type clinic note document date 2026-01-10 upload date,0.46923076923076923
0.0,668fd76f-eb30-4879-9caa-02734af6e313,document_evidence_dependency,66908247-0f8e-449c-bba4-b09750cd1f33,document_evidence:medication reconciliation summary,active,071e4f55-461e-4245-bb0f-fe4675640ea2,document_evidence:section heading: full document. page 1 renal laboratory report patient code syn-csm-001 document id doc-p1-002 document type laboratory report document date 2026-03-05 upload date.,0.4423076923076923
0.0,254c4bf5-3990-4fdc-bc74-596f5d950312,document_evidence_dependency,0e422665-05f3-4c09-a149-a73ac45f0d2c,document_evidence:section heading: full document. page 1 medication reconciliation summary patient code syn-csm-001 document id doc-p1-003 document type medication summary document date 2026-03-08 u,active,6d032e40-2eb7-4172-8730-cd80e0ee7a69,medication reconciliation summary,0.6666666666666666
0.0,352abdcd-8ce7-4c4f-b5a9-8b851349a57f,document_evidence_dependency,0e422665-05f3-4c09-a149-a73ac45f0d2c,document_evidence:section heading: full document. page 1 medication reconciliation summary patient code syn-csm-001 document id doc-p1-003 document type medication summary document date 2026-03-08 u,active,e2a48a31-d299-4563-93c7-26efeb891e01,document_evidence:section heading: full document. page 1 baseline metabolic clinic note patient code syn-csm-001 document id doc-p1-001 document type clinic note document date 2026-01-10 upload date,0.6271186440677966
0.0,9f39f710-0474-44a0-aaf9-3f9241769acd,document_evidence_dependency,0e422665-05f3-4c09-a149-a73ac45f0d2c,document_evidence:section heading: full document. page 1 medication reconciliation summary patient code syn-csm-001 document id doc-p1-003 document type medication summary document date 2026-03-08 u,active,66908247-0f8e-449c-bba4-b09750cd1f33,document_evidence:medication reconciliation summary,0.5769230769230769
0.0,2584dd46-b2fe-4a0f-ba27-712b39245580,document_evidence_dependency,0e422665-05f3-4c09-a149-a73ac45f0d2c,document_evidence:section heading: full document. page 1 medication reconciliation summary patient code syn-csm-001 document id doc-p1-003 document type medication summary document date 2026-03-08 u,active,e2463a9f-822a-4f80-90a3-6f9c6fccb3c0,outpatient,0.55
0.0,3b44307d-2049-4bf3-a367-6f6f2bb3bad4,document_evidence_dependency,0e422665-05f3-4c09-a149-a73ac45f0d2c,document_evidence:section heading: full document. page 1 medication reconciliation summary patient code syn-csm-001 document id doc-p1-003 document type medication summary document date 2026-03-08 u,active,66b8b579-dfbe-4a36-bbcf-21f86e8a0982,follow-up,0.55
0.0,dadf4d65-961f-4432-865e-c6bd8a7c5001,document_evidence_dependency,6f59b4ce-3925-45f1-98b5-57569ec58917,clinical_encounter:urgent_outpatient,active,071e4f55-461e-4245-bb0f-fe4675640ea2,document_evidence:section heading: full document. page 1 renal laboratory report patient code syn-csm-001 document id doc-p1-002 document type laboratory report document date 2026-03-05 upload date.,0.5181818181818182
0.0,aa722991-b8f0-4ce7-b8c3-42894d6033db,document_evidence_dependency,6f59b4ce-3925-45f1-98b5-57569ec58917,clinical_encounter:urgent_outpatient,active,0e422665-05f3-4c09-a149-a73ac45f0d2c,document_evidence:section heading: full document. page 1 medication reconciliation summary patient code syn-csm-001 document id doc-p1-003 document type medication summary document date 2026-03-08 u,0.4863636363636364
0.0,08b51fef-5c44-40eb-86f3-ed23e57dae4e,document_evidence_dependency,76939a66-86bf-4986-9b4c-6467028521d8,measurement:serum creatinine,active,071e4f55-461e-4245-bb0f-fe4675640ea2,document_evidence:section heading: full document. page 1 renal laboratory report patient code syn-csm-001 document id doc-p1-002 document type laboratory report document date 2026-03-05 upload date.,0.5294117647058824
0.0,76100f4a-5647-486a-b98d-d30c756e7997,document_evidence_dependency,eb939db6-6a96-4f0a-909d-9a7b52d1d6bb,measurement:estimated glomerular filtration rate,active,071e4f55-461e-4245-bb0f-fe4675640ea2,document_evidence:section heading: full document. page 1 renal laboratory report patient code syn-csm-001 document id doc-p1-002 document type laboratory report document date 2026-03-05 upload date.,0.6
0.0,d3a388a1-f775-4fa8-91c5-2470c3fc4bf9,lexical_state_dependency,77fc0280-b9b5-4dbb-a5b5-077f4def1070,clinical_note:dehydration qualification,active,f1b43fec-3296-43be-bd0d-a436bdb3d1bb,dehydration qualification,0.7
0.0,93a1838d-6207-4aa1-a249-9514fac29522,document_evidence_dependency,77fc0280-b9b5-4dbb-a5b5-077f4def1070,clinical_note:dehydration qualification,active,017b42b3-fa45-43d7-95b0-768e70968af3,dehydration qualification note,0.6666666666666666
0.0,2ff40fa5-7ed7-4c97-b9eb-cb670da21d41,document_evidence_dependency,77fc0280-b9b5-4dbb-a5b5-077f4def1070,clinical_note:dehydration qualification,active,5d6f6a6f-10be-4d20-a6f7-2471d99c9206,renal laboratory report,0.55
0.0,60c13b78-c415-42cf-a88b-c90d2f16cc55,measurement_clinical_state_dependency,77fc0280-b9b5-4dbb-a5b5-077f4def1070,clinical_note:dehydration qualification,active,d4d91e1c-1973-4438-84c4-50572f388349,serum creatinine,0.5249999999999999
0.0,003992e5-2999-4a9c-a402-76e3710cf3a5,measurement_clinical_state_dependency,77fc0280-b9b5-4dbb-a5b5-077f4def1070,clinical_note:dehydration qualification,active,71dcee52-d7f6-4ed0-8c53-e682f169041f,serum creatinine - corrected,0.49
