applicable,calculation_reason,f1,false_negative,false_positive,patient,precision,question_id,question_number,reason_not_applicable,recall,system,true_positive,turn_id
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,4,SYN-CSM-001,0.0,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,,0.0,csm,0,b11fee85-dad6-4506-91b5-6f63386076c7
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,4,SYN-CSM-001,0.0,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,,0.0,dense_rag,0,d9ffdd07-3101-40ff-b729-69301c4d268d
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,3,SYN-CSM-001,0.0,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,,0.0,long_context,0,e2b68005-66aa-4e7e-83cb-ea135f9217e4
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,2,SYN-CSM-001,0.0,3be7129e-5f51-4158-9f01-dfc6091679e0,4,,0.0,rolling_summary,0,0f53204a-9d47-465c-a636-7dbb8c410e84
True,claim_level_precision_recall_f1_without_claim_id_matching,0.6666666666666666,2,0,SYN-CSM-001,1.0,3be7129e-5f51-4158-9f01-dfc6091679e0,4,,0.5,graph_rag,2,21808880-9812-47cb-8711-7b48d05bdaa0
True,claim_level_precision_recall_f1_without_claim_id_matching,0.6666666666666666,2,0,SYN-CSM-001,1.0,3be7129e-5f51-4158-9f01-dfc6091679e0,4,,0.5,dense_rag,2,3bcc4362-84db-4130-ac37-364f6060c58e
True,claim_level_precision_recall_f1_without_claim_id_matching,0.4,3,0,SYN-CSM-001,1.0,3be7129e-5f51-4158-9f01-dfc6091679e0,4,,0.25,hippo_rag,1,812e348c-1d99-4e29-9d72-561cbdb67560
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,1,SYN-CSM-001,0.0,3be7129e-5f51-4158-9f01-dfc6091679e0,4,,0.0,csm,0,974e8b6e-0448-4705-ac46-fa635044e789
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,1,SYN-CSM-001,0.0,3be7129e-5f51-4158-9f01-dfc6091679e0,4,,0.0,hybrid_rag,0,9dc996b0-5771-4787-b7be-355f4a34a8ec
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,2,SYN-CSM-001,0.0,3be7129e-5f51-4158-9f01-dfc6091679e0,4,,0.0,long_context,0,b2366de2-823b-484f-b516-195e8b1288e2
True,claim_level_precision_recall_f1_without_claim_id_matching,0.22222222222222224,3,4,SYN-CSM-001,0.2,bb201dcb-8553-49e5-b593-cb878c70d391,5,,0.25,rolling_summary,1,09f88c77-dfbc-469b-a68a-1ae08906b72f
True,claim_level_precision_recall_f1_without_claim_id_matching,0.3333333333333333,3,1,SYN-CSM-001,0.5,bb201dcb-8553-49e5-b593-cb878c70d391,5,,0.25,hippo_rag,1,16ac4b00-f231-42a1-8c20-12942f1244c8
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,2,SYN-CSM-001,0.0,bb201dcb-8553-49e5-b593-cb878c70d391,5,,0.0,csm,0,1f4c8330-70b7-4d85-8963-eae1cb790d31
True,claim_level_precision_recall_f1_without_claim_id_matching,0.25,3,3,SYN-CSM-001,0.25,bb201dcb-8553-49e5-b593-cb878c70d391,5,,0.25,dense_rag,1,37976444-e5e7-4bac-ab9b-991361f13cd0
True,claim_level_precision_recall_f1_without_claim_id_matching,0.25,3,3,SYN-CSM-001,0.25,bb201dcb-8553-49e5-b593-cb878c70d391,5,,0.25,hybrid_rag,1,455a2951-ed32-48dc-9941-d290797a400b
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,2,SYN-CSM-001,0.0,bb201dcb-8553-49e5-b593-cb878c70d391,5,,0.0,graph_rag,0,693249c8-3e2d-430d-98c1-a5789b324e70
False,claim_level_precision_recall_f1_without_claim_id_matching,,4,0,SYN-CSM-001,,bb201dcb-8553-49e5-b593-cb878c70d391,5,no_generated_or_expected_factual_claims,0.0,long_context,0,a432b024-5ab8-42ba-bcee-591e7d6840e1
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,2,SYN-CSM-001,0.0,46840edd-6bce-407b-a12a-85779c1bb659,6,,0.0,hybrid_rag,0,19dee082-c86a-4674-8bd0-0b1b680ca318
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,4,SYN-CSM-001,0.0,46840edd-6bce-407b-a12a-85779c1bb659,6,,0.0,rolling_summary,0,5e21384e-2e30-4acf-b0be-2e9df7ca16a6
False,claim_level_precision_recall_f1_without_claim_id_matching,,4,0,SYN-CSM-001,,46840edd-6bce-407b-a12a-85779c1bb659,6,no_generated_or_expected_factual_claims,0.0,long_context,0,6ab158b5-24b2-42b1-b615-b295994a2319
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,4,SYN-CSM-001,0.0,46840edd-6bce-407b-a12a-85779c1bb659,6,,0.0,hippo_rag,0,ab54241c-4c85-45b0-b3f2-8432e489f442
True,claim_level_precision_recall_f1_without_claim_id_matching,0.25,3,3,SYN-CSM-001,0.25,46840edd-6bce-407b-a12a-85779c1bb659,6,,0.25,csm,1,c8d7265e-cba3-46b3-8f1e-52244d4e2c68
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,4,SYN-CSM-001,0.0,46840edd-6bce-407b-a12a-85779c1bb659,6,,0.0,dense_rag,0,f38af9d3-1737-4c17-832a-e2dabf390c93
True,claim_level_precision_recall_f1_without_claim_id_matching,0.25,3,3,SYN-CSM-001,0.25,46840edd-6bce-407b-a12a-85779c1bb659,6,,0.25,graph_rag,1,f9c14c51-1b8b-4914-b66a-f0bd68cb9e13
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,6,3,SYN-CSM-001,0.0,d3288fc5-3083-472f-9d66-a08ee63b8153,7,,0.0,hippo_rag,0,1cedf40a-b84c-4ff6-9c95-9fe5ffa36ae8
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,6,1,SYN-CSM-001,0.0,d3288fc5-3083-472f-9d66-a08ee63b8153,7,,0.0,graph_rag,0,2d318d3b-3d09-414a-8ae7-671b9795f364
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,6,1,SYN-CSM-001,0.0,d3288fc5-3083-472f-9d66-a08ee63b8153,7,,0.0,dense_rag,0,a09304ce-8fa7-4ac5-9984-10e1bc36d9c0
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,6,3,SYN-CSM-001,0.0,d3288fc5-3083-472f-9d66-a08ee63b8153,7,,0.0,rolling_summary,0,ac95f6da-caf8-4447-8ed8-fea7b814377c
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,6,1,SYN-CSM-001,0.0,d3288fc5-3083-472f-9d66-a08ee63b8153,7,,0.0,hybrid_rag,0,d06a2673-146d-438b-9622-fd5732013581
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,6,3,SYN-CSM-001,0.0,d3288fc5-3083-472f-9d66-a08ee63b8153,7,,0.0,long_context,0,d46beec4-33de-47ae-94c8-e75bacc20ede
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,6,1,SYN-CSM-001,0.0,d3288fc5-3083-472f-9d66-a08ee63b8153,7,,0.0,csm,0,edfcd642-6f06-432c-978d-713e170da1d6
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,6,2,SYN-CSM-001,0.0,550a8de2-2845-4d0b-81e9-6d595d710722,8,,0.0,hybrid_rag,0,091f811f-7b69-4a15-854b-66affa8ff209
True,claim_level_precision_recall_f1_without_claim_id_matching,0.2,5,3,SYN-CSM-001,0.25,550a8de2-2845-4d0b-81e9-6d595d710722,8,,0.16666666666666666,rolling_summary,1,26f22e96-6c04-45e2-b4bf-f56bc18070e5
False,claim_level_precision_recall_f1_without_claim_id_matching,,6,0,SYN-CSM-001,,550a8de2-2845-4d0b-81e9-6d595d710722,8,no_generated_or_expected_factual_claims,0.0,long_context,0,37bac32a-9bff-4bb3-bcc9-11485e8786ba
True,claim_level_precision_recall_f1_without_claim_id_matching,0.4,4,2,SYN-CSM-001,0.5,550a8de2-2845-4d0b-81e9-6d595d710722,8,,0.3333333333333333,graph_rag,2,3e51ddb9-0a85-46c9-9360-2274f15790d4
True,claim_level_precision_recall_f1_without_claim_id_matching,0.25,5,1,SYN-CSM-001,0.5,550a8de2-2845-4d0b-81e9-6d595d710722,8,,0.16666666666666666,dense_rag,1,3e6e7955-3611-4b17-a0cf-f7e5b3f2b056
True,claim_level_precision_recall_f1_without_claim_id_matching,0.6,3,1,SYN-CSM-001,0.75,550a8de2-2845-4d0b-81e9-6d595d710722,8,,0.5,hippo_rag,3,b31f2a97-bcc7-4f69-9e34-f3b610939d3b
True,claim_level_precision_recall_f1_without_claim_id_matching,0.2,5,3,SYN-CSM-001,0.25,550a8de2-2845-4d0b-81e9-6d595d710722,8,,0.16666666666666666,csm,1,ec875986-c671-4d5d-8d49-d9ebb2d46388
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-001,0.0,84891faf-410d-4423-b28a-a28ecd4ec38f,9,,0.0,csm,0,2f1372dd-5746-4f86-b088-d76ce975536b
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-001,0.0,84891faf-410d-4423-b28a-a28ecd4ec38f,9,,0.0,hybrid_rag,0,42fb067b-c274-4f3f-9581-9b1fd4a36cbd
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-001,0.0,84891faf-410d-4423-b28a-a28ecd4ec38f,9,,0.0,graph_rag,0,5adbfa1b-e223-478c-9308-caf16d815009
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,2,SYN-CSM-001,0.0,84891faf-410d-4423-b28a-a28ecd4ec38f,9,,0.0,long_context,0,83256340-d8db-4c00-a1b5-0ffdfa036c8b
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-001,0.0,84891faf-410d-4423-b28a-a28ecd4ec38f,9,,0.0,hippo_rag,0,909380f2-544c-4c56-82e8-27601452331f
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-001,0.0,84891faf-410d-4423-b28a-a28ecd4ec38f,9,,0.0,rolling_summary,0,9ebfe2ac-b342-47e3-ab7e-11baaa93e49a
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-001,0.0,84891faf-410d-4423-b28a-a28ecd4ec38f,9,,0.0,dense_rag,0,c852fd87-b451-4f31-81cb-ee3bda278f25
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-001,0.0,a9b00bb9-cd85-4100-96e8-d35aa8eba79e,10,,0.0,hybrid_rag,0,4262f0dc-89ac-4090-b3f5-98995e26bb40
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,4,SYN-CSM-001,0.0,a9b00bb9-cd85-4100-96e8-d35aa8eba79e,10,,0.0,long_context,0,51744693-2bbd-4584-b966-8858d8db3821
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,2,SYN-CSM-001,0.0,a9b00bb9-cd85-4100-96e8-d35aa8eba79e,10,,0.0,graph_rag,0,7bc0d076-bec3-40c7-a2e9-74dfdabcca31
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,3,SYN-CSM-001,0.0,a9b00bb9-cd85-4100-96e8-d35aa8eba79e,10,,0.0,csm,0,a6a18898-ee1e-4e02-8fbe-711865aebdf5
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-001,0.0,a9b00bb9-cd85-4100-96e8-d35aa8eba79e,10,,0.0,dense_rag,0,d0f844e9-49ab-4bbd-9705-a41956f8462d
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,4,SYN-CSM-001,0.0,a9b00bb9-cd85-4100-96e8-d35aa8eba79e,10,,0.0,rolling_summary,0,daa654eb-78b4-4b9f-9c16-0c0b780e46f6
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,2,SYN-CSM-001,0.0,a9b00bb9-cd85-4100-96e8-d35aa8eba79e,10,,0.0,hippo_rag,0,f980cf71-b214-47f1-892f-1b6631ce087f
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-001,0.0,cc4d721b-bb87-4f85-a7bb-8c33a3bed863,11,,0.0,graph_rag,0,2da3d68e-cfb0-495d-8f82-68b7a14d6aeb
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-001,0.0,cc4d721b-bb87-4f85-a7bb-8c33a3bed863,11,,0.0,hybrid_rag,0,4b7a4d5b-8ff8-40be-82ad-6b20a2e32143
False,claim_level_precision_recall_f1_without_claim_id_matching,,2,0,SYN-CSM-001,,cc4d721b-bb87-4f85-a7bb-8c33a3bed863,11,no_generated_or_expected_factual_claims,0.0,rolling_summary,0,4e05ecb7-57d2-4268-bc09-595d01e959ca
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-001,0.0,cc4d721b-bb87-4f85-a7bb-8c33a3bed863,11,,0.0,dense_rag,0,64977035-f78d-413f-986b-196d4cfc9a8a
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-001,0.0,cc4d721b-bb87-4f85-a7bb-8c33a3bed863,11,,0.0,hippo_rag,0,af810200-0da5-48c9-b3e6-e8f550262e23
False,claim_level_precision_recall_f1_without_claim_id_matching,,2,0,SYN-CSM-001,,cc4d721b-bb87-4f85-a7bb-8c33a3bed863,11,no_generated_or_expected_factual_claims,0.0,long_context,0,e4a9e412-09f3-4d6b-b8a0-6520c7ad7e13
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-001,0.0,cc4d721b-bb87-4f85-a7bb-8c33a3bed863,11,,0.0,csm,0,e55b5e55-a69d-4251-a4b8-01105dc54416
True,claim_level_precision_recall_f1_without_claim_id_matching,0.2857142857142857,5,0,SYN-CSM-001,1.0,31ca0caf-aff8-4216-a906-f6094c742fac,12,,0.16666666666666666,graph_rag,1,21652421-fa27-4d55-a43c-3cfd95356523
True,claim_level_precision_recall_f1_without_claim_id_matching,0.2222222222222222,5,2,SYN-CSM-001,0.3333333333333333,31ca0caf-aff8-4216-a906-f6094c742fac,12,,0.16666666666666666,hippo_rag,1,3259cf07-e716-4e5d-9516-6420db142eac
True,claim_level_precision_recall_f1_without_claim_id_matching,0.4444444444444444,4,1,SYN-CSM-001,0.6666666666666666,31ca0caf-aff8-4216-a906-f6094c742fac,12,,0.3333333333333333,csm,2,4d8cd059-5b08-4bb7-9836-939223f31971
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,6,3,SYN-CSM-001,0.0,31ca0caf-aff8-4216-a906-f6094c742fac,12,,0.0,long_context,0,6b0bf773-9f63-4547-b273-058ee4be2936
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,6,1,SYN-CSM-001,0.0,31ca0caf-aff8-4216-a906-f6094c742fac,12,,0.0,rolling_summary,0,d6a852bb-3c84-4357-8e37-beae9a1c7043
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,6,2,SYN-CSM-001,0.0,31ca0caf-aff8-4216-a906-f6094c742fac,12,,0.0,hybrid_rag,0,d9fa5b32-11d5-48ab-be91-c1b5924af6bf
True,claim_level_precision_recall_f1_without_claim_id_matching,0.2222222222222222,5,2,SYN-CSM-001,0.3333333333333333,31ca0caf-aff8-4216-a906-f6094c742fac,12,,0.16666666666666666,dense_rag,1,ebc0ce59-693f-4498-b1ee-a0ee31eeab03
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,1,SYN-CSM-001,0.0,ca2092fc-db7c-4c0d-a05e-edd51ba942b1,13,,0.0,rolling_summary,0,081f9dad-2d93-4906-aa9a-7602873ccf4e
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,1,SYN-CSM-001,0.0,ca2092fc-db7c-4c0d-a05e-edd51ba942b1,13,,0.0,graph_rag,0,1bc3ce6b-951f-452b-85ff-3c684b782c53
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,1,SYN-CSM-001,0.0,ca2092fc-db7c-4c0d-a05e-edd51ba942b1,13,,0.0,hippo_rag,0,1d4d6b21-5af6-44f4-8e2b-326057cb9e4c
True,claim_level_precision_recall_f1_without_claim_id_matching,0.4,3,0,SYN-CSM-001,1.0,ca2092fc-db7c-4c0d-a05e-edd51ba942b1,13,,0.25,dense_rag,1,9004919b-d1a9-423e-9e30-0ab47215a115
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,1,SYN-CSM-001,0.0,ca2092fc-db7c-4c0d-a05e-edd51ba942b1,13,,0.0,csm,0,d442ed98-5eb6-4905-9037-1d3f41e0f5da
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,2,SYN-CSM-001,0.0,ca2092fc-db7c-4c0d-a05e-edd51ba942b1,13,,0.0,long_context,0,db2155ca-97f5-4186-9ea7-c677b333febd
True,claim_level_precision_recall_f1_without_claim_id_matching,0.3333333333333333,3,1,SYN-CSM-001,0.5,ca2092fc-db7c-4c0d-a05e-edd51ba942b1,13,,0.25,hybrid_rag,1,e016f8b3-4935-40f0-9c87-217c12ec6aa6
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,3,SYN-CSM-001,0.0,f55dd581-fa09-45df-9f2c-1d26b0cb6b79,14,,0.0,hippo_rag,0,463aee21-e9e5-494c-8b91-1da08fea6d7a
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,4,SYN-CSM-001,0.0,f55dd581-fa09-45df-9f2c-1d26b0cb6b79,14,,0.0,csm,0,569a43eb-b9ed-4f3b-81d2-cd368974ceb9
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,4,SYN-CSM-001,0.0,f55dd581-fa09-45df-9f2c-1d26b0cb6b79,14,,0.0,long_context,0,5fcfffbd-d5ca-485d-9720-a4e02f88a582
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,3,SYN-CSM-001,0.0,f55dd581-fa09-45df-9f2c-1d26b0cb6b79,14,,0.0,graph_rag,0,72f7d68c-3050-4503-ab6d-1953ac281d01
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,3,SYN-CSM-001,0.0,f55dd581-fa09-45df-9f2c-1d26b0cb6b79,14,,0.0,hybrid_rag,0,856d63a2-be4b-4deb-b9f4-7300f27ca009
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,2,SYN-CSM-001,0.0,f55dd581-fa09-45df-9f2c-1d26b0cb6b79,14,,0.0,dense_rag,0,93ee61cc-eddd-441d-944f-c25a875a03cf
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-001,0.0,f55dd581-fa09-45df-9f2c-1d26b0cb6b79,14,,0.0,rolling_summary,0,ccd16125-60b1-4ddd-b914-2825d62e2647
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,5,SYN-CSM-001,0.0,301ab931-32cf-4ccd-983d-0e87f18d149d,15,,0.0,csm,0,00d17559-f26b-4352-b575-158aa70b9f42
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,5,SYN-CSM-001,0.0,301ab931-32cf-4ccd-983d-0e87f18d149d,15,,0.0,rolling_summary,0,4330b0e4-2265-4c04-a5dd-963701f2abb9
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,6,SYN-CSM-001,0.0,301ab931-32cf-4ccd-983d-0e87f18d149d,15,,0.0,graph_rag,0,43d0d3d8-cd59-45bb-98a8-1f8fa6c22415
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,6,SYN-CSM-001,0.0,301ab931-32cf-4ccd-983d-0e87f18d149d,15,,0.0,hybrid_rag,0,6f96a4b3-7b18-48cf-8b68-40c58baf0cae
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,6,SYN-CSM-001,0.0,301ab931-32cf-4ccd-983d-0e87f18d149d,15,,0.0,hippo_rag,0,71a3dfdd-193b-45e2-9839-e85a9df73ccc
False,claim_level_precision_recall_f1_without_claim_id_matching,,4,0,SYN-CSM-001,,301ab931-32cf-4ccd-983d-0e87f18d149d,15,no_generated_or_expected_factual_claims,0.0,dense_rag,0,78d28904-e5ac-4229-8dc6-7e739c71f98f
False,claim_level_precision_recall_f1_without_claim_id_matching,,4,0,SYN-CSM-001,,301ab931-32cf-4ccd-983d-0e87f18d149d,15,no_generated_or_expected_factual_claims,0.0,long_context,0,cd787437-9ef8-4143-b181-6b8907597dde
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,1,SYN-CSM-001,0.0,1c2a0ea3-34ec-4dba-b90b-5d9c975b02c2,16,,0.0,graph_rag,0,2d2597b1-e2cf-4240-93f6-1c5bc7ca77e8
True,claim_level_precision_recall_f1_without_claim_id_matching,0.28571428571428575,3,2,SYN-CSM-001,0.3333333333333333,1c2a0ea3-34ec-4dba-b90b-5d9c975b02c2,16,,0.25,dense_rag,1,32b7460d-6e6b-4c5b-8ad5-b97ac60f9353
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,1,SYN-CSM-001,0.0,1c2a0ea3-34ec-4dba-b90b-5d9c975b02c2,16,,0.0,csm,0,438472e9-dbc8-4fe6-8a53-874b5f958bdf
False,claim_level_precision_recall_f1_without_claim_id_matching,,4,0,SYN-CSM-001,,1c2a0ea3-34ec-4dba-b90b-5d9c975b02c2,16,no_generated_or_expected_factual_claims,0.0,long_context,0,54234427-53f9-4ef7-a21a-dbbf7447d798
True,claim_level_precision_recall_f1_without_claim_id_matching,0.3333333333333333,3,1,SYN-CSM-001,0.5,1c2a0ea3-34ec-4dba-b90b-5d9c975b02c2,16,,0.25,rolling_summary,1,6c52e517-572e-4631-9713-130d094869b1
True,claim_level_precision_recall_f1_without_claim_id_matching,0.3333333333333333,3,1,SYN-CSM-001,0.5,1c2a0ea3-34ec-4dba-b90b-5d9c975b02c2,16,,0.25,hippo_rag,1,9f68e80e-79dc-4384-a65b-2f0004a413cb
True,claim_level_precision_recall_f1_without_claim_id_matching,0.28571428571428575,3,2,SYN-CSM-001,0.3333333333333333,1c2a0ea3-34ec-4dba-b90b-5d9c975b02c2,16,,0.25,hybrid_rag,1,c0bc1b17-eff3-4faa-a667-cee36c866ce3
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,9,SYN-CSM-001,0.0,35dce774-9d0f-44d8-8eae-4ba676c120a2,17,,0.0,rolling_summary,0,4b6181ae-ef54-44d6-8d05-0e6eb247355a
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,6,SYN-CSM-001,0.0,35dce774-9d0f-44d8-8eae-4ba676c120a2,17,,0.0,hippo_rag,0,57cba36c-6b92-493f-8a62-5dcaa36e9964
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,6,SYN-CSM-001,0.0,35dce774-9d0f-44d8-8eae-4ba676c120a2,17,,0.0,graph_rag,0,9556c9a9-a18e-4cdb-93e0-bd2bb9837227
False,claim_level_precision_recall_f1_without_claim_id_matching,,2,0,SYN-CSM-001,,35dce774-9d0f-44d8-8eae-4ba676c120a2,17,no_generated_or_expected_factual_claims,0.0,csm,0,9c44f689-9788-4926-8750-0b96157a6346
