calculation_reason,citation_classification,citation_id,patient,question_id,question_number,resolution_status,resolved_id,system,turn_id
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,4c1c91bf-529c-4286-84ca-8cdfbb165ef3,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,resolved,4c1c91bf-529c-4286-84ca-8cdfbb165ef3,hippo_rag,6232d0bb-bfac-40db-9156-e7b5e843c132
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C1,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,resolved,82436317-3f6d-48a5-98a1-fc7112135ff0,dense_rag,7f7e9d93-c0f1-47c6-851e-04b662a5f66d
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C2,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,resolved,4c1c91bf-529c-4286-84ca-8cdfbb165ef3,dense_rag,7f7e9d93-c0f1-47c6-851e-04b662a5f66d
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C7,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,resolved,45d84f73-ac0d-4c47-9e7d-cd89aa0eca52,dense_rag,7f7e9d93-c0f1-47c6-851e-04b662a5f66d
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C4,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,resolved,f1fd4118-aac1-41e2-aec4-6d1febbf56de,dense_rag,7f7e9d93-c0f1-47c6-851e-04b662a5f66d
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,82436317-3f6d-48a5-98a1-fc7112135ff0,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,resolved,82436317-3f6d-48a5-98a1-fc7112135ff0,dense_rag,7f7e9d93-c0f1-47c6-851e-04b662a5f66d
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,45d84f73-ac0d-4c47-9e7d-cd89aa0eca52,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,resolved,45d84f73-ac0d-4c47-9e7d-cd89aa0eca52,dense_rag,7f7e9d93-c0f1-47c6-851e-04b662a5f66d
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,4c1c91bf-529c-4286-84ca-8cdfbb165ef3,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,resolved,4c1c91bf-529c-4286-84ca-8cdfbb165ef3,dense_rag,7f7e9d93-c0f1-47c6-851e-04b662a5f66d
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,f1fd4118-aac1-41e2-aec4-6d1febbf56de,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,resolved,f1fd4118-aac1-41e2-aec4-6d1febbf56de,dense_rag,7f7e9d93-c0f1-47c6-851e-04b662a5f66d
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C2,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,resolved,82436317-3f6d-48a5-98a1-fc7112135ff0,graph_rag,976792df-ef0d-4b8e-a0bf-071106da06d0
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C3,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,resolved,4c1c91bf-529c-4286-84ca-8cdfbb165ef3,graph_rag,976792df-ef0d-4b8e-a0bf-071106da06d0
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,82436317-3f6d-48a5-98a1-fc7112135ff0,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,resolved,82436317-3f6d-48a5-98a1-fc7112135ff0,graph_rag,976792df-ef0d-4b8e-a0bf-071106da06d0
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,4c1c91bf-529c-4286-84ca-8cdfbb165ef3,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,resolved,4c1c91bf-529c-4286-84ca-8cdfbb165ef3,graph_rag,976792df-ef0d-4b8e-a0bf-071106da06d0
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C1,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,resolved,45d84f73-ac0d-4c47-9e7d-cd89aa0eca52,hybrid_rag,97d07848-ba97-4af7-a3bd-1d2509841afa
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C2,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,resolved,82436317-3f6d-48a5-98a1-fc7112135ff0,hybrid_rag,97d07848-ba97-4af7-a3bd-1d2509841afa
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C4,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,resolved,4c1c91bf-529c-4286-84ca-8cdfbb165ef3,hybrid_rag,97d07848-ba97-4af7-a3bd-1d2509841afa
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,45d84f73-ac0d-4c47-9e7d-cd89aa0eca52,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,resolved,45d84f73-ac0d-4c47-9e7d-cd89aa0eca52,hybrid_rag,97d07848-ba97-4af7-a3bd-1d2509841afa
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,82436317-3f6d-48a5-98a1-fc7112135ff0,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,resolved,82436317-3f6d-48a5-98a1-fc7112135ff0,hybrid_rag,97d07848-ba97-4af7-a3bd-1d2509841afa
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,4c1c91bf-529c-4286-84ca-8cdfbb165ef3,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,resolved,4c1c91bf-529c-4286-84ca-8cdfbb165ef3,hybrid_rag,97d07848-ba97-4af7-a3bd-1d2509841afa
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C3,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,resolved,4c1c91bf-529c-4286-84ca-8cdfbb165ef3,long_context,da333ec3-38f6-4586-8641-39cec762cb59
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C4,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,resolved,82436317-3f6d-48a5-98a1-fc7112135ff0,long_context,da333ec3-38f6-4586-8641-39cec762cb59
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,4c1c91bf-529c-4286-84ca-8cdfbb165ef3,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,resolved,4c1c91bf-529c-4286-84ca-8cdfbb165ef3,long_context,da333ec3-38f6-4586-8641-39cec762cb59
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,82436317-3f6d-48a5-98a1-fc7112135ff0,SYN-CSM-001,11e2cf0f-e76e-4fba-b1ab-40891a8c804e,1,resolved,82436317-3f6d-48a5-98a1-fc7112135ff0,long_context,da333ec3-38f6-4586-8641-39cec762cb59
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C3,SYN-CSM-001,2128f0cd-89b6-4185-8900-c4f5d1553c59,2,resolved,3d44a964-a34f-402a-a0d4-46e9f8fe08f2,csm,057d3252-33d1-4c93-82ff-7514419dac41
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C6,SYN-CSM-001,2128f0cd-89b6-4185-8900-c4f5d1553c59,2,resolved,8e514baf-cccd-4501-b2ce-ed6c9aed08c6,csm,057d3252-33d1-4c93-82ff-7514419dac41
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,7c216ab9-482a-45e1-b674-ccae87dc3241,SYN-CSM-001,2128f0cd-89b6-4185-8900-c4f5d1553c59,2,resolved,7c216ab9-482a-45e1-b674-ccae87dc3241,csm,057d3252-33d1-4c93-82ff-7514419dac41
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,144815ec-2457-4f70-906b-db11c7129c10,SYN-CSM-001,2128f0cd-89b6-4185-8900-c4f5d1553c59,2,resolved,144815ec-2457-4f70-906b-db11c7129c10,csm,057d3252-33d1-4c93-82ff-7514419dac41
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C4,SYN-CSM-001,2128f0cd-89b6-4185-8900-c4f5d1553c59,2,resolved,45d84f73-ac0d-4c47-9e7d-cd89aa0eca52,hippo_rag,0e8810bb-1050-474a-8f25-0306243e3e3a
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,45d84f73-ac0d-4c47-9e7d-cd89aa0eca52,SYN-CSM-001,2128f0cd-89b6-4185-8900-c4f5d1553c59,2,resolved,45d84f73-ac0d-4c47-9e7d-cd89aa0eca52,hippo_rag,0e8810bb-1050-474a-8f25-0306243e3e3a
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C7,SYN-CSM-001,2128f0cd-89b6-4185-8900-c4f5d1553c59,2,resolved,7c216ab9-482a-45e1-b674-ccae87dc3241,dense_rag,32c0aa97-55af-4efd-9b06-7b1bbf794298
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C8,SYN-CSM-001,2128f0cd-89b6-4185-8900-c4f5d1553c59,2,resolved,45d84f73-ac0d-4c47-9e7d-cd89aa0eca52,dense_rag,32c0aa97-55af-4efd-9b06-7b1bbf794298
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,7c216ab9-482a-45e1-b674-ccae87dc3241,SYN-CSM-001,2128f0cd-89b6-4185-8900-c4f5d1553c59,2,resolved,7c216ab9-482a-45e1-b674-ccae87dc3241,dense_rag,32c0aa97-55af-4efd-9b06-7b1bbf794298
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,45d84f73-ac0d-4c47-9e7d-cd89aa0eca52,SYN-CSM-001,2128f0cd-89b6-4185-8900-c4f5d1553c59,2,resolved,45d84f73-ac0d-4c47-9e7d-cd89aa0eca52,dense_rag,32c0aa97-55af-4efd-9b06-7b1bbf794298
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C7,SYN-CSM-001,2128f0cd-89b6-4185-8900-c4f5d1553c59,2,resolved,7c216ab9-482a-45e1-b674-ccae87dc3241,long_context,5fc8bda2-1746-4604-a0e2-6692490a3d43
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C6,SYN-CSM-001,2128f0cd-89b6-4185-8900-c4f5d1553c59,2,resolved,144815ec-2457-4f70-906b-db11c7129c10,long_context,5fc8bda2-1746-4604-a0e2-6692490a3d43
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,7c216ab9-482a-45e1-b674-ccae87dc3241,SYN-CSM-001,2128f0cd-89b6-4185-8900-c4f5d1553c59,2,resolved,7c216ab9-482a-45e1-b674-ccae87dc3241,long_context,5fc8bda2-1746-4604-a0e2-6692490a3d43
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,144815ec-2457-4f70-906b-db11c7129c10,SYN-CSM-001,2128f0cd-89b6-4185-8900-c4f5d1553c59,2,resolved,144815ec-2457-4f70-906b-db11c7129c10,long_context,5fc8bda2-1746-4604-a0e2-6692490a3d43
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C4,SYN-CSM-001,2128f0cd-89b6-4185-8900-c4f5d1553c59,2,resolved,45d84f73-ac0d-4c47-9e7d-cd89aa0eca52,graph_rag,70b57416-723f-4d77-8fe0-fb4595f60ca5
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,45d84f73-ac0d-4c47-9e7d-cd89aa0eca52,SYN-CSM-001,2128f0cd-89b6-4185-8900-c4f5d1553c59,2,resolved,45d84f73-ac0d-4c47-9e7d-cd89aa0eca52,graph_rag,70b57416-723f-4d77-8fe0-fb4595f60ca5
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C3,SYN-CSM-001,2128f0cd-89b6-4185-8900-c4f5d1553c59,2,resolved,45d84f73-ac0d-4c47-9e7d-cd89aa0eca52,hybrid_rag,7b5064ac-24d6-4660-9ec9-45044b6f718b
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,45d84f73-ac0d-4c47-9e7d-cd89aa0eca52,SYN-CSM-001,2128f0cd-89b6-4185-8900-c4f5d1553c59,2,resolved,45d84f73-ac0d-4c47-9e7d-cd89aa0eca52,hybrid_rag,7b5064ac-24d6-4660-9ec9-45044b6f718b
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C1,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,8240274e-a886-4f15-b679-10cce83b9649,hippo_rag,1c451b2e-95f4-4e2a-beb9-df401293333a
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C4,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,50a2a2f2-85f0-4810-8d01-6e95c883f1ca,hippo_rag,1c451b2e-95f4-4e2a-beb9-df401293333a
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C8,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,0ab4298d-77db-4acb-8774-457499dadda8,hippo_rag,1c451b2e-95f4-4e2a-beb9-df401293333a
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,8240274e-a886-4f15-b679-10cce83b9649,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,8240274e-a886-4f15-b679-10cce83b9649,hippo_rag,1c451b2e-95f4-4e2a-beb9-df401293333a
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,50a2a2f2-85f0-4810-8d01-6e95c883f1ca,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,50a2a2f2-85f0-4810-8d01-6e95c883f1ca,hippo_rag,1c451b2e-95f4-4e2a-beb9-df401293333a
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,0ab4298d-77db-4acb-8774-457499dadda8,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,0ab4298d-77db-4acb-8774-457499dadda8,hippo_rag,1c451b2e-95f4-4e2a-beb9-df401293333a
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C1,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,6b5d4cab-0595-47ed-b6cf-6c472f6dfc3e,rolling_summary,4e1aeb57-e320-4fd9-92e1-90b5dab35693
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,6b5d4cab-0595-47ed-b6cf-6c472f6dfc3e,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,6b5d4cab-0595-47ed-b6cf-6c472f6dfc3e,rolling_summary,4e1aeb57-e320-4fd9-92e1-90b5dab35693
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C1,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,8240274e-a886-4f15-b679-10cce83b9649,graph_rag,89289001-4459-449f-8d3c-9cc288f36ff4
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C2,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,f4c29954-0dee-482e-a023-4b0bb58eefbe,graph_rag,89289001-4459-449f-8d3c-9cc288f36ff4
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C3,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,818e76c5-3a83-4f81-bd9f-83b4c5f416d1,graph_rag,89289001-4459-449f-8d3c-9cc288f36ff4
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C4,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,50a2a2f2-85f0-4810-8d01-6e95c883f1ca,graph_rag,89289001-4459-449f-8d3c-9cc288f36ff4
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C8,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,2dd16a0f-7962-47fc-8a0a-8596965c6f38,graph_rag,89289001-4459-449f-8d3c-9cc288f36ff4
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,8240274e-a886-4f15-b679-10cce83b9649,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,8240274e-a886-4f15-b679-10cce83b9649,graph_rag,89289001-4459-449f-8d3c-9cc288f36ff4
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,50a2a2f2-85f0-4810-8d01-6e95c883f1ca,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,50a2a2f2-85f0-4810-8d01-6e95c883f1ca,graph_rag,89289001-4459-449f-8d3c-9cc288f36ff4
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,f4c29954-0dee-482e-a023-4b0bb58eefbe,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,f4c29954-0dee-482e-a023-4b0bb58eefbe,graph_rag,89289001-4459-449f-8d3c-9cc288f36ff4
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,818e76c5-3a83-4f81-bd9f-83b4c5f416d1,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,818e76c5-3a83-4f81-bd9f-83b4c5f416d1,graph_rag,89289001-4459-449f-8d3c-9cc288f36ff4
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,2dd16a0f-7962-47fc-8a0a-8596965c6f38,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,2dd16a0f-7962-47fc-8a0a-8596965c6f38,graph_rag,89289001-4459-449f-8d3c-9cc288f36ff4
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C1,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,c3d6015f-74fc-43b3-bd0f-980791933814,csm,b11fee85-dad6-4506-91b5-6f63386076c7
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C2,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,ccb0ce3a-a3c5-46e7-89f0-8eb60ef5a5e3,csm,b11fee85-dad6-4506-91b5-6f63386076c7
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C5,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,4c1c91bf-529c-4286-84ca-8cdfbb165ef3,csm,b11fee85-dad6-4506-91b5-6f63386076c7
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C6,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,8e514baf-cccd-4501-b2ce-ed6c9aed08c6,csm,b11fee85-dad6-4506-91b5-6f63386076c7
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,775bdc39-a4a1-480c-a6f2-ea6317756358,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,775bdc39-a4a1-480c-a6f2-ea6317756358,csm,b11fee85-dad6-4506-91b5-6f63386076c7
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,879dce5d-3179-4280-b610-7bd2d3320872,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,879dce5d-3179-4280-b610-7bd2d3320872,csm,b11fee85-dad6-4506-91b5-6f63386076c7
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,54fd1427-29f4-4118-a5b1-2ba777c3a0c6,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,54fd1427-29f4-4118-a5b1-2ba777c3a0c6,csm,b11fee85-dad6-4506-91b5-6f63386076c7
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,f4c29954-0dee-482e-a023-4b0bb58eefbe,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,f4c29954-0dee-482e-a023-4b0bb58eefbe,csm,b11fee85-dad6-4506-91b5-6f63386076c7
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C1,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,f3b0795a-e10e-4e52-9859-d6337529c759,dense_rag,d9ffdd07-3101-40ff-b729-69301c4d268d
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C2,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,f4c29954-0dee-482e-a023-4b0bb58eefbe,dense_rag,d9ffdd07-3101-40ff-b729-69301c4d268d
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C3,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,ccb0ce3a-a3c5-46e7-89f0-8eb60ef5a5e3,dense_rag,d9ffdd07-3101-40ff-b729-69301c4d268d
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C6,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,4ccc7534-0c71-4918-a30a-3425d55a636c,dense_rag,d9ffdd07-3101-40ff-b729-69301c4d268d
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C8,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,3237f42f-22ec-462b-872a-c5979bd9ed73,dense_rag,d9ffdd07-3101-40ff-b729-69301c4d268d
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,3237f42f-22ec-462b-872a-c5979bd9ed73,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,3237f42f-22ec-462b-872a-c5979bd9ed73,dense_rag,d9ffdd07-3101-40ff-b729-69301c4d268d
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,4ccc7534-0c71-4918-a30a-3425d55a636c,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,4ccc7534-0c71-4918-a30a-3425d55a636c,dense_rag,d9ffdd07-3101-40ff-b729-69301c4d268d
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,f4c29954-0dee-482e-a023-4b0bb58eefbe,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,f4c29954-0dee-482e-a023-4b0bb58eefbe,dense_rag,d9ffdd07-3101-40ff-b729-69301c4d268d
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,f3b0795a-e10e-4e52-9859-d6337529c759,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,f3b0795a-e10e-4e52-9859-d6337529c759,dense_rag,d9ffdd07-3101-40ff-b729-69301c4d268d
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,ccb0ce3a-a3c5-46e7-89f0-8eb60ef5a5e3,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,ccb0ce3a-a3c5-46e7-89f0-8eb60ef5a5e3,dense_rag,d9ffdd07-3101-40ff-b729-69301c4d268d
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C6,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,144815ec-2457-4f70-906b-db11c7129c10,long_context,e2b68005-66aa-4e7e-83cb-ea135f9217e4
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C7,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,7c216ab9-482a-45e1-b674-ccae87dc3241,long_context,e2b68005-66aa-4e7e-83cb-ea135f9217e4
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,144815ec-2457-4f70-906b-db11c7129c10,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,144815ec-2457-4f70-906b-db11c7129c10,long_context,e2b68005-66aa-4e7e-83cb-ea135f9217e4
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,7c216ab9-482a-45e1-b674-ccae87dc3241,SYN-CSM-001,177b1db8-afe1-4202-9b3e-9a8ef7e7aded,3,resolved,7c216ab9-482a-45e1-b674-ccae87dc3241,long_context,e2b68005-66aa-4e7e-83cb-ea135f9217e4
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C3,SYN-CSM-001,3be7129e-5f51-4158-9f01-dfc6091679e0,4,resolved,3d44a964-a34f-402a-a0d4-46e9f8fe08f2,rolling_summary,0f53204a-9d47-465c-a636-7dbb8c410e84
