patient,question_id,question_number,system,turn_id,citation_id,resolved_id,resolution_status,citation_classification,calculation_reason
SYN-CSM-001,a9b00bb9-cd85-4100-96e8-d35aa8eba79e,10,csm_v3,9f3933f6-d119-4604-8759-bc440748d86e,C4,4ccc7534-0c71-4918-a30a-3425d55a636c,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,a9b00bb9-cd85-4100-96e8-d35aa8eba79e,10,csm_v3,9f3933f6-d119-4604-8759-bc440748d86e,2714340b-357b-40da-8320-ca5d49b38825,2714340b-357b-40da-8320-ca5d49b38825,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,a9b00bb9-cd85-4100-96e8-d35aa8eba79e,10,csm_v3,9f3933f6-d119-4604-8759-bc440748d86e,4ccc7534-0c71-4918-a30a-3425d55a636c,4ccc7534-0c71-4918-a30a-3425d55a636c,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,a9b00bb9-cd85-4100-96e8-d35aa8eba79e,10,csm_v3,9f3933f6-d119-4604-8759-bc440748d86e,100e6bd9-2555-45d8-975a-227392273059,100e6bd9-2555-45d8-975a-227392273059,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,a9b00bb9-cd85-4100-96e8-d35aa8eba79e,10,csm_v3,9f3933f6-d119-4604-8759-bc440748d86e,b36fe256-a9f3-4d54-8414-ff7324791817,b36fe256-a9f3-4d54-8414-ff7324791817,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,cc4d721b-bb87-4f85-a7bb-8c33a3bed863,11,csm_v3,9909cea9-cdb2-42c1-a12e-4050b6ec9953,C1,54fd1427-29f4-4118-a5b1-2ba777c3a0c6,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,cc4d721b-bb87-4f85-a7bb-8c33a3bed863,11,csm_v3,9909cea9-cdb2-42c1-a12e-4050b6ec9953,C3,b36fe256-a9f3-4d54-8414-ff7324791817,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,cc4d721b-bb87-4f85-a7bb-8c33a3bed863,11,csm_v3,9909cea9-cdb2-42c1-a12e-4050b6ec9953,C10,b36fe256-a9f3-4d54-8414-ff7324791817,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,cc4d721b-bb87-4f85-a7bb-8c33a3bed863,11,csm_v3,9909cea9-cdb2-42c1-a12e-4050b6ec9953,b36fe256-a9f3-4d54-8414-ff7324791817,b36fe256-a9f3-4d54-8414-ff7324791817,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,31ca0caf-aff8-4216-a906-f6094c742fac,12,csm_v3,b71df394-fe0c-4f32-9a9b-74e805016cb2,C1,54fd1427-29f4-4118-a5b1-2ba777c3a0c6,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,31ca0caf-aff8-4216-a906-f6094c742fac,12,csm_v3,b71df394-fe0c-4f32-9a9b-74e805016cb2,C4,100e6bd9-2555-45d8-975a-227392273059,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,31ca0caf-aff8-4216-a906-f6094c742fac,12,csm_v3,b71df394-fe0c-4f32-9a9b-74e805016cb2,C5,2714340b-357b-40da-8320-ca5d49b38825,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,31ca0caf-aff8-4216-a906-f6094c742fac,12,csm_v3,b71df394-fe0c-4f32-9a9b-74e805016cb2,C7,b36fe256-a9f3-4d54-8414-ff7324791817,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,31ca0caf-aff8-4216-a906-f6094c742fac,12,csm_v3,b71df394-fe0c-4f32-9a9b-74e805016cb2,C11,4ccc7534-0c71-4918-a30a-3425d55a636c,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,31ca0caf-aff8-4216-a906-f6094c742fac,12,csm_v3,b71df394-fe0c-4f32-9a9b-74e805016cb2,54fd1427-29f4-4118-a5b1-2ba777c3a0c6,54fd1427-29f4-4118-a5b1-2ba777c3a0c6,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,31ca0caf-aff8-4216-a906-f6094c742fac,12,csm_v3,b71df394-fe0c-4f32-9a9b-74e805016cb2,b36fe256-a9f3-4d54-8414-ff7324791817,b36fe256-a9f3-4d54-8414-ff7324791817,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,31ca0caf-aff8-4216-a906-f6094c742fac,12,csm_v3,b71df394-fe0c-4f32-9a9b-74e805016cb2,100e6bd9-2555-45d8-975a-227392273059,100e6bd9-2555-45d8-975a-227392273059,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,31ca0caf-aff8-4216-a906-f6094c742fac,12,csm_v3,b71df394-fe0c-4f32-9a9b-74e805016cb2,4ccc7534-0c71-4918-a30a-3425d55a636c,4ccc7534-0c71-4918-a30a-3425d55a636c,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,31ca0caf-aff8-4216-a906-f6094c742fac,12,csm_v3,b71df394-fe0c-4f32-9a9b-74e805016cb2,2714340b-357b-40da-8320-ca5d49b38825,2714340b-357b-40da-8320-ca5d49b38825,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,ca2092fc-db7c-4c0d-a05e-edd51ba942b1,13,csm_v3,50aa4cff-d8e0-49c4-9328-5eabd4c94b74,C8,54fd1427-29f4-4118-a5b1-2ba777c3a0c6,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,ca2092fc-db7c-4c0d-a05e-edd51ba942b1,13,csm_v3,50aa4cff-d8e0-49c4-9328-5eabd4c94b74,54fd1427-29f4-4118-a5b1-2ba777c3a0c6,54fd1427-29f4-4118-a5b1-2ba777c3a0c6,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,301ab931-32cf-4ccd-983d-0e87f18d149d,15,csm_v3,ed0ea07a-3056-4fcd-a3bb-cf0fe41cad8d,C1,f4c29954-0dee-482e-a023-4b0bb58eefbe,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,301ab931-32cf-4ccd-983d-0e87f18d149d,15,csm_v3,ed0ea07a-3056-4fcd-a3bb-cf0fe41cad8d,C5,775bdc39-a4a1-480c-a6f2-ea6317756358,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,301ab931-32cf-4ccd-983d-0e87f18d149d,15,csm_v3,ed0ea07a-3056-4fcd-a3bb-cf0fe41cad8d,C6,b36fe256-a9f3-4d54-8414-ff7324791817,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,301ab931-32cf-4ccd-983d-0e87f18d149d,15,csm_v3,ed0ea07a-3056-4fcd-a3bb-cf0fe41cad8d,C7,7c216ab9-482a-45e1-b674-ccae87dc3241,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,301ab931-32cf-4ccd-983d-0e87f18d149d,15,csm_v3,ed0ea07a-3056-4fcd-a3bb-cf0fe41cad8d,C4,100e6bd9-2555-45d8-975a-227392273059,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,301ab931-32cf-4ccd-983d-0e87f18d149d,15,csm_v3,ed0ea07a-3056-4fcd-a3bb-cf0fe41cad8d,C10,2714340b-357b-40da-8320-ca5d49b38825,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,301ab931-32cf-4ccd-983d-0e87f18d149d,15,csm_v3,ed0ea07a-3056-4fcd-a3bb-cf0fe41cad8d,7c216ab9-482a-45e1-b674-ccae87dc3241,7c216ab9-482a-45e1-b674-ccae87dc3241,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,301ab931-32cf-4ccd-983d-0e87f18d149d,15,csm_v3,ed0ea07a-3056-4fcd-a3bb-cf0fe41cad8d,775bdc39-a4a1-480c-a6f2-ea6317756358,775bdc39-a4a1-480c-a6f2-ea6317756358,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,301ab931-32cf-4ccd-983d-0e87f18d149d,15,csm_v3,ed0ea07a-3056-4fcd-a3bb-cf0fe41cad8d,b36fe256-a9f3-4d54-8414-ff7324791817,b36fe256-a9f3-4d54-8414-ff7324791817,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,301ab931-32cf-4ccd-983d-0e87f18d149d,15,csm_v3,ed0ea07a-3056-4fcd-a3bb-cf0fe41cad8d,f4c29954-0dee-482e-a023-4b0bb58eefbe,f4c29954-0dee-482e-a023-4b0bb58eefbe,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,301ab931-32cf-4ccd-983d-0e87f18d149d,15,csm_v3,ed0ea07a-3056-4fcd-a3bb-cf0fe41cad8d,100e6bd9-2555-45d8-975a-227392273059,100e6bd9-2555-45d8-975a-227392273059,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,301ab931-32cf-4ccd-983d-0e87f18d149d,15,csm_v3,ed0ea07a-3056-4fcd-a3bb-cf0fe41cad8d,2714340b-357b-40da-8320-ca5d49b38825,2714340b-357b-40da-8320-ca5d49b38825,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,35dce774-9d0f-44d8-8eae-4ba676c120a2,17,csm_v3,22b17281-6382-42cc-9a0d-1eccb78e0c1a,C1,100e6bd9-2555-45d8-975a-227392273059,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,35dce774-9d0f-44d8-8eae-4ba676c120a2,17,csm_v3,22b17281-6382-42cc-9a0d-1eccb78e0c1a,C2,b36fe256-a9f3-4d54-8414-ff7324791817,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,35dce774-9d0f-44d8-8eae-4ba676c120a2,17,csm_v3,22b17281-6382-42cc-9a0d-1eccb78e0c1a,C3,2714340b-357b-40da-8320-ca5d49b38825,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,35dce774-9d0f-44d8-8eae-4ba676c120a2,17,csm_v3,22b17281-6382-42cc-9a0d-1eccb78e0c1a,C4,4ccc7534-0c71-4918-a30a-3425d55a636c,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,35dce774-9d0f-44d8-8eae-4ba676c120a2,17,csm_v3,22b17281-6382-42cc-9a0d-1eccb78e0c1a,b36fe256-a9f3-4d54-8414-ff7324791817,b36fe256-a9f3-4d54-8414-ff7324791817,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,35dce774-9d0f-44d8-8eae-4ba676c120a2,17,csm_v3,22b17281-6382-42cc-9a0d-1eccb78e0c1a,100e6bd9-2555-45d8-975a-227392273059,100e6bd9-2555-45d8-975a-227392273059,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,35dce774-9d0f-44d8-8eae-4ba676c120a2,17,csm_v3,22b17281-6382-42cc-9a0d-1eccb78e0c1a,4ccc7534-0c71-4918-a30a-3425d55a636c,4ccc7534-0c71-4918-a30a-3425d55a636c,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,35dce774-9d0f-44d8-8eae-4ba676c120a2,17,csm_v3,22b17281-6382-42cc-9a0d-1eccb78e0c1a,2714340b-357b-40da-8320-ca5d49b38825,2714340b-357b-40da-8320-ca5d49b38825,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,47623734-9356-420f-a72e-4254bb563734,18,csm_v3,20df5962-14bc-4410-a05f-78cb152a0683,C2,100e6bd9-2555-45d8-975a-227392273059,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,47623734-9356-420f-a72e-4254bb563734,18,csm_v3,20df5962-14bc-4410-a05f-78cb152a0683,C8,775bdc39-a4a1-480c-a6f2-ea6317756358,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
SYN-CSM-001,47623734-9356-420f-a72e-4254bb563734,18,csm_v3,20df5962-14bc-4410-a05f-78cb152a0683,100e6bd9-2555-45d8-975a-227392273059,100e6bd9-2555-45d8-975a-227392273059,resolved,valid_supporting,resolved_through_turn_citation_map_or_retrieval_context
