duration_ms,estimated_cost_usd,input_tokens,llm_call_id,model,output_tokens,provider,request_status,task_type,total_tokens,turn_id
63091,0.0006645,3478,db932ade-8d2b-4c35-bc05-48776ef2b1bb,openai/gpt-oss-120b,238,groq,completed,final_answer,3716,b529de87-4813-4ff0-b685-0d81d7ea728d
67657,0.0007095,3550,34c0f0e7-e791-49c4-9db5-4006dacf2fff,openai/gpt-oss-120b,295,groq,completed,final_answer,3845,988c9c38-aece-4969-b1c0-dee91b59ecd0
63031,0.0008809499999999999,3377,060ee142-8230-4302-a015-9b784318fdfd,openai/gpt-oss-120b,624,groq,completed,final_answer,4001,840ec8c7-791a-470b-8a6c-23f27d18aa09
63076,0.0007574999999999999,2950,366cb158-5090-4574-b4ae-61b5f570eba7,openai/gpt-oss-120b,525,groq,completed,final_answer,3475,56be159e-ca5e-4da6-8c0e-0c1f5c36461c
64418,0.0009559499999999999,3393,e54b69a4-2a03-4255-b69f-c74c5360e6a0,openai/gpt-oss-120b,745,groq,completed,final_answer,4138,c17ac401-1a59-43a2-a566-28e92171d5b0
78845,0.0006894,3400,d5e67164-2ae3-4a12-944f-0e7db65e7291,openai/gpt-oss-120b,299,groq,completed,final_answer,3699,4043b042-a237-4206-b217-5b1bf6618c98
78376,0.00063645,3519,c2b01240-dbf1-4347-b1a6-3992398d6541,openai/gpt-oss-120b,181,groq,completed,final_answer,3700,ee08a2e6-39f9-4c39-8ece-b5fd80b7b169
63322,0.0007959,3538,535684a1-8b4e-4d36-afa1-3b83688535b6,openai/gpt-oss-120b,442,groq,completed,final_answer,3980,3cc6e53a-29db-4c24-afaa-f5c176b9d06b
62638,0.0006979499999999999,3473,aa40d65d-b249-45d2-9af3-940c26e2ce09,openai/gpt-oss-120b,295,groq,completed,final_answer,3768,bc7f62d9-a903-4c71-b3f2-db45e3253012
62992,0.0007712999999999999,3574,1b23bb87-a92e-457d-bd11-294c4b821c1a,openai/gpt-oss-120b,392,groq,completed,final_answer,3966,f82095bb-f3ee-4a14-be5b-24b6ce0ad659
63947,0.0009174000000000001,3432,c33267b6-4d2d-4332-b4ef-589fba523ad3,openai/gpt-oss-120b,671,groq,completed,final_answer,4103,90e5ea5a-64cc-40b6-a144-9121871c78d3
62624,0.0004893,1926,155fc4b4-9cfb-4b0e-91d1-5b342bee74c5,openai/gpt-oss-120b,334,groq,completed,final_answer,2260,6b7a23b9-e8a3-44c6-9c98-a8414147c670
62099,0.000498,1964,be4c452b-6e0d-4344-919f-2c719ca8935a,openai/gpt-oss-120b,339,groq,completed,final_answer,2303,cf506e8f-2fb2-421e-bc6c-23c8b4c50e63
63060,0.00068715,3477,b167f613-fc40-4425-884f-b876b2d66a71,openai/gpt-oss-120b,276,groq,completed,final_answer,3753,784a89cd-1578-4757-ab46-ed7b9361bd65
68863,0.00063465,2743,eddf3b44-f461-418e-ae1a-83aaf34cd247,openai/gpt-oss-120b,372,groq,completed,final_answer,3115,485a92ea-305d-4ee2-b93b-7ffa0b7899f5
62584,0.000639,2652,0fd7b730-f919-4819-bfad-8d7ee8e8097b,openai/gpt-oss-120b,402,groq,completed,final_answer,3054,d3e03f46-410a-4a57-951b-8aba07f9567b
62237,0.000429,1920,7d416e06-0428-4410-9b0e-f5bc8c9779c1,openai/gpt-oss-120b,235,groq,completed,final_answer,2155,f4f02776-73ff-4053-8d6e-3f7e1a6e9f60
62470,0.0006414,3480,d02d776c-3677-4632-999d-257aebd5eb5a,openai/gpt-oss-120b,199,groq,completed,final_answer,3679,009a2f7d-ff0c-4d77-a519-be25e2946e06
62404,0.0006278999999999999,3446,31834357-5299-40d7-9c7c-7e3b645fdf5e,openai/gpt-oss-120b,185,groq,completed,final_answer,3631,78c13f77-64e2-4fa4-83a2-995fa23ccc85
243774,0.00109785,5831,318bc254-1347-4a1b-81c1-badba83f0ea7,openai/gpt-oss-120b,372,groq,completed,final_answer,6203,8bc5fe19-c114-45d6-8e6c-e963c0143bef
62572,0.00045104999999999993,1947,a35053e8-50c8-4a83-b2d0-c15cb12987c3,openai/gpt-oss-120b,265,groq,completed,final_answer,2212,78683000-1a30-4250-baa9-3bde447e5c97
61867,0.00040304999999999996,1919,0f7c4afe-2248-4fc8-87e8-3fbfee7e90d6,openai/gpt-oss-120b,192,groq,completed,final_answer,2111,01b9d7b5-c505-45f5-b358-a929a724a5dd
183347,0.00091845,3447,1d1b8bed-ea91-4fde-96a2-110ef8ce3f69,openai/gpt-oss-120b,669,groq,completed,final_answer,4116,5453562c-d090-42b7-9cf2-bd0ca1570ab6
184034,0.0009448499999999999,3023,5d416eed-6150-4067-8edb-c7514e267faa,openai/gpt-oss-120b,819,groq,completed,final_answer,3842,3a534a4a-2b9d-43db-9aa7-74f64a9fbce1
64071,0.0007400999999999999,3422,ef37680a-6e9c-4eac-b23b-637979715638,openai/gpt-oss-120b,378,groq,completed,final_answer,3800,4aa14aa4-390c-497b-a7a5-3429a1982aef
63311,0.00064155,2013,3b3087ba-e6a7-404d-9365-a82306afc8d0,openai/gpt-oss-120b,566,groq,completed,final_answer,2579,ebb0d57f-a812-48b9-ad4e-4a59a7980937
61963,0.0006336,3396,2d0793b3-f82c-4207-be05-008f113465a3,openai/gpt-oss-120b,207,groq,completed,final_answer,3603,802c59fb-98ee-447a-b7dc-12305b70192e
182306,0.0004996499999999999,1907,3cfc616d-a6ad-43df-98f8-27ce9b15d18e,openai/gpt-oss-120b,356,groq,completed,final_answer,2263,cfa8d34f-cc98-4593-8f1c-263762252b7e
77811,0.0006526500000000001,3503,ec79d358-638d-4767-8187-c46174140c13,openai/gpt-oss-120b,212,groq,completed,final_answer,3715,5bc38ae9-6487-4418-8033-ebfe2bf25d43
77687,0.00072525,2835,1d1a4992-4331-49eb-ab80-4031e7f9c609,openai/gpt-oss-120b,500,groq,completed,final_answer,3335,1419a23a-86a3-4d04-abd0-50568d63200d
182415,0.0004812,1904,e5f59177-4cd1-4f91-95a9-dd86805b3bf4,openai/gpt-oss-120b,326,groq,completed,final_answer,2230,63fdec48-7162-43a2-b1bb-ade63a677748
184235,0.00079515,3457,352f0bd1-ef36-485a-8973-88b690a6e66f,openai/gpt-oss-120b,461,groq,completed,final_answer,3918,80ce8ae6-3ad5-4419-80d3-22fd7b06cc3c
181888,0.00041969999999999996,1886,f07eaccd-3d4d-42b3-841d-d37178da83f4,openai/gpt-oss-120b,228,groq,completed,final_answer,2114,d01b7c03-4492-43c5-9d31-ccda98c5c8ad
182495,0.00065925,3435,b95d8186-9a16-402c-a4c1-8e72918e0913,openai/gpt-oss-120b,240,groq,completed,final_answer,3675,8b8b79ac-e16a-4a52-994c-45673d1254b2
183278,0.0006786,2756,77220e94-351a-42ba-b4af-d9b37c4ce040,openai/gpt-oss-120b,442,groq,completed,final_answer,3198,daac1b3f-d7b8-42b2-9acd-66bc45f8b9c3
183086,0.00069,3440,fe02517a-c0ca-44e6-baaa-4aed4570f815,openai/gpt-oss-120b,290,groq,completed,final_answer,3730,38f86189-5b95-4ddd-bf94-67929efb2ddc
181879,0.00055395,2941,2cc0ebfc-6c25-4d8e-b9a7-0fbc8ed78abf,openai/gpt-oss-120b,188,groq,completed,final_answer,3129,8ebfb8aa-4cb0-4071-b2cc-cb05dca45dc2
182296,0.0007491,3438,df1055e5-a7a6-41df-a2de-2a05fdc065fd,openai/gpt-oss-120b,389,groq,completed,final_answer,3827,bd12b9a1-418c-4056-a481-4b3445694bcc
184821,0.0008676000000000001,3040,2ee6bf08-22cf-441c-be0e-838d63c066d3,openai/gpt-oss-120b,686,groq,completed,final_answer,3726,0cd6cac8-c0f5-4cf1-9a19-1070da17ae5d
182982,0.0007880999999999999,3418,e09231ee-6771-4111-9a6c-c741cd16188e,openai/gpt-oss-120b,459,groq,completed,final_answer,3877,ce08147c-7ac7-4c21-a2d4-a4d533d1f4ef
182789,0.0005924999999999999,2750,bf448932-5cf8-4b5f-8970-a008e09753ac,openai/gpt-oss-120b,300,groq,completed,final_answer,3050,6d748b88-4140-4cad-83c4-d7565b6599c9
182698,0.00059445,3167,93d6dc4f-b063-4d9c-8f08-cbd0b2ef6775,openai/gpt-oss-120b,199,groq,completed,final_answer,3366,5153a783-c784-40c1-9032-318f05cb74ce
185776,0.00126225,3191,2bd84a27-25ab-4850-a756-d26149c0ea16,openai/gpt-oss-120b,1306,groq,completed,final_answer,4497,cda52829-ebac-4d8f-96de-ec1d9a1e4247
182722,0.00063705,2759,47bf94be-59aa-429b-8a5f-510f0a099191,openai/gpt-oss-120b,372,groq,completed,final_answer,3131,f26dd57f-234e-4de2-a7b8-c21bdb58c9f9
182359,0.0005591999999999999,2944,acea948a-3f8d-43e8-a9a0-d5599dc30eda,openai/gpt-oss-120b,196,groq,completed,final_answer,3140,cc0df27c-9bd3-48fa-bbde-ea3d6585fffa
182784,0.0006284999999999999,3450,dfc24b0d-d957-4c73-979f-b9eae24019df,openai/gpt-oss-120b,185,groq,completed,final_answer,3635,ef4fb118-d8e8-46dd-ae3d-42011890ae66
182106,0.0007137,3446,d519d1f1-9730-4125-9659-de3dd8fefb84,openai/gpt-oss-120b,328,groq,completed,final_answer,3774,93684463-5063-4fc7-8cb1-aaa640d80549
185454,0.00092685,2755,7f83ec02-fd49-486b-96cb-505274731d5a,openai/gpt-oss-120b,856,groq,completed,final_answer,3611,ed257204-8290-48ff-97ab-138c1a10b3b0
182779,0.000636,2940,db11ae9a-9358-4e36-9e79-becde668e04d,openai/gpt-oss-120b,325,groq,completed,final_answer,3265,5acc9ba0-60b4-4d87-8a46-cfd3d037274a
182336,0.0005997,2958,97250447-7872-47b1-958c-010e7879b37f,openai/gpt-oss-120b,260,groq,completed,final_answer,3218,427e042d-98ad-4e41-bb93-980eb81b6335
