applicable,case_id,metric_name,repetition,system,value
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,evidence_support_rate,1,graph_rag,0.0
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,evidence_support_rate,1,dense_rag,0.0
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,evidence_support_rate,1,hippo_rag,0.0
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,evidence_support_rate,1,rolling_summary,0.0
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,evidence_support_rate,1,hybrid_rag,0.0
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,evidence_support_rate,1,long_context,0.0
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,evidence_support_rate,1,csm,0.0
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,expected_calibration_error,1,long_context,0.927857142857143
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,expected_calibration_error,1,graph_rag,0.7763888888888886
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,expected_calibration_error,1,rolling_summary,0.9426829268292682
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,expected_calibration_error,1,dense_rag,0.7911111111111111
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,expected_calibration_error,1,hippo_rag,0.8231111111111111
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,expected_calibration_error,1,csm,0.8739473684210521
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,expected_calibration_error,1,hybrid_rag,0.7405555555555554
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,fabricated_citation_rate,1,hippo_rag,0.22857142857142856
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,fabricated_citation_rate,1,dense_rag,0.20512820512820512
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,fabricated_citation_rate,1,rolling_summary,0.5
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,fabricated_citation_rate,1,hybrid_rag,0.21621621621621623
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,fabricated_citation_rate,1,csm,0.25
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,fabricated_citation_rate,1,graph_rag,0.23529411764705882
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,fabricated_citation_rate,1,long_context,0.5
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,faithfulness,1,graph_rag,1.0
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,faithfulness,1,hybrid_rag,1.0
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,faithfulness,1,long_context,0.7948717948717948
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,faithfulness,1,dense_rag,1.0
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,faithfulness,1,rolling_summary,1.0
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,faithfulness,1,hippo_rag,1.0
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,faithfulness,1,csm,0.9512195121951219
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,groundedness,1,hybrid_rag,1.0
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,groundedness,1,rolling_summary,1.0
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,groundedness,1,csm,0.9512195121951219
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,groundedness,1,hippo_rag,1.0
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,groundedness,1,long_context,0.7948717948717948
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,groundedness,1,dense_rag,1.0
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,groundedness,1,graph_rag,1.0
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,hallucination_rate,1,hybrid_rag,1.0
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,hallucination_rate,1,dense_rag,1.0
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,hallucination_rate,1,long_context,1.0
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,hallucination_rate,1,hippo_rag,1.0
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,hallucination_rate,1,rolling_summary,1.0
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,hallucination_rate,1,graph_rag,1.0
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,hallucination_rate,1,csm,1.0
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,lineage_citation_f1,1,csm,0.26086956521739124
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,lineage_citation_f1,1,long_context,0.39999999999999997
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,lineage_citation_f1,1,dense_rag,0.3018867924528302
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,lineage_citation_f1,1,hybrid_rag,0.2745098039215686
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,lineage_citation_f1,1,rolling_summary,0.06666666666666667
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,lineage_citation_f1,1,hippo_rag,0.20408163265306123
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,lineage_citation_f1,1,graph_rag,0.20833333333333334
False,8e262a8f-3296-42f8-8ce0-cd6637098f9c,memory_update_accuracy,1,hybrid_rag,
False,8e262a8f-3296-42f8-8ce0-cd6637098f9c,memory_update_accuracy,1,dense_rag,
False,8e262a8f-3296-42f8-8ce0-cd6637098f9c,memory_update_accuracy,1,long_context,
False,8e262a8f-3296-42f8-8ce0-cd6637098f9c,memory_update_accuracy,1,rolling_summary,
False,8e262a8f-3296-42f8-8ce0-cd6637098f9c,memory_update_accuracy,1,graph_rag,
False,8e262a8f-3296-42f8-8ce0-cd6637098f9c,memory_update_accuracy,1,csm,
False,8e262a8f-3296-42f8-8ce0-cd6637098f9c,memory_update_accuracy,1,hippo_rag,
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,p95_latency,1,graph_rag,135010.5000000001
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,p95_latency,1,rolling_summary,132759.50000000006
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,p95_latency,1,hippo_rag,128126.0
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,p95_latency,1,long_context,32345.70000000001
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,p95_latency,1,csm,128236.65000000001
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,p95_latency,1,dense_rag,24681.5
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,p95_latency,1,hybrid_rag,33109.45000000007
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,retrieval_precision,1,long_context,0.75
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,retrieval_precision,1,dense_rag,0.2619047619047619
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,retrieval_precision,1,hippo_rag,0.2619047619047619
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,retrieval_precision,1,hybrid_rag,0.2857142857142857
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,retrieval_precision,1,rolling_summary,0.1111111111111111
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,retrieval_precision,1,graph_rag,0.24390243902439024
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,retrieval_precision,1,csm,0.20588235294117646
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,retrieval_recall,1,hybrid_rag,0.8571428571428571
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,retrieval_recall,1,hippo_rag,0.7857142857142857
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,retrieval_recall,1,long_context,0.42857142857142855
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,retrieval_recall,1,graph_rag,0.7142857142857143
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,retrieval_recall,1,dense_rag,0.7857142857142857
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,retrieval_recall,1,csm,0.5
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,retrieval_recall,1,rolling_summary,0.07142857142857142
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,state_accuracy,1,graph_rag,0.0
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,state_accuracy,1,hybrid_rag,0.0
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,state_accuracy,1,dense_rag,0.0
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,state_accuracy,1,rolling_summary,0.0
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,state_accuracy,1,hippo_rag,0.0
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,state_accuracy,1,long_context,0.0
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,state_accuracy,1,csm,0.0
False,8e262a8f-3296-42f8-8ce0-cd6637098f9c,state_recovery_time,1,dense_rag,
False,8e262a8f-3296-42f8-8ce0-cd6637098f9c,state_recovery_time,1,rolling_summary,
False,8e262a8f-3296-42f8-8ce0-cd6637098f9c,state_recovery_time,1,graph_rag,
False,8e262a8f-3296-42f8-8ce0-cd6637098f9c,state_recovery_time,1,hybrid_rag,
False,8e262a8f-3296-42f8-8ce0-cd6637098f9c,state_recovery_time,1,long_context,
False,8e262a8f-3296-42f8-8ce0-cd6637098f9c,state_recovery_time,1,hippo_rag,
False,8e262a8f-3296-42f8-8ce0-cd6637098f9c,state_recovery_time,1,csm,
False,8e262a8f-3296-42f8-8ce0-cd6637098f9c,temporal_consistency,1,dense_rag,
False,8e262a8f-3296-42f8-8ce0-cd6637098f9c,temporal_consistency,1,csm,
False,8e262a8f-3296-42f8-8ce0-cd6637098f9c,temporal_consistency,1,hippo_rag,
False,8e262a8f-3296-42f8-8ce0-cd6637098f9c,temporal_consistency,1,graph_rag,
False,8e262a8f-3296-42f8-8ce0-cd6637098f9c,temporal_consistency,1,long_context,
False,8e262a8f-3296-42f8-8ce0-cd6637098f9c,temporal_consistency,1,rolling_summary,
False,8e262a8f-3296-42f8-8ce0-cd6637098f9c,temporal_consistency,1,hybrid_rag,
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,tokens_per_query,1,rolling_summary,2665.85
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,tokens_per_query,1,graph_rag,2055.05
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,tokens_per_query,1,long_context,1606.55
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,tokens_per_query,1,dense_rag,1946.9
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,tokens_per_query,1,hippo_rag,2014.2
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,tokens_per_query,1,hybrid_rag,2038.9
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,tokens_per_query,1,csm,2806.8
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,total_cost,1,graph_rag,0.00987
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,total_cost,1,csm,0.01182285
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,total_cost,1,hippo_rag,0.00996615
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,total_cost,1,dense_rag,0.009540599999999996
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,total_cost,1,rolling_summary,0.012083999999999998
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,total_cost,1,long_context,0.007810800000000001
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,total_cost,1,hybrid_rag,0.010011899999999999
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,unsupported_claim_rate,1,rolling_summary,1.0
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,unsupported_claim_rate,1,hippo_rag,1.0
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,unsupported_claim_rate,1,long_context,1.0
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,unsupported_claim_rate,1,hybrid_rag,1.0
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,unsupported_claim_rate,1,dense_rag,1.0
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,unsupported_claim_rate,1,graph_rag,1.0
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,unsupported_claim_rate,1,csm,1.0
