confidence_interval,corrected_p_value,details,effect_size,metric_name,raw_p_value,sample_count,statistic,system_a,system_b,test_name
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,answer_accuracy,,1,0.0,dense_rag,rolling_summary,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,answer_accuracy,,1,0.0,graph_rag,hippo_rag,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,answer_accuracy,,1,0.0,graph_rag,hybrid_rag,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,answer_accuracy,,1,0.0,graph_rag,long_context,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,answer_accuracy,,1,0.0,graph_rag,rolling_summary,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,answer_accuracy,,1,0.0,hippo_rag,hybrid_rag,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,answer_accuracy,,1,0.0,hippo_rag,long_context,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,answer_accuracy,,1,0.0,hippo_rag,rolling_summary,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,answer_accuracy,,1,0.0,hybrid_rag,long_context,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,answer_accuracy,,1,0.0,hybrid_rag,rolling_summary,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,answer_accuracy,,1,0.0,long_context,rolling_summary,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,evidence_support_rate,,1,0.0,csm,dense_rag,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,evidence_support_rate,,1,0.0,csm,graph_rag,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,evidence_support_rate,,1,0.0,csm,hippo_rag,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,evidence_support_rate,,1,0.0,csm,hybrid_rag,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,evidence_support_rate,,1,0.0,csm,long_context,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,evidence_support_rate,,1,0.0,csm,rolling_summary,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,evidence_support_rate,,1,0.0,dense_rag,graph_rag,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,evidence_support_rate,,1,0.0,dense_rag,hippo_rag,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,evidence_support_rate,,1,0.0,dense_rag,hybrid_rag,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,evidence_support_rate,,1,0.0,dense_rag,long_context,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,evidence_support_rate,,1,0.0,dense_rag,rolling_summary,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,evidence_support_rate,,1,0.0,graph_rag,hippo_rag,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,evidence_support_rate,,1,0.0,graph_rag,hybrid_rag,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,evidence_support_rate,,1,0.0,graph_rag,long_context,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,evidence_support_rate,,1,0.0,graph_rag,rolling_summary,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,evidence_support_rate,,1,0.0,hippo_rag,hybrid_rag,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,evidence_support_rate,,1,0.0,hippo_rag,long_context,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,evidence_support_rate,,1,0.0,hippo_rag,rolling_summary,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,evidence_support_rate,,1,0.0,hybrid_rag,long_context,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,evidence_support_rate,,1,0.0,hybrid_rag,rolling_summary,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,evidence_support_rate,,1,0.0,long_context,rolling_summary,scoped_paired_difference_normal_approximation
"{""high"": 0.08283625730994104, ""level"": 0.95, ""low"": 0.08283625730994104}",,"{""differences"": [0.08283625730994104], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,expected_calibration_error,,1,0.08283625730994104,csm,dense_rag,scoped_paired_difference_normal_approximation
"{""high"": 0.09755847953216357, ""level"": 0.95, ""low"": 0.09755847953216357}",,"{""differences"": [0.09755847953216357], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,expected_calibration_error,,1,0.09755847953216357,csm,graph_rag,scoped_paired_difference_normal_approximation
"{""high"": 0.05083625730994101, ""level"": 0.95, ""low"": 0.05083625730994101}",,"{""differences"": [0.05083625730994101], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,expected_calibration_error,,1,0.05083625730994101,csm,hippo_rag,scoped_paired_difference_normal_approximation
"{""high"": 0.13339181286549673, ""level"": 0.95, ""low"": 0.13339181286549673}",,"{""differences"": [0.13339181286549673], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,expected_calibration_error,,1,0.13339181286549673,csm,hybrid_rag,scoped_paired_difference_normal_approximation
"{""high"": -0.05390977443609091, ""level"": 0.95, ""low"": -0.05390977443609091}",,"{""differences"": [-0.05390977443609091], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,expected_calibration_error,,1,-0.05390977443609091,csm,long_context,scoped_paired_difference_normal_approximation
"{""high"": -0.0687355584082161, ""level"": 0.95, ""low"": -0.0687355584082161}",,"{""differences"": [-0.0687355584082161], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,expected_calibration_error,,1,-0.0687355584082161,csm,rolling_summary,scoped_paired_difference_normal_approximation
"{""high"": 0.014722222222222525, ""level"": 0.95, ""low"": 0.014722222222222525}",,"{""differences"": [0.014722222222222525], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,expected_calibration_error,,1,0.014722222222222525,dense_rag,graph_rag,scoped_paired_difference_normal_approximation
"{""high"": -0.03200000000000003, ""level"": 0.95, ""low"": -0.03200000000000003}",,"{""differences"": [-0.03200000000000003], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,expected_calibration_error,,1,-0.03200000000000003,dense_rag,hippo_rag,scoped_paired_difference_normal_approximation
"{""high"": 0.05055555555555569, ""level"": 0.95, ""low"": 0.05055555555555569}",,"{""differences"": [0.05055555555555569], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,expected_calibration_error,,1,0.05055555555555569,dense_rag,hybrid_rag,scoped_paired_difference_normal_approximation
"{""high"": -0.13674603174603195, ""level"": 0.95, ""low"": -0.13674603174603195}",,"{""differences"": [-0.13674603174603195], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,expected_calibration_error,,1,-0.13674603174603195,dense_rag,long_context,scoped_paired_difference_normal_approximation
"{""high"": -0.15157181571815714, ""level"": 0.95, ""low"": -0.15157181571815714}",,"{""differences"": [-0.15157181571815714], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,expected_calibration_error,,1,-0.15157181571815714,dense_rag,rolling_summary,scoped_paired_difference_normal_approximation
