duration_ms,estimated_cost_usd,input_tokens,llm_call_id,model,output_tokens,provider,request_status,task_type,total_tokens,turn_id
31193,0.00030734999999999996,1309,b853a9d6-a2f9-4499-ac34-90398a1222ee,openai/gpt-oss-120b,185,groq,completed,final_answer,1494,8aa5e22a-bc78-43fa-a71f-d333f7fad027
22982,0.00045975,1413,4e785cd0-d60a-4e84-8dcf-377b09d8bb22,openai/gpt-oss-120b,413,groq,completed,final_answer,1826,43e37bd1-1c5c-4eaf-b378-5358d50168eb
23671,0.000366,1552,332369fe-e271-4ba9-978b-3fc42ba6a12d,openai/gpt-oss-120b,222,groq,completed,final_answer,1774,7e8001ec-a8f9-4572-8a6a-091f04df372b
22490,0.0006076499999999999,1271,6d454da4-d115-4d85-8c9f-88218acaee37,openai/gpt-oss-120b,695,groq,completed,final_answer,1966,e1936e97-d490-4707-b13b-03ca9e74b7e1
16182,0.000384,1524,17221a34-3916-46a5-a95e-1669fe98bdc8,openai/gpt-oss-120b,259,groq,completed,final_answer,1783,5807771b-bfab-411a-b97f-7aaa208081c3
24900,0.00039045,1647,800173ec-ebca-4902-984b-f2695775f920,openai/gpt-oss-120b,239,groq,completed,final_answer,1886,98e02991-3f14-4280-bf8b-a5d3060c1e1f
21511,0.00036135,1489,fe0c6c3e-6248-49bc-96c7-0ac9da69c612,openai/gpt-oss-120b,230,groq,completed,final_answer,1719,3d6d655e-836d-43c1-8123-6e9d5a0d54c9
21539,0.00036825,1647,4fb4a9f0-8ada-46cd-b75e-3df067893b44,openai/gpt-oss-120b,202,groq,completed,final_answer,1849,e96d2ac4-ed96-4a1f-a868-ed453bd4f10c
19695,0.00041489999999999995,1658,f79abb32-438b-4251-9053-25e155a80314,openai/gpt-oss-120b,277,groq,completed,final_answer,1935,683af957-4f53-40cd-ac23-47c0ad1b91ce
21183,0.0006176999999999999,1502,bfeac7b7-9f15-4a00-ba0b-e4223a7ef85c,openai/gpt-oss-120b,654,groq,completed,final_answer,2156,9ab65872-621d-4693-a82a-d75be1b4158c
18720,0.00039134999999999994,1521,8298a3bd-a565-485a-b468-304a8cebeef2,openai/gpt-oss-120b,272,groq,completed,final_answer,1793,ebb7c354-aff9-40bc-8116-6e911f4b8dcf
23214,0.00052965,1439,aec33672-c5ca-49af-ad67-d6825952b40a,openai/gpt-oss-120b,523,groq,completed,final_answer,1962,190ef59c-9e48-4bcc-bb48-6f225c03b7b6
18554,0.00049185,1499,37d15bbf-68bb-46ef-ad0b-f5308c8e8ced,openai/gpt-oss-120b,445,groq,completed,final_answer,1944,111cef97-ae1a-465b-b414-d63e9c711565
24670,0.00039989999999999996,1702,7818bcd1-52bf-4f75-95bb-7fe95d4505fd,openai/gpt-oss-120b,241,groq,completed,final_answer,1943,b4cc8651-e148-47d4-89c5-68bb328660dc
19862,0.00036284999999999996,1595,054054c7-4f1c-4195-99b1-491be4ffa78a,openai/gpt-oss-120b,206,groq,completed,final_answer,1801,390d7858-1a65-486e-8974-26f833e9f0c7
14434,0.00037365,1411,cb2e9c89-4992-4e17-b06d-f3b9de01982c,openai/gpt-oss-120b,270,groq,completed,final_answer,1681,8c1a7cd7-1b18-4775-80b8-9a0589fbefa6
24513,0.0006229499999999999,1513,79815a33-825e-41a7-8664-a8b6fd8be73c,openai/gpt-oss-120b,660,groq,completed,final_answer,2173,aa36e64d-bcaa-4777-a0dd-5e2b5cbcb986
20547,0.00043499999999999995,1624,bfaa0e38-8f88-4eea-bebc-759e3bae1ba5,openai/gpt-oss-120b,319,groq,completed,final_answer,1943,0123d0cc-009d-49e6-a8d5-ed1d0d67ad60
23660,0.0005432999999999999,1434,3c9483f8-e203-44bf-b41a-2e0bf896b85d,openai/gpt-oss-120b,547,groq,completed,final_answer,1981,62c8bede-ba60-4d9b-a52c-6ab6d1dab0f2
23765,0.0005938499999999999,1659,372f2f8e-204d-4140-976d-657a2510ffea,openai/gpt-oss-120b,575,groq,completed,final_answer,2234,ec4c4d8d-4ef9-42cf-b2db-e446c1499fca
23049,0.0008262,1616,05a6b26b-53cf-4539-a0e2-53c2f71c633a,openai/gpt-oss-120b,973,groq,completed,final_answer,2589,d47ac31e-f6d4-4fac-be39-9ae0707e44bc
26251,0.00045719999999999995,1416,167e848c-9dfe-44ad-893f-205dcf7e976d,openai/gpt-oss-120b,408,groq,completed,final_answer,1824,a6078951-90be-4c64-9315-f2f2339d9019
21879,0.00036074999999999996,1573,e21cbffa-d9a5-46dc-86c7-cfe9febf2b8d,openai/gpt-oss-120b,208,groq,completed,final_answer,1781,62e4a7bd-507b-4051-b457-ddc78e19fc04
15577,0.00053055,1493,a6f0f835-83c9-4881-888d-71b2988d3307,openai/gpt-oss-120b,511,groq,completed,final_answer,2004,21cfa5df-cf09-486b-b215-66e9d68f04ea
25920,0.0003921,1650,eb270598-64a9-481e-aa19-649becaaa0f4,openai/gpt-oss-120b,241,groq,completed,final_answer,1891,720d9123-527f-4d0d-8b02-ccada6b61f71
24981,0.0004119,1730,110585c9-8bde-450c-821f-3f3b99c75782,openai/gpt-oss-120b,254,groq,completed,final_answer,1984,220789e9-ac5b-49be-b431-f0dd911a3d7b
17122,0.0004455,1602,72f83b62-cff7-49ec-82d1-ce28136ba801,openai/gpt-oss-120b,342,groq,completed,final_answer,1944,86a2c081-d62d-4d47-87d0-743f26a7c798
21107,0.0003893999999999999,1732,310a64dd-b815-4b0d-b2a7-ee9234463bd7,openai/gpt-oss-120b,216,groq,completed,final_answer,1948,32a666f1-403c-4eec-a5db-9e35405f97c2
23351,0.00043545,1615,1a50e0e4-8fba-4dfd-ab8a-78f253f5fb05,openai/gpt-oss-120b,322,groq,completed,final_answer,1937,8c043eea-d115-43b5-8607-17cb011cc06f
16454,0.000543,1608,e07bb2da-b37a-4c25-8472-630fb3cb56e9,openai/gpt-oss-120b,503,groq,completed,final_answer,2111,e3897a90-c4c5-4b15-acc8-8551c219c914
24818,0.00042915,1769,fc8f0930-42f3-4272-9564-3b2f907f4101,openai/gpt-oss-120b,273,groq,completed,final_answer,2042,b3d5feb5-90b1-4ac2-a53e-dc484e81f20e
28076,0.0006615,1570,a75591f0-e89d-48b2-9a54-95ba5ce34cce,openai/gpt-oss-120b,710,groq,completed,final_answer,2280,816c70f6-2b9b-4b51-93dd-3024e50ea50d
16590,0.00048255,1513,581339e2-1ea3-4afe-885a-f79287fd86c5,openai/gpt-oss-120b,426,groq,completed,final_answer,1939,7f6d828a-617c-4300-8f11-7ad2451cd6c6
20088,0.00038354999999999997,1597,2377a7e9-0e9d-45a4-b69e-b9df36315b8d,openai/gpt-oss-120b,240,groq,completed,final_answer,1837,b1336f1f-e192-4ef6-b9a0-acf1935c62fb
15935,0.00041055,1537,d9c27be4-0336-4b94-863c-996ac5ce29df,openai/gpt-oss-120b,300,groq,completed,final_answer,1837,e4b294b1-a181-461f-a519-af8c2f1ca55a
18828,0.00040724999999999995,1515,0c34952e-ff22-4bdc-b661-8469e2587e97,openai/gpt-oss-120b,300,groq,completed,final_answer,1815,6b980ef4-5577-4846-8022-f9db4797230e
21387,0.0006165,1550,06bcfe93-1bf4-42ac-885c-119c8bf9ddd8,openai/gpt-oss-120b,640,groq,completed,final_answer,2190,92ef34d4-1456-4cf8-afe4-78739598d0fa
200732,0.0013957499999999999,4941,2c7c57de-e834-4f89-a958-eb2a5f464db9,openai/gpt-oss-120b,1091,groq,completed,final_answer,6032,b0453bcb-b2ea-41bb-b986-485d2dbc521f
27696,0.00044325,1623,cbf647bf-d58e-4560-a44b-394100202254,openai/gpt-oss-120b,333,groq,completed,final_answer,1956,44c880ec-f19a-493b-8e2b-15a8be066014
21611,0.0007458,1580,7d9d849e-01b0-487e-bace-71434233b8f7,openai/gpt-oss-120b,848,groq,completed,final_answer,2428,d32fe713-06db-4e20-aee9-0498048af647
65526,0.00042314999999999996,1321,9c874f4a-f8fe-4667-8f90-30578cc6e79c,openai/gpt-oss-120b,375,groq,completed,final_answer,1696,1a121d5e-6578-4176-9a64-b7a205a83f78
23137,0.00056925,1723,21584eb5-7e57-466b-83ec-86b170685651,openai/gpt-oss-120b,518,groq,completed,final_answer,2241,81dee84d-63e2-45d5-97ba-8599ed8a0073
66531,0.00038309999999999993,1326,7cab4ab7-71ff-4a28-943d-287f6bcb3179,openai/gpt-oss-120b,307,groq,completed,final_answer,1633,f167c259-8e5b-4282-aae8-272f0be7fa83
66060,0.0004944,2252,c743b84e-b29b-4a5b-bbda-1b93dd05a5ea,openai/gpt-oss-120b,261,groq,completed,final_answer,2513,08761f15-0dc9-4732-8fd9-e4db7eaccdd8
63042,0.0005972999999999999,1722,ef6a79f0-c0cc-4ff0-be7c-a8e093d2b017,openai/gpt-oss-120b,565,groq,completed,final_answer,2287,825658ab-a122-4fb9-b352-f75d460cbfcc
62439,0.0005342999999999999,2314,e6ca14ee-de11-4ae4-b109-dc19a742bba5,openai/gpt-oss-120b,312,groq,completed,final_answer,2626,6065cecb-897d-4bdc-9006-b7565cf2ee3d
62727,0.00048149999999999994,2306,179ac894-eeb3-4c67-8e63-eece04df6b70,openai/gpt-oss-120b,226,groq,completed,final_answer,2532,b448886a-99fb-4949-9d87-72de115ed553
62258,0.00053625,2323,d3673837-ce00-4ef7-8549-ef9c54049f53,openai/gpt-oss-120b,313,groq,completed,final_answer,2636,324c2591-2e7b-408f-b00c-2c7ebeb7c59c
65931,0.0004527,2314,824df4ea-55b9-423e-baad-980f5b588dd9,openai/gpt-oss-120b,176,groq,completed,final_answer,2490,aeab5204-3092-46d2-a524-c8188447309d
126936,0.00056265,1479,79554953-b17f-41d1-8925-db25ff2a1cbd,openai/gpt-oss-120b,568,groq,completed,final_answer,2047,3454e262-8adf-4a2b-b747-4f3071a158f4
126082,0.00044325,1659,d5dcdb13-84c0-404e-9520-590740c3a7f6,openai/gpt-oss-120b,324,groq,completed,final_answer,1983,4b7c85b2-2f36-46eb-b062-e09b854d6ee5
127143,0.00054495,1309,40364441-c3b2-48b0-b513-8d9701618fce,openai/gpt-oss-120b,581,groq,completed,final_answer,1890,6461405c-f6f0-43e4-9a27-ab1e91eb4b93
122891,0.0005682,1500,b0fec0a1-a1b4-4059-aa0c-fb49ddbf8736,openai/gpt-oss-120b,572,groq,completed,final_answer,2072,3b6e0024-c5f4-4e9b-a0be-5015f5b0bb02
126324,0.00055875,2333,c35d2d46-667f-4570-9837-70814aacaa2a,openai/gpt-oss-120b,348,groq,completed,final_answer,2681,f18e80d7-2adb-4f8b-adad-c81d54bed0d7
128745,0.0008966999999999998,1726,ccb1e3be-dd57-4505-9b74-82cb43b107a2,openai/gpt-oss-120b,1063,groq,completed,final_answer,2789,82b3f5d3-d413-4a05-ad89-c81852350c28
121764,0.0003831,1662,f6016882-fa30-4afa-8ed7-48d3a21e4ebf,openai/gpt-oss-120b,223,groq,completed,final_answer,1885,6547157e-cd7c-4fee-a7ec-211b0447e601
122118,0.0003825,1510,24c69804-b1e9-4d82-81db-9cb557ea326b,openai/gpt-oss-120b,260,groq,completed,final_answer,1770,768aaf14-8710-4f53-b34c-dcef4c5d83e0
123152,0.0005078999999999999,1738,5ceb9f4b-a803-4168-a090-56e83a40b26c,openai/gpt-oss-120b,412,groq,completed,final_answer,2150,068b6e4b-df18-429d-ab6e-b0e18ceda2db
127071,0.0005667000000000001,2258,de507da1-cbe7-4791-9f8c-7d13d23e1811,openai/gpt-oss-120b,380,groq,completed,final_answer,2638,cc147aa2-a987-42b6-8ab6-40f225fbc556
128127,0.0009646500000000001,2319,d3d6c603-78aa-484c-a60d-e6ed650a44a8,openai/gpt-oss-120b,1028,groq,completed,final_answer,3347,0fb540eb-600a-43a4-8c81-9f770024fd45
126528,0.0005245499999999999,2309,bc56d898-15ca-43df-bec3-ca65c1f69ffb,openai/gpt-oss-120b,297,groq,completed,final_answer,2606,ac163172-a1ca-4f30-97a6-f052eb720a0e
127195,0.0007473,2326,99d32615-b271-45c2-a65c-5552bfe49b38,openai/gpt-oss-120b,664,groq,completed,final_answer,2990,5593f1e3-0731-45c5-9cb2-a38df6df1a4b
123716,0.00067365,2351,030006fa-f2f1-486f-88e9-e003185358e2,openai/gpt-oss-120b,535,groq,completed,final_answer,2886,38db2f65-41df-4c7a-865c-7e5c7502b57d
129182,0.00100755,2321,16e2fd1f-5102-4823-88e0-e599e1c8b405,openai/gpt-oss-120b,1099,groq,completed,final_answer,3420,3850ec9a-1d71-47c9-918e-fafef5389f8d
126626,0.000441,1336,845f3ad8-9fb9-4e1c-8e08-34af3691fdc2,openai/gpt-oss-120b,401,groq,completed,final_answer,1737,92e98184-f8d0-456f-8826-e77bc4cfa374
126152,0.0003543,1474,14d438ea-e044-4846-aa4c-c8513b2938b4,openai/gpt-oss-120b,222,groq,completed,final_answer,1696,8e7caa6b-ccb9-4353-a246-44d5cc5ded3b
126244,0.00035384999999999995,1387,ece51232-f1f2-461f-912d-7e65e5350ca2,openai/gpt-oss-120b,243,groq,completed,final_answer,1630,ee13d69e-8db6-4aa0-a80e-6ee78712258b
123084,0.0006161999999999999,1656,479b597f-176e-4b9c-be89-bf84f0653182,openai/gpt-oss-120b,613,groq,completed,final_answer,2269,e15085d4-36c6-40af-83f0-9fd3ee366e2e
122176,0.00036825,1435,33d66c8b-f7a0-4c32-817b-9d30dc4fdbea,openai/gpt-oss-120b,255,groq,completed,final_answer,1690,7db32492-1bb6-44a4-9949-1f7ac9ae38a8
127199,0.0006498,1684,2fe1f3f9-b313-4ad5-88c7-216cbffc4df1,openai/gpt-oss-120b,662,groq,completed,final_answer,2346,67b8f33a-a4d4-42be-87e8-69642acf53f8
128087,0.00067125,1799,39cc815e-c189-4c0d-85d5-285c0a924d78,openai/gpt-oss-120b,669,groq,completed,final_answer,2468,ffca8d10-73ea-4f7b-8cb2-24af8b5e0e22
128867,0.00096855,1849,086d2e38-1818-4813-9114-c635c8c10df5,openai/gpt-oss-120b,1152,groq,completed,final_answer,3001,072954f2-2a5b-418b-b174-d19762511f62
127715,0.00065445,2307,1e01741e-0792-40ee-8700-abe3e7fad71c,openai/gpt-oss-120b,514,groq,completed,final_answer,2821,7ff75fd3-a4e2-4617-a1ea-6968256a4cfd
126513,0.0004521,1442,6b88f808-967e-4670-92b4-7dc21978eac6,openai/gpt-oss-120b,393,groq,completed,final_answer,1835,04353b6d-1ba5-4100-91ba-c51152e9ffb8
128059,0.0006301499999999999,1585,37073698-79af-4987-ad6d-d2abf04c7e25,openai/gpt-oss-120b,654,groq,completed,final_answer,2239,9a9b8608-0d9c-468e-8fdd-8f39afb743b3
126194,0.00038055,1493,f7adc734-ffaf-412f-a300-84343fad1227,openai/gpt-oss-120b,261,groq,completed,final_answer,1754,b0ac1a3d-ccba-47dc-9d0a-b011e90f7b92
126181,0.0003861,1666,b3fe234e-2315-4167-8cda-ee7270ddedd4,openai/gpt-oss-120b,227,groq,completed,final_answer,1893,0e5ce13b-4182-453e-8896-f9c35f3b5a4e
126046,0.00035715,1369,8579ef83-bff9-498c-8475-4cc34b478875,openai/gpt-oss-120b,253,groq,completed,final_answer,1622,d1e13121-e162-446d-980e-46a3de524a83
127280,0.00041055,1901,fdb02ae4-ac56-46ae-ba15-5d29e5709ed1,openai/gpt-oss-120b,209,groq,completed,final_answer,2110,27fb68a7-1aba-4e9d-bb4b-988558d3af44
126512,0.0004713,1554,45ebcf4b-ba56-4f07-8c90-c71ec7fe2432,openai/gpt-oss-120b,397,groq,completed,final_answer,1951,61844b76-443b-4ef9-9dc2-48f372814a3d
126477,0.00053925,1471,b47e85f7-eb16-48c8-a45d-6acd653cc881,openai/gpt-oss-120b,531,groq,completed,final_answer,2002,2306bc28-331d-41f2-875e-ee788047ae59
126023,0.00040065,1659,2fa2e92d-75cf-49bf-a706-0108780903ca,openai/gpt-oss-120b,253,groq,completed,final_answer,1912,3172449a-0d2d-4f59-a32f-e003a2ec9589
126683,0.0005097,1734,1200ecd5-6eb2-423f-9daf-1ab29a7ab04d,openai/gpt-oss-120b,416,groq,completed,final_answer,2150,59d1d5ba-c3f0-4aa5-871a-344f091a58b2
127232,0.0003993,1258,71f79149-e772-4c26-b997-feedca1d1f8c,openai/gpt-oss-120b,351,groq,completed,final_answer,1609,f4d4be36-c8a5-49f2-b9b1-cd3a2a4fab19
125844,0.0003426,1552,7c7066ae-adcf-411c-b677-29a540de3be4,openai/gpt-oss-120b,183,groq,completed,final_answer,1735,a198e12e-a6f1-4903-a988-fb46ff11defc
128680,0.00104385,1715,2aff4371-ec1e-4286-a321-287ace723d0c,openai/gpt-oss-120b,1311,groq,completed,final_answer,3026,bc23c96f-568d-481e-88cd-5bfe0cfcc8b0
127210,0.00046455,1337,5fd16507-1be5-4c22-8457-6683f1f8fcdb,openai/gpt-oss-120b,440,groq,completed,final_answer,1777,d8b7ad55-8462-4716-a22b-fbd0eb18fda3
125657,0.00044804999999999997,2303,289c985e-7136-408d-b8ef-670f7e6d00d4,openai/gpt-oss-120b,171,groq,completed,final_answer,2474,d947f258-73aa-4012-87e1-7706d5a305ee
127444,0.00072645,2359,56206730-1d9a-4859-85d7-0bb54457bdcd,openai/gpt-oss-120b,621,groq,completed,final_answer,2980,263069d8-6a50-499c-953a-78cc45302961
125722,0.00047925,2347,288850d1-6d3c-4ee2-a1a5-dcfedcdda23f,openai/gpt-oss-120b,212,groq,completed,final_answer,2559,a3ad416c-5400-4306-a009-0ba41bc63e90
126097,0.000471,2336,9b0a1be5-efd2-4a85-b16a-e803d2bf4f76,openai/gpt-oss-120b,201,groq,completed,final_answer,2537,640dcc39-fb69-4fec-8012-1341a3b6a525
127049,0.0004152,1480,5e62a5f0-8df0-4996-b7d5-b865b626ea20,openai/gpt-oss-120b,322,groq,completed,final_answer,1802,6a7ce384-3bde-4ad7-a072-5364c0dd461f
126931,0.0004482,1608,65980c9a-8f69-4030-a9a7-1459979eb3c6,openai/gpt-oss-120b,345,groq,completed,final_answer,1953,3aec9137-7a0f-4fc4-8a7e-8cc697c6ed7a
126860,0.0005688,1656,ebd5469d-e806-4ac4-af95-948730d111e4,openai/gpt-oss-120b,534,groq,completed,final_answer,2190,bab4dbae-892a-4c72-a532-011aa0ce0572
255290,0.0009653999999999999,3528,29958769-a846-4e12-9014-6c09a3ed2221,openai/gpt-oss-120b,727,groq,completed,final_answer,4255,715defa1-66ed-47d7-8d7e-62aa2a836161
126037,0.00049485,2383,f6d0c146-5219-4a41-8d98-b8c0561922a5,openai/gpt-oss-120b,229,groq,completed,final_answer,2612,b51a503e-caa1-467d-b632-fae1f336fd53
127040,0.00055455,2533,a7f32ca5-49a7-4c65-a248-8bb648129d23,openai/gpt-oss-120b,291,groq,completed,final_answer,2824,7416766f-6aa3-4bde-87f5-7fbf95be7fcb
126789,0.00061905,2447,d63f92e8-bac1-4d47-9e5b-74b47fa8e89c,openai/gpt-oss-120b,420,groq,completed,final_answer,2867,91a5fcd1-fae9-4d21-a12e-96b64e8bb661
126875,0.0006669,2566,6d99b3b7-9136-4200-8c2c-53058f559938,openai/gpt-oss-120b,470,groq,completed,final_answer,3036,b4908df4-b1f1-4f35-bb2e-1ac2e9fb85d7
125919,0.0005055,2442,d5fc4921-e00c-496b-b984-9eddafd66f8d,openai/gpt-oss-120b,232,groq,completed,final_answer,2674,e7cbb44d-1eb2-42e1-88f4-49d07051cef6
127195,0.0005729999999999999,2420,399c0afa-03f5-4616-937d-b0e2f6528338,openai/gpt-oss-120b,350,groq,completed,final_answer,2770,cdc05ef8-6c85-4f54-a025-fa47f0969057
126401,0.00053895,2417,49c8855d-c60a-43c9-95ca-f981717a676d,openai/gpt-oss-120b,294,groq,completed,final_answer,2711,431d3994-263c-49c4-a515-aa9ac72b9d7b
126630,0.0005283,2402,0611a645-747a-4306-90ed-acfa24dc1317,openai/gpt-oss-120b,280,groq,completed,final_answer,2682,bf09e094-f756-4eb0-a52a-21f9eb4071b9
126921,0.00048374999999999997,2457,65884779-ccb7-4966-8cb4-db471deb086f,openai/gpt-oss-120b,192,groq,completed,final_answer,2649,a504fd2e-33b0-48ea-b037-0e7437627ba7
125911,0.0003426,1460,169eb27e-bc75-4d47-b3c2-38c8a66d6bc7,openai/gpt-oss-120b,206,groq,completed,final_answer,1666,8c4ecc0c-03d7-446c-94bb-cf4514f713d2
125694,0.00039974999999999993,1901,bebcbee7-0f75-4b62-8e44-1120f1ff196b,openai/gpt-oss-120b,191,groq,completed,final_answer,2092,a1fd1241-2d8d-4b28-9ea8-7fac05b2b4a4
126337,0.00044804999999999997,1387,dce81cd2-ad31-4df1-a858-5bd56f9eef82,openai/gpt-oss-120b,400,groq,completed,final_answer,1787,3c84530d-5e39-4eb0-9adb-88aa9abfec97
127759,0.00039435,1493,09520c8a-eb1b-4253-9dc5-7f5c6e94aab5,openai/gpt-oss-120b,284,groq,completed,final_answer,1777,93281d48-0ab2-4b9f-ad3d-8149d80de723
127785,0.00051555,2405,068f2c22-f534-43ff-a619-7af6e01ec0bf,openai/gpt-oss-120b,258,groq,completed,final_answer,2663,2edccd91-012d-4bb4-9fea-458e82d54bcb
126438,0.00043980000000000007,1628,75c38546-c202-4d11-89f2-8b4f11b0d125,openai/gpt-oss-120b,326,groq,completed,final_answer,1954,cd3cc352-700f-48ac-bf30-9df677e44581
125924,0.00040229999999999997,1618,528821ce-2c51-4abc-8c99-9d1c19d12b13,openai/gpt-oss-120b,266,groq,completed,final_answer,1884,4f166522-c8f0-4f15-81be-21b870aeb0b5
126592,0.0006432,2448,4f4a725e-31d8-4c21-95eb-cd3bf0a2cdd1,openai/gpt-oss-120b,460,groq,completed,final_answer,2908,ed2ae72e-8f06-4b79-9677-60aeba8bd2f8
126585,0.0005889,2506,c2c17a23-4d6b-4157-9d0c-5537ca86490b,openai/gpt-oss-120b,355,groq,completed,final_answer,2861,8f75c5e4-b624-4cc0-9cc1-6e66e0948a44
126998,0.0006195,2566,f9efc7c9-758d-4dd6-b1bb-e9b28a60d596,openai/gpt-oss-120b,391,groq,completed,final_answer,2957,e1e02992-ebb4-4ab5-a890-e42149c5b5cf
128117,0.00066915,2441,4df14ebb-376b-4bfb-80a6-263d745fff57,openai/gpt-oss-120b,505,groq,completed,final_answer,2946,573ce546-8816-431c-a4fc-44b0bea371de
130510,0.0010425,2490,0906e329-b1ee-40a4-a63f-9212ad5c252c,openai/gpt-oss-120b,1115,groq,completed,final_answer,3605,64573b47-85f1-4605-a57f-098142f1333f
