calculation_reason,canonical_source_id,expected_canonical_ids,patient,question_id,question_number,rank,relevance_classification,relevant,resolution_status,resolved_canonical_ids,retrieval_item_id,system,system_native_id,system_native_type,turn_id
retrieval_identifier_canonicalized,862e42ef-ef0f-45c8-914f-bb85f145a2ae,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""False""]",SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,3,not_relevant,False,resolved,"[""862e42ef-ef0f-45c8-914f-bb85f145a2ae"", ""d986c6c9-ebaa-4304-a4c3-a1d9d8577b5a"", ""fffbacf9-2862-4276-8b86-c846fb991c88""]",93f28b1e-8d63-4ead-99ca-751185712d33,hippo_rag,1aa5caf6-f4b3-400b-8433-b4e67cede546,hippo_passage_node,15177c9a-24d3-47fc-8de8-046471063773
retrieval_identifier_canonicalized,c1b10f0c-5675-4c5f-bffc-f24e9f380099,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""False""]",SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,4,not_relevant,False,resolved,"[""408bf167-2939-429a-bb9a-1e636e81663a"", ""c1b10f0c-5675-4c5f-bffc-f24e9f380099"", ""ea22f61d-c434-4ab6-a7c3-2b6b6925ebd2""]",142fad9e-7c2f-4b09-affe-c0f450ad0d96,hippo_rag,1b8221be-7715-47c9-8900-d63c54bf855b,hippo_passage_node,15177c9a-24d3-47fc-8de8-046471063773
retrieval_identifier_canonicalized,66e57bbe-fb68-43c7-810c-23a150eaae26,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""False""]",SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,5,not_relevant,False,resolved,"[""66e57bbe-fb68-43c7-810c-23a150eaae26""]",714e1b9c-8197-485d-adc6-930ba30730fa,hippo_rag,2c9a41f1-7d9e-4bd3-83a5-952053863c97,hippo_passage_node,15177c9a-24d3-47fc-8de8-046471063773
retrieval_identifier_canonicalized,2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""False""]",SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,6,relevant,True,resolved,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""6380a473-ff27-48a6-88fb-507eab7c0870""]",5a082da7-7c10-4818-8ea9-ef65ef7b078b,hippo_rag,c6954427-5fae-426b-a1ec-b5c599ef482e,hippo_passage_node,15177c9a-24d3-47fc-8de8-046471063773
retrieval_identifier_canonicalized,df43e673-2678-44ab-86ee-2016f737e9cd,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""False""]",SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,7,not_relevant,False,resolved,"[""df43e673-2678-44ab-86ee-2016f737e9cd"", ""ea22f61d-c434-4ab6-a7c3-2b6b6925ebd2""]",5cfa2d8f-0b60-4f7e-a2cd-649df2f18740,hippo_rag,b8f5fdee-d154-40fa-bbf5-cc816e028a52,hippo_passage_node,15177c9a-24d3-47fc-8de8-046471063773
retrieval_identifier_canonicalized,3a49520b-8fee-45f8-934d-9d52db21acf5,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""False""]",SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,8,not_relevant,False,resolved,"[""3a49520b-8fee-45f8-934d-9d52db21acf5"", ""932962db-18db-4e8d-8e98-19525df0629a"", ""b29a2bb5-7d1d-4731-b714-6203d0d4b3b1""]",d846bc0d-913b-41a4-911e-3fb96e7382b7,hippo_rag,86569ad1-d672-40a2-8bcf-081cb6eaaacb,hippo_passage_node,15177c9a-24d3-47fc-8de8-046471063773
retrieval_identifier_canonicalized,66a24697-9176-49ad-a3c7-71d68813d9e1,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""False""]",SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,1,relevant,True,resolved,"[""66a24697-9176-49ad-a3c7-71d68813d9e1""]",9ae31444-042b-4e98-a76a-880face30d9f,graph_rag,4c6ac40d-8939-4125-8959-f5caac705505,graph_rag_text_unit,4f84da9d-a1c5-4e08-b298-d96ca7847396
retrieval_identifier_canonicalized,8debd3a9-7d56-4f30-8e39-6c382f8eac5f,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""False""]",SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,2,relevant,True,resolved,"[""28db4b51-67c3-414a-a3a3-3e924c985a4c"", ""6380a473-ff27-48a6-88fb-507eab7c0870"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f""]",ae5ff068-39a0-492f-aed8-dda02aa2033b,graph_rag,4f4c0d75-0eea-4b32-a56c-6c50fba1a88e,graph_rag_text_unit,4f84da9d-a1c5-4e08-b298-d96ca7847396
retrieval_identifier_canonicalized,66e57bbe-fb68-43c7-810c-23a150eaae26,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""False""]",SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,3,not_relevant,False,resolved,"[""66e57bbe-fb68-43c7-810c-23a150eaae26""]",a5143f24-8847-4e56-ba8e-bf2eaa0ee305,graph_rag,ea2bde51-64cf-4563-a075-4a81c7a5cc6f,graph_rag_text_unit,4f84da9d-a1c5-4e08-b298-d96ca7847396
retrieval_identifier_canonicalized,862e42ef-ef0f-45c8-914f-bb85f145a2ae,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""False""]",SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,4,not_relevant,False,resolved,"[""862e42ef-ef0f-45c8-914f-bb85f145a2ae"", ""d986c6c9-ebaa-4304-a4c3-a1d9d8577b5a"", ""fffbacf9-2862-4276-8b86-c846fb991c88""]",ce64ee1c-9e86-4d08-bce2-25f248e1072e,graph_rag,d79fff15-0156-4475-b6cc-04610660ae76,graph_rag_text_unit,4f84da9d-a1c5-4e08-b298-d96ca7847396
retrieval_identifier_canonicalized,c1b10f0c-5675-4c5f-bffc-f24e9f380099,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""False""]",SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,5,not_relevant,False,resolved,"[""408bf167-2939-429a-bb9a-1e636e81663a"", ""c1b10f0c-5675-4c5f-bffc-f24e9f380099"", ""ea22f61d-c434-4ab6-a7c3-2b6b6925ebd2""]",0a3bf497-7747-411a-9d16-11febc6ac62b,graph_rag,b5274c19-06f5-4741-b92a-f1ef8637f462,graph_rag_text_unit,4f84da9d-a1c5-4e08-b298-d96ca7847396
retrieval_identifier_canonicalized,3a49520b-8fee-45f8-934d-9d52db21acf5,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""False""]",SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,6,not_relevant,False,resolved,"[""3a49520b-8fee-45f8-934d-9d52db21acf5"", ""932962db-18db-4e8d-8e98-19525df0629a"", ""b29a2bb5-7d1d-4731-b714-6203d0d4b3b1""]",898f9fcb-3438-4415-8ff7-cbefd8506407,graph_rag,f6de289d-0627-45d6-bf02-8b09e7ffa12a,graph_rag_text_unit,4f84da9d-a1c5-4e08-b298-d96ca7847396
retrieval_identifier_canonicalized,bf6612ab-30cb-473d-90fc-f63f72980a9c,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""False""]",SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,7,not_relevant,False,resolved,"[""bf6612ab-30cb-473d-90fc-f63f72980a9c""]",18e7e844-5a5b-40bf-baec-ff925efddc49,graph_rag,318a77d4-1a5c-414c-a19c-b135dfafa6bd,graph_rag_text_unit,4f84da9d-a1c5-4e08-b298-d96ca7847396
retrieval_identifier_canonicalized,91dfb1e3-dff7-4b57-92d0-c42302361948,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""False""]",SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,8,not_relevant,False,resolved,"[""91dfb1e3-dff7-4b57-92d0-c42302361948""]",6fb0a82c-5ca4-4584-9077-018dba435cca,graph_rag,fcd0fa7b-4978-4478-8396-409ac7d4c186,graph_rag_text_unit,4f84da9d-a1c5-4e08-b298-d96ca7847396
retrieval_identifier_canonicalized_with_csm_state_aliases,66a24697-9176-49ad-a3c7-71d68813d9e1,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""False""]",SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,1,relevant,True,resolved,"[""66a24697-9176-49ad-a3c7-71d68813d9e1""]",a39c2b6e-50e7-46ba-a839-fb33bccc54c5,csm,0341f124-0ef7-4ce2-bcd0-c930227d03c4,csm_state_variable,9d7ee87e-3c7e-4c58-bc18-20896416adda
retrieval_identifier_canonicalized_with_csm_state_aliases,9fe1621d-2a1f-4690-96ba-cae5df236aec,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""False""]",SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,2,not_relevant,False,resolved,"[""9fe1621d-2a1f-4690-96ba-cae5df236aec""]",cda57fca-656e-44ca-bb17-99cadf6c9410,csm,52f07111-cf2f-49f9-9fea-e07e28bade89,csm_state_variable,9d7ee87e-3c7e-4c58-bc18-20896416adda
retrieval_identifier_canonicalized_with_csm_state_aliases,bf6612ab-30cb-473d-90fc-f63f72980a9c,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""False""]",SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,3,not_relevant,False,resolved,"[""bf6612ab-30cb-473d-90fc-f63f72980a9c""]",5ea6a37e-035f-43a4-bbd7-2f83c8fae1af,csm,6ef23d0d-1b30-42e0-a74f-e14d2ebf4d0c,csm_state_variable,9d7ee87e-3c7e-4c58-bc18-20896416adda
retrieval_identifier_canonicalized_with_csm_state_aliases,8dccc08a-484a-438f-ac5c-ac156ef18e9c,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""False""]",SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,4,not_relevant,False,resolved,"[""8dccc08a-484a-438f-ac5c-ac156ef18e9c""]",046c9f65-6ad4-42c4-9307-80dbdaf87dd7,csm,02f79d21-5349-4201-a42c-23bc5f1ecf15,csm_state_variable,9d7ee87e-3c7e-4c58-bc18-20896416adda
retrieval_identifier_canonicalized_with_csm_state_aliases,c0565441-cb26-4c90-ac56-6ae55e7d4dac,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""False""]",SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,5,not_relevant,False,resolved,"[""c0565441-cb26-4c90-ac56-6ae55e7d4dac""]",917ec425-cb01-4224-9d32-c886fe96fa49,csm,36032e0b-0651-4e25-984f-c0dd8f9cb0f1,csm_state_variable,9d7ee87e-3c7e-4c58-bc18-20896416adda
retrieval_identifier_canonicalized_with_csm_state_aliases,8bb866c4-e823-4913-b09f-0eec883daa68,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""False""]",SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,6,not_relevant,False,resolved,"[""8bb866c4-e823-4913-b09f-0eec883daa68""]",068711c7-8d5f-421e-9050-5162cd74a0d2,csm,942b5a6c-84b2-4f38-b9ff-f03936d195d2,csm_state_variable,9d7ee87e-3c7e-4c58-bc18-20896416adda
retrieval_identifier_canonicalized_with_csm_state_aliases,66e57bbe-fb68-43c7-810c-23a150eaae26,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""False""]",SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,7,not_relevant,False,resolved,"[""66e57bbe-fb68-43c7-810c-23a150eaae26""]",075da384-79cf-44af-bdce-065d4c40b0f6,csm,ddf2daff-b1f3-41b2-921b-4c5585a7770b,csm_state_variable,9d7ee87e-3c7e-4c58-bc18-20896416adda
retrieval_identifier_canonicalized_with_csm_state_aliases,8debd3a9-7d56-4f30-8e39-6c382f8eac5f,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""False""]",SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,8,relevant,True,resolved,"[""28db4b51-67c3-414a-a3a3-3e924c985a4c"", ""6380a473-ff27-48a6-88fb-507eab7c0870"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f""]",fbfa6dcc-0113-4e75-af49-f0f7bd68f523,csm,ea38eac6-6625-448f-8fb6-5e1ba7d7f342,csm_state_variable,9d7ee87e-3c7e-4c58-bc18-20896416adda
retrieval_identifier_canonicalized,c6ca62fc-8554-4009-868c-d571c366ef0e,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""False""]",SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,1,not_relevant,False,resolved,"[""c6ca62fc-8554-4009-868c-d571c366ef0e""]",a5e4f141-f0f1-47fc-bdec-947805748f81,rolling_summary,fbbc7daa-cc76-44ce-9aa3-c08ad9b1cc09,rolling_summary_snapshot,c36e3160-c1aa-4aa9-a6c1-0291486c4b29
retrieval_identifier_canonicalized,c6ca62fc-8554-4009-868c-d571c366ef0e,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""False""]",SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,2,not_relevant,False,resolved,"[""c6ca62fc-8554-4009-868c-d571c366ef0e""]",1ff7e699-94b4-4700-abcf-623ae5f36934,rolling_summary,37a8d4c2-0d56-463f-8913-687eb0cb0c38,rolling_summary_recent_item,c36e3160-c1aa-4aa9-a6c1-0291486c4b29
retrieval_identifier_canonicalized,66e57bbe-fb68-43c7-810c-23a150eaae26,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""False""]",SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,3,not_relevant,False,resolved,"[""66e57bbe-fb68-43c7-810c-23a150eaae26""]",e51b452c-5f6f-4563-8a9c-2bbb2a3b5cb5,rolling_summary,d8c08bec-7c46-464e-8f7c-d6c0427c4f06,rolling_summary_recent_item,c36e3160-c1aa-4aa9-a6c1-0291486c4b29
retrieval_identifier_canonicalized,aa836cec-1a9e-4c3b-a670-d260c01136a5,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""False""]",SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,4,not_relevant,False,resolved,"[""aa836cec-1a9e-4c3b-a670-d260c01136a5"", ""b29a2bb5-7d1d-4731-b714-6203d0d4b3b1""]",87286551-1a71-4612-b943-265ac823b26d,rolling_summary,ff385ea2-e7fa-4c3c-815d-4e05ca6be81f,rolling_summary_recent_item,c36e3160-c1aa-4aa9-a6c1-0291486c4b29
retrieval_identifier_canonicalized,3a49520b-8fee-45f8-934d-9d52db21acf5,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""False""]",SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,5,not_relevant,False,resolved,"[""3a49520b-8fee-45f8-934d-9d52db21acf5"", ""932962db-18db-4e8d-8e98-19525df0629a"", ""b29a2bb5-7d1d-4731-b714-6203d0d4b3b1""]",39ea84d2-cd27-491f-9b3f-b0fb2b5e131d,rolling_summary,7ecff3da-beb5-431c-94b6-2c8ce0a89114,rolling_summary_recent_item,c36e3160-c1aa-4aa9-a6c1-0291486c4b29
retrieval_identifier_canonicalized,39af198e-d840-49f1-9c33-0780b370d757,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""False""]",SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,6,not_relevant,False,resolved,"[""39af198e-d840-49f1-9c33-0780b370d757""]",b28e9497-d81a-4c9f-81fb-705091be80f6,rolling_summary,deac404d-4d82-498e-b800-5c6f0cb9042b,rolling_summary_recent_item,c36e3160-c1aa-4aa9-a6c1-0291486c4b29
retrieval_identifier_canonicalized,c1b10f0c-5675-4c5f-bffc-f24e9f380099,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""False""]",SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,7,not_relevant,False,resolved,"[""408bf167-2939-429a-bb9a-1e636e81663a"", ""c1b10f0c-5675-4c5f-bffc-f24e9f380099"", ""ea22f61d-c434-4ab6-a7c3-2b6b6925ebd2""]",929f059e-b636-4aa6-864e-29c986721a90,rolling_summary,a7a44916-7903-4f8b-950e-faa19dc10955,rolling_summary_recent_item,c36e3160-c1aa-4aa9-a6c1-0291486c4b29
