metric_name,observation_count,rank,system,value
provider_generation_latency_ms,20,3,dense_rag,66873.25
provider_generation_latency_ms,20,4,hybrid_rag,99984.55
provider_generation_latency_ms,20,5,csm,125439.85
provider_generation_latency_ms,20,6,graph_rag,126885.2
provider_generation_latency_ms,20,7,hippo_rag,126931.6
retrieval_activation_latency_ms,20,1,graph_rag,6.35
retrieval_activation_latency_ms,20,2,long_context,7.7
retrieval_activation_latency_ms,20,3,rolling_summary,9.7
retrieval_activation_latency_ms,20,4,hippo_rag,19.85
retrieval_activation_latency_ms,20,5,dense_rag,30.5
retrieval_activation_latency_ms,20,6,hybrid_rag,31.05
retrieval_activation_latency_ms,20,7,csm,34.8
processing_latency_ms,20,1,long_context,17976.55
processing_latency_ms,20,2,rolling_summary,31644.6
processing_latency_ms,20,3,dense_rag,66873.25
processing_latency_ms,20,4,hybrid_rag,99984.55
processing_latency_ms,20,5,csm,125439.85
processing_latency_ms,20,6,graph_rag,126885.2
processing_latency_ms,20,7,hippo_rag,126931.6
operational_wall_clock_latency_ms,20,1,long_context,17984.25
operational_wall_clock_latency_ms,20,2,rolling_summary,31654.3
operational_wall_clock_latency_ms,20,3,dense_rag,66903.75
operational_wall_clock_latency_ms,20,4,hybrid_rag,100015.6
operational_wall_clock_latency_ms,20,5,csm,125474.65
operational_wall_clock_latency_ms,20,6,graph_rag,126891.55
operational_wall_clock_latency_ms,20,7,hippo_rag,126951.45
online_query_cost,20,1,long_context,0.000363225
online_query_cost,20,2,dense_rag,0.0004886175
online_query_cost,20,3,graph_rag,0.0004987424999999999
online_query_cost,20,4,hybrid_rag,0.000500355
online_query_cost,20,5,hippo_rag,0.00052026
online_query_cost,20,6,rolling_summary,0.0005432175
online_query_cost,20,7,csm,0.000588765
offline_csm_update_cost,20,1,csm,0.0
total_cost,20,1,long_context,0.0072645
total_cost,20,2,dense_rag,0.009772349999999999
total_cost,20,3,graph_rag,0.009974849999999999
total_cost,20,4,hybrid_rag,0.0100071
total_cost,20,5,hippo_rag,0.0104052
total_cost,20,6,rolling_summary,0.01086435
total_cost,20,7,csm,0.011775299999999999
memory_update_accuracy,2,1,long_context,0.75
memory_update_accuracy,2,1,rolling_summary,0.75
memory_update_accuracy,2,1,hippo_rag,0.75
memory_update_accuracy,2,4,csm,0.5
memory_update_accuracy,2,5,dense_rag,0.25
memory_update_accuracy,2,5,hybrid_rag,0.25
memory_update_accuracy,2,5,graph_rag,0.25
