activation_run_id,calculation_reason,confidence_score,dependency_score,estimated_token_cost,linked_canonical_source_ids,linked_evidence_ids,query_text,rank,relevance_score,selected,selection_reason,state_variable_id,utility_score
4e609828-b0a0-46df-9696-c6fbc68d2e63,activated_state_resolved_through_csm_state_evidence_links,0.95,0.3333333333333333,199,"[""66e57bbe-fb68-43c7-810c-23a150eaae26""]","[""35e29a3d-244c-45e2-aa4d-0df7291a2e42""]",Was anaphylaxis documented in the initial allergy history?,4,0.25,True,selected_state_state_first route=state_first,ddf2daff-b1f3-41b2-921b-4c5585a7770b,0.5599684888918762
4e609828-b0a0-46df-9696-c6fbc68d2e63,activated_state_resolved_through_csm_state_evidence_links,0.95,1.0,190,"[""8dccc08a-484a-438f-ac5c-ac156ef18e9c""]","[""89497b29-dc6f-48ce-a253-2327de872a39""]",Was anaphylaxis documented in the initial allergy history?,5,0.0,True,selected_state_state_first route=state_first,02f79d21-5349-4201-a42c-23bc5f1ecf15,0.5259997571215349
4e609828-b0a0-46df-9696-c6fbc68d2e63,activated_state_resolved_through_csm_state_evidence_links,0.95,1.0,182,"[""c0565441-cb26-4c90-ac56-6ae55e7d4dac""]","[""537c984a-9f53-4c38-a512-1aaad0fa627a""]",Was anaphylaxis documented in the initial allergy history?,6,0.0,True,selected_state_state_first route=state_first,36032e0b-0651-4e25-984f-c0dd8f9cb0f1,0.5259997570516839
4e609828-b0a0-46df-9696-c6fbc68d2e63,activated_state_resolved_through_csm_state_evidence_links,0.95,1.0,206,"[""8bb866c4-e823-4913-b09f-0eec883daa68""]","[""80caa937-3def-4c0e-b1d2-bb61e2608c49""]",Was anaphylaxis documented in the initial allergy history?,7,0.0,True,selected_state_state_first route=state_first,942b5a6c-84b2-4f38-b9ff-f03936d195d2,0.5259997570069488
4e609828-b0a0-46df-9696-c6fbc68d2e63,activated_state_resolved_through_csm_state_evidence_links,0.65,1.0,341,"[""8debd3a9-7d56-4f30-8e39-6c382f8eac5f""]","[""11496469-88d2-4db6-ab67-b82d32a48660""]",Was anaphylaxis documented in the initial allergy history?,8,0.5,True,selected_state_state_first route=state_first,ea38eac6-6625-448f-8fb6-5e1ba7d7f342,0.5013838106419856
4e609828-b0a0-46df-9696-c6fbc68d2e63,activated_state_resolved_through_csm_state_evidence_links,0.95,0.0,187,"[""91dfb1e3-dff7-4b57-92d0-c42302361948""]","[""1c82875f-5201-409c-9f9c-e9724f7c78fc""]",Was anaphylaxis documented in the initial allergy history?,9,0.125,True,selected_state_state_first route=state_first,2b811ab9-768d-455c-9eef-5bf6ba0f3127,0.47413515551394336
4e609828-b0a0-46df-9696-c6fbc68d2e63,activated_state_resolved_through_csm_state_evidence_links,0.65,0.0,240,"[""c1b10f0c-5675-4c5f-bffc-f24e9f380099""]","[""30ecf6cb-e915-4566-9468-ad5b834180e2""]",Was anaphylaxis documented in the initial allergy history?,10,0.625,True,selected_state_state_first route=state_first,cc0ce5b7-7bd2-42f6-90b0-8b1187b36585,0.46092942139654564
4e609828-b0a0-46df-9696-c6fbc68d2e63,activated_state_resolved_through_csm_state_evidence_links,0.5,1.0,252,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f""]","[""6d06154b-c063-40d9-8bd8-1c52bf58d0dc""]",Was anaphylaxis documented in the initial allergy history?,11,0.25,True,selected_state_state_first route=state_first,5c447897-7406-4981-a6b0-709cfd7ae3ab,0.39842381061188553
4e609828-b0a0-46df-9696-c6fbc68d2e63,activated_state_resolved_through_csm_state_evidence_links,0.65,0.0,240,"[""3a49520b-8fee-45f8-934d-9d52db21acf5""]","[""1177e1a4-51e2-4990-bc38-fd888aecfabd""]",Was anaphylaxis documented in the initial allergy history?,12,0.375,True,selected_state_state_first route=state_first,2d52b625-2c85-4db2-ae97-3c2d3dff5cd1,0.37902942140896323
4e609828-b0a0-46df-9696-c6fbc68d2e63,activated_state_resolved_through_csm_state_evidence_links,0.65,0.0,240,"[""862e42ef-ef0f-45c8-914f-bb85f145a2ae""]","[""558d1bd2-24e4-4468-8a81-903e4b20ebec""]",Was anaphylaxis documented in the initial allergy history?,13,0.375,True,selected_state_state_first route=state_first,e4023ab6-74a0-4e19-9eaf-7a09a2f8624e,0.37902942137140805
4e609828-b0a0-46df-9696-c6fbc68d2e63,activated_state_resolved_through_csm_state_evidence_links,0.65,0.0,240,"[""f7ec5120-23f9-45d3-bc0c-f31f0b8b7c1e""]","[""4a0b2a0a-ecee-42f3-b1c4-1f81b342b65a""]",Was anaphylaxis documented in the initial allergy history?,14,0.25,True,selected_state_state_first route=state_first,091f32af-43f1-4bbf-9cb6-a7af0d23ff67,0.3380794213845453
4e609828-b0a0-46df-9696-c6fbc68d2e63,activated_state_resolved_through_csm_state_evidence_links,0.65,1.0,342,"[""e25767af-00d0-4d6e-b3ce-2e327cf2b194""]","[""b0c374f2-5fd0-4ad6-ae24-0e0b8326b3c0""]",Was anaphylaxis documented in the initial allergy history?,15,0.0,True,selected_state_state_first route=state_first,1f5961ba-5944-44ff-a64e-611e0f0ef679,0.3375838106998039
4e609828-b0a0-46df-9696-c6fbc68d2e63,activated_state_resolved_through_csm_state_evidence_links,0.5,0.6666666666666666,226,"[""aa836cec-1a9e-4c3b-a670-d260c01136a5""]","[""cef39e89-6006-4b7e-9305-bda092667263""]",Was anaphylaxis documented in the initial allergy history?,16,0.125,True,selected_state_state_first route=state_first,128b1bb4-95e2-48c4-a2a9-6e053172864c,0.32806942140297646
db0cbdb9-5b45-43af-b0b6-4991f6dabccf,activated_state_resolved_through_csm_state_evidence_links,0.95,1.0,222,"[""66a24697-9176-49ad-a3c7-71d68813d9e1""]","[""92dfabfb-4b7b-4c54-942e-8e47758c0bcd""]",Was anaphylaxis documented in the initial allergy history?,1,0.375,True,selected_state_state_first route=state_first,0341f124-0ef7-4ce2-bcd0-c930227d03c4,0.7284994640499833
db0cbdb9-5b45-43af-b0b6-4991f6dabccf,activated_state_resolved_through_csm_state_evidence_links,0.95,1.0,231,"[""9fe1621d-2a1f-4690-96ba-cae5df236aec""]","[""55cb5740-453b-4357-be8c-ccc0b0990139""]",Was anaphylaxis documented in the initial allergy history?,2,0.25,True,selected_state_state_first route=state_first,52f07111-cf2f-49f9-9fea-e07e28bade89,0.6309994641211047
db0cbdb9-5b45-43af-b0b6-4991f6dabccf,activated_state_resolved_through_csm_state_evidence_links,0.95,1.0,208,"[""bf6612ab-30cb-473d-90fc-f63f72980a9c""]","[""9e8206ee-8026-4b3c-b8fc-af9c305f421a""]",Was anaphylaxis documented in the initial allergy history?,3,0.125,True,selected_state_state_first route=state_first,6ef23d0d-1b30-42e0-a74f-e14d2ebf4d0c,0.5784994638833616
db0cbdb9-5b45-43af-b0b6-4991f6dabccf,activated_state_resolved_through_csm_state_evidence_links,0.95,0.3333333333333333,199,"[""66e57bbe-fb68-43c7-810c-23a150eaae26""]","[""35e29a3d-244c-45e2-aa4d-0df7291a2e42""]",Was anaphylaxis documented in the initial allergy history?,4,0.25,True,selected_state_state_first route=state_first,ddf2daff-b1f3-41b2-921b-4c5585a7770b,0.5599682369373954
db0cbdb9-5b45-43af-b0b6-4991f6dabccf,activated_state_resolved_through_csm_state_evidence_links,0.95,1.0,190,"[""8dccc08a-484a-438f-ac5c-ac156ef18e9c""]","[""89497b29-dc6f-48ce-a253-2327de872a39""]",Was anaphylaxis documented in the initial allergy history?,5,0.0,True,selected_state_state_first route=state_first,02f79d21-5349-4201-a42c-23bc5f1ecf15,0.5259994640849865
db0cbdb9-5b45-43af-b0b6-4991f6dabccf,activated_state_resolved_through_csm_state_evidence_links,0.95,1.0,182,"[""c0565441-cb26-4c90-ac56-6ae55e7d4dac""]","[""537c984a-9f53-4c38-a512-1aaad0fa627a""]",Was anaphylaxis documented in the initial allergy history?,6,0.0,True,selected_state_state_first route=state_first,36032e0b-0651-4e25-984f-c0dd8f9cb0f1,0.5259994640151457
db0cbdb9-5b45-43af-b0b6-4991f6dabccf,activated_state_resolved_through_csm_state_evidence_links,0.95,1.0,206,"[""8bb866c4-e823-4913-b09f-0eec883daa68""]","[""80caa937-3def-4c0e-b1d2-bb61e2608c49""]",Was anaphylaxis documented in the initial allergy history?,7,0.0,True,selected_state_state_first route=state_first,942b5a6c-84b2-4f38-b9ff-f03936d195d2,0.5259994639704034
db0cbdb9-5b45-43af-b0b6-4991f6dabccf,activated_state_resolved_through_csm_state_evidence_links,0.65,1.0,341,"[""8debd3a9-7d56-4f30-8e39-6c382f8eac5f""]","[""11496469-88d2-4db6-ab67-b82d32a48660""]",Was anaphylaxis documented in the initial allergy history?,8,0.5,True,selected_state_state_first route=state_first,ea38eac6-6625-448f-8fb6-5e1ba7d7f342,0.5013835820734859
db0cbdb9-5b45-43af-b0b6-4991f6dabccf,activated_state_resolved_through_csm_state_evidence_links,0.95,0.0,187,"[""91dfb1e3-dff7-4b57-92d0-c42302361948""]","[""1c82875f-5201-409c-9f9c-e9724f7c78fc""]",Was anaphylaxis documented in the initial allergy history?,9,0.125,True,selected_state_state_first route=state_first,2b811ab9-768d-455c-9eef-5bf6ba0f3127,0.474134903559463
db0cbdb9-5b45-43af-b0b6-4991f6dabccf,activated_state_resolved_through_csm_state_evidence_links,0.65,0.0,240,"[""c1b10f0c-5675-4c5f-bffc-f24e9f380099""]","[""30ecf6cb-e915-4566-9468-ad5b834180e2""]",Was anaphylaxis documented in the initial allergy history?,10,0.625,True,selected_state_state_first route=state_first,cc0ce5b7-7bd2-42f6-90b0-8b1187b36585,0.4609292248722734
db0cbdb9-5b45-43af-b0b6-4991f6dabccf,activated_state_resolved_through_csm_state_evidence_links,0.5,1.0,252,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f""]","[""6d06154b-c063-40d9-8bd8-1c52bf58d0dc""]",Was anaphylaxis documented in the initial allergy history?,11,0.25,True,selected_state_state_first route=state_first,5c447897-7406-4981-a6b0-709cfd7ae3ab,0.39842358204338174
db0cbdb9-5b45-43af-b0b6-4991f6dabccf,activated_state_resolved_through_csm_state_evidence_links,0.65,0.0,240,"[""3a49520b-8fee-45f8-934d-9d52db21acf5""]","[""1177e1a4-51e2-4990-bc38-fd888aecfabd""]",Was anaphylaxis documented in the initial allergy history?,12,0.375,True,selected_state_state_first route=state_first,2d52b625-2c85-4db2-ae97-3c2d3dff5cd1,0.3790292248846985
db0cbdb9-5b45-43af-b0b6-4991f6dabccf,activated_state_resolved_through_csm_state_evidence_links,0.65,0.0,240,"[""862e42ef-ef0f-45c8-914f-bb85f145a2ae""]","[""558d1bd2-24e4-4468-8a81-903e4b20ebec""]",Was anaphylaxis documented in the initial allergy history?,13,0.375,True,selected_state_state_first route=state_first,e4023ab6-74a0-4e19-9eaf-7a09a2f8624e,0.37902922484714746
db0cbdb9-5b45-43af-b0b6-4991f6dabccf,activated_state_resolved_through_csm_state_evidence_links,0.65,0.0,240,"[""f7ec5120-23f9-45d3-bc0c-f31f0b8b7c1e""]","[""4a0b2a0a-ecee-42f3-b1c4-1f81b342b65a""]",Was anaphylaxis documented in the initial allergy history?,14,0.25,True,selected_state_state_first route=state_first,091f32af-43f1-4bbf-9cb6-a7af0d23ff67,0.33807922486027436
db0cbdb9-5b45-43af-b0b6-4991f6dabccf,activated_state_resolved_through_csm_state_evidence_links,0.65,1.0,342,"[""e25767af-00d0-4d6e-b3ce-2e327cf2b194""]","[""b0c374f2-5fd0-4ad6-ae24-0e0b8326b3c0""]",Was anaphylaxis documented in the initial allergy history?,15,0.0,True,selected_state_state_first route=state_first,1f5961ba-5944-44ff-a64e-611e0f0ef679,0.3375835821311968
db0cbdb9-5b45-43af-b0b6-4991f6dabccf,activated_state_resolved_through_csm_state_evidence_links,0.5,0.6666666666666666,226,"[""aa836cec-1a9e-4c3b-a670-d260c01136a5""]","[""cef39e89-6006-4b7e-9305-bda092667263""]",Was anaphylaxis documented in the initial allergy history?,16,0.125,True,selected_state_state_first route=state_first,128b1bb4-95e2-48c4-a2a9-6e053172864c,0.3280692248787067
c6212fd0-6169-41bc-9692-fc579a7afd92,activated_state_resolved_through_csm_state_evidence_links,0.95,1.0,222,"[""66a24697-9176-49ad-a3c7-71d68813d9e1""]","[""92dfabfb-4b7b-4c54-942e-8e47758c0bcd""]",Was anaphylaxis documented in the initial allergy history?,1,0.375,True,selected_state_state_first route=state_first,0341f124-0ef7-4ce2-bcd0-c930227d03c4,0.7284977211738543
c6212fd0-6169-41bc-9692-fc579a7afd92,activated_state_resolved_through_csm_state_evidence_links,0.95,1.0,231,"[""9fe1621d-2a1f-4690-96ba-cae5df236aec""]","[""55cb5740-453b-4357-be8c-ccc0b0990139""]",Was anaphylaxis documented in the initial allergy history?,2,0.25,True,selected_state_state_first route=state_first,52f07111-cf2f-49f9-9fea-e07e28bade89,0.6309977212450153
c6212fd0-6169-41bc-9692-fc579a7afd92,activated_state_resolved_through_csm_state_evidence_links,0.95,1.0,208,"[""bf6612ab-30cb-473d-90fc-f63f72980a9c""]","[""9e8206ee-8026-4b3c-b8fc-af9c305f421a""]",Was anaphylaxis documented in the initial allergy history?,3,0.125,True,selected_state_state_first route=state_first,6ef23d0d-1b30-42e0-a74f-e14d2ebf4d0c,0.5784977210071586
c6212fd0-6169-41bc-9692-fc579a7afd92,activated_state_resolved_through_csm_state_evidence_links,0.95,0.3333333333333333,199,"[""66e57bbe-fb68-43c7-810c-23a150eaae26""]","[""35e29a3d-244c-45e2-aa4d-0df7291a2e42""]",Was anaphylaxis documented in the initial allergy history?,4,0.25,True,selected_state_state_first route=state_first,ddf2daff-b1f3-41b2-921b-4c5585a7770b,0.5599667384004033
c6212fd0-6169-41bc-9692-fc579a7afd92,activated_state_resolved_through_csm_state_evidence_links,0.95,1.0,190,"[""8dccc08a-484a-438f-ac5c-ac156ef18e9c""]","[""89497b29-dc6f-48ce-a253-2327de872a39""]",Was anaphylaxis documented in the initial allergy history?,5,0.0,True,selected_state_state_first route=state_first,02f79d21-5349-4201-a42c-23bc5f1ecf15,0.5259977212088783
c6212fd0-6169-41bc-9692-fc579a7afd92,activated_state_resolved_through_csm_state_evidence_links,0.95,1.0,182,"[""c0565441-cb26-4c90-ac56-6ae55e7d4dac""]","[""537c984a-9f53-4c38-a512-1aaad0fa627a""]",Was anaphylaxis documented in the initial allergy history?,6,0.0,True,selected_state_state_first route=state_first,36032e0b-0651-4e25-984f-c0dd8f9cb0f1,0.5259977211389807
c6212fd0-6169-41bc-9692-fc579a7afd92,activated_state_resolved_through_csm_state_evidence_links,0.95,1.0,206,"[""8bb866c4-e823-4913-b09f-0eec883daa68""]","[""80caa937-3def-4c0e-b1d2-bb61e2608c49""]",Was anaphylaxis documented in the initial allergy history?,7,0.0,True,selected_state_state_first route=state_first,942b5a6c-84b2-4f38-b9ff-f03936d195d2,0.525997721094218
c6212fd0-6169-41bc-9692-fc579a7afd92,activated_state_resolved_through_csm_state_evidence_links,0.65,1.0,341,"[""8debd3a9-7d56-4f30-8e39-6c382f8eac5f""]","[""11496469-88d2-4db6-ab67-b82d32a48660""]",Was anaphylaxis documented in the initial allergy history?,8,0.5,True,selected_state_state_first route=state_first,ea38eac6-6625-448f-8fb6-5e1ba7d7f342,0.5013822226301803
c6212fd0-6169-41bc-9692-fc579a7afd92,activated_state_resolved_through_csm_state_evidence_links,0.95,0.0,187,"[""91dfb1e3-dff7-4b57-92d0-c42302361948""]","[""1c82875f-5201-409c-9f9c-e9724f7c78fc""]",Was anaphylaxis documented in the initial allergy history?,9,0.125,True,selected_state_state_first route=state_first,2b811ab9-768d-455c-9eef-5bf6ba0f3127,0.4741334050224013
c6212fd0-6169-41bc-9692-fc579a7afd92,activated_state_resolved_through_csm_state_evidence_links,0.65,0.0,240,"[""c1b10f0c-5675-4c5f-bffc-f24e9f380099""]","[""30ecf6cb-e915-4566-9468-ad5b834180e2""]",Was anaphylaxis documented in the initial allergy history?,10,0.625,True,selected_state_state_first route=state_first,cc0ce5b7-7bd2-42f6-90b0-8b1187b36585,0.4609280560135694
c6212fd0-6169-41bc-9692-fc579a7afd92,activated_state_resolved_through_csm_state_evidence_links,0.5,1.0,252,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f""]","[""6d06154b-c063-40d9-8bd8-1c52bf58d0dc""]",Was anaphylaxis documented in the initial allergy history?,11,0.25,True,selected_state_state_first route=state_first,5c447897-7406-4981-a6b0-709cfd7ae3ab,0.39842222260005405
c6212fd0-6169-41bc-9692-fc579a7afd92,activated_state_resolved_through_csm_state_evidence_links,0.65,0.0,240,"[""3a49520b-8fee-45f8-934d-9d52db21acf5""]","[""1177e1a4-51e2-4990-bc38-fd888aecfabd""]",Was anaphylaxis documented in the initial allergy history?,12,0.375,True,selected_state_state_first route=state_first,2d52b625-2c85-4db2-ae97-3c2d3dff5cd1,0.37902805602601547
c6212fd0-6169-41bc-9692-fc579a7afd92,activated_state_resolved_through_csm_state_evidence_links,0.65,0.0,240,"[""862e42ef-ef0f-45c8-914f-bb85f145a2ae""]","[""558d1bd2-24e4-4468-8a81-903e4b20ebec""]",Was anaphylaxis documented in the initial allergy history?,13,0.375,True,selected_state_state_first route=state_first,e4023ab6-74a0-4e19-9eaf-7a09a2f8624e,0.3790280559883759
c6212fd0-6169-41bc-9692-fc579a7afd92,activated_state_resolved_through_csm_state_evidence_links,0.65,0.0,240,"[""f7ec5120-23f9-45d3-bc0c-f31f0b8b7c1e""]","[""4a0b2a0a-ecee-42f3-b1c4-1f81b342b65a""]",Was anaphylaxis documented in the initial allergy history?,14,0.25,True,selected_state_state_first route=state_first,091f32af-43f1-4bbf-9cb6-a7af0d23ff67,0.33807805600153784
c6212fd0-6169-41bc-9692-fc579a7afd92,activated_state_resolved_through_csm_state_evidence_links,0.65,1.0,342,"[""e25767af-00d0-4d6e-b3ce-2e327cf2b194""]","[""b0c374f2-5fd0-4ad6-ae24-0e0b8326b3c0""]",Was anaphylaxis documented in the initial allergy history?,15,0.0,True,selected_state_state_first route=state_first,1f5961ba-5944-44ff-a64e-611e0f0ef679,0.33758222268803323
c6212fd0-6169-41bc-9692-fc579a7afd92,activated_state_resolved_through_csm_state_evidence_links,0.5,0.6666666666666666,226,"[""aa836cec-1a9e-4c3b-a670-d260c01136a5""]","[""cef39e89-6006-4b7e-9305-bda092667263""]",Was anaphylaxis documented in the initial allergy history?,16,0.125,True,selected_state_state_first route=state_first,128b1bb4-95e2-48c4-a2a9-6e053172864c,0.3280680560200138
65da723c-3171-4516-8fe3-493f13cb9166,activated_state_resolved_through_csm_state_evidence_links,0.95,1.0,231,"[""9fe1621d-2a1f-4690-96ba-cae5df236aec""]","[""55cb5740-453b-4357-be8c-ccc0b0990139""]",What contradiction entered the record on 10 February?,1,0.125,True,selected_state_temporal_state route=temporal_state,52f07111-cf2f-49f9-9fea-e07e28bade89,0.6234974831580089
65da723c-3171-4516-8fe3-493f13cb9166,activated_state_resolved_through_csm_state_evidence_links,0.95,1.0,190,"[""8dccc08a-484a-438f-ac5c-ac156ef18e9c""]","[""89497b29-dc6f-48ce-a253-2327de872a39""]",What contradiction entered the record on 10 February?,2,0.125,True,selected_state_temporal_state route=temporal_state,02f79d21-5349-4201-a42c-23bc5f1ecf15,0.6234974831218932
65da723c-3171-4516-8fe3-493f13cb9166,activated_state_resolved_through_csm_state_evidence_links,0.95,1.0,183,"[""c0565441-cb26-4c90-ac56-6ae55e7d4dac""]","[""537c984a-9f53-4c38-a512-1aaad0fa627a""]",What contradiction entered the record on 10 February?,3,0.125,True,selected_state_temporal_state route=temporal_state,36032e0b-0651-4e25-984f-c0dd8f9cb0f1,0.5784974830520418
