answer_accuracy,answer_hash,contradiction_handling,correction_recovery,decision_f1,evidence_support_rate,expected_calibration_error,fabricated_citation_rate,faithfulness,groundedness,hallucination_rate,lineage_citation_f1,memory_update_accuracy,p95_latency,patient,question_id,question_number,retrieval_precision,retrieval_recall,state_accuracy,state_recovery_time,system,temporal_consistency,tokens_per_query,total_cost,turn_id,unsupported_claim_rate
0.6666666666666666,b56a9058b1ca9325762aca5312d58bbb213cb86138f86cbcec67246d293a61d1,1.0,,,1.0,0.09999999999999998,0.0,1.0,1.0,0.0,0.3333333333333333,,62936,SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,0.15384615384615385,0.6666666666666666,,,dense_rag,,1802,0.00041655,6ae8336f-de9d-49fb-9d3d-f41563434cfe,0.0
0.6666666666666666,b56a9058b1ca9325762aca5312d58bbb213cb86138f86cbcec67246d293a61d1,,,,1.0,0.050000000000000044,0.0,1.0,1.0,0.0,0.0,,40125,SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,0.0,0.0,,,rolling_summary,,2013,0.00040320000000000004,738b4a20-c8b0-45d0-b8c3-5fab21b52433,0.0
0.6666666666666666,b56a9058b1ca9325762aca5312d58bbb213cb86138f86cbcec67246d293a61d1,,,,1.0,0.050000000000000044,0.0,1.0,1.0,0.0,0.2222222222222222,,122121,SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,0.1,0.3333333333333333,,,csm,,2777,0.000525,ca17aea7-def7-42c4-b9fe-56607d9e5ec5,0.0
0.6666666666666666,b56a9058b1ca9325762aca5312d58bbb213cb86138f86cbcec67246d293a61d1,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,5029,SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,0.0,0.0,,,long_context,,1396,0.00028995,d85773b2-88a0-4dd3-84c2-615bcbcd0a75,0.0
0.0,8df31d2ad328263f1150ad30f0ac01ddbf983615570b0ba32ea6ab4695077c1c,0.0,,,0.0,0.9,,0.0,0.0,1.0,,,23801,SYN-CSM-002,d643813f-7e4b-4c5b-b818-279664a78cb1,3,0.0,0.0,,,long_context,,1432,0.0003129,3e7a4b97-2eac-4a28-b1b8-7f9c66a49e7c,1.0
0.0,869770ad98d284302a8c6d4bdd5baea8deeb7473e0a63d08e7ca7838ea014ed9,0.0,,,0.25,0.04999999999999999,0.0,0.25,0.25,0.5,0.0,,66439,SYN-CSM-002,d643813f-7e4b-4c5b-b818-279664a78cb1,3,0.0,0.0,,,dense_rag,,1646,0.00039315,61ece6d7-28b7-47e5-99e4-3e322664d76c,0.5
0.0,1e2bd47d764f418089dd6a056249ad84252d3ebd713b72419cc1f35d1d4d526b,0.0,,,0.0,0.9,,0.0,0.0,1.0,,,122394,SYN-CSM-002,d643813f-7e4b-4c5b-b818-279664a78cb1,3,0.1,0.2,,,csm,,2705,0.00047999999999999996,a758fcb3-ec76-40fe-a487-c180b2ee4bae,1.0
0.0,ce7063367721ab6a7ce7f2f51fbdcd8750749eee0eccb342675b79dc2516839b,0.0,,,0.5,0.09999999999999998,0.0,0.5,0.5,0.0,0.28571428571428575,,67297,SYN-CSM-002,d643813f-7e4b-4c5b-b818-279664a78cb1,3,0.0625,0.2,,,hybrid_rag,,1920,0.00043424999999999996,c998e3ea-b802-44c9-babe-32fe6c296420,0.0
0.0,3a27667f66f2c0b581e3149a7cc6103311b30f1dc42934f84f5fec15966fe0ea,0.0,,,0.5,0.09999999999999998,0.0,0.5,0.5,0.0,0.0,,41758,SYN-CSM-002,d643813f-7e4b-4c5b-b818-279664a78cb1,3,0.0,0.0,,,rolling_summary,,2492,0.0006811499999999999,e7f7a46e-b4f0-49c6-98bc-116ef4d5ab64,0.0
0.0,4913cdf4780c423b1533047208cdc55c0d7f24e94c78c42f9d4ac947749f3a4d,0.0,,,0.5,0.4,0.0,0.5,0.5,0.0,0.33333333333333337,,126353,SYN-CSM-002,d643813f-7e4b-4c5b-b818-279664a78cb1,3,0.1,0.4,,,hippo_rag,,2215,0.00046725,fb2e7e50-11eb-4cd4-9720-0adb628a521f,0.0
0.0,361a24a9ac078575e41e6d35f80fddecb39132a506f4f8f062b542b8ba8e96c4,0.0,,,0.5,,0.0,0.5,0.5,0.0,0.33333333333333337,,126425,SYN-CSM-002,d643813f-7e4b-4c5b-b818-279664a78cb1,3,0.1,0.4,,,graph_rag,,2184,0.00047295,fe5f3ac1-5408-4c9e-8bfe-0b83ac335a4c,0.0
0.0,6a02f5df8849118af0949eebe7d68262a8196b2b73844f11c2681e2585cd7ab9,,,,0.5,0.0,0.0,0.5,0.5,0.0,0.5,,127456,SYN-CSM-002,1d986722-96bb-4cc0-b65e-0c2bfc4886ce,4,0.125,0.4,,,hippo_rag,,2278,0.0005909999999999999,36d0c589-b841-4857-892b-99ec538c6d2e,0.0
0.0,3b0e546d784740dc81adc1e8df46af1188aa32f543c118cfa29d84e211187b27,,,,0.5,0.10000000000000002,0.0,0.5,0.5,0.0,0.0,,29804,SYN-CSM-002,1d986722-96bb-4cc0-b65e-0c2bfc4886ce,4,0.0,0.0,,,long_context,,1767,0.00050625,45a09b1b-4f64-4364-b187-2a1f53bd8410,0.0
0.0,a5ea8bcb21de6285aab37b26a4785ee910be7cb015256f64fa31971779576cbd,,,,0.5,0.050000000000000044,0.0,0.5,0.5,0.0,0.4000000000000001,,66804,SYN-CSM-002,1d986722-96bb-4cc0-b65e-0c2bfc4886ce,4,0.14285714285714285,0.4,,,hybrid_rag,,2030,0.00050025,548db5e1-cb25-41f3-b75a-30da6c2f0ae2,0.0
0.0,162018ea99593a54375a26831d19cb1fd47b7e3013cdc636e94976e43c7c4a28,,,,0.5,0.0,0.0,0.5,0.5,0.0,0.0,,29547,SYN-CSM-002,1d986722-96bb-4cc0-b65e-0c2bfc4886ce,4,0.0,0.0,,,rolling_summary,,1976,0.0005052,6dd755b1-1ca7-44d0-8541-26a14d941ef0,0.0
0.0,30eb400d3d988d7832cdbd39edee5e89be975bdb50d920c731a5f8703f693e3d,,,,0.5,0.11666666666666665,0.0,0.5,0.5,0.0,0.0,,66678,SYN-CSM-002,1d986722-96bb-4cc0-b65e-0c2bfc4886ce,4,0.0,0.0,,,dense_rag,,1934,0.0005272499999999999,7836ebe8-7769-4ae0-b4c2-f9dea00506b4,0.0
0.0,936250b4c64ddc06e51a98af4dff741386c0d796a45a57c0ae5ed01bc340871e,,,,0.5,0.06250000000000003,0.0,0.5,0.5,0.0,0.0,,123049,SYN-CSM-002,1d986722-96bb-4cc0-b65e-0c2bfc4886ce,4,0.0,0.0,,,csm,,2939,0.0006879,9d7ed090-6d49-40ee-97b6-b3f5080f23cf,0.0
0.0,ba761b0eb17436cfed3453c604d2dc01e637eb6f31b1594b3b9f40ab2e8e3534,,,,0.5,0.09999999999999998,0.0,0.5,0.5,0.0,0.5,,126589,SYN-CSM-002,1d986722-96bb-4cc0-b65e-0c2bfc4886ce,4,0.1111111111111111,0.4,,,graph_rag,,2208,0.00047969999999999995,be35cc31-aa43-414c-a5f1-a1e503bf7441,0.0
0.0,c2be6bc644d62cfb27f660fe2b52e3b48ec6cbf999857dd3fbea92f68001429f,,,,0.5,0.050000000000000044,0.0,0.5,0.5,0.0,0.0,1.0,126339,SYN-CSM-002,949c11ac-d94d-4d47-aa76-74419b3d2bdb,5,0.2857142857142857,0.5714285714285714,,,hippo_rag,0.0,1919,0.00040845,1b0b27e7-5715-4f10-bce9-3ce6a305ca51,0.0
0.0,c30ebf0a2eebbbc22724200eac96324df02e28d3ae59bb4505af1cc71536d7b3,,,,0.5,0.11249999999999999,0.0,0.5,0.5,0.0,0.2,0.0,67383,SYN-CSM-002,949c11ac-d94d-4d47-aa76-74419b3d2bdb,5,0.14285714285714285,0.2857142857142857,,,dense_rag,0.6666666666666666,2176,0.0005856,3993d40e-a3f5-4602-9ba6-b0e600551014,0.0
0.0,40065af47cc97875bee75c891977f0dff6cd2f74482aee3ebc0f7aa43dc143a1,,,,0.5,0.09999999999999998,0.0,0.5,0.5,0.0,0.4444444444444445,0.0,127679,SYN-CSM-002,949c11ac-d94d-4d47-aa76-74419b3d2bdb,5,0.2857142857142857,0.5714285714285714,,,graph_rag,0.0,1949,0.00041385,8f4e18f1-b023-4943-b9fe-37bc80ff34c8,0.0
0.0,1af64b453e6ce35e276f1255dd2137d8965c78facee4b339d20412b80255eba9,,,,0.5,0.050000000000000044,0.0,0.5,0.5,0.0,0.3333333333333333,0.0,66375,SYN-CSM-002,949c11ac-d94d-4d47-aa76-74419b3d2bdb,5,0.16666666666666666,0.42857142857142855,,,hybrid_rag,0.0,2222,0.00048719999999999997,92a3c53d-fc57-4bce-9a40-53277e9367e4,0.0
0.0,8b153d9bc8da40fb9eda7379490d7206286d2fec195ca8facef72b06c8b9187c,,,,0.5,0.07500000000000001,0.0,0.5,0.5,0.0,0.0,1.0,20846,SYN-CSM-002,949c11ac-d94d-4d47-aa76-74419b3d2bdb,5,0.0,0.0,,,long_context,0.3333333333333333,1557,0.0003807,9c059b8f-70b5-4672-8dc8-654f171c20cf,0.0
0.0,10ea52eb227dcec7d07ed64f8f56c4a274787f495d6a13e237f1bd70a36436f0,,,,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1.0,40388,SYN-CSM-002,949c11ac-d94d-4d47-aa76-74419b3d2bdb,5,0.0,0.0,,,rolling_summary,0.3333333333333333,2047,0.0004299,9c0ae2a5-3a8e-4c0d-9cd5-1fbdf2a2e34a,0.0
0.0,c54bceb5d96efb2fbdca6e46c2294eec49cdfb9777f63f41d8f623ff1051714c,,,,0.5,0.050000000000000044,0.0,0.5,0.5,0.0,0.0,1.0,122064,SYN-CSM-002,949c11ac-d94d-4d47-aa76-74419b3d2bdb,5,0.0,0.0,0.0,,csm,0.3333333333333333,2692,0.00054015,da159875-ec08-41d6-a581-d1b80821e3b5,0.0
0.3333333333333333,8ccc1f1336405a0bd787ffad031a61806d827e92191b7c2ffb647e824f418e40,,,,0.75,0.0,0.0,0.75,0.75,0.0,0.4,,126241,SYN-CSM-002,9cfc995f-2ec0-43ac-845c-b8d8c4ed92b3,6,0.1111111111111111,0.6666666666666666,,,hippo_rag,,2248,0.00051495,5abf163d-cc5a-4a3a-a951-0be3a5285d2b,0.0
0.28571428571428575,9f47ee1dfa11461ad3f24983202041e025a4490853742e75cada62492e002f00,,,,0.6666666666666666,0.09999999999999998,0.0,0.6666666666666666,0.6666666666666666,0.0,0.4,,132123,SYN-CSM-002,9cfc995f-2ec0-43ac-845c-b8d8c4ed92b3,6,0.1,0.6666666666666666,,,graph_rag,,2349,0.0005526,7482179e-8243-40a8-ac4f-4b347a1b7311,0.0
0.0,65b178a75e40f301ef6b2503625401727f14d560363dfb823e07928c6903e8b1,,,,0.0,,,0.0,0.0,1.0,,,27091,SYN-CSM-002,9cfc995f-2ec0-43ac-845c-b8d8c4ed92b3,6,0.0,0.0,,,long_context,,1421,0.0003,97056f0c-023a-4733-acd1-7138c07fd133,1.0
0.3333333333333333,638fef8ad72673f05314724ff67002d3b7678edef5f495d62f6eac9bc84db695,,,,0.75,0.0,0.0,0.75,0.75,0.0,0.4,,29180,SYN-CSM-002,9cfc995f-2ec0-43ac-845c-b8d8c4ed92b3,6,0.18181818181818182,0.6666666666666666,,,rolling_summary,,1876,0.000447,a7e4abec-6884-4001-acfb-f7c323a3ae76,0.0
0.3333333333333333,6e63a88cd7ce72b9f8a70585c5f8ea09f1be9f74864225a0453fcba684cfdf14,,,,0.75,0.09999999999999998,0.0,0.75,0.75,0.0,0.4,,66969,SYN-CSM-002,9cfc995f-2ec0-43ac-845c-b8d8c4ed92b3,6,0.15384615384615385,0.6666666666666666,,,dense_rag,,1916,0.0004503,ca28c97a-74a2-4160-beff-6e2a05f4935c,0.0
0.25,76ce08eb5de9800c02793e9b5192ec1419eb21cc5ec54f0316bca8c65b7f9606,,,,0.625,0.012500000000000011,0.0,0.625,0.625,0.0,0.4,,67112,SYN-CSM-002,9cfc995f-2ec0-43ac-845c-b8d8c4ed92b3,6,0.1111111111111111,0.6666666666666666,,,hybrid_rag,,2383,0.0005901,ebc6764e-fe8d-4683-9d00-78ec4f3e40cb,0.0
0.3333333333333333,337a12507c41ed47edb661a0f096641360ed4aff78043bd2c8af2c75caff80d3,,,,0.5,0.35,0.0,0.5,0.5,0.0,0.4,,122845,SYN-CSM-002,9cfc995f-2ec0-43ac-845c-b8d8c4ed92b3,6,0.1,0.3333333333333333,,,csm,,2942,0.0006141,f7f00ade-c884-440d-859d-b31111a42068,0.0
0.2222222222222222,a1b141fb013508c69fdad42e12cc3e8f30cd7a29997af9103895d8ff9e1ca1f6,,,,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.22222222222222224,,126456,SYN-CSM-002,cb564472-7a82-4768-8130-9a35b34a62af,7,0.15,0.42857142857142855,,,graph_rag,,2437,0.0006121499999999999,02e5a1c0-ba6c-428a-84a3-70ba4c6f859b,0.0
0.0,612379ee149dea29b7ecea6a14bbe62fd5ac5ddcb0c8ba3fa808de48d312785f,,,,0.5,0.03333333333333336,0.0,0.5,0.5,0.0,0.18181818181818182,,66310,SYN-CSM-002,cb564472-7a82-4768-8130-9a35b34a62af,7,0.14285714285714285,0.2857142857142857,,,hybrid_rag,,2068,0.0005500500000000001,1e1b3df8-244a-43c1-84d8-58ee19b9f99f,0.0
0.0,88d9908cbbc80281b1c8ead97938bd3a1ebdce09e8c0a65eee2387f89c25f504,,,,0.5,0.11666666666666665,0.0,0.5,0.5,0.0,0.2,,66987,SYN-CSM-002,cb564472-7a82-4768-8130-9a35b34a62af,7,0.2,0.2857142857142857,,,dense_rag,,1813,0.00049785,90afc5d6-8ec5-4a73-b446-ef5fe46f735b,0.0
0.0,aaca7cdb3bc6cde025aa6cbaa324a9d287a9acba49a4435332d17978082e5a95,,,,0.5,0.11666666666666665,0.0,0.5,0.5,0.0,0.22222222222222224,,126848,SYN-CSM-002,cb564472-7a82-4768-8130-9a35b34a62af,7,0.15,0.42857142857142855,,,hippo_rag,,2466,0.00061155,b6b0b8f3-d3cb-4c4d-8aa2-10a3516e9dd9,0.0
0.25,90c4987bbfd4e67b324a03a05d51083e3c0fe2de12853d742e14d5f3b28c4612,,,,0.75,0.09999999999999998,0.0,0.75,0.75,0.0,0.0,,14853,SYN-CSM-002,cb564472-7a82-4768-8130-9a35b34a62af,7,0.0,0.0,,,long_context,,1537,0.0003768,b9a5c03c-e560-417f-81bd-d0f4d3d0ce56,0.0
0.0,4ed90643a746c6254cd6f3dc7232f0b90b1ad182ee6a4e6b22964ac742fcdba9,,,,0.5,0.0,0.0,0.5,0.5,0.0,0.36363636363636365,,24951,SYN-CSM-002,cb564472-7a82-4768-8130-9a35b34a62af,7,0.36363636363636365,0.5714285714285714,,,rolling_summary,,2285,0.00056145,f71d2561-40c8-405a-a9f5-166dcad5b168,0.0
0.25,f2bc9132c32b2c5babdd0f9894efea90c55a68200256edd19aa7140266edcd79,,,,0.75,0.050000000000000044,0.0,0.75,0.75,0.0,0.0,,122174,SYN-CSM-002,cb564472-7a82-4768-8130-9a35b34a62af,7,0.0,0.0,,,csm,,2770,0.0005757,f8ea364b-6ddf-4913-922c-9cc69169e185,0.0
0.0,a31462d2522f51fd58c966e2155ddb466a69d991369374c5a8a14bb63abb5fb8,,,,0.5,0.0,0.0,0.5,0.5,0.0,0.06666666666666667,,40948,SYN-CSM-002,a94055bd-eb41-4620-972c-ed63e6d4b9c6,8,0.09090909090909091,0.037037037037037035,,,rolling_summary,,2607,0.00069345,27d983b0-ea79-48c6-bbb1-02b1e401e1cb,0.0
0.4,85093372a943e6c74ea11127ce0bfe10b7a619f34bb227dbcf3b64c063de5d3c,,,,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,,22596,SYN-CSM-002,a94055bd-eb41-4620-972c-ed63e6d4b9c6,8,0.0,0.0,,,long_context,,1649,0.00043275,402f82e8-2e12-4baf-8cd8-2fbfb0adcebe,0.0
0.6666666666666666,93b12529185cfd72a229af014253f13aca780f0f8eae77ff03a2f1deca8c75e6,,,,1.0,0.09999999999999998,0.0,1.0,1.0,0.0,0.06666666666666667,,66625,SYN-CSM-002,a94055bd-eb41-4620-972c-ed63e6d4b9c6,8,0.16666666666666666,0.07407407407407407,,,hybrid_rag,,1650,0.00036899999999999997,468bf211-71ed-4d99-8cbf-098dc4fc3d00,0.0
0.6666666666666666,dd26a41a1ebf61883be9bb2a4f07f510c59f622035026f0461d6b948328b3ce4,,,,1.0,0.09999999999999998,0.0,1.0,1.0,0.0,0.07142857142857142,,66144,SYN-CSM-002,a94055bd-eb41-4620-972c-ed63e6d4b9c6,8,0.2,0.07407407407407407,,,dense_rag,,1401,0.0003069,6ce674e9-1455-4549-8c06-49def122b458,0.0
0.4,eb983d4ae447b1011e51c36eede7839a7f174c200ebedc9313c1a8f3d572681a,,,,0.5,0.08333333333333333,0.0,0.5,0.5,0.0,0.0,,126946,SYN-CSM-002,a94055bd-eb41-4620-972c-ed63e6d4b9c6,8,0.0,0.0,,,csm,,2961,0.0006777,98539a8d-f20c-46f8-b2fa-2048d818ae25,0.0
0.3333333333333333,3822f628fc0fc6e46f3ed16e50c671e7b973d1b5d3ccf03c443dda9e041532dd,,,,0.625,0.050000000000000044,0.0,0.625,0.625,0.0,0.06666666666666667,,126889,SYN-CSM-002,a94055bd-eb41-4620-972c-ed63e6d4b9c6,8,0.14285714285714285,0.07407407407407407,,,hippo_rag,,2056,0.00054105,b3f32020-0159-4dd8-9afd-316a0b2ee040,0.0
0.5,b3c3cd37f06b74ce04b708def7cf5b3b7602f4d62864814014a2ea76c8a78027,,,,0.75,0.07500000000000001,0.0,0.75,0.75,0.0,0.12903225806451613,,126476,SYN-CSM-002,a94055bd-eb41-4620-972c-ed63e6d4b9c6,8,0.14285714285714285,0.07407407407407407,,,graph_rag,,1929,0.00047295,f7a26101-ca5e-4b6c-8920-a25e4c01d1be,0.0
0.0,0f6627532d82429abf0731bf1d8ecdfb5e897fad25962c07cce3bb3bb3e53275,,,,0.5,0.050000000000000044,0.0,0.5,0.5,0.0,0.0,0.5,65900,SYN-CSM-002,f578bd4b-3d7b-4780-a2c5-ae5464972097,9,0.26666666666666666,0.5714285714285714,,,hybrid_rag,0.6666666666666666,1891,0.0003822,27f0e1c9-275c-4da6-88b3-c77ee0c09f68,0.0
0.0,a91044842329989b7714ecfc933afffc14248b38f9680320dbb13bad0e82d505,,,,0.5,0.09999999999999998,0.0,0.5,0.5,0.0,0.0,0.5,18448,SYN-CSM-002,f578bd4b-3d7b-4780-a2c5-ae5464972097,9,0.0,0.0,,,long_context,0.3333333333333333,1447,0.00032415,4cdbb6e1-8b18-46b0-9502-e2be6d51d303,0.0
0.25,aaed5cfcfa89e2fbe567792881dee72bfb0eac3c27bec504a6167c2987693cc4,,,,0.75,0.050000000000000044,0.0,0.75,0.75,0.0,0.0,0.0,126856,SYN-CSM-002,f578bd4b-3d7b-4780-a2c5-ae5464972097,9,0.0,0.0,0.0,,csm,0.6666666666666666,2754,0.0005679,5692221b-170d-4d72-b967-bdcf03bd7672,0.0
0.25,25a4fea920c3fbdf352c7fbdfc19079dd92c9e8f484a41f1e706df583d35d1b2,,,,0.75,0.0,0.0,0.75,0.75,0.0,0.0,0.5,125929,SYN-CSM-002,f578bd4b-3d7b-4780-a2c5-ae5464972097,9,0.1875,0.42857142857142855,,,graph_rag,0.6666666666666666,1940,0.00041385,74e4102d-9818-4720-9082-b265b89e614e,0.0
0.25,32c0c5856bdebf698ff5d505eae8c19b47dd6aaf1dc16803c824ae52f05bf2fa,,,,0.75,0.09999999999999998,0.0,0.75,0.75,0.0,0.0,0.5,62431,SYN-CSM-002,f578bd4b-3d7b-4780-a2c5-ae5464972097,9,0.3333333333333333,0.5714285714285714,,,dense_rag,0.6666666666666666,1794,0.0004185,ba482c2b-71a1-44d6-99ab-2e151f846b0c,0.0
0.2222222222222222,1edad438939c1b0cda7fe3709b6d07b81ac599a4accdd89b745596f1f30f171b,,,,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.36363636363636365,0.5,127046,SYN-CSM-002,f578bd4b-3d7b-4780-a2c5-ae5464972097,9,0.25,0.5714285714285714,,,hippo_rag,0.3333333333333333,2253,0.0005746499999999999,cb3a34d8-6a32-4a72-81cb-ffa5acd803fa,0.0
0.0,e8f2af58eb72dfd7e771937d7ed1b635014cfe98d457c6d089a114719c74b5e7,,,,0.5,0.0,0.0,0.5,0.5,0.0,0.2,0.5,6871,SYN-CSM-002,f578bd4b-3d7b-4780-a2c5-ae5464972097,9,0.36363636363636365,0.5714285714285714,,,rolling_summary,0.6666666666666666,2618,0.0005673,eb037e9b-9ca0-4011-8bad-27c278ec4191,0.0
0.0,b0e292b0a8e33a22399c601d566bd03bf0d2d03d580bb7d02f0aa90a73cdf3b2,,,,0.5,,0.0,0.5,0.5,0.0,0.5,,125863,SYN-CSM-002,a6c0fe99-c6bc-490b-bff8-6e3ba8ae8dbd,10,0.14285714285714285,0.6666666666666666,,,hybrid_rag,,1745,0.00035805,1a99faea-8bdf-4543-8459-ea94272806a0,0.0
0.0,b0e292b0a8e33a22399c601d566bd03bf0d2d03d580bb7d02f0aa90a73cdf3b2,,,,0.5,,0.0,0.5,0.5,0.0,0.5,,5217,SYN-CSM-002,a6c0fe99-c6bc-490b-bff8-6e3ba8ae8dbd,10,0.18181818181818182,0.6666666666666666,,,rolling_summary,,2454,0.0004644,215ce6e1-3329-40de-ac65-dedcc4033485,0.0
0.0,b0e292b0a8e33a22399c601d566bd03bf0d2d03d580bb7d02f0aa90a73cdf3b2,,,,0.5,0.0,0.0,0.5,0.5,0.0,0.5,,126078,SYN-CSM-002,a6c0fe99-c6bc-490b-bff8-6e3ba8ae8dbd,10,0.1,0.6666666666666666,,,graph_rag,,2169,0.00041805,44cba436-84bd-452b-82af-2ea970d79be8,0.0
0.0,4d8ee1721362296e4fb143fa35d5e8bfc49a8cedc22e31ad1ebcafd5c2ac4a69,,,,0.5,0.09999999999999998,0.0,0.5,0.5,0.0,0.4,,126427,SYN-CSM-002,a6c0fe99-c6bc-490b-bff8-6e3ba8ae8dbd,10,0.125,0.6666666666666666,,,csm,,2739,0.00051525,8c24acc7-8b20-42b4-9a55-b08fcabf116a,0.0
0.0,b7f38a93ea9f127a511b4e9b8843e5be8ec22295fbce5183c47c80f397262f48,,,,0.5,0.0,0.0,0.5,0.5,0.0,0.5,,125735,SYN-CSM-002,a6c0fe99-c6bc-490b-bff8-6e3ba8ae8dbd,10,0.1111111111111111,0.6666666666666666,,,hippo_rag,,2098,0.00041865,d4e88f9e-6658-4243-883b-eb8722cc9362,0.0
0.0,b0e292b0a8e33a22399c601d566bd03bf0d2d03d580bb7d02f0aa90a73cdf3b2,,,,0.5,0.09999999999999998,0.0,0.5,0.5,0.0,0.5,,62281,SYN-CSM-002,a6c0fe99-c6bc-490b-bff8-6e3ba8ae8dbd,10,0.15384615384615385,0.6666666666666666,,,dense_rag,,1773,0.00036899999999999997,d82c7611-b55c-4b02-9bf7-b434c9503671,0.0
0.0,0565212cfc5a08a5109bd350f7ba0c2bc8003b33a6c4e49a7dbcd49c336741da,,,,0.5,0.0,0.0,0.5,0.5,0.0,0.0,,18267,SYN-CSM-002,a6c0fe99-c6bc-490b-bff8-6e3ba8ae8dbd,10,0.0,0.0,,,long_context,,1416,0.00030104999999999997,e6d03a33-6867-4bd2-a20d-eeddc161fd14,0.0
