applicable,audit_file,calculation_reason,denominator,metric_name,numerator,observation_value,patient,question_id,question_number,reason_not_applicable,system,turn_id
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['treat'],,decision_f1,,,SYN-CSM-002,1d986722-96bb-4cc0-b65e-0c2bfc4886ce,4,missing_expected_decision_labels,long_context,45a09b1b-4f64-4364-b187-2a1f53bd8410
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,1d986722-96bb-4cc0-b65e-0c2bfc4886ce,4,missing_expected_decision_labels,hybrid_rag,548db5e1-cb25-41f3-b75a-30da6c2f0ae2
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,1d986722-96bb-4cc0-b65e-0c2bfc4886ce,4,missing_expected_decision_labels,rolling_summary,6dd755b1-1ca7-44d0-8541-26a14d941ef0
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,1d986722-96bb-4cc0-b65e-0c2bfc4886ce,4,missing_expected_decision_labels,dense_rag,7836ebe8-7769-4ae0-b4c2-f9dea00506b4
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['treat'],,decision_f1,,,SYN-CSM-002,1d986722-96bb-4cc0-b65e-0c2bfc4886ce,4,missing_expected_decision_labels,csm,9d7ed090-6d49-40ee-97b6-b3f5080f23cf
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,1d986722-96bb-4cc0-b65e-0c2bfc4886ce,4,missing_expected_decision_labels,graph_rag,be35cc31-aa43-414c-a5f1-a1e503bf7441
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,949c11ac-d94d-4d47-aa76-74419b3d2bdb,5,missing_expected_decision_labels,hippo_rag,1b0b27e7-5715-4f10-bce9-3ce6a305ca51
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,949c11ac-d94d-4d47-aa76-74419b3d2bdb,5,missing_expected_decision_labels,dense_rag,3993d40e-a3f5-4602-9ba6-b0e600551014
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,949c11ac-d94d-4d47-aa76-74419b3d2bdb,5,missing_expected_decision_labels,graph_rag,8f4e18f1-b023-4943-b9fe-37bc80ff34c8
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,949c11ac-d94d-4d47-aa76-74419b3d2bdb,5,missing_expected_decision_labels,hybrid_rag,92a3c53d-fc57-4bce-9a40-53277e9367e4
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,949c11ac-d94d-4d47-aa76-74419b3d2bdb,5,missing_expected_decision_labels,long_context,9c059b8f-70b5-4672-8dc8-654f171c20cf
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,949c11ac-d94d-4d47-aa76-74419b3d2bdb,5,missing_expected_decision_labels,rolling_summary,9c0ae2a5-3a8e-4c0d-9cd5-1fbdf2a2e34a
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,949c11ac-d94d-4d47-aa76-74419b3d2bdb,5,missing_expected_decision_labels,csm,da159875-ec08-41d6-a581-d1b80821e3b5
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,9cfc995f-2ec0-43ac-845c-b8d8c4ed92b3,6,missing_expected_decision_labels,hippo_rag,5abf163d-cc5a-4a3a-a951-0be3a5285d2b
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,9cfc995f-2ec0-43ac-845c-b8d8c4ed92b3,6,missing_expected_decision_labels,graph_rag,7482179e-8243-40a8-ac4f-4b347a1b7311
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,9cfc995f-2ec0-43ac-845c-b8d8c4ed92b3,6,missing_expected_decision_labels,long_context,97056f0c-023a-4733-acd1-7138c07fd133
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,9cfc995f-2ec0-43ac-845c-b8d8c4ed92b3,6,missing_expected_decision_labels,rolling_summary,a7e4abec-6884-4001-acfb-f7c323a3ae76
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,9cfc995f-2ec0-43ac-845c-b8d8c4ed92b3,6,missing_expected_decision_labels,dense_rag,ca28c97a-74a2-4160-beff-6e2a05f4935c
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,9cfc995f-2ec0-43ac-845c-b8d8c4ed92b3,6,missing_expected_decision_labels,hybrid_rag,ebc6764e-fe8d-4683-9d00-78ec4f3e40cb
False,decision_label_audit.csv,"missing_expected_decision_labels; expected=[] predicted=['diagnose', 'refer']",,decision_f1,,,SYN-CSM-002,9cfc995f-2ec0-43ac-845c-b8d8c4ed92b3,6,missing_expected_decision_labels,csm,f7f00ade-c884-440d-859d-b31111a42068
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,cb564472-7a82-4768-8130-9a35b34a62af,7,missing_expected_decision_labels,graph_rag,02e5a1c0-ba6c-428a-84a3-70ba4c6f859b
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,cb564472-7a82-4768-8130-9a35b34a62af,7,missing_expected_decision_labels,hybrid_rag,1e1b3df8-244a-43c1-84d8-58ee19b9f99f
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,cb564472-7a82-4768-8130-9a35b34a62af,7,missing_expected_decision_labels,dense_rag,90afc5d6-8ec5-4a73-b446-ef5fe46f735b
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['refer'],,decision_f1,,,SYN-CSM-002,cb564472-7a82-4768-8130-9a35b34a62af,7,missing_expected_decision_labels,hippo_rag,b6b0b8f3-d3cb-4c4d-8aa2-10a3516e9dd9
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['treat'],,decision_f1,,,SYN-CSM-002,cb564472-7a82-4768-8130-9a35b34a62af,7,missing_expected_decision_labels,long_context,b9a5c03c-e560-417f-81bd-d0f4d3d0ce56
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,cb564472-7a82-4768-8130-9a35b34a62af,7,missing_expected_decision_labels,rolling_summary,f71d2561-40c8-405a-a9f5-166dcad5b168
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,cb564472-7a82-4768-8130-9a35b34a62af,7,missing_expected_decision_labels,csm,f8ea364b-6ddf-4913-922c-9cc69169e185
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,a94055bd-eb41-4620-972c-ed63e6d4b9c6,8,missing_expected_decision_labels,rolling_summary,27d983b0-ea79-48c6-bbb1-02b1e401e1cb
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,a94055bd-eb41-4620-972c-ed63e6d4b9c6,8,missing_expected_decision_labels,long_context,402f82e8-2e12-4baf-8cd8-2fbfb0adcebe
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,a94055bd-eb41-4620-972c-ed63e6d4b9c6,8,missing_expected_decision_labels,hybrid_rag,468bf211-71ed-4d99-8cbf-098dc4fc3d00
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,a94055bd-eb41-4620-972c-ed63e6d4b9c6,8,missing_expected_decision_labels,dense_rag,6ce674e9-1455-4549-8c06-49def122b458
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,a94055bd-eb41-4620-972c-ed63e6d4b9c6,8,missing_expected_decision_labels,csm,98539a8d-f20c-46f8-b2fa-2048d818ae25
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,a94055bd-eb41-4620-972c-ed63e6d4b9c6,8,missing_expected_decision_labels,hippo_rag,b3f32020-0159-4dd8-9afd-316a0b2ee040
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,a94055bd-eb41-4620-972c-ed63e6d4b9c6,8,missing_expected_decision_labels,graph_rag,f7a26101-ca5e-4b6c-8920-a25e4c01d1be
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,f578bd4b-3d7b-4780-a2c5-ae5464972097,9,missing_expected_decision_labels,hybrid_rag,27f0e1c9-275c-4da6-88b3-c77ee0c09f68
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,f578bd4b-3d7b-4780-a2c5-ae5464972097,9,missing_expected_decision_labels,long_context,4cdbb6e1-8b18-46b0-9502-e2be6d51d303
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,f578bd4b-3d7b-4780-a2c5-ae5464972097,9,missing_expected_decision_labels,csm,5692221b-170d-4d72-b967-bdcf03bd7672
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,f578bd4b-3d7b-4780-a2c5-ae5464972097,9,missing_expected_decision_labels,graph_rag,74e4102d-9818-4720-9082-b265b89e614e
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,f578bd4b-3d7b-4780-a2c5-ae5464972097,9,missing_expected_decision_labels,dense_rag,ba482c2b-71a1-44d6-99ab-2e151f846b0c
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,f578bd4b-3d7b-4780-a2c5-ae5464972097,9,missing_expected_decision_labels,hippo_rag,cb3a34d8-6a32-4a72-81cb-ffa5acd803fa
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,f578bd4b-3d7b-4780-a2c5-ae5464972097,9,missing_expected_decision_labels,rolling_summary,eb037e9b-9ca0-4011-8bad-27c278ec4191
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,a6c0fe99-c6bc-490b-bff8-6e3ba8ae8dbd,10,missing_expected_decision_labels,hybrid_rag,1a99faea-8bdf-4543-8459-ea94272806a0
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,a6c0fe99-c6bc-490b-bff8-6e3ba8ae8dbd,10,missing_expected_decision_labels,rolling_summary,215ce6e1-3329-40de-ac65-dedcc4033485
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,a6c0fe99-c6bc-490b-bff8-6e3ba8ae8dbd,10,missing_expected_decision_labels,graph_rag,44cba436-84bd-452b-82af-2ea970d79be8
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,a6c0fe99-c6bc-490b-bff8-6e3ba8ae8dbd,10,missing_expected_decision_labels,csm,8c24acc7-8b20-42b4-9a55-b08fcabf116a
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,a6c0fe99-c6bc-490b-bff8-6e3ba8ae8dbd,10,missing_expected_decision_labels,hippo_rag,d4e88f9e-6658-4243-883b-eb8722cc9362
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,a6c0fe99-c6bc-490b-bff8-6e3ba8ae8dbd,10,missing_expected_decision_labels,dense_rag,d82c7611-b55c-4b02-9bf7-b434c9503671
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,a6c0fe99-c6bc-490b-bff8-6e3ba8ae8dbd,10,missing_expected_decision_labels,long_context,e6d03a33-6867-4bd2-a20d-eeddc161fd14
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,4f01c286-c719-4cf7-a0dc-1736700ca65a,11,missing_expected_decision_labels,hybrid_rag,04a590f2-da0e-404f-a3c4-b99ff84698e5
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['refer'],,decision_f1,,,SYN-CSM-002,4f01c286-c719-4cf7-a0dc-1736700ca65a,11,missing_expected_decision_labels,dense_rag,26cbb68d-60ed-4531-907e-41890eea5291
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,4f01c286-c719-4cf7-a0dc-1736700ca65a,11,missing_expected_decision_labels,rolling_summary,6c97691a-644a-4feb-9594-ea6c4dacf8f8
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['refer'],,decision_f1,,,SYN-CSM-002,4f01c286-c719-4cf7-a0dc-1736700ca65a,11,missing_expected_decision_labels,graph_rag,7b2072c1-c064-4b31-8418-950591048c3d
False,decision_label_audit.csv,"missing_expected_decision_labels; expected=[] predicted=['monitor', 'refer']",,decision_f1,,,SYN-CSM-002,4f01c286-c719-4cf7-a0dc-1736700ca65a,11,missing_expected_decision_labels,hippo_rag,8b4e52ca-953f-46a7-81db-14747436d82c
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,4f01c286-c719-4cf7-a0dc-1736700ca65a,11,missing_expected_decision_labels,csm,9d8981da-068d-43e6-9637-78fb103ec410
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,4f01c286-c719-4cf7-a0dc-1736700ca65a,11,missing_expected_decision_labels,long_context,c7847114-14f6-4c86-9522-68aa01bca115
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,72d1b9ca-0dd0-403e-b03f-f0eded14a7ab,12,missing_expected_decision_labels,rolling_summary,42375c55-96e4-4419-8aae-7c893d91bd79
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,72d1b9ca-0dd0-403e-b03f-f0eded14a7ab,12,missing_expected_decision_labels,hippo_rag,42cf77ff-f7fc-42c4-8cc6-a7fa4821129b
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,72d1b9ca-0dd0-403e-b03f-f0eded14a7ab,12,missing_expected_decision_labels,graph_rag,4d5334a7-0649-4f17-8e88-ffc3af6e8e7d
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,72d1b9ca-0dd0-403e-b03f-f0eded14a7ab,12,missing_expected_decision_labels,long_context,94904b89-b091-4aff-8d72-1edff494dd57
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,72d1b9ca-0dd0-403e-b03f-f0eded14a7ab,12,missing_expected_decision_labels,dense_rag,afa8a031-c968-4a8a-bf46-142460eea8cb
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['refer'],,decision_f1,,,SYN-CSM-002,72d1b9ca-0dd0-403e-b03f-f0eded14a7ab,12,missing_expected_decision_labels,hybrid_rag,cd46702d-3d02-41ba-9f01-5a9c88de545b
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,72d1b9ca-0dd0-403e-b03f-f0eded14a7ab,12,missing_expected_decision_labels,csm,f7bb1860-8429-4696-8826-75c56e09b262
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,7eb38edb-9b7f-421f-845d-15c8672a923f,13,missing_expected_decision_labels,long_context,2ee4288c-b147-49f7-8849-625a3326d27f
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,7eb38edb-9b7f-421f-845d-15c8672a923f,13,missing_expected_decision_labels,hybrid_rag,76c241e8-a329-4587-8235-475fd4dd690a
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,7eb38edb-9b7f-421f-845d-15c8672a923f,13,missing_expected_decision_labels,hippo_rag,81bbfe8d-15f1-4833-8905-293530b72390
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,7eb38edb-9b7f-421f-845d-15c8672a923f,13,missing_expected_decision_labels,graph_rag,9cc7539d-4735-42af-8c7a-0d1e18eecac3
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,7eb38edb-9b7f-421f-845d-15c8672a923f,13,missing_expected_decision_labels,csm,9d15006e-83d5-4851-8b51-32e9e2d23b6c
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,7eb38edb-9b7f-421f-845d-15c8672a923f,13,missing_expected_decision_labels,rolling_summary,c95e5559-b531-42bb-96f9-83a22d9db207
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,7eb38edb-9b7f-421f-845d-15c8672a923f,13,missing_expected_decision_labels,dense_rag,fb8d309e-3fc2-4883-892f-d1d25ef9eab3
True,decision_label_audit.csv,no_decision_label_extracted_from_answer; expected=['resolved_with_clinician_review'] predicted=[],,decision_f1,,0.0,SYN-CSM-002,8c5c60d8-65e4-4f31-982c-0f2a7883cc93,14,,hybrid_rag,0d77ac50-6183-4790-ade9-3feb5f8f49b5
True,decision_label_audit.csv,no_decision_label_extracted_from_answer; expected=['resolved_with_clinician_review'] predicted=[],,decision_f1,,0.0,SYN-CSM-002,8c5c60d8-65e4-4f31-982c-0f2a7883cc93,14,,dense_rag,1d4668aa-58d8-4014-9441-571e29247a3e
True,decision_label_audit.csv,no_decision_label_extracted_from_answer; expected=['resolved_with_clinician_review'] predicted=[],,decision_f1,,0.0,SYN-CSM-002,8c5c60d8-65e4-4f31-982c-0f2a7883cc93,14,,csm,5605b3e1-ddab-4a21-9bed-f8a60a10e96d
True,decision_label_audit.csv,no_decision_label_extracted_from_answer; expected=['resolved_with_clinician_review'] predicted=[],,decision_f1,,0.0,SYN-CSM-002,8c5c60d8-65e4-4f31-982c-0f2a7883cc93,14,,rolling_summary,56f93f18-81bf-4dd6-acde-e6c540edaa6c
True,decision_label_audit.csv,no_decision_label_extracted_from_answer; expected=['resolved_with_clinician_review'] predicted=[],,decision_f1,,0.0,SYN-CSM-002,8c5c60d8-65e4-4f31-982c-0f2a7883cc93,14,,graph_rag,6edb4684-36ef-4932-9f26-1b34ff70f532
True,decision_label_audit.csv,no_decision_label_extracted_from_answer; expected=['resolved_with_clinician_review'] predicted=[],,decision_f1,,0.0,SYN-CSM-002,8c5c60d8-65e4-4f31-982c-0f2a7883cc93,14,,long_context,a716f57e-1409-44c7-9238-a542586e326f
True,decision_label_audit.csv,no_decision_label_extracted_from_answer; expected=['resolved_with_clinician_review'] predicted=[],,decision_f1,,0.0,SYN-CSM-002,8c5c60d8-65e4-4f31-982c-0f2a7883cc93,14,,hippo_rag,b071e92c-45e1-48ce-be62-a8878fe93762
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,8bbf1cae-b708-4a3b-beac-18915e481fc0,15,missing_expected_decision_labels,graph_rag,231a2426-37ba-4629-bae2-a2f745862119
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,8bbf1cae-b708-4a3b-beac-18915e481fc0,15,missing_expected_decision_labels,rolling_summary,3f40fe40-b28a-443f-b2cc-2fbb414e7b72
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,8bbf1cae-b708-4a3b-beac-18915e481fc0,15,missing_expected_decision_labels,long_context,53262c4e-e536-439e-90b2-74d30491b542
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,8bbf1cae-b708-4a3b-beac-18915e481fc0,15,missing_expected_decision_labels,hippo_rag,5b95f217-b866-4859-8b65-558fd4b26eb7
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,8bbf1cae-b708-4a3b-beac-18915e481fc0,15,missing_expected_decision_labels,hybrid_rag,9d1ad391-9c03-4906-a666-391e31f23a1d
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['refer'],,decision_f1,,,SYN-CSM-002,8bbf1cae-b708-4a3b-beac-18915e481fc0,15,missing_expected_decision_labels,csm,ad5f7426-2d20-4108-b283-fae01a2c77ab
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,8bbf1cae-b708-4a3b-beac-18915e481fc0,15,missing_expected_decision_labels,dense_rag,e76be312-1bb4-4960-8e98-cea34a5812b2
