applicable,calculation_reason,f1,false_negative,false_positive,patient,precision,question_id,question_number,reason_not_applicable,recall,system,true_positive,turn_id
True,claim_level_precision_recall_f1_without_claim_id_matching,0.6666666666666666,1,0,SYN-CSM-002,1.0,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,,0.5,long_context,1,d85773b2-88a0-4dd3-84c2-615bcbcd0a75
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,d643813f-7e4b-4c5b-b818-279664a78cb1,3,,0.0,long_context,0,3e7a4b97-2eac-4a28-b1b8-7f9c66a49e7c
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,2,SYN-CSM-002,0.0,d643813f-7e4b-4c5b-b818-279664a78cb1,3,,0.0,dense_rag,0,61ece6d7-28b7-47e5-99e4-3e322664d76c
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,d643813f-7e4b-4c5b-b818-279664a78cb1,3,,0.0,csm,0,a758fcb3-ec76-40fe-a487-c180b2ee4bae
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,2,SYN-CSM-002,0.0,d643813f-7e4b-4c5b-b818-279664a78cb1,3,,0.0,hybrid_rag,0,c998e3ea-b802-44c9-babe-32fe6c296420
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,d643813f-7e4b-4c5b-b818-279664a78cb1,3,,0.0,rolling_summary,0,e7f7a46e-b4f0-49c6-98bc-116ef4d5ab64
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,2,SYN-CSM-002,0.0,d643813f-7e4b-4c5b-b818-279664a78cb1,3,,0.0,hippo_rag,0,fb2e7e50-11eb-4cd4-9720-0adb628a521f
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,2,SYN-CSM-002,0.0,d643813f-7e4b-4c5b-b818-279664a78cb1,3,,0.0,graph_rag,0,fe5f3ac1-5408-4c9e-8bfe-0b83ac335a4c
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,3,SYN-CSM-002,0.0,1d986722-96bb-4cc0-b65e-0c2bfc4886ce,4,,0.0,hippo_rag,0,36d0c589-b841-4857-892b-99ec538c6d2e
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,3,SYN-CSM-002,0.0,1d986722-96bb-4cc0-b65e-0c2bfc4886ce,4,,0.0,long_context,0,45a09b1b-4f64-4364-b187-2a1f53bd8410
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,1d986722-96bb-4cc0-b65e-0c2bfc4886ce,4,,0.0,hybrid_rag,0,548db5e1-cb25-41f3-b75a-30da6c2f0ae2
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,3,SYN-CSM-002,0.0,1d986722-96bb-4cc0-b65e-0c2bfc4886ce,4,,0.0,rolling_summary,0,6dd755b1-1ca7-44d0-8541-26a14d941ef0
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,3,SYN-CSM-002,0.0,1d986722-96bb-4cc0-b65e-0c2bfc4886ce,4,,0.0,dense_rag,0,7836ebe8-7769-4ae0-b4c2-f9dea00506b4
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,4,SYN-CSM-002,0.0,1d986722-96bb-4cc0-b65e-0c2bfc4886ce,4,,0.0,csm,0,9d7ed090-6d49-40ee-97b6-b3f5080f23cf
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,1d986722-96bb-4cc0-b65e-0c2bfc4886ce,4,,0.0,graph_rag,0,be35cc31-aa43-414c-a5f1-a1e503bf7441
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,949c11ac-d94d-4d47-aa76-74419b3d2bdb,5,,0.0,hippo_rag,0,1b0b27e7-5715-4f10-bce9-3ce6a305ca51
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,4,SYN-CSM-002,0.0,949c11ac-d94d-4d47-aa76-74419b3d2bdb,5,,0.0,dense_rag,0,3993d40e-a3f5-4602-9ba6-b0e600551014
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,949c11ac-d94d-4d47-aa76-74419b3d2bdb,5,,0.0,graph_rag,0,8f4e18f1-b023-4943-b9fe-37bc80ff34c8
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,949c11ac-d94d-4d47-aa76-74419b3d2bdb,5,,0.0,hybrid_rag,0,92a3c53d-fc57-4bce-9a40-53277e9367e4
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,2,SYN-CSM-002,0.0,949c11ac-d94d-4d47-aa76-74419b3d2bdb,5,,0.0,long_context,0,9c059b8f-70b5-4672-8dc8-654f171c20cf
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,949c11ac-d94d-4d47-aa76-74419b3d2bdb,5,,0.0,rolling_summary,0,9c0ae2a5-3a8e-4c0d-9cd5-1fbdf2a2e34a
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,2,SYN-CSM-002,0.0,949c11ac-d94d-4d47-aa76-74419b3d2bdb,5,,0.0,csm,0,da159875-ec08-41d6-a581-d1b80821e3b5
True,claim_level_precision_recall_f1_without_claim_id_matching,0.3333333333333333,3,1,SYN-CSM-002,0.5,9cfc995f-2ec0-43ac-845c-b8d8c4ed92b3,6,,0.25,hippo_rag,1,5abf163d-cc5a-4a3a-a951-0be3a5285d2b
True,claim_level_precision_recall_f1_without_claim_id_matching,0.28571428571428575,3,2,SYN-CSM-002,0.3333333333333333,9cfc995f-2ec0-43ac-845c-b8d8c4ed92b3,6,,0.25,graph_rag,1,7482179e-8243-40a8-ac4f-4b347a1b7311
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,1,SYN-CSM-002,0.0,9cfc995f-2ec0-43ac-845c-b8d8c4ed92b3,6,,0.0,long_context,0,97056f0c-023a-4733-acd1-7138c07fd133
True,claim_level_precision_recall_f1_without_claim_id_matching,0.3333333333333333,3,1,SYN-CSM-002,0.5,9cfc995f-2ec0-43ac-845c-b8d8c4ed92b3,6,,0.25,rolling_summary,1,a7e4abec-6884-4001-acfb-f7c323a3ae76
True,claim_level_precision_recall_f1_without_claim_id_matching,0.3333333333333333,3,1,SYN-CSM-002,0.5,9cfc995f-2ec0-43ac-845c-b8d8c4ed92b3,6,,0.25,dense_rag,1,ca28c97a-74a2-4160-beff-6e2a05f4935c
True,claim_level_precision_recall_f1_without_claim_id_matching,0.25,3,3,SYN-CSM-002,0.25,9cfc995f-2ec0-43ac-845c-b8d8c4ed92b3,6,,0.25,hybrid_rag,1,ebc6764e-fe8d-4683-9d00-78ec4f3e40cb
True,claim_level_precision_recall_f1_without_claim_id_matching,0.3333333333333333,3,1,SYN-CSM-002,0.5,9cfc995f-2ec0-43ac-845c-b8d8c4ed92b3,6,,0.25,csm,1,f7f00ade-c884-440d-859d-b31111a42068
True,claim_level_precision_recall_f1_without_claim_id_matching,0.2222222222222222,5,2,SYN-CSM-002,0.3333333333333333,cb564472-7a82-4768-8130-9a35b34a62af,7,,0.16666666666666666,graph_rag,1,02e5a1c0-ba6c-428a-84a3-70ba4c6f859b
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,6,3,SYN-CSM-002,0.0,cb564472-7a82-4768-8130-9a35b34a62af,7,,0.0,hybrid_rag,0,1e1b3df8-244a-43c1-84d8-58ee19b9f99f
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,6,3,SYN-CSM-002,0.0,cb564472-7a82-4768-8130-9a35b34a62af,7,,0.0,dense_rag,0,90afc5d6-8ec5-4a73-b446-ef5fe46f735b
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,6,3,SYN-CSM-002,0.0,cb564472-7a82-4768-8130-9a35b34a62af,7,,0.0,hippo_rag,0,b6b0b8f3-d3cb-4c4d-8aa2-10a3516e9dd9
True,claim_level_precision_recall_f1_without_claim_id_matching,0.25,5,1,SYN-CSM-002,0.5,cb564472-7a82-4768-8130-9a35b34a62af,7,,0.16666666666666666,long_context,1,b9a5c03c-e560-417f-81bd-d0f4d3d0ce56
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,6,2,SYN-CSM-002,0.0,cb564472-7a82-4768-8130-9a35b34a62af,7,,0.0,rolling_summary,0,f71d2561-40c8-405a-a9f5-166dcad5b168
True,claim_level_precision_recall_f1_without_claim_id_matching,0.25,5,1,SYN-CSM-002,0.5,cb564472-7a82-4768-8130-9a35b34a62af,7,,0.16666666666666666,csm,1,f8ea364b-6ddf-4913-922c-9cc69169e185
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,4,SYN-CSM-002,0.0,a94055bd-eb41-4620-972c-ed63e6d4b9c6,8,,0.0,rolling_summary,0,27d983b0-ea79-48c6-bbb1-02b1e401e1cb
True,claim_level_precision_recall_f1_without_claim_id_matching,0.4,1,2,SYN-CSM-002,0.3333333333333333,a94055bd-eb41-4620-972c-ed63e6d4b9c6,8,,0.5,long_context,1,402f82e8-2e12-4baf-8cd8-2fbfb0adcebe
True,claim_level_precision_recall_f1_without_claim_id_matching,0.6666666666666666,1,0,SYN-CSM-002,1.0,a94055bd-eb41-4620-972c-ed63e6d4b9c6,8,,0.5,hybrid_rag,1,468bf211-71ed-4d99-8cbf-098dc4fc3d00
True,claim_level_precision_recall_f1_without_claim_id_matching,0.6666666666666666,1,0,SYN-CSM-002,1.0,a94055bd-eb41-4620-972c-ed63e6d4b9c6,8,,0.5,dense_rag,1,6ce674e9-1455-4549-8c06-49def122b458
True,claim_level_precision_recall_f1_without_claim_id_matching,0.4,1,2,SYN-CSM-002,0.3333333333333333,a94055bd-eb41-4620-972c-ed63e6d4b9c6,8,,0.5,csm,1,98539a8d-f20c-46f8-b2fa-2048d818ae25
True,claim_level_precision_recall_f1_without_claim_id_matching,0.3333333333333333,1,3,SYN-CSM-002,0.25,a94055bd-eb41-4620-972c-ed63e6d4b9c6,8,,0.5,hippo_rag,1,b3f32020-0159-4dd8-9afd-316a0b2ee040
True,claim_level_precision_recall_f1_without_claim_id_matching,0.5,1,1,SYN-CSM-002,0.5,a94055bd-eb41-4620-972c-ed63e6d4b9c6,8,,0.5,graph_rag,1,f7a26101-ca5e-4b6c-8920-a25e4c01d1be
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,6,1,SYN-CSM-002,0.0,f578bd4b-3d7b-4780-a2c5-ae5464972097,9,,0.0,hybrid_rag,0,27f0e1c9-275c-4da6-88b3-c77ee0c09f68
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,6,1,SYN-CSM-002,0.0,f578bd4b-3d7b-4780-a2c5-ae5464972097,9,,0.0,long_context,0,4cdbb6e1-8b18-46b0-9502-e2be6d51d303
True,claim_level_precision_recall_f1_without_claim_id_matching,0.25,5,1,SYN-CSM-002,0.5,f578bd4b-3d7b-4780-a2c5-ae5464972097,9,,0.16666666666666666,csm,1,5692221b-170d-4d72-b967-bdcf03bd7672
True,claim_level_precision_recall_f1_without_claim_id_matching,0.25,5,1,SYN-CSM-002,0.5,f578bd4b-3d7b-4780-a2c5-ae5464972097,9,,0.16666666666666666,graph_rag,1,74e4102d-9818-4720-9082-b265b89e614e
True,claim_level_precision_recall_f1_without_claim_id_matching,0.25,5,1,SYN-CSM-002,0.5,f578bd4b-3d7b-4780-a2c5-ae5464972097,9,,0.16666666666666666,dense_rag,1,ba482c2b-71a1-44d6-99ab-2e151f846b0c
True,claim_level_precision_recall_f1_without_claim_id_matching,0.2222222222222222,5,2,SYN-CSM-002,0.3333333333333333,f578bd4b-3d7b-4780-a2c5-ae5464972097,9,,0.16666666666666666,hippo_rag,1,cb3a34d8-6a32-4a72-81cb-ffa5acd803fa
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,6,2,SYN-CSM-002,0.0,f578bd4b-3d7b-4780-a2c5-ae5464972097,9,,0.0,rolling_summary,0,eb037e9b-9ca0-4011-8bad-27c278ec4191
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,a6c0fe99-c6bc-490b-bff8-6e3ba8ae8dbd,10,,0.0,hybrid_rag,0,1a99faea-8bdf-4543-8459-ea94272806a0
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,a6c0fe99-c6bc-490b-bff8-6e3ba8ae8dbd,10,,0.0,rolling_summary,0,215ce6e1-3329-40de-ac65-dedcc4033485
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,a6c0fe99-c6bc-490b-bff8-6e3ba8ae8dbd,10,,0.0,graph_rag,0,44cba436-84bd-452b-82af-2ea970d79be8
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,a6c0fe99-c6bc-490b-bff8-6e3ba8ae8dbd,10,,0.0,csm,0,8c24acc7-8b20-42b4-9a55-b08fcabf116a
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,a6c0fe99-c6bc-490b-bff8-6e3ba8ae8dbd,10,,0.0,hippo_rag,0,d4e88f9e-6658-4243-883b-eb8722cc9362
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,a6c0fe99-c6bc-490b-bff8-6e3ba8ae8dbd,10,,0.0,dense_rag,0,d82c7611-b55c-4b02-9bf7-b434c9503671
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,a6c0fe99-c6bc-490b-bff8-6e3ba8ae8dbd,10,,0.0,long_context,0,e6d03a33-6867-4bd2-a20d-eeddc161fd14
True,claim_level_precision_recall_f1_without_claim_id_matching,0.16666666666666666,7,3,SYN-CSM-002,0.25,4f01c286-c719-4cf7-a0dc-1736700ca65a,11,,0.125,hybrid_rag,1,04a590f2-da0e-404f-a3c4-b99ff84698e5
True,claim_level_precision_recall_f1_without_claim_id_matching,0.3333333333333333,6,2,SYN-CSM-002,0.5,4f01c286-c719-4cf7-a0dc-1736700ca65a,11,,0.25,dense_rag,2,26cbb68d-60ed-4531-907e-41890eea5291
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,8,1,SYN-CSM-002,0.0,4f01c286-c719-4cf7-a0dc-1736700ca65a,11,,0.0,rolling_summary,0,6c97691a-644a-4feb-9594-ea6c4dacf8f8
True,claim_level_precision_recall_f1_without_claim_id_matching,0.15384615384615385,7,4,SYN-CSM-002,0.2,4f01c286-c719-4cf7-a0dc-1736700ca65a,11,,0.125,graph_rag,1,7b2072c1-c064-4b31-8418-950591048c3d
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,8,5,SYN-CSM-002,0.0,4f01c286-c719-4cf7-a0dc-1736700ca65a,11,,0.0,hippo_rag,0,8b4e52ca-953f-46a7-81db-14747436d82c
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,8,1,SYN-CSM-002,0.0,4f01c286-c719-4cf7-a0dc-1736700ca65a,11,,0.0,csm,0,9d8981da-068d-43e6-9637-78fb103ec410
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,8,3,SYN-CSM-002,0.0,4f01c286-c719-4cf7-a0dc-1736700ca65a,11,,0.0,long_context,0,c7847114-14f6-4c86-9522-68aa01bca115
True,claim_level_precision_recall_f1_without_claim_id_matching,0.6666666666666666,1,0,SYN-CSM-002,1.0,72d1b9ca-0dd0-403e-b03f-f0eded14a7ab,12,,0.5,rolling_summary,1,42375c55-96e4-4419-8aae-7c893d91bd79
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,72d1b9ca-0dd0-403e-b03f-f0eded14a7ab,12,,0.0,hippo_rag,0,42cf77ff-f7fc-42c4-8cc6-a7fa4821129b
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,2,SYN-CSM-002,0.0,72d1b9ca-0dd0-403e-b03f-f0eded14a7ab,12,,0.0,graph_rag,0,4d5334a7-0649-4f17-8e88-ffc3af6e8e7d
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,72d1b9ca-0dd0-403e-b03f-f0eded14a7ab,12,,0.0,long_context,0,94904b89-b091-4aff-8d72-1edff494dd57
True,claim_level_precision_recall_f1_without_claim_id_matching,0.5,1,1,SYN-CSM-002,0.5,72d1b9ca-0dd0-403e-b03f-f0eded14a7ab,12,,0.5,dense_rag,1,afa8a031-c968-4a8a-bf46-142460eea8cb
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,2,SYN-CSM-002,0.0,72d1b9ca-0dd0-403e-b03f-f0eded14a7ab,12,,0.0,hybrid_rag,0,cd46702d-3d02-41ba-9f01-5a9c88de545b
True,claim_level_precision_recall_f1_without_claim_id_matching,0.5,1,1,SYN-CSM-002,0.5,72d1b9ca-0dd0-403e-b03f-f0eded14a7ab,12,,0.5,csm,1,f7bb1860-8429-4696-8826-75c56e09b262
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,2,SYN-CSM-002,0.0,7eb38edb-9b7f-421f-845d-15c8672a923f,13,,0.0,long_context,0,2ee4288c-b147-49f7-8849-625a3326d27f
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,2,SYN-CSM-002,0.0,7eb38edb-9b7f-421f-845d-15c8672a923f,13,,0.0,hybrid_rag,0,76c241e8-a329-4587-8235-475fd4dd690a
True,claim_level_precision_recall_f1_without_claim_id_matching,0.3333333333333333,3,1,SYN-CSM-002,0.5,7eb38edb-9b7f-421f-845d-15c8672a923f,13,,0.25,hippo_rag,1,81bbfe8d-15f1-4833-8905-293530b72390
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,2,SYN-CSM-002,0.0,7eb38edb-9b7f-421f-845d-15c8672a923f,13,,0.0,graph_rag,0,9cc7539d-4735-42af-8c7a-0d1e18eecac3
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,2,SYN-CSM-002,0.0,7eb38edb-9b7f-421f-845d-15c8672a923f,13,,0.0,csm,0,9d15006e-83d5-4851-8b51-32e9e2d23b6c
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,2,SYN-CSM-002,0.0,7eb38edb-9b7f-421f-845d-15c8672a923f,13,,0.0,rolling_summary,0,c95e5559-b531-42bb-96f9-83a22d9db207
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,4,2,SYN-CSM-002,0.0,7eb38edb-9b7f-421f-845d-15c8672a923f,13,,0.0,dense_rag,0,fb8d309e-3fc2-4883-892f-d1d25ef9eab3
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,8c5c60d8-65e4-4f31-982c-0f2a7883cc93,14,,0.0,hybrid_rag,0,0d77ac50-6183-4790-ade9-3feb5f8f49b5
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,8c5c60d8-65e4-4f31-982c-0f2a7883cc93,14,,0.0,dense_rag,0,1d4668aa-58d8-4014-9441-571e29247a3e
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,8c5c60d8-65e4-4f31-982c-0f2a7883cc93,14,,0.0,csm,0,5605b3e1-ddab-4a21-9bed-f8a60a10e96d
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,8c5c60d8-65e4-4f31-982c-0f2a7883cc93,14,,0.0,rolling_summary,0,56f93f18-81bf-4dd6-acde-e6c540edaa6c
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,8c5c60d8-65e4-4f31-982c-0f2a7883cc93,14,,0.0,graph_rag,0,6edb4684-36ef-4932-9f26-1b34ff70f532
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,8c5c60d8-65e4-4f31-982c-0f2a7883cc93,14,,0.0,long_context,0,a716f57e-1409-44c7-9238-a542586e326f
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,8c5c60d8-65e4-4f31-982c-0f2a7883cc93,14,,0.0,hippo_rag,0,b071e92c-45e1-48ce-be62-a8878fe93762
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,8bbf1cae-b708-4a3b-beac-18915e481fc0,15,,0.0,graph_rag,0,231a2426-37ba-4629-bae2-a2f745862119
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,8bbf1cae-b708-4a3b-beac-18915e481fc0,15,,0.0,rolling_summary,0,3f40fe40-b28a-443f-b2cc-2fbb414e7b72
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,8bbf1cae-b708-4a3b-beac-18915e481fc0,15,,0.0,long_context,0,53262c4e-e536-439e-90b2-74d30491b542
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,2,SYN-CSM-002,0.0,8bbf1cae-b708-4a3b-beac-18915e481fc0,15,,0.0,hippo_rag,0,5b95f217-b866-4859-8b65-558fd4b26eb7
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,2,SYN-CSM-002,0.0,8bbf1cae-b708-4a3b-beac-18915e481fc0,15,,0.0,hybrid_rag,0,9d1ad391-9c03-4906-a666-391e31f23a1d
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,2,SYN-CSM-002,0.0,8bbf1cae-b708-4a3b-beac-18915e481fc0,15,,0.0,csm,0,ad5f7426-2d20-4108-b283-fae01a2c77ab
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,8bbf1cae-b708-4a3b-beac-18915e481fc0,15,,0.0,dense_rag,0,e76be312-1bb4-4960-8e98-cea34a5812b2
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,3,SYN-CSM-002,0.0,016722eb-dde1-46f8-817e-5ae7fa78a4e9,16,,0.0,hybrid_rag,0,07f5a23a-da54-4b5b-9262-69ce5cdd2b22
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,016722eb-dde1-46f8-817e-5ae7fa78a4e9,16,,0.0,graph_rag,0,2339aaa0-a2e7-4cf7-961d-58727abbe090
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,016722eb-dde1-46f8-817e-5ae7fa78a4e9,16,,0.0,dense_rag,0,33b89acb-b776-449f-a2d1-51208ab52994
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,016722eb-dde1-46f8-817e-5ae7fa78a4e9,16,,0.0,hippo_rag,0,3e46ca05-d194-491f-a555-7e6df555ce2c
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,016722eb-dde1-46f8-817e-5ae7fa78a4e9,16,,0.0,csm,0,a31d64a7-9679-46dc-9e2a-ce529f0ab5de
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,016722eb-dde1-46f8-817e-5ae7fa78a4e9,16,,0.0,long_context,0,aa38fcfe-b5a2-418f-83d4-0379cb328727
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,016722eb-dde1-46f8-817e-5ae7fa78a4e9,16,,0.0,rolling_summary,0,dae4ccf5-253b-4ab4-9e9c-4407d914137b
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,b1a9f611-67d9-41b2-88b5-0a4f2da21474,17,,0.0,long_context,0,10a5944e-ae3a-41c7-a929-2f0ae85c6cfa
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,b1a9f611-67d9-41b2-88b5-0a4f2da21474,17,,0.0,graph_rag,0,2991588c-8032-4da6-b6f2-d8a60905c8d2
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,4,SYN-CSM-002,0.0,b1a9f611-67d9-41b2-88b5-0a4f2da21474,17,,0.0,hybrid_rag,0,4467d2ec-a93c-425b-b627-e09bd57a72bc
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,3,SYN-CSM-002,0.0,b1a9f611-67d9-41b2-88b5-0a4f2da21474,17,,0.0,csm,0,9ce40c10-3eb0-4dfd-b68b-afc3ba0753f0
