calculation_reason,citation_classification,citation_id,patient,question_id,question_number,resolution_status,resolved_id,system,turn_id
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,e25767af-00d0-4d6e-b3ce-2e327cf2b194,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,e25767af-00d0-4d6e-b3ce-2e327cf2b194,dense_rag,0f23168d-3046-46e0-815c-5f1ef08164f3
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,3a49520b-8fee-45f8-934d-9d52db21acf5,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,3a49520b-8fee-45f8-934d-9d52db21acf5,dense_rag,0f23168d-3046-46e0-815c-5f1ef08164f3
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C1,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,66a24697-9176-49ad-a3c7-71d68813d9e1,hippo_rag,15177c9a-24d3-47fc-8de8-046471063773
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C2,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,8debd3a9-7d56-4f30-8e39-6c382f8eac5f,hippo_rag,15177c9a-24d3-47fc-8de8-046471063773
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C4,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,c1b10f0c-5675-4c5f-bffc-f24e9f380099,hippo_rag,15177c9a-24d3-47fc-8de8-046471063773
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C5,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,66e57bbe-fb68-43c7-810c-23a150eaae26,hippo_rag,15177c9a-24d3-47fc-8de8-046471063773
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C8,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,3a49520b-8fee-45f8-934d-9d52db21acf5,hippo_rag,15177c9a-24d3-47fc-8de8-046471063773
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,66a24697-9176-49ad-a3c7-71d68813d9e1,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,66a24697-9176-49ad-a3c7-71d68813d9e1,hippo_rag,15177c9a-24d3-47fc-8de8-046471063773
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,8debd3a9-7d56-4f30-8e39-6c382f8eac5f,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,8debd3a9-7d56-4f30-8e39-6c382f8eac5f,hippo_rag,15177c9a-24d3-47fc-8de8-046471063773
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,c1b10f0c-5675-4c5f-bffc-f24e9f380099,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,c1b10f0c-5675-4c5f-bffc-f24e9f380099,hippo_rag,15177c9a-24d3-47fc-8de8-046471063773
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,66e57bbe-fb68-43c7-810c-23a150eaae26,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,66e57bbe-fb68-43c7-810c-23a150eaae26,hippo_rag,15177c9a-24d3-47fc-8de8-046471063773
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,3a49520b-8fee-45f8-934d-9d52db21acf5,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,3a49520b-8fee-45f8-934d-9d52db21acf5,hippo_rag,15177c9a-24d3-47fc-8de8-046471063773
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C1,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,66a24697-9176-49ad-a3c7-71d68813d9e1,graph_rag,4f84da9d-a1c5-4e08-b298-d96ca7847396
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C2,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,8debd3a9-7d56-4f30-8e39-6c382f8eac5f,graph_rag,4f84da9d-a1c5-4e08-b298-d96ca7847396
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C3,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,66e57bbe-fb68-43c7-810c-23a150eaae26,graph_rag,4f84da9d-a1c5-4e08-b298-d96ca7847396
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C5,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,c1b10f0c-5675-4c5f-bffc-f24e9f380099,graph_rag,4f84da9d-a1c5-4e08-b298-d96ca7847396
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C6,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,3a49520b-8fee-45f8-934d-9d52db21acf5,graph_rag,4f84da9d-a1c5-4e08-b298-d96ca7847396
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,66a24697-9176-49ad-a3c7-71d68813d9e1,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,66a24697-9176-49ad-a3c7-71d68813d9e1,graph_rag,4f84da9d-a1c5-4e08-b298-d96ca7847396
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,8debd3a9-7d56-4f30-8e39-6c382f8eac5f,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,8debd3a9-7d56-4f30-8e39-6c382f8eac5f,graph_rag,4f84da9d-a1c5-4e08-b298-d96ca7847396
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,66e57bbe-fb68-43c7-810c-23a150eaae26,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,66e57bbe-fb68-43c7-810c-23a150eaae26,graph_rag,4f84da9d-a1c5-4e08-b298-d96ca7847396
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,c1b10f0c-5675-4c5f-bffc-f24e9f380099,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,c1b10f0c-5675-4c5f-bffc-f24e9f380099,graph_rag,4f84da9d-a1c5-4e08-b298-d96ca7847396
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,3a49520b-8fee-45f8-934d-9d52db21acf5,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,3a49520b-8fee-45f8-934d-9d52db21acf5,graph_rag,4f84da9d-a1c5-4e08-b298-d96ca7847396
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C1,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,bf6612ab-30cb-473d-90fc-f63f72980a9c,csm,9d7ee87e-3c7e-4c58-bc18-20896416adda
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C7,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,9fe1621d-2a1f-4690-96ba-cae5df236aec,csm,9d7ee87e-3c7e-4c58-bc18-20896416adda
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,66a24697-9176-49ad-a3c7-71d68813d9e1,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,66a24697-9176-49ad-a3c7-71d68813d9e1,csm,9d7ee87e-3c7e-4c58-bc18-20896416adda
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,66e57bbe-fb68-43c7-810c-23a150eaae26,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,66e57bbe-fb68-43c7-810c-23a150eaae26,csm,9d7ee87e-3c7e-4c58-bc18-20896416adda
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C1,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,c6ca62fc-8554-4009-868c-d571c366ef0e,rolling_summary,c36e3160-c1aa-4aa9-a6c1-0291486c4b29
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C3,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,66e57bbe-fb68-43c7-810c-23a150eaae26,rolling_summary,c36e3160-c1aa-4aa9-a6c1-0291486c4b29
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C5,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,3a49520b-8fee-45f8-934d-9d52db21acf5,rolling_summary,c36e3160-c1aa-4aa9-a6c1-0291486c4b29
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C7,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,c1b10f0c-5675-4c5f-bffc-f24e9f380099,rolling_summary,c36e3160-c1aa-4aa9-a6c1-0291486c4b29
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,c6ca62fc-8554-4009-868c-d571c366ef0e,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,c6ca62fc-8554-4009-868c-d571c366ef0e,rolling_summary,c36e3160-c1aa-4aa9-a6c1-0291486c4b29
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,66e57bbe-fb68-43c7-810c-23a150eaae26,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,66e57bbe-fb68-43c7-810c-23a150eaae26,rolling_summary,c36e3160-c1aa-4aa9-a6c1-0291486c4b29
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,3a49520b-8fee-45f8-934d-9d52db21acf5,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,3a49520b-8fee-45f8-934d-9d52db21acf5,rolling_summary,c36e3160-c1aa-4aa9-a6c1-0291486c4b29
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,c1b10f0c-5675-4c5f-bffc-f24e9f380099,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,c1b10f0c-5675-4c5f-bffc-f24e9f380099,rolling_summary,c36e3160-c1aa-4aa9-a6c1-0291486c4b29
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C3,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,66a24697-9176-49ad-a3c7-71d68813d9e1,long_context,c3f97057-f039-4213-aa2c-05b491b6bdd9
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C8,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,66e57bbe-fb68-43c7-810c-23a150eaae26,long_context,c3f97057-f039-4213-aa2c-05b491b6bdd9
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,66a24697-9176-49ad-a3c7-71d68813d9e1,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,66a24697-9176-49ad-a3c7-71d68813d9e1,long_context,c3f97057-f039-4213-aa2c-05b491b6bdd9
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,66e57bbe-fb68-43c7-810c-23a150eaae26,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,66e57bbe-fb68-43c7-810c-23a150eaae26,long_context,c3f97057-f039-4213-aa2c-05b491b6bdd9
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C1,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,8debd3a9-7d56-4f30-8e39-6c382f8eac5f,hybrid_rag,f853ff3d-0959-4037-bf03-89ecea6631de
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C2,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,66a24697-9176-49ad-a3c7-71d68813d9e1,hybrid_rag,f853ff3d-0959-4037-bf03-89ecea6631de
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C3,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,66e57bbe-fb68-43c7-810c-23a150eaae26,hybrid_rag,f853ff3d-0959-4037-bf03-89ecea6631de
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C4,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,3a49520b-8fee-45f8-934d-9d52db21acf5,hybrid_rag,f853ff3d-0959-4037-bf03-89ecea6631de
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C5,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,c1b10f0c-5675-4c5f-bffc-f24e9f380099,hybrid_rag,f853ff3d-0959-4037-bf03-89ecea6631de
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C6,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,e25767af-00d0-4d6e-b3ce-2e327cf2b194,hybrid_rag,f853ff3d-0959-4037-bf03-89ecea6631de
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,8debd3a9-7d56-4f30-8e39-6c382f8eac5f,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,8debd3a9-7d56-4f30-8e39-6c382f8eac5f,hybrid_rag,f853ff3d-0959-4037-bf03-89ecea6631de
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,66a24697-9176-49ad-a3c7-71d68813d9e1,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,66a24697-9176-49ad-a3c7-71d68813d9e1,hybrid_rag,f853ff3d-0959-4037-bf03-89ecea6631de
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,66e57bbe-fb68-43c7-810c-23a150eaae26,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,66e57bbe-fb68-43c7-810c-23a150eaae26,hybrid_rag,f853ff3d-0959-4037-bf03-89ecea6631de
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,3a49520b-8fee-45f8-934d-9d52db21acf5,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,3a49520b-8fee-45f8-934d-9d52db21acf5,hybrid_rag,f853ff3d-0959-4037-bf03-89ecea6631de
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,c1b10f0c-5675-4c5f-bffc-f24e9f380099,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,c1b10f0c-5675-4c5f-bffc-f24e9f380099,hybrid_rag,f853ff3d-0959-4037-bf03-89ecea6631de
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,e25767af-00d0-4d6e-b3ce-2e327cf2b194,SYN-CSM-002,30307c8a-cc0c-41c9-82c6-b07cc03afea9,1,resolved,e25767af-00d0-4d6e-b3ce-2e327cf2b194,hybrid_rag,f853ff3d-0959-4037-bf03-89ecea6631de
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C1,SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,resolved,c1b10f0c-5675-4c5f-bffc-f24e9f380099,hybrid_rag,01b1e00e-b780-4103-abdb-7b1e75300d82
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C2,SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,resolved,8debd3a9-7d56-4f30-8e39-6c382f8eac5f,hybrid_rag,01b1e00e-b780-4103-abdb-7b1e75300d82
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C4,SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,resolved,43653ef8-daaf-45cc-b460-77049fdb4ac6,hybrid_rag,01b1e00e-b780-4103-abdb-7b1e75300d82
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,c1b10f0c-5675-4c5f-bffc-f24e9f380099,SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,resolved,c1b10f0c-5675-4c5f-bffc-f24e9f380099,hybrid_rag,01b1e00e-b780-4103-abdb-7b1e75300d82
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,8debd3a9-7d56-4f30-8e39-6c382f8eac5f,SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,resolved,8debd3a9-7d56-4f30-8e39-6c382f8eac5f,hybrid_rag,01b1e00e-b780-4103-abdb-7b1e75300d82
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,43653ef8-daaf-45cc-b460-77049fdb4ac6,SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,resolved,43653ef8-daaf-45cc-b460-77049fdb4ac6,hybrid_rag,01b1e00e-b780-4103-abdb-7b1e75300d82
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C1,SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,resolved,66a24697-9176-49ad-a3c7-71d68813d9e1,graph_rag,2d5b46b0-0eca-4247-b73f-57cb97d6cd69
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C2,SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,resolved,8debd3a9-7d56-4f30-8e39-6c382f8eac5f,graph_rag,2d5b46b0-0eca-4247-b73f-57cb97d6cd69
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C3,SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,resolved,c1b10f0c-5675-4c5f-bffc-f24e9f380099,graph_rag,2d5b46b0-0eca-4247-b73f-57cb97d6cd69
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C4,SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,resolved,6a59abf7-7e01-423d-90ed-95eec12afb20,graph_rag,2d5b46b0-0eca-4247-b73f-57cb97d6cd69
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,66a24697-9176-49ad-a3c7-71d68813d9e1,SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,resolved,66a24697-9176-49ad-a3c7-71d68813d9e1,graph_rag,2d5b46b0-0eca-4247-b73f-57cb97d6cd69
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,8debd3a9-7d56-4f30-8e39-6c382f8eac5f,SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,resolved,8debd3a9-7d56-4f30-8e39-6c382f8eac5f,graph_rag,2d5b46b0-0eca-4247-b73f-57cb97d6cd69
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,c1b10f0c-5675-4c5f-bffc-f24e9f380099,SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,resolved,c1b10f0c-5675-4c5f-bffc-f24e9f380099,graph_rag,2d5b46b0-0eca-4247-b73f-57cb97d6cd69
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,6a59abf7-7e01-423d-90ed-95eec12afb20,SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,resolved,6a59abf7-7e01-423d-90ed-95eec12afb20,graph_rag,2d5b46b0-0eca-4247-b73f-57cb97d6cd69
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C1,SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,resolved,66a24697-9176-49ad-a3c7-71d68813d9e1,hippo_rag,4d89b37d-a049-471a-9e11-d38fdaae1435
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C2,SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,resolved,c1b10f0c-5675-4c5f-bffc-f24e9f380099,hippo_rag,4d89b37d-a049-471a-9e11-d38fdaae1435
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C3,SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,resolved,8debd3a9-7d56-4f30-8e39-6c382f8eac5f,hippo_rag,4d89b37d-a049-471a-9e11-d38fdaae1435
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C5,SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,resolved,54fd5874-ca7a-4889-8bf0-100fb3ce9bd4,hippo_rag,4d89b37d-a049-471a-9e11-d38fdaae1435
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,66a24697-9176-49ad-a3c7-71d68813d9e1,SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,resolved,66a24697-9176-49ad-a3c7-71d68813d9e1,hippo_rag,4d89b37d-a049-471a-9e11-d38fdaae1435
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,c1b10f0c-5675-4c5f-bffc-f24e9f380099,SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,resolved,c1b10f0c-5675-4c5f-bffc-f24e9f380099,hippo_rag,4d89b37d-a049-471a-9e11-d38fdaae1435
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,8debd3a9-7d56-4f30-8e39-6c382f8eac5f,SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,resolved,8debd3a9-7d56-4f30-8e39-6c382f8eac5f,hippo_rag,4d89b37d-a049-471a-9e11-d38fdaae1435
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,54fd5874-ca7a-4889-8bf0-100fb3ce9bd4,SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,resolved,54fd5874-ca7a-4889-8bf0-100fb3ce9bd4,hippo_rag,4d89b37d-a049-471a-9e11-d38fdaae1435
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C4,SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,resolved,8debd3a9-7d56-4f30-8e39-6c382f8eac5f,dense_rag,6ae8336f-de9d-49fb-9d3d-f41563434cfe
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C5,SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,resolved,4fdcc52a-620f-473e-9e57-a60aa870366b,dense_rag,6ae8336f-de9d-49fb-9d3d-f41563434cfe
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C2,SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,resolved,c1b10f0c-5675-4c5f-bffc-f24e9f380099,dense_rag,6ae8336f-de9d-49fb-9d3d-f41563434cfe
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,8debd3a9-7d56-4f30-8e39-6c382f8eac5f,SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,resolved,8debd3a9-7d56-4f30-8e39-6c382f8eac5f,dense_rag,6ae8336f-de9d-49fb-9d3d-f41563434cfe
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,4fdcc52a-620f-473e-9e57-a60aa870366b,SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,resolved,4fdcc52a-620f-473e-9e57-a60aa870366b,dense_rag,6ae8336f-de9d-49fb-9d3d-f41563434cfe
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,c1b10f0c-5675-4c5f-bffc-f24e9f380099,SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,resolved,c1b10f0c-5675-4c5f-bffc-f24e9f380099,dense_rag,6ae8336f-de9d-49fb-9d3d-f41563434cfe
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C1,SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,resolved,c6ca62fc-8554-4009-868c-d571c366ef0e,rolling_summary,738b4a20-c8b0-45d0-b8c3-5fab21b52433
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C7,SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,resolved,c1b10f0c-5675-4c5f-bffc-f24e9f380099,rolling_summary,738b4a20-c8b0-45d0-b8c3-5fab21b52433
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,c6ca62fc-8554-4009-868c-d571c366ef0e,SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,resolved,c6ca62fc-8554-4009-868c-d571c366ef0e,rolling_summary,738b4a20-c8b0-45d0-b8c3-5fab21b52433
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,c1b10f0c-5675-4c5f-bffc-f24e9f380099,SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,resolved,c1b10f0c-5675-4c5f-bffc-f24e9f380099,rolling_summary,738b4a20-c8b0-45d0-b8c3-5fab21b52433
resolved_through_turn_citation_map_or_retrieval_context,valid_supporting,C1,SYN-CSM-002,3d39af0b-3a26-44b7-9b4c-b1db57a4e317,2,resolved,bf6612ab-30cb-473d-90fc-f63f72980a9c,csm,ca17aea7-def7-42c4-b9fe-56607d9e5ec5
