applicable,case_id,metric_name,repetition,system,value
True,7759a683-adb7-4e2a-932e-185cdeabc93b,retrieval_recall,1,csm_v3,0.7777777777777778
True,7759a683-adb7-4e2a-932e-185cdeabc93b,state_accuracy,1,csm_v3,0.0
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,state_accuracy,1,csm_v3,0.0
True,a37b16e4-aece-444f-9b81-69f1108f17c2,state_accuracy,1,csm_v3,0.0
False,7759a683-adb7-4e2a-932e-185cdeabc93b,state_recovery_time,1,csm_v3,
False,8e262a8f-3296-42f8-8ce0-cd6637098f9c,state_recovery_time,1,csm_v3,
False,a37b16e4-aece-444f-9b81-69f1108f17c2,state_recovery_time,1,csm_v3,
False,a37b16e4-aece-444f-9b81-69f1108f17c2,temporal_consistency,1,csm_v3,
False,8e262a8f-3296-42f8-8ce0-cd6637098f9c,temporal_consistency,1,csm_v3,
False,7759a683-adb7-4e2a-932e-185cdeabc93b,temporal_consistency,1,csm_v3,
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,tokens_per_query,1,csm_v3,2613.6
True,7759a683-adb7-4e2a-932e-185cdeabc93b,tokens_per_query,1,csm_v3,2354.1
True,a37b16e4-aece-444f-9b81-69f1108f17c2,tokens_per_query,1,csm_v3,2899.25
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,total_cost,1,csm_v3,0.011354399999999999
True,a37b16e4-aece-444f-9b81-69f1108f17c2,total_cost,1,csm_v3,0.01253355
True,7759a683-adb7-4e2a-932e-185cdeabc93b,total_cost,1,csm_v3,0.00993285
True,8e262a8f-3296-42f8-8ce0-cd6637098f9c,unsupported_claim_rate,1,csm_v3,1.0
True,7759a683-adb7-4e2a-932e-185cdeabc93b,unsupported_claim_rate,1,csm_v3,1.0
True,a37b16e4-aece-444f-9b81-69f1108f17c2,unsupported_claim_rate,1,csm_v3,1.0
