aggregation_level,applicability_rules,applicable_rows,ci95_high,ci95_low,direction,display_name,failed_rows,formula,mean,metric_name,n,not_applicable_rows,pending_rows,reason_not_applicable,required_inputs,stddev,system,unit,version
bin_weighted_error,not_applicable_when_missing_confidence,0,,,lower_is_better,Expected Calibration Error,0,Confidence calibration error using real answer or claim confidence values.,,expected_calibration_error,0,0,0,,"[""confidence"", ""claim_correctness""]",,long_context,ece,1.0
macro_f1,report_missing,0,,,higher_is_better,Lineage/Citation F1,0,"F1 over canonical source, document, page, and section references.",,lineage_citation_f1,0,0,0,,"[""citations"", ""expected_evidence""]",,long_context,f1,1.0
component_mean,not_applicable_without_contradiction,0,,,higher_is_better,Contradiction Handling,0,"Detection, source identification, state selection, and conflict communication.",,contradiction_handling,0,0,0,,"[""contradiction_truth"", ""generated_answer""]",,long_context,score,1.0
success_rate,not_applicable_without_correction,0,,,higher_is_better,Correction Recovery,0,Correct use of corrected facts after explicit correction events.,,correction_recovery,0,0,0,,"[""correction_truth"", ""post_correction_answers""]",,long_context,ratio,1.0
macro_precision_at_k,report_missing,0,,,higher_is_better,Retrieval Precision,0,Relevant retrieved context items divided by retrieved items at configured K.,,retrieval_precision,0,0,0,,"[""retrieval_items"", ""expected_relevant_sources""]",,long_context,precision,1.0
macro_recall_at_k,report_missing,0,,,higher_is_better,Retrieval Recall,0,Relevant retrieved context items divided by all expected relevant items.,,retrieval_recall,0,0,0,,"[""retrieval_items"", ""expected_relevant_sources""]",,long_context,recall,1.0
mean,report_missing,0,,,lower_is_better,Tokens per Query,0,Online answer input plus output tokens per completed query.,,tokens_per_query,0,0,0,,"[""llm_calls""]",,long_context,tokens,1.0
p95,report_missing,0,,,lower_is_better,p95 Latency,0,95th percentile end-to-end backend query latency.,,p95_latency,0,0,0,,"[""turn_timings""]",,long_context,milliseconds,1.0
sum,unavailable_when_pricing_missing,0,,,lower_is_better,Total Cost,0,Versioned provider-token cost for operational system calls.,,total_cost,0,0,0,,"[""token_usage"", ""model_pricing""]",,long_context,usd,1.0
macro_f1,report_missing,0,,,higher_is_better,Memory Update Accuracy,0,Macro F1 over expected state transition labels after updates.,,memory_update_accuracy,0,0,0,,"[""state_transitions"", ""generated_claims""]",,long_context,f1,1.0
median_with_censoring,not_applicable_without_recovery_event,0,,,lower_is_better,State Recovery Time,0,Median turns to first fully correct answer after recovery-triggering events.,,state_recovery_time,0,0,0,,"[""recovery_events"", ""answers""]",,long_context,turns,1.0
weighted_mean,report_missing,0,,,higher_is_better,State Accuracy,0,Correct current-state components against ground truth.,,state_accuracy,0,0,0,,"[""generated_claims"", ""ground_truth_state""]",,rolling_summary,ratio,1.0
macro_mean,report_missing,0,,,higher_is_better,Temporal Consistency,0,"Consistency with event order, valid time, and cross-turn history.",,temporal_consistency,0,0,0,,"[""generated_claims"", ""timeline_events""]",,rolling_summary,ratio,1.0
macro_f1,report_missing,0,,,higher_is_better,Decision F1,0,Macro F1 over controlled research decision labels.,,decision_f1,0,0,0,,"[""predicted_labels"", ""ground_truth_labels""]",,rolling_summary,f1,1.0
macro_f1,report_missing,0,,,higher_is_better,Answer Accuracy,0,Claim-level macro F1 against accepted ground-truth claims.,,answer_accuracy,0,0,0,,"[""generated_claims"", ""ground_truth_claims""]",,rolling_summary,f1,1.0
weighted_ratio,report_missing,0,,,lower_is_better,Hallucination Rate,0,Unsupported plus contradicted factual claims divided by factual generated claims.,,hallucination_rate,0,0,0,,"[""claim_support_classifications""]",,rolling_summary,ratio,1.0
weighted_ratio,report_missing,0,,,higher_is_better,Evidence Support Rate,0,Factual claims supported by valid available evidence.,,evidence_support_rate,0,0,0,,"[""claim_support_classifications"", ""citation_audit""]",,rolling_summary,ratio,1.0
weighted_ratio,report_missing,0,,,lower_is_better,Unsupported Claim Rate,0,Unsupported factual claims divided by claims requiring evidence.,,unsupported_claim_rate,0,0,0,,"[""claim_support_classifications""]",,rolling_summary,ratio,1.0
weighted_ratio,report_missing,0,,,lower_is_better,Fabricated Citation Rate,0,Generated citations that cannot resolve to supplied valid evidence.,,fabricated_citation_rate,0,0,0,,"[""citations"", ""retrieval_context""]",,rolling_summary,ratio,1.0
weighted_ratio,report_missing,0,,,higher_is_better,Faithfulness,0,Factual claims supported by the context supplied to the final-answer model.,,faithfulness,0,0,0,,"[""generated_claims"", ""retrieval_context""]",,rolling_summary,ratio,1.0
weighted_mean,report_missing,0,,,higher_is_better,Groundedness,0,"Evidence relevance, entailment, valid time, and resolvable lineage.",,groundedness,0,0,0,,"[""generated_claims"", ""citations"", ""source_lineage""]",,rolling_summary,score,1.0
bin_weighted_error,not_applicable_when_missing_confidence,0,,,lower_is_better,Expected Calibration Error,0,Confidence calibration error using real answer or claim confidence values.,,expected_calibration_error,0,0,0,,"[""confidence"", ""claim_correctness""]",,rolling_summary,ece,1.0
macro_f1,report_missing,0,,,higher_is_better,Lineage/Citation F1,0,"F1 over canonical source, document, page, and section references.",,lineage_citation_f1,0,0,0,,"[""citations"", ""expected_evidence""]",,rolling_summary,f1,1.0
component_mean,not_applicable_without_contradiction,0,,,higher_is_better,Contradiction Handling,0,"Detection, source identification, state selection, and conflict communication.",,contradiction_handling,0,0,0,,"[""contradiction_truth"", ""generated_answer""]",,rolling_summary,score,1.0
success_rate,not_applicable_without_correction,0,,,higher_is_better,Correction Recovery,0,Correct use of corrected facts after explicit correction events.,,correction_recovery,0,0,0,,"[""correction_truth"", ""post_correction_answers""]",,rolling_summary,ratio,1.0
macro_precision_at_k,report_missing,0,,,higher_is_better,Retrieval Precision,0,Relevant retrieved context items divided by retrieved items at configured K.,,retrieval_precision,0,0,0,,"[""retrieval_items"", ""expected_relevant_sources""]",,rolling_summary,precision,1.0
macro_recall_at_k,report_missing,0,,,higher_is_better,Retrieval Recall,0,Relevant retrieved context items divided by all expected relevant items.,,retrieval_recall,0,0,0,,"[""retrieval_items"", ""expected_relevant_sources""]",,rolling_summary,recall,1.0
mean,report_missing,0,,,lower_is_better,Tokens per Query,0,Online answer input plus output tokens per completed query.,,tokens_per_query,0,0,0,,"[""llm_calls""]",,rolling_summary,tokens,1.0
p95,report_missing,0,,,lower_is_better,p95 Latency,0,95th percentile end-to-end backend query latency.,,p95_latency,0,0,0,,"[""turn_timings""]",,rolling_summary,milliseconds,1.0
sum,unavailable_when_pricing_missing,0,,,lower_is_better,Total Cost,0,Versioned provider-token cost for operational system calls.,,total_cost,0,0,0,,"[""token_usage"", ""model_pricing""]",,rolling_summary,usd,1.0
macro_f1,report_missing,0,,,higher_is_better,Memory Update Accuracy,0,Macro F1 over expected state transition labels after updates.,,memory_update_accuracy,0,0,0,,"[""state_transitions"", ""generated_claims""]",,rolling_summary,f1,1.0
median_with_censoring,not_applicable_without_recovery_event,0,,,lower_is_better,State Recovery Time,0,Median turns to first fully correct answer after recovery-triggering events.,,state_recovery_time,0,0,0,,"[""recovery_events"", ""answers""]",,rolling_summary,turns,1.0
weighted_mean,report_missing,0,,,higher_is_better,State Accuracy,0,Correct current-state components against ground truth.,,state_accuracy,0,0,0,,"[""generated_claims"", ""ground_truth_state""]",,dense_rag,ratio,1.0
macro_mean,report_missing,0,,,higher_is_better,Temporal Consistency,0,"Consistency with event order, valid time, and cross-turn history.",,temporal_consistency,0,0,0,,"[""generated_claims"", ""timeline_events""]",,dense_rag,ratio,1.0
macro_f1,report_missing,0,,,higher_is_better,Decision F1,0,Macro F1 over controlled research decision labels.,,decision_f1,0,0,0,,"[""predicted_labels"", ""ground_truth_labels""]",,dense_rag,f1,1.0
macro_f1,report_missing,0,,,higher_is_better,Answer Accuracy,0,Claim-level macro F1 against accepted ground-truth claims.,,answer_accuracy,0,0,0,,"[""generated_claims"", ""ground_truth_claims""]",,dense_rag,f1,1.0
weighted_ratio,report_missing,0,,,lower_is_better,Hallucination Rate,0,Unsupported plus contradicted factual claims divided by factual generated claims.,,hallucination_rate,0,0,0,,"[""claim_support_classifications""]",,dense_rag,ratio,1.0
weighted_ratio,report_missing,0,,,higher_is_better,Evidence Support Rate,0,Factual claims supported by valid available evidence.,,evidence_support_rate,0,0,0,,"[""claim_support_classifications"", ""citation_audit""]",,dense_rag,ratio,1.0
weighted_ratio,report_missing,0,,,lower_is_better,Unsupported Claim Rate,0,Unsupported factual claims divided by claims requiring evidence.,,unsupported_claim_rate,0,0,0,,"[""claim_support_classifications""]",,dense_rag,ratio,1.0
weighted_ratio,report_missing,0,,,lower_is_better,Fabricated Citation Rate,0,Generated citations that cannot resolve to supplied valid evidence.,,fabricated_citation_rate,0,0,0,,"[""citations"", ""retrieval_context""]",,dense_rag,ratio,1.0
weighted_ratio,report_missing,0,,,higher_is_better,Faithfulness,0,Factual claims supported by the context supplied to the final-answer model.,,faithfulness,0,0,0,,"[""generated_claims"", ""retrieval_context""]",,dense_rag,ratio,1.0
weighted_mean,report_missing,0,,,higher_is_better,Groundedness,0,"Evidence relevance, entailment, valid time, and resolvable lineage.",,groundedness,0,0,0,,"[""generated_claims"", ""citations"", ""source_lineage""]",,dense_rag,score,1.0
bin_weighted_error,not_applicable_when_missing_confidence,0,,,lower_is_better,Expected Calibration Error,0,Confidence calibration error using real answer or claim confidence values.,,expected_calibration_error,0,0,0,,"[""confidence"", ""claim_correctness""]",,dense_rag,ece,1.0
macro_f1,report_missing,0,,,higher_is_better,Lineage/Citation F1,0,"F1 over canonical source, document, page, and section references.",,lineage_citation_f1,0,0,0,,"[""citations"", ""expected_evidence""]",,dense_rag,f1,1.0
component_mean,not_applicable_without_contradiction,0,,,higher_is_better,Contradiction Handling,0,"Detection, source identification, state selection, and conflict communication.",,contradiction_handling,0,0,0,,"[""contradiction_truth"", ""generated_answer""]",,dense_rag,score,1.0
success_rate,not_applicable_without_correction,0,,,higher_is_better,Correction Recovery,0,Correct use of corrected facts after explicit correction events.,,correction_recovery,0,0,0,,"[""correction_truth"", ""post_correction_answers""]",,dense_rag,ratio,1.0
macro_precision_at_k,report_missing,0,,,higher_is_better,Retrieval Precision,0,Relevant retrieved context items divided by retrieved items at configured K.,,retrieval_precision,0,0,0,,"[""retrieval_items"", ""expected_relevant_sources""]",,dense_rag,precision,1.0
macro_recall_at_k,report_missing,0,,,higher_is_better,Retrieval Recall,0,Relevant retrieved context items divided by all expected relevant items.,,retrieval_recall,0,0,0,,"[""retrieval_items"", ""expected_relevant_sources""]",,dense_rag,recall,1.0
mean,report_missing,0,,,lower_is_better,Tokens per Query,0,Online answer input plus output tokens per completed query.,,tokens_per_query,0,0,0,,"[""llm_calls""]",,dense_rag,tokens,1.0
p95,report_missing,0,,,lower_is_better,p95 Latency,0,95th percentile end-to-end backend query latency.,,p95_latency,0,0,0,,"[""turn_timings""]",,dense_rag,milliseconds,1.0
sum,unavailable_when_pricing_missing,0,,,lower_is_better,Total Cost,0,Versioned provider-token cost for operational system calls.,,total_cost,0,0,0,,"[""token_usage"", ""model_pricing""]",,dense_rag,usd,1.0
macro_f1,report_missing,0,,,higher_is_better,Memory Update Accuracy,0,Macro F1 over expected state transition labels after updates.,,memory_update_accuracy,0,0,0,,"[""state_transitions"", ""generated_claims""]",,dense_rag,f1,1.0
median_with_censoring,not_applicable_without_recovery_event,0,,,lower_is_better,State Recovery Time,0,Median turns to first fully correct answer after recovery-triggering events.,,state_recovery_time,0,0,0,,"[""recovery_events"", ""answers""]",,dense_rag,turns,1.0
weighted_mean,report_missing,0,,,higher_is_better,State Accuracy,0,Correct current-state components against ground truth.,,state_accuracy,0,0,0,,"[""generated_claims"", ""ground_truth_state""]",,hybrid_rag,ratio,1.0
macro_mean,report_missing,0,,,higher_is_better,Temporal Consistency,0,"Consistency with event order, valid time, and cross-turn history.",,temporal_consistency,0,0,0,,"[""generated_claims"", ""timeline_events""]",,hybrid_rag,ratio,1.0
macro_f1,report_missing,0,,,higher_is_better,Decision F1,0,Macro F1 over controlled research decision labels.,,decision_f1,0,0,0,,"[""predicted_labels"", ""ground_truth_labels""]",,hybrid_rag,f1,1.0
macro_f1,report_missing,0,,,higher_is_better,Answer Accuracy,0,Claim-level macro F1 against accepted ground-truth claims.,,answer_accuracy,0,0,0,,"[""generated_claims"", ""ground_truth_claims""]",,hybrid_rag,f1,1.0
weighted_ratio,report_missing,0,,,lower_is_better,Hallucination Rate,0,Unsupported plus contradicted factual claims divided by factual generated claims.,,hallucination_rate,0,0,0,,"[""claim_support_classifications""]",,hybrid_rag,ratio,1.0
weighted_ratio,report_missing,0,,,higher_is_better,Evidence Support Rate,0,Factual claims supported by valid available evidence.,,evidence_support_rate,0,0,0,,"[""claim_support_classifications"", ""citation_audit""]",,hybrid_rag,ratio,1.0
weighted_ratio,report_missing,0,,,lower_is_better,Unsupported Claim Rate,0,Unsupported factual claims divided by claims requiring evidence.,,unsupported_claim_rate,0,0,0,,"[""claim_support_classifications""]",,hybrid_rag,ratio,1.0
weighted_ratio,report_missing,0,,,lower_is_better,Fabricated Citation Rate,0,Generated citations that cannot resolve to supplied valid evidence.,,fabricated_citation_rate,0,0,0,,"[""citations"", ""retrieval_context""]",,hybrid_rag,ratio,1.0
weighted_ratio,report_missing,0,,,higher_is_better,Faithfulness,0,Factual claims supported by the context supplied to the final-answer model.,,faithfulness,0,0,0,,"[""generated_claims"", ""retrieval_context""]",,hybrid_rag,ratio,1.0
weighted_mean,report_missing,0,,,higher_is_better,Groundedness,0,"Evidence relevance, entailment, valid time, and resolvable lineage.",,groundedness,0,0,0,,"[""generated_claims"", ""citations"", ""source_lineage""]",,hybrid_rag,score,1.0
bin_weighted_error,not_applicable_when_missing_confidence,0,,,lower_is_better,Expected Calibration Error,0,Confidence calibration error using real answer or claim confidence values.,,expected_calibration_error,0,0,0,,"[""confidence"", ""claim_correctness""]",,hybrid_rag,ece,1.0
macro_f1,report_missing,0,,,higher_is_better,Lineage/Citation F1,0,"F1 over canonical source, document, page, and section references.",,lineage_citation_f1,0,0,0,,"[""citations"", ""expected_evidence""]",,hybrid_rag,f1,1.0
component_mean,not_applicable_without_contradiction,0,,,higher_is_better,Contradiction Handling,0,"Detection, source identification, state selection, and conflict communication.",,contradiction_handling,0,0,0,,"[""contradiction_truth"", ""generated_answer""]",,hybrid_rag,score,1.0
success_rate,not_applicable_without_correction,0,,,higher_is_better,Correction Recovery,0,Correct use of corrected facts after explicit correction events.,,correction_recovery,0,0,0,,"[""correction_truth"", ""post_correction_answers""]",,hybrid_rag,ratio,1.0
macro_precision_at_k,report_missing,0,,,higher_is_better,Retrieval Precision,0,Relevant retrieved context items divided by retrieved items at configured K.,,retrieval_precision,0,0,0,,"[""retrieval_items"", ""expected_relevant_sources""]",,hybrid_rag,precision,1.0
macro_recall_at_k,report_missing,0,,,higher_is_better,Retrieval Recall,0,Relevant retrieved context items divided by all expected relevant items.,,retrieval_recall,0,0,0,,"[""retrieval_items"", ""expected_relevant_sources""]",,hybrid_rag,recall,1.0
mean,report_missing,0,,,lower_is_better,Tokens per Query,0,Online answer input plus output tokens per completed query.,,tokens_per_query,0,0,0,,"[""llm_calls""]",,hybrid_rag,tokens,1.0
p95,report_missing,0,,,lower_is_better,p95 Latency,0,95th percentile end-to-end backend query latency.,,p95_latency,0,0,0,,"[""turn_timings""]",,hybrid_rag,milliseconds,1.0
sum,unavailable_when_pricing_missing,0,,,lower_is_better,Total Cost,0,Versioned provider-token cost for operational system calls.,,total_cost,0,0,0,,"[""token_usage"", ""model_pricing""]",,hybrid_rag,usd,1.0
macro_f1,report_missing,0,,,higher_is_better,Memory Update Accuracy,0,Macro F1 over expected state transition labels after updates.,,memory_update_accuracy,0,0,0,,"[""state_transitions"", ""generated_claims""]",,hybrid_rag,f1,1.0
median_with_censoring,not_applicable_without_recovery_event,0,,,lower_is_better,State Recovery Time,0,Median turns to first fully correct answer after recovery-triggering events.,,state_recovery_time,0,0,0,,"[""recovery_events"", ""answers""]",,hybrid_rag,turns,1.0
weighted_mean,report_missing,0,,,higher_is_better,State Accuracy,0,Correct current-state components against ground truth.,,state_accuracy,0,0,0,,"[""generated_claims"", ""ground_truth_state""]",,graph_rag,ratio,1.0
macro_mean,report_missing,0,,,higher_is_better,Temporal Consistency,0,"Consistency with event order, valid time, and cross-turn history.",,temporal_consistency,0,0,0,,"[""generated_claims"", ""timeline_events""]",,graph_rag,ratio,1.0
macro_f1,report_missing,0,,,higher_is_better,Decision F1,0,Macro F1 over controlled research decision labels.,,decision_f1,0,0,0,,"[""predicted_labels"", ""ground_truth_labels""]",,graph_rag,f1,1.0
macro_f1,report_missing,0,,,higher_is_better,Answer Accuracy,0,Claim-level macro F1 against accepted ground-truth claims.,,answer_accuracy,0,0,0,,"[""generated_claims"", ""ground_truth_claims""]",,graph_rag,f1,1.0
weighted_ratio,report_missing,0,,,lower_is_better,Hallucination Rate,0,Unsupported plus contradicted factual claims divided by factual generated claims.,,hallucination_rate,0,0,0,,"[""claim_support_classifications""]",,graph_rag,ratio,1.0
weighted_ratio,report_missing,0,,,higher_is_better,Evidence Support Rate,0,Factual claims supported by valid available evidence.,,evidence_support_rate,0,0,0,,"[""claim_support_classifications"", ""citation_audit""]",,graph_rag,ratio,1.0
weighted_ratio,report_missing,0,,,lower_is_better,Unsupported Claim Rate,0,Unsupported factual claims divided by claims requiring evidence.,,unsupported_claim_rate,0,0,0,,"[""claim_support_classifications""]",,graph_rag,ratio,1.0
weighted_ratio,report_missing,0,,,lower_is_better,Fabricated Citation Rate,0,Generated citations that cannot resolve to supplied valid evidence.,,fabricated_citation_rate,0,0,0,,"[""citations"", ""retrieval_context""]",,graph_rag,ratio,1.0
weighted_ratio,report_missing,0,,,higher_is_better,Faithfulness,0,Factual claims supported by the context supplied to the final-answer model.,,faithfulness,0,0,0,,"[""generated_claims"", ""retrieval_context""]",,graph_rag,ratio,1.0
weighted_mean,report_missing,0,,,higher_is_better,Groundedness,0,"Evidence relevance, entailment, valid time, and resolvable lineage.",,groundedness,0,0,0,,"[""generated_claims"", ""citations"", ""source_lineage""]",,graph_rag,score,1.0
bin_weighted_error,not_applicable_when_missing_confidence,0,,,lower_is_better,Expected Calibration Error,0,Confidence calibration error using real answer or claim confidence values.,,expected_calibration_error,0,0,0,,"[""confidence"", ""claim_correctness""]",,graph_rag,ece,1.0
macro_f1,report_missing,0,,,higher_is_better,Lineage/Citation F1,0,"F1 over canonical source, document, page, and section references.",,lineage_citation_f1,0,0,0,,"[""citations"", ""expected_evidence""]",,graph_rag,f1,1.0
component_mean,not_applicable_without_contradiction,0,,,higher_is_better,Contradiction Handling,0,"Detection, source identification, state selection, and conflict communication.",,contradiction_handling,0,0,0,,"[""contradiction_truth"", ""generated_answer""]",,graph_rag,score,1.0
success_rate,not_applicable_without_correction,0,,,higher_is_better,Correction Recovery,0,Correct use of corrected facts after explicit correction events.,,correction_recovery,0,0,0,,"[""correction_truth"", ""post_correction_answers""]",,graph_rag,ratio,1.0
macro_precision_at_k,report_missing,0,,,higher_is_better,Retrieval Precision,0,Relevant retrieved context items divided by retrieved items at configured K.,,retrieval_precision,0,0,0,,"[""retrieval_items"", ""expected_relevant_sources""]",,graph_rag,precision,1.0
macro_recall_at_k,report_missing,0,,,higher_is_better,Retrieval Recall,0,Relevant retrieved context items divided by all expected relevant items.,,retrieval_recall,0,0,0,,"[""retrieval_items"", ""expected_relevant_sources""]",,graph_rag,recall,1.0
mean,report_missing,0,,,lower_is_better,Tokens per Query,0,Online answer input plus output tokens per completed query.,,tokens_per_query,0,0,0,,"[""llm_calls""]",,graph_rag,tokens,1.0
p95,report_missing,0,,,lower_is_better,p95 Latency,0,95th percentile end-to-end backend query latency.,,p95_latency,0,0,0,,"[""turn_timings""]",,graph_rag,milliseconds,1.0
sum,unavailable_when_pricing_missing,0,,,lower_is_better,Total Cost,0,Versioned provider-token cost for operational system calls.,,total_cost,0,0,0,,"[""token_usage"", ""model_pricing""]",,graph_rag,usd,1.0
macro_f1,report_missing,0,,,higher_is_better,Memory Update Accuracy,0,Macro F1 over expected state transition labels after updates.,,memory_update_accuracy,0,0,0,,"[""state_transitions"", ""generated_claims""]",,graph_rag,f1,1.0
median_with_censoring,not_applicable_without_recovery_event,0,,,lower_is_better,State Recovery Time,0,Median turns to first fully correct answer after recovery-triggering events.,,state_recovery_time,0,0,0,,"[""recovery_events"", ""answers""]",,graph_rag,turns,1.0
weighted_mean,report_missing,0,,,higher_is_better,State Accuracy,0,Correct current-state components against ground truth.,,state_accuracy,0,0,0,,"[""generated_claims"", ""ground_truth_state""]",,hippo_rag,ratio,1.0
macro_mean,report_missing,0,,,higher_is_better,Temporal Consistency,0,"Consistency with event order, valid time, and cross-turn history.",,temporal_consistency,0,0,0,,"[""generated_claims"", ""timeline_events""]",,hippo_rag,ratio,1.0
macro_f1,report_missing,0,,,higher_is_better,Decision F1,0,Macro F1 over controlled research decision labels.,,decision_f1,0,0,0,,"[""predicted_labels"", ""ground_truth_labels""]",,hippo_rag,f1,1.0
macro_f1,report_missing,0,,,higher_is_better,Answer Accuracy,0,Claim-level macro F1 against accepted ground-truth claims.,,answer_accuracy,0,0,0,,"[""generated_claims"", ""ground_truth_claims""]",,hippo_rag,f1,1.0
weighted_ratio,report_missing,0,,,lower_is_better,Hallucination Rate,0,Unsupported plus contradicted factual claims divided by factual generated claims.,,hallucination_rate,0,0,0,,"[""claim_support_classifications""]",,hippo_rag,ratio,1.0
weighted_ratio,report_missing,0,,,higher_is_better,Evidence Support Rate,0,Factual claims supported by valid available evidence.,,evidence_support_rate,0,0,0,,"[""claim_support_classifications"", ""citation_audit""]",,hippo_rag,ratio,1.0
weighted_ratio,report_missing,0,,,lower_is_better,Unsupported Claim Rate,0,Unsupported factual claims divided by claims requiring evidence.,,unsupported_claim_rate,0,0,0,,"[""claim_support_classifications""]",,hippo_rag,ratio,1.0
weighted_ratio,report_missing,0,,,lower_is_better,Fabricated Citation Rate,0,Generated citations that cannot resolve to supplied valid evidence.,,fabricated_citation_rate,0,0,0,,"[""citations"", ""retrieval_context""]",,hippo_rag,ratio,1.0
weighted_ratio,report_missing,0,,,higher_is_better,Faithfulness,0,Factual claims supported by the context supplied to the final-answer model.,,faithfulness,0,0,0,,"[""generated_claims"", ""retrieval_context""]",,hippo_rag,ratio,1.0
weighted_mean,report_missing,0,,,higher_is_better,Groundedness,0,"Evidence relevance, entailment, valid time, and resolvable lineage.",,groundedness,0,0,0,,"[""generated_claims"", ""citations"", ""source_lineage""]",,hippo_rag,score,1.0
bin_weighted_error,not_applicable_when_missing_confidence,0,,,lower_is_better,Expected Calibration Error,0,Confidence calibration error using real answer or claim confidence values.,,expected_calibration_error,0,0,0,,"[""confidence"", ""claim_correctness""]",,hippo_rag,ece,1.0
macro_f1,report_missing,0,,,higher_is_better,Lineage/Citation F1,0,"F1 over canonical source, document, page, and section references.",,lineage_citation_f1,0,0,0,,"[""citations"", ""expected_evidence""]",,hippo_rag,f1,1.0
component_mean,not_applicable_without_contradiction,0,,,higher_is_better,Contradiction Handling,0,"Detection, source identification, state selection, and conflict communication.",,contradiction_handling,0,0,0,,"[""contradiction_truth"", ""generated_answer""]",,hippo_rag,score,1.0
success_rate,not_applicable_without_correction,0,,,higher_is_better,Correction Recovery,0,Correct use of corrected facts after explicit correction events.,,correction_recovery,0,0,0,,"[""correction_truth"", ""post_correction_answers""]",,hippo_rag,ratio,1.0
macro_precision_at_k,report_missing,0,,,higher_is_better,Retrieval Precision,0,Relevant retrieved context items divided by retrieved items at configured K.,,retrieval_precision,0,0,0,,"[""retrieval_items"", ""expected_relevant_sources""]",,hippo_rag,precision,1.0
macro_recall_at_k,report_missing,0,,,higher_is_better,Retrieval Recall,0,Relevant retrieved context items divided by all expected relevant items.,,retrieval_recall,0,0,0,,"[""retrieval_items"", ""expected_relevant_sources""]",,hippo_rag,recall,1.0
mean,report_missing,0,,,lower_is_better,Tokens per Query,0,Online answer input plus output tokens per completed query.,,tokens_per_query,0,0,0,,"[""llm_calls""]",,hippo_rag,tokens,1.0
p95,report_missing,0,,,lower_is_better,p95 Latency,0,95th percentile end-to-end backend query latency.,,p95_latency,0,0,0,,"[""turn_timings""]",,hippo_rag,milliseconds,1.0
sum,unavailable_when_pricing_missing,0,,,lower_is_better,Total Cost,0,Versioned provider-token cost for operational system calls.,,total_cost,0,0,0,,"[""token_usage"", ""model_pricing""]",,hippo_rag,usd,1.0
macro_f1,report_missing,0,,,higher_is_better,Memory Update Accuracy,0,Macro F1 over expected state transition labels after updates.,,memory_update_accuracy,0,0,0,,"[""state_transitions"", ""generated_claims""]",,hippo_rag,f1,1.0
median_with_censoring,not_applicable_without_recovery_event,0,,,lower_is_better,State Recovery Time,0,Median turns to first fully correct answer after recovery-triggering events.,,state_recovery_time,0,0,0,,"[""recovery_events"", ""answers""]",,hippo_rag,turns,1.0
weighted_mean,report_missing,0,,,higher_is_better,State Accuracy,0,Correct current-state components against ground truth.,,state_accuracy,0,0,0,,"[""generated_claims"", ""ground_truth_state""]",,csm,ratio,1.0
macro_mean,report_missing,0,,,higher_is_better,Temporal Consistency,0,"Consistency with event order, valid time, and cross-turn history.",,temporal_consistency,0,0,0,,"[""generated_claims"", ""timeline_events""]",,csm,ratio,1.0
macro_f1,report_missing,0,,,higher_is_better,Decision F1,0,Macro F1 over controlled research decision labels.,,decision_f1,0,0,0,,"[""predicted_labels"", ""ground_truth_labels""]",,csm,f1,1.0
